DATAFLOW,LAST UPDATE,freq,reason,apprehen,citizen,sex,age,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:MIGR_EIPRE$DEFAULTVIEW(1.0),,Annual,Illegal entry,Total,Total,Total,Total,Person,Malta,2023,300,,
ESTAT:MIGR_EIPRE$DEFAULTVIEW(1.0),,Annual,Illegal entry,Total,Total,Total,Total,Person,Netherlands,2021,100,,
ESTAT:MIGR_EIPRE$DEFAULTVIEW(1.0),,Annual,Illegal entry,Total,Total,Total,Total,Person,Netherlands,2022,40,,
ESTAT:MIGR_EIPRE$DEFAULTVIEW(1.0),,Annual,Illegal entry,Total,Total,Total,Total,Person,Netherlands,2023,55,,
ESTAT:MIGR_EIPRE$DEFAULTVIEW(1.0),,Annual,Illegal entry,Total,Total,Total,Total,Person,Norway,2021,0,,
ESTAT:MIGR_EIPRE$DEFAULTVIEW(1.0),,Annual,Illegal entry,Total,Total,Total,Total,Person,Norway,2022,860,,
ESTAT:MIGR_EIPRE$DEFAULTVIEW(1.0),,Annual,Illegal entry,Total,Total,Total,Total,Person,Norway,2023,1915,,
ESTAT:MIGR_EIPRE$DEFAULTVIEW(1.0),,Annual,Illegal entry,Total,Total,Total,Total,Person,Poland,2021,4395,,
ESTAT:MIGR_EIPRE$DEFAULTVIEW(1.0),,Annual,Illegal entry,Total,Total,Total,Total,Person,Poland,2022,3620,,
ESTAT:MIGR_EIPRE$DEFAULTVIEW(1.0),,Annual,Illegal entry,Total,Total,Total,Total,Person,Poland,2023,4910,,
ESTAT:MIGR_EIPRE$DEFAULTVIEW(1.0),,Annual,Illegal entry,Total,Total,Total,Total,Person,Portugal,2021,0,,
ESTAT:MIGR_EIPRE$DEFAULTVIEW(1.0),,Annual,Illegal entry,Total,Total,Total,Total,Person,Portugal,2022,0,,
ESTAT:MIGR_EIPRE$DEFAULTVIEW(1.0),,Annual,Illegal entry,Total,Total,Total,Total,Person,Portugal,2023,0,,
ESTAT:MIGR_EIPRE$DEFAULTVIEW(1.0),,Annual,Illegal entry,Total,Total,Total,Total,Person,Romania,2021,810,,
ESTAT:MIGR_EIPRE$DEFAULTVIEW(1.0),,Annual,Illegal entry,Total,Total,Total,Total,Person,Romania,2022,2330,,
ESTAT:MIGR_EIPRE$DEFAULTVIEW(1.0),,Annual,Illegal entry,Total,Total,Total,Total,Person,Romania,2023,1205,,
ESTAT:MIGR_EIPRE$DEFAULTVIEW(1.0),,Annual,Illegal entry,Total,Total,Total,Total,Person,Sweden,2021,0,,
ESTAT:MIGR_EIPRE$DEFAULTVIEW(1.0),,Annual,Illegal entry,Total,Total,Total,Total,Person,Sweden,2022,0,,
ESTAT:MIGR_EIPRE$DEFAULTVIEW(1.0),,Annual,Illegal entry,Total,Total,Total,Total,Person,Sweden,2023,0,,
ESTAT:MIGR_EIPRE$DEFAULTVIEW(1.0),,Annual,Illegal entry,Total,Total,Total,Total,Person,Slovenia,2021,8990,,
ESTAT:MIGR_EIPRE$DEFAULTVIEW(1.0),,Annual,Illegal entry,Total,Total,Total,Total,Person,Slovenia,2022,30950,,
ESTAT:MIGR_EIPRE$DEFAULTVIEW(1.0),,Annual,Illegal entry,Total,Total,Total,Total,Person,Slovenia,2023,59315,,
ESTAT:MIGR_EIPRE$DEFAULTVIEW(1.0),,Annual,Illegal entry,Total,Total,Total,Total,Person,Slovakia,2021,1445,,
ESTAT:MIGR_EIPRE$DEFAULTVIEW(1.0),,Annual,Illegal entry,Total,Total,Total,Total,Person,Slovakia,2022,11485,,
ESTAT:MIGR_EIPRE$DEFAULTVIEW(1.0),,Annual,Illegal entry,Total,Total,Total,Total,Person,Slovakia,2023,47005,,
ESTAT:MIGR_EIPRE$DEFAULTVIEW(1.0),,Annual,Overstay,Between border crossing points - at land,Total,Total,Total,Person,Austria,2021,0,,
ESTAT:MIGR_EIPRE$DEFAULTVIEW(1.0),,Annual,Overstay,Between border crossing points - at land,Total,Total,Total,Person,Austria,2022,0,,
ESTAT:MIGR_EIPRE$DEFAULTVIEW(1.0),,Annual,Overstay,Between border crossing points - at land,Total,Total,Total,Person,Belgium,2021,0,,
ESTAT:MIGR_EIPRE$DEFAULTVIEW(1.0),,Annual,Overstay,Between border crossing points - at land,Total,Total,Total,Person,Belgium,2022,0,,
ESTAT:MIGR_EIPRE$DEFAULTVIEW(1.0),,Annual,Overstay,Between border crossing points - at land,Total,Total,Total,Person,Belgium,2023,0,,
ESTAT:MIGR_EIPRE$DEFAULTVIEW(1.0),,Annual,Overstay,Between border crossing points - at land,Total,Total,Total,Person,Bulgaria,2021,0,,
ESTAT:MIGR_EIPRE$DEFAULTVIEW(1.0),,Annual,Overstay,Between border crossing points - at land,Total,Total,Total,Person,Bulgaria,2022,0,,
ESTAT:MIGR_EIPRE$DEFAULTVIEW(1.0),,Annual,Overstay,Between border crossing points - at land,Total,Total,Total,Person,Bulgaria,2023,0,,
ESTAT:MIGR_EIPRE$DEFAULTVIEW(1.0),,Annual,Overstay,Between border crossing points - at land,Total,Total,Total,Person,Switzerland,2020,0,,
ESTAT:MIGR_EIPRE$DEFAULTVIEW(1.0),,Annual,Overstay,Between border crossing points - at land,Total,Total,Total,Person,Switzerland,2021,0,,
ESTAT:MIGR_EIPRE$DEFAULTVIEW(1.0),,Annual,Overstay,Between border crossing points - at land,Total,Total,Total,Person,Switzerland,2022,0,,
ESTAT:MIGR_EIPRE$DEFAULTVIEW(1.0),,Annual,Overstay,Between border crossing points - at land,Total,Total,Total,Person,Switzerland,2023,0,,
ESTAT:MIGR_EIPRE$DEFAULTVIEW(1.0),,Annual,Overstay,Between border crossing points - at land,Total,Total,Total,Person,Cyprus,2021,0,,
ESTAT:MIGR_EIPRE$DEFAULTVIEW(1.0),,Annual,Overstay,Between border crossing points - at land,Total,Total,Total,Person,Cyprus,2022,0,,
ESTAT:MIGR_EIPRE$DEFAULTVIEW(1.0),,Annual,Overstay,Between border crossing points - at land,Total,Total,Total,Person,Cyprus,2023,25,,
ESTAT:MIGR_EIPRE$DEFAULTVIEW(1.0),,Annual,Overstay,Between border crossing points - at land,Total,Total,Total,Person,Czechia,2021,0,,
ESTAT:MIGR_EIPRE$DEFAULTVIEW(1.0),,Annual,Overstay,Between border crossing points - at land,Total,Total,Total,Person,Czechia,2022,0,,
ESTAT:MIGR_EIPRE$DEFAULTVIEW(1.0),,Annual,Overstay,Between border crossing points - at land,Total,Total,Total,Person,Czechia,2023,0,,
ESTAT:MIGR_EIPRE$DEFAULTVIEW(1.0),,Annual,Overstay,Between border crossing points - at land,Total,Total,Total,Person,Germany,2021,0,,
ESTAT:MIGR_EIPRE$DEFAULTVIEW(1.0),,Annual,Overstay,Between border crossing points - at land,Total,Total,Total,Person,Germany,2022,0,,
ESTAT:MIGR_EIPRE$DEFAULTVIEW(1.0),,Annual,Overstay,Between border crossing points - at land,Total,Total,Total,Person,Germany,2023,0,,
ESTAT:MIGR_EIPRE$DEFAULTVIEW(1.0),,Annual,Overstay,Between border crossing points - at land,Total,Total,Total,Person,Denmark,2021,0,,
ESTAT:MIGR_EIPRE$DEFAULTVIEW(1.0),,Annual,Overstay,Between border crossing points - at land,Total,Total,Total,Person,Denmark,2022,5,,
ESTAT:MIGR_EIPRE$DEFAULTVIEW(1.0),,Annual,Overstay,Between border crossing points - at land,Total,Total,Total,Person,Denmark,2023,5,,
ESTAT:MIGR_EIPRE$DEFAULTVIEW(1.0),,Annual,Overstay,Between border crossing points - at land,Total,Total,Total,Person,Estonia,2021,0,,
ESTAT:MIGR_EIPRE$DEFAULTVIEW(1.0),,Annual,Overstay,Between border crossing points - at land,Total,Total,Total,Person,Estonia,2022,0,,
ESTAT:MIGR_EIPRE$DEFAULTVIEW(1.0),,Annual,Overstay,Between border crossing points - at land,Total,Total,Total,Person,Estonia,2023,0,,
ESTAT:MIGR_EIPRE$DEFAULTVIEW(1.0),,Annual,Overstay,Between border crossing points - at land,Total,Total,Total,Person,Greece,2021,0,,
ESTAT:MIGR_EIPRE$DEFAULTVIEW(1.0),,Annual,Overstay,Between border crossing points - at land,Total,Total,Total,Person,Greece,2022,0,,
ESTAT:MIGR_EIPRE$DEFAULTVIEW(1.0),,Annual,Overstay,Between border crossing points - at land,Total,Total,Total,Person,Greece,2023,0,,
ESTAT:MIGR_EIPRE$DEFAULTVIEW(1.0),,Annual,Overstay,Between border crossing points - at land,Total,Total,Total,Person,Spain,2021,0,,
ESTAT:MIGR_EIPRE$DEFAULTVIEW(1.0),,Annual,Overstay,Between border crossing points - at land,Total,Total,Total,Person,Spain,2022,0,,
ESTAT:MIGR_EIPRE$DEFAULTVIEW(1.0),,Annual,Overstay,Between border crossing points - at land,Total,Total,Total,Person,Spain,2023,0,,
ESTAT:MIGR_EIPRE$DEFAULTVIEW(1.0),,Annual,Overstay,Between border crossing points - at land,Total,Total,Total,Person,European Union - 27 countries (from 2020),2023,6635,,
ESTAT:MIGR_EIPRE$DEFAULTVIEW(1.0),,Annual,Overstay,Between border crossing points - at land,Total,Total,Total,Person,Finland,2021,0,,
ESTAT:MIGR_EIPRE$DEFAULTVIEW(1.0),,Annual,Overstay,Between border crossing points - at land,Total,Total,Total,Person,Finland,2022,0,,
ESTAT:MIGR_EIPRE$DEFAULTVIEW(1.0),,Annual,Overstay,Between border crossing points - at land,Total,Total,Total,Person,Finland,2023,0,,
ESTAT:MIGR_EIPRE$DEFAULTVIEW(1.0),,Annual,Overstay,Between border crossing points - at land,Total,Total,Total,Person,France,2023,0,,
ESTAT:MIGR_EIPRE$DEFAULTVIEW(1.0),,Annual,Overstay,Between border crossing points - at land,Total,Total,Total,Person,Croatia,2021,5,,
ESTAT:MIGR_EIPRE$DEFAULTVIEW(1.0),,Annual,Overstay,Between border crossing points - at land,Total,Total,Total,Person,Croatia,2022,15,,
ESTAT:MIGR_EIPRE$DEFAULTVIEW(1.0),,Annual,Overstay,Between border crossing points - at land,Total,Total,Total,Person,Croatia,2023,10,,
ESTAT:MIGR_EIPRE$DEFAULTVIEW(1.0),,Annual,Overstay,Between border crossing points - at land,Total,Total,Total,Person,Hungary,2021,20,,
ESTAT:MIGR_EIPRE$DEFAULTVIEW(1.0),,Annual,Overstay,Between border crossing points - at land,Total,Total,Total,Person,Hungary,2022,10,,
ESTAT:MIGR_EIPRE$DEFAULTVIEW(1.0),,Annual,Overstay,Between border crossing points - at land,Total,Total,Total,Person,Hungary,2023,20,,
ESTAT:MIGR_EIPRE$DEFAULTVIEW(1.0),,Annual,Overstay,Between border crossing points - at land,Total,Total,Total,Person,Ireland,2019,0,,
ESTAT:MIGR_EIPRE$DEFAULTVIEW(1.0),,Annual,Overstay,Between border crossing points - at land,Total,Total,Total,Person,Ireland,2020,0,,
ESTAT:MIGR_EIPRE$DEFAULTVIEW(1.0),,Annual,Overstay,Between border crossing points - at land,Total,Total,Total,Person,Ireland,2021,0,,
ESTAT:MIGR_EIPRE$DEFAULTVIEW(1.0),,Annual,Overstay,Between border crossing points - at land,Total,Total,Total,Person,Ireland,2022,0,,
ESTAT:MIGR_EIPRE$DEFAULTVIEW(1.0),,Annual,Overstay,Between border crossing points - at land,Total,Total,Total,Person,Ireland,2023,0,,
ESTAT:MIGR_EIPRE$DEFAULTVIEW(1.0),,Annual,Overstay,Between border crossing points - at land,Total,Total,Total,Person,Iceland,2021,0,,
ESTAT:MIGR_EIPRE$DEFAULTVIEW(1.0),,Annual,Overstay,Between border crossing points - at land,Total,Total,Total,Person,Italy,2021,0,,
ESTAT:MIGR_EIPRE$DEFAULTVIEW(1.0),,Annual,Overstay,Between border crossing points - at land,Total,Total,Total,Person,Italy,2022,0,,
ESTAT:MIGR_EIPRE$DEFAULTVIEW(1.0),,Annual,Overstay,Between border crossing points - at land,Total,Total,Total,Person,Italy,2023,0,,
ESTAT:MIGR_EIPRE$DEFAULTVIEW(1.0),,Annual,Overstay,Between border crossing points - at land,Total,Total,Total,Person,Liechtenstein,2021,0,,
ESTAT:MIGR_EIPRE$DEFAULTVIEW(1.0),,Annual,Overstay,Between border crossing points - at land,Total,Total,Total,Person,Liechtenstein,2022,0,,
ESTAT:MIGR_EIPRE$DEFAULTVIEW(1.0),,Annual,Overstay,Between border crossing points - at land,Total,Total,Total,Person,Liechtenstein,2023,0,,
ESTAT:MIGR_EIPRE$DEFAULTVIEW(1.0),,Annual,Overstay,Between border crossing points - at land,Total,Total,Total,Person,Lithuania,2021,0,,
ESTAT:MIGR_EIPRE$DEFAULTVIEW(1.0),,Annual,Overstay,Between border crossing points - at land,Total,Total,Total,Person,Lithuania,2022,0,,
ESTAT:MIGR_EIPRE$DEFAULTVIEW(1.0),,Annual,Overstay,Between border crossing points - at land,Total,Total,Total,Person,Lithuania,2023,0,,
ESTAT:MIGR_EIPRE$DEFAULTVIEW(1.0),,Annual,Overstay,Between border crossing points - at land,Total,Total,Total,Person,Luxembourg,2021,0,,
ESTAT:MIGR_EIPRE$DEFAULTVIEW(1.0),,Annual,Overstay,Between border crossing points - at land,Total,Total,Total,Person,Luxembourg,2022,0,,
ESTAT:MIGR_EIPRE$DEFAULTVIEW(1.0),,Annual,Overstay,Between border crossing points - at land,Total,Total,Total,Person,Luxembourg,2023,0,,
ESTAT:MIGR_EIPRE$DEFAULTVIEW(1.0),,Annual,Overstay,Between border crossing points - at land,Total,Total,Total,Person,Latvia,2021,0,,
ESTAT:MIGR_EIPRE$DEFAULTVIEW(1.0),,Annual,Overstay,Between border crossing points - at land,Total,Total,Total,Person,Latvia,2022,0,,
ESTAT:MIGR_EIPRE$DEFAULTVIEW(1.0),,Annual,Overstay,Between border crossing points - at land,Total,Total,Total,Person,Latvia,2023,6565,,
ESTAT:MIGR_EIPRE$DEFAULTVIEW(1.0),,Annual,Overstay,Between border crossing points - at land,Total,Total,Total,Person,Montenegro,2021,0,,
ESTAT:MIGR_EIPRE$DEFAULTVIEW(1.0),,Annual,Overstay,Between border crossing points - at land,Total,Total,Total,Person,Montenegro,2022,70,,
ESTAT:MIGR_EIPRE$DEFAULTVIEW(1.0),,Annual,Overstay,Between border crossing points - at land,Total,Total,Total,Person,Montenegro,2023,0,,
ESTAT:MIGR_EIPRE$DEFAULTVIEW(1.0),,Annual,Overstay,Between border crossing points - at land,Total,Total,Total,Person,Malta,2021,0,,
ESTAT:MIGR_EIPRE$DEFAULTVIEW(1.0),,Annual,Overstay,Between border crossing points - at land,Total,Total,Total,Person,Malta,2022,0,,
ESTAT:MIGR_EIPRE$DEFAULTVIEW(1.0),,Annual,Overstay,Between border crossing points - at land,Total,Total,Total,Person,Malta,2023,0,,
ESTAT:MIGR_EIPRE$DEFAULTVIEW(1.0),,Annual,Overstay,Between border crossing points - at land,Total,Total,Total,Person,Netherlands,2021,0,,
ESTAT:MIGR_EIPRE$DEFAULTVIEW(1.0),,Annual,Overstay,Between border crossing points - at land,Total,Total,Total,Person,Netherlands,2022,0,,
ESTAT:MIGR_EIPRE$DEFAULTVIEW(1.0),,Annual,Overstay,Between border crossing points - at land,Total,Total,Total,Person,Netherlands,2023,0,,
ESTAT:MIGR_EIPRE$DEFAULTVIEW(1.0),,Annual,Overstay,Between border crossing points - at land,Total,Total,Total,Person,Norway,2021,0,,
ESTAT:MIGR_EIPRE$DEFAULTVIEW(1.0),,Annual,Overstay,Between border crossing points - at land,Total,Total,Total,Person,Norway,2022,0,,
ESTAT:MIGR_EIPRE$DEFAULTVIEW(1.0),,Annual,Overstay,Between border crossing points - at land,Total,Total,Total,Person,Poland,2021,0,,
ESTAT:MIGR_EIPRE$DEFAULTVIEW(1.0),,Annual,Overstay,Between border crossing points - at land,Total,Total,Total,Person,Poland,2022,0,,
ESTAT:MIGR_EIPRE$DEFAULTVIEW(1.0),,Annual,Overstay,Between border crossing points - at land,Total,Total,Total,Person,Poland,2023,0,,
ESTAT:MIGR_EIPRE$DEFAULTVIEW(1.0),,Annual,Overstay,Between border crossing points - at land,Total,Total,Total,Person,Portugal,2021,0,,
ESTAT:MIGR_EIPRE$DEFAULTVIEW(1.0),,Annual,Overstay,Between border crossing points - at land,Total,Total,Total,Person,Portugal,2022,0,,
ESTAT:MIGR_EIPRE$DEFAULTVIEW(1.0),,Annual,Overstay,Between border crossing points - at land,Total,Total,Total,Person,Portugal,2023,0,,
ESTAT:MIGR_EIPRE$DEFAULTVIEW(1.0),,Annual,Overstay,Between border crossing points - at land,Total,Total,Total,Person,Romania,2021,0,,
ESTAT:MIGR_EIPRE$DEFAULTVIEW(1.0),,Annual,Overstay,Between border crossing points - at land,Total,Total,Total,Person,Romania,2022,0,,
ESTAT:MIGR_EIPRE$DEFAULTVIEW(1.0),,Annual,Overstay,Between border crossing points - at land,Total,Total,Total,Person,Romania,2023,5,,
ESTAT:MIGR_EIPRE$DEFAULTVIEW(1.0),,Annual,Overstay,Between border crossing points - at land,Total,Total,Total,Person,Sweden,2021,0,,
ESTAT:MIGR_EIPRE$DEFAULTVIEW(1.0),,Annual,Overstay,Between border crossing points - at land,Total,Total,Total,Person,Sweden,2022,0,,
ESTAT:MIGR_EIPRE$DEFAULTVIEW(1.0),,Annual,Overstay,Between border crossing points - at land,Total,Total,Total,Person,Sweden,2023,0,,
ESTAT:MIGR_EIPRE$DEFAULTVIEW(1.0),,Annual,Overstay,Between border crossing points - at land,Total,Total,Total,Person,Slovenia,2021,0,,
ESTAT:MIGR_EIPRE$DEFAULTVIEW(1.0),,Annual,Overstay,Between border crossing points - at land,Total,Total,Total,Person,Slovenia,2022,0,,
ESTAT:MIGR_EIPRE$DEFAULTVIEW(1.0),,Annual,Overstay,Between border crossing points - at land,Total,Total,Total,Person,Slovenia,2023,0,,
ESTAT:MIGR_EIPRE$DEFAULTVIEW(1.0),,Annual,Overstay,Between border crossing points - at land,Total,Total,Total,Person,Slovakia,2021,0,,
ESTAT:MIGR_EIPRE$DEFAULTVIEW(1.0),,Annual,Overstay,Between border crossing points - at land,Total,Total,Total,Person,Slovakia,2022,0,,
ESTAT:MIGR_EIPRE$DEFAULTVIEW(1.0),,Annual,Overstay,Between border crossing points - at land,Total,Total,Total,Person,Slovakia,2023,0,,
ESTAT:MIGR_EIPRE$DEFAULTVIEW(1.0),,Annual,Overstay,Between border crossing points - at sea,Total,Total,Total,Person,Austria,2021,0,,
ESTAT:MIGR_EIPRE$DEFAULTVIEW(1.0),,Annual,Overstay,Between border crossing points - at sea,Total,Total,Total,Person,Austria,2022,0,,
ESTAT:MIGR_EIPRE$DEFAULTVIEW(1.0),,Annual,Overstay,Between border crossing points - at sea,Total,Total,Total,Person,Belgium,2021,0,,
ESTAT:MIGR_EIPRE$DEFAULTVIEW(1.0),,Annual,Overstay,Between border crossing points - at sea,Total,Total,Total,Person,Belgium,2022,0,,
ESTAT:MIGR_EIPRE$DEFAULTVIEW(1.0),,Annual,Overstay,Between border crossing points - at sea,Total,Total,Total,Person,Belgium,2023,0,,
ESTAT:MIGR_EIPRE$DEFAULTVIEW(1.0),,Annual,Overstay,Between border crossing points - at sea,Total,Total,Total,Person,Bulgaria,2021,0,,
ESTAT:MIGR_EIPRE$DEFAULTVIEW(1.0),,Annual,Overstay,Between border crossing points - at sea,Total,Total,Total,Person,Bulgaria,2022,0,,
ESTAT:MIGR_EIPRE$DEFAULTVIEW(1.0),,Annual,Overstay,Between border crossing points - at sea,Total,Total,Total,Person,Bulgaria,2023,0,,
ESTAT:MIGR_EIPRE$DEFAULTVIEW(1.0),,Annual,Overstay,Between border crossing points - at sea,Total,Total,Total,Person,Switzerland,2020,0,,
ESTAT:MIGR_EIPRE$DEFAULTVIEW(1.0),,Annual,Overstay,Between border crossing points - at sea,Total,Total,Total,Person,Switzerland,2021,0,,
ESTAT:MIGR_EIPRE$DEFAULTVIEW(1.0),,Annual,Overstay,Between border crossing points - at sea,Total,Total,Total,Person,Switzerland,2022,0,,
ESTAT:MIGR_EIPRE$DEFAULTVIEW(1.0),,Annual,Overstay,Between border crossing points - at sea,Total,Total,Total,Person,Switzerland,2023,0,,
ESTAT:MIGR_EIPRE$DEFAULTVIEW(1.0),,Annual,Overstay,Between border crossing points - at sea,Total,Total,Total,Person,Cyprus,2021,0,,
ESTAT:MIGR_EIPRE$DEFAULTVIEW(1.0),,Annual,Overstay,Between border crossing points - at sea,Total,Total,Total,Person,Cyprus,2022,0,,
ESTAT:MIGR_EIPRE$DEFAULTVIEW(1.0),,Annual,Overstay,Between border crossing points - at sea,Total,Total,Total,Person,Cyprus,2023,0,,
ESTAT:MIGR_EIPRE$DEFAULTVIEW(1.0),,Annual,Overstay,Between border crossing points - at sea,Total,Total,Total,Person,Czechia,2021,0,,
ESTAT:MIGR_EIPRE$DEFAULTVIEW(1.0),,Annual,Overstay,Between border crossing points - at sea,Total,Total,Total,Person,Czechia,2022,0,,
ESTAT:MIGR_EIPRE$DEFAULTVIEW(1.0),,Annual,Overstay,Between border crossing points - at sea,Total,Total,Total,Person,Czechia,2023,0,,
ESTAT:MIGR_EIPRE$DEFAULTVIEW(1.0),,Annual,Overstay,Between border crossing points - at sea,Total,Total,Total,Person,Germany,2021,0,,
ESTAT:MIGR_EIPRE$DEFAULTVIEW(1.0),,Annual,Overstay,Between border crossing points - at sea,Total,Total,Total,Person,Germany,2022,0,,
ESTAT:MIGR_EIPRE$DEFAULTVIEW(1.0),,Annual,Overstay,Between border crossing points - at sea,Total,Total,Total,Person,Germany,2023,0,,
ESTAT:MIGR_EIPRE$DEFAULTVIEW(1.0),,Annual,Overstay,Between border crossing points - at sea,Total,Total,Total,Person,Denmark,2021,0,,
ESTAT:MIGR_EIPRE$DEFAULTVIEW(1.0),,Annual,Overstay,Between border crossing points - at sea,Total,Total,Total,Person,Denmark,2022,0,,
ESTAT:MIGR_EIPRE$DEFAULTVIEW(1.0),,Annual,Overstay,Between border crossing points - at sea,Total,Total,Total,Person,Denmark,2023,0,,
ESTAT:MIGR_EIPRE$DEFAULTVIEW(1.0),,Annual,Overstay,Between border crossing points - at sea,Total,Total,Total,Person,Estonia,2021,0,,
ESTAT:MIGR_EIPRE$DEFAULTVIEW(1.0),,Annual,Overstay,Between border crossing points - at sea,Total,Total,Total,Person,Estonia,2022,0,,
ESTAT:MIGR_EIPRE$DEFAULTVIEW(1.0),,Annual,Overstay,Between border crossing points - at sea,Total,Total,Total,Person,Estonia,2023,0,,
ESTAT:MIGR_EIPRE$DEFAULTVIEW(1.0),,Annual,Overstay,Between border crossing points - at sea,Total,Total,Total,Person,Greece,2021,0,,
ESTAT:MIGR_EIPRE$DEFAULTVIEW(1.0),,Annual,Overstay,Between border crossing points - at sea,Total,Total,Total,Person,Greece,2022,0,,
ESTAT:MIGR_EIPRE$DEFAULTVIEW(1.0),,Annual,Overstay,Between border crossing points - at sea,Total,Total,Total,Person,Greece,2023,0,,
ESTAT:MIGR_EIPRE$DEFAULTVIEW(1.0),,Annual,Overstay,Between border crossing points - at sea,Total,Total,Total,Person,Spain,2021,0,,
ESTAT:MIGR_EIPRE$DEFAULTVIEW(1.0),,Annual,Overstay,Between border crossing points - at sea,Total,Total,Total,Person,Spain,2022,0,,
ESTAT:MIGR_EIPRE$DEFAULTVIEW(1.0),,Annual,Overstay,Between border crossing points - at sea,Total,Total,Total,Person,Spain,2023,0,,
ESTAT:MIGR_EIPRE$DEFAULTVIEW(1.0),,Annual,Overstay,Between border crossing points - at sea,Total,Total,Total,Person,European Union - 27 countries (from 2020),2021,0,,
ESTAT:MIGR_EIPRE$DEFAULTVIEW(1.0),,Annual,Overstay,Between border crossing points - at sea,Total,Total,Total,Person,European Union - 27 countries (from 2020),2023,5,,
ESTAT:MIGR_EIPRE$DEFAULTVIEW(1.0),,Annual,Overstay,Between border crossing points - at sea,Total,Total,Total,Person,Finland,2021,0,,
ESTAT:MIGR_EIPRE$DEFAULTVIEW(1.0),,Annual,Overstay,Between border crossing points - at sea,Total,Total,Total,Person,Finland,2022,0,,
ESTAT:MIGR_EIPRE$DEFAULTVIEW(1.0),,Annual,Overstay,Between border crossing points - at sea,Total,Total,Total,Person,Finland,2023,0,,
ESTAT:MIGR_EIPRE$DEFAULTVIEW(1.0),,Annual,Overstay,Between border crossing points - at sea,Total,Total,Total,Person,France,2023,0,,
ESTAT:MIGR_EIPRE$DEFAULTVIEW(1.0),,Annual,Overstay,Between border crossing points - at sea,Total,Total,Total,Person,Croatia,2021,0,,
ESTAT:MIGR_EIPRE$DEFAULTVIEW(1.0),,Annual,Overstay,Between border crossing points - at sea,Total,Total,Total,Person,Croatia,2022,0,,
ESTAT:MIGR_EIPRE$DEFAULTVIEW(1.0),,Annual,Overstay,Between border crossing points - at sea,Total,Total,Total,Person,Croatia,2023,0,,
ESTAT:MIGR_EIPRE$DEFAULTVIEW(1.0),,Annual,Overstay,Between border crossing points - at sea,Total,Total,Total,Person,Hungary,2021,0,,
ESTAT:MIGR_EIPRE$DEFAULTVIEW(1.0),,Annual,Overstay,Between border crossing points - at sea,Total,Total,Total,Person,Hungary,2022,0,,
ESTAT:MIGR_EIPRE$DEFAULTVIEW(1.0),,Annual,Overstay,Between border crossing points - at sea,Total,Total,Total,Person,Hungary,2023,0,,
ESTAT:MIGR_EIPRE$DEFAULTVIEW(1.0),,Annual,Overstay,Between border crossing points - at sea,Total,Total,Total,Person,Ireland,2019,0,,
ESTAT:MIGR_EIPRE$DEFAULTVIEW(1.0),,Annual,Overstay,Between border crossing points - at sea,Total,Total,Total,Person,Ireland,2020,0,,
ESTAT:MIGR_EIPRE$DEFAULTVIEW(1.0),,Annual,Overstay,Between border crossing points - at sea,Total,Total,Total,Person,Ireland,2021,0,,
ESTAT:MIGR_EIPRE$DEFAULTVIEW(1.0),,Annual,Overstay,Between border crossing points - at sea,Total,Total,Total,Person,Ireland,2022,0,,
ESTAT:MIGR_EIPRE$DEFAULTVIEW(1.0),,Annual,Overstay,Between border crossing points - at sea,Total,Total,Total,Person,Ireland,2023,0,,
ESTAT:MIGR_EIPRE$DEFAULTVIEW(1.0),,Annual,Overstay,Between border crossing points - at sea,Total,Total,Total,Person,Iceland,2021,0,,
ESTAT:MIGR_EIPRE$DEFAULTVIEW(1.0),,Annual,Overstay,Between border crossing points - at sea,Total,Total,Total,Person,Italy,2021,0,,
ESTAT:MIGR_EIPRE$DEFAULTVIEW(1.0),,Annual,Overstay,Between border crossing points - at sea,Total,Total,Total,Person,Italy,2022,0,,
ESTAT:MIGR_EIPRE$DEFAULTVIEW(1.0),,Annual,Overstay,Between border crossing points - at sea,Total,Total,Total,Person,Italy,2023,0,,
ESTAT:MIGR_EIPRE$DEFAULTVIEW(1.0),,Annual,Overstay,Between border crossing points - at sea,Total,Total,Total,Person,Liechtenstein,2021,0,,
ESTAT:MIGR_EIPRE$DEFAULTVIEW(1.0),,Annual,Overstay,Between border crossing points - at sea,Total,Total,Total,Person,Liechtenstein,2022,0,,
ESTAT:MIGR_EIPRE$DEFAULTVIEW(1.0),,Annual,Overstay,Between border crossing points - at sea,Total,Total,Total,Person,Liechtenstein,2023,0,,
ESTAT:MIGR_EIPRE$DEFAULTVIEW(1.0),,Annual,Overstay,Between border crossing points - at sea,Total,Total,Total,Person,Lithuania,2021,0,,
ESTAT:MIGR_EIPRE$DEFAULTVIEW(1.0),,Annual,Overstay,Between border crossing points - at sea,Total,Total,Total,Person,Lithuania,2022,0,,
ESTAT:MIGR_EIPRE$DEFAULTVIEW(1.0),,Annual,Overstay,Between border crossing points - at sea,Total,Total,Total,Person,Lithuania,2023,0,,
ESTAT:MIGR_EIPRE$DEFAULTVIEW(1.0),,Annual,Overstay,Between border crossing points - at sea,Total,Total,Total,Person,Luxembourg,2021,0,,
ESTAT:MIGR_EIPRE$DEFAULTVIEW(1.0),,Annual,Overstay,Between border crossing points - at sea,Total,Total,Total,Person,Luxembourg,2022,0,,
