DATAFLOW,LAST UPDATE,freq,unit,sex,age,citizen,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:LFSA_UGAN(1.0),13/03/25 23:00:00,Annual,Thousand persons,Females,From 15 to 74 years,Reporting country,Netherlands,2014,289.0,,
ESTAT:LFSA_UGAN(1.0),13/03/25 23:00:00,Annual,Thousand persons,Females,From 15 to 74 years,Reporting country,Netherlands,2015,269.2,,
ESTAT:LFSA_UGAN(1.0),13/03/25 23:00:00,Annual,Thousand persons,Females,From 15 to 74 years,Reporting country,Netherlands,2016,245.7,,
ESTAT:LFSA_UGAN(1.0),13/03/25 23:00:00,Annual,Thousand persons,Females,From 15 to 74 years,Reporting country,Netherlands,2017,201.8,,
ESTAT:LFSA_UGAN(1.0),13/03/25 23:00:00,Annual,Thousand persons,Females,From 15 to 74 years,Reporting country,Netherlands,2018,148.1,,
ESTAT:LFSA_UGAN(1.0),13/03/25 23:00:00,Annual,Thousand persons,Females,From 15 to 74 years,Reporting country,Netherlands,2019,124.8,,
ESTAT:LFSA_UGAN(1.0),13/03/25 23:00:00,Annual,Thousand persons,Females,From 15 to 74 years,Reporting country,Netherlands,2020,149.9,,
ESTAT:LFSA_UGAN(1.0),13/03/25 23:00:00,Annual,Thousand persons,Females,From 15 to 74 years,Reporting country,Netherlands,2021,178.5,b,
ESTAT:LFSA_UGAN(1.0),13/03/25 23:00:00,Annual,Thousand persons,Females,From 15 to 74 years,Reporting country,Netherlands,2022,159.9,,
ESTAT:LFSA_UGAN(1.0),13/03/25 23:00:00,Annual,Thousand persons,Females,From 15 to 74 years,Reporting country,Netherlands,2023,154.5,,
ESTAT:LFSA_UGAN(1.0),13/03/25 23:00:00,Annual,Thousand persons,Females,From 15 to 74 years,Reporting country,Norway,2014,33.4,,
ESTAT:LFSA_UGAN(1.0),13/03/25 23:00:00,Annual,Thousand persons,Females,From 15 to 74 years,Reporting country,Norway,2015,39.3,,
ESTAT:LFSA_UGAN(1.0),13/03/25 23:00:00,Annual,Thousand persons,Females,From 15 to 74 years,Reporting country,Norway,2016,39.9,,
ESTAT:LFSA_UGAN(1.0),13/03/25 23:00:00,Annual,Thousand persons,Females,From 15 to 74 years,Reporting country,Norway,2017,37.2,,
ESTAT:LFSA_UGAN(1.0),13/03/25 23:00:00,Annual,Thousand persons,Females,From 15 to 74 years,Reporting country,Norway,2018,32.3,,
ESTAT:LFSA_UGAN(1.0),13/03/25 23:00:00,Annual,Thousand persons,Females,From 15 to 74 years,Reporting country,Norway,2019,35.1,,
ESTAT:LFSA_UGAN(1.0),13/03/25 23:00:00,Annual,Thousand persons,Females,From 15 to 74 years,Reporting country,Norway,2020,39.4,,
ESTAT:LFSA_UGAN(1.0),13/03/25 23:00:00,Annual,Thousand persons,Females,From 15 to 74 years,Reporting country,Norway,2021,42.9,b,
ESTAT:LFSA_UGAN(1.0),13/03/25 23:00:00,Annual,Thousand persons,Females,From 15 to 74 years,Reporting country,Norway,2022,33.4,,
ESTAT:LFSA_UGAN(1.0),13/03/25 23:00:00,Annual,Thousand persons,Females,From 15 to 74 years,Reporting country,Norway,2023,35.7,,
ESTAT:LFSA_UGAN(1.0),13/03/25 23:00:00,Annual,Thousand persons,Females,From 15 to 74 years,Reporting country,Poland,2014,749.0,,
ESTAT:LFSA_UGAN(1.0),13/03/25 23:00:00,Annual,Thousand persons,Females,From 15 to 74 years,Reporting country,Poland,2015,600.9,,
ESTAT:LFSA_UGAN(1.0),13/03/25 23:00:00,Annual,Thousand persons,Females,From 15 to 74 years,Reporting country,Poland,2016,478.1,,
ESTAT:LFSA_UGAN(1.0),13/03/25 23:00:00,Annual,Thousand persons,Females,From 15 to 74 years,Reporting country,Poland,2017,376.5,,
ESTAT:LFSA_UGAN(1.0),13/03/25 23:00:00,Annual,Thousand persons,Females,From 15 to 74 years,Reporting country,Poland,2018,293.6,,
ESTAT:LFSA_UGAN(1.0),13/03/25 23:00:00,Annual,Thousand persons,Females,From 15 to 74 years,Reporting country,Poland,2019,273.9,b,
ESTAT:LFSA_UGAN(1.0),13/03/25 23:00:00,Annual,Thousand persons,Females,From 15 to 74 years,Reporting country,Poland,2020,253.9,,
ESTAT:LFSA_UGAN(1.0),13/03/25 23:00:00,Annual,Thousand persons,Females,From 15 to 74 years,Reporting country,Poland,2021,269.8,b,
ESTAT:LFSA_UGAN(1.0),13/03/25 23:00:00,Annual,Thousand persons,Females,From 15 to 74 years,Reporting country,Poland,2022,231.0,,
ESTAT:LFSA_UGAN(1.0),13/03/25 23:00:00,Annual,Thousand persons,Females,From 15 to 74 years,Reporting country,Poland,2023,226.0,,
ESTAT:LFSA_UGAN(1.0),13/03/25 23:00:00,Annual,Thousand persons,Females,From 15 to 74 years,Reporting country,Portugal,2014,347.4,,
ESTAT:LFSA_UGAN(1.0),13/03/25 23:00:00,Annual,Thousand persons,Females,From 15 to 74 years,Reporting country,Portugal,2015,305.7,,
ESTAT:LFSA_UGAN(1.0),13/03/25 23:00:00,Annual,Thousand persons,Females,From 15 to 74 years,Reporting country,Portugal,2016,269.1,,
ESTAT:LFSA_UGAN(1.0),13/03/25 23:00:00,Annual,Thousand persons,Females,From 15 to 74 years,Reporting country,Portugal,2017,229.0,,
ESTAT:LFSA_UGAN(1.0),13/03/25 23:00:00,Annual,Thousand persons,Females,From 15 to 74 years,Reporting country,Portugal,2018,179.6,,
ESTAT:LFSA_UGAN(1.0),13/03/25 23:00:00,Annual,Thousand persons,Females,From 15 to 74 years,Reporting country,Portugal,2019,169.5,,
ESTAT:LFSA_UGAN(1.0),13/03/25 23:00:00,Annual,Thousand persons,Females,From 15 to 74 years,Reporting country,Portugal,2020,166.0,,
ESTAT:LFSA_UGAN(1.0),13/03/25 23:00:00,Annual,Thousand persons,Females,From 15 to 74 years,Reporting country,Portugal,2021,169.3,b,
ESTAT:LFSA_UGAN(1.0),13/03/25 23:00:00,Annual,Thousand persons,Females,From 15 to 74 years,Reporting country,Portugal,2022,157.2,,
ESTAT:LFSA_UGAN(1.0),13/03/25 23:00:00,Annual,Thousand persons,Females,From 15 to 74 years,Reporting country,Portugal,2023,158.8,,
ESTAT:LFSA_UGAN(1.0),13/03/25 23:00:00,Annual,Thousand persons,Females,From 15 to 74 years,Reporting country,Romania,2014,244.6,,
ESTAT:LFSA_UGAN(1.0),13/03/25 23:00:00,Annual,Thousand persons,Females,From 15 to 74 years,Reporting country,Romania,2015,229.0,,
ESTAT:LFSA_UGAN(1.0),13/03/25 23:00:00,Annual,Thousand persons,Females,From 15 to 74 years,Reporting country,Romania,2016,190.9,,
ESTAT:LFSA_UGAN(1.0),13/03/25 23:00:00,Annual,Thousand persons,Females,From 15 to 74 years,Reporting country,Romania,2017,158.3,,
ESTAT:LFSA_UGAN(1.0),13/03/25 23:00:00,Annual,Thousand persons,Females,From 15 to 74 years,Reporting country,Romania,2018,135.2,,
ESTAT:LFSA_UGAN(1.0),13/03/25 23:00:00,Annual,Thousand persons,Females,From 15 to 74 years,Reporting country,Romania,2019,130.0,,
ESTAT:LFSA_UGAN(1.0),13/03/25 23:00:00,Annual,Thousand persons,Females,From 15 to 74 years,Reporting country,Romania,2020,178.5,,
ESTAT:LFSA_UGAN(1.0),13/03/25 23:00:00,Annual,Thousand persons,Females,From 15 to 74 years,Reporting country,Romania,2021,171.9,b,
ESTAT:LFSA_UGAN(1.0),13/03/25 23:00:00,Annual,Thousand persons,Females,From 15 to 74 years,Reporting country,Romania,2022,175.7,,
ESTAT:LFSA_UGAN(1.0),13/03/25 23:00:00,Annual,Thousand persons,Females,From 15 to 74 years,Reporting country,Romania,2023,176.3,,
ESTAT:LFSA_UGAN(1.0),13/03/25 23:00:00,Annual,Thousand persons,Females,From 15 to 74 years,Reporting country,Serbia,2014,279.6,b,
ESTAT:LFSA_UGAN(1.0),13/03/25 23:00:00,Annual,Thousand persons,Females,From 15 to 74 years,Reporting country,Serbia,2015,254.9,,
ESTAT:LFSA_UGAN(1.0),13/03/25 23:00:00,Annual,Thousand persons,Females,From 15 to 74 years,Reporting country,Serbia,2016,227.3,,
ESTAT:LFSA_UGAN(1.0),13/03/25 23:00:00,Annual,Thousand persons,Females,From 15 to 74 years,Reporting country,Serbia,2017,203.7,,
ESTAT:LFSA_UGAN(1.0),13/03/25 23:00:00,Annual,Thousand persons,Females,From 15 to 74 years,Reporting country,Serbia,2018,196.4,,
ESTAT:LFSA_UGAN(1.0),13/03/25 23:00:00,Annual,Thousand persons,Females,From 15 to 74 years,Reporting country,Serbia,2019,159.4,,
ESTAT:LFSA_UGAN(1.0),13/03/25 23:00:00,Annual,Thousand persons,Females,From 15 to 74 years,Reporting country,Serbia,2020,133.3,,
ESTAT:LFSA_UGAN(1.0),13/03/25 23:00:00,Annual,Thousand persons,Females,From 15 to 74 years,Reporting country,Serbia,2021,167.7,b,
ESTAT:LFSA_UGAN(1.0),13/03/25 23:00:00,Annual,Thousand persons,Females,From 15 to 74 years,Reporting country,Serbia,2022,140.0,,
ESTAT:LFSA_UGAN(1.0),13/03/25 23:00:00,Annual,Thousand persons,Females,From 15 to 74 years,Reporting country,Serbia,2023,139.5,,
ESTAT:LFSA_UGAN(1.0),13/03/25 23:00:00,Annual,Thousand persons,Females,From 15 to 74 years,Reporting country,Sweden,2014,157.9,,
ESTAT:LFSA_UGAN(1.0),13/03/25 23:00:00,Annual,Thousand persons,Females,From 15 to 74 years,Reporting country,Sweden,2015,148.3,,
ESTAT:LFSA_UGAN(1.0),13/03/25 23:00:00,Annual,Thousand persons,Females,From 15 to 74 years,Reporting country,Sweden,2016,131.3,,
ESTAT:LFSA_UGAN(1.0),13/03/25 23:00:00,Annual,Thousand persons,Females,From 15 to 74 years,Reporting country,Sweden,2017,124.1,,
ESTAT:LFSA_UGAN(1.0),13/03/25 23:00:00,Annual,Thousand persons,Females,From 15 to 74 years,Reporting country,Sweden,2018,119.2,b,
ESTAT:LFSA_UGAN(1.0),13/03/25 23:00:00,Annual,Thousand persons,Females,From 15 to 74 years,Reporting country,Sweden,2019,133.3,,
ESTAT:LFSA_UGAN(1.0),13/03/25 23:00:00,Annual,Thousand persons,Females,From 15 to 74 years,Reporting country,Sweden,2020,153.2,,
ESTAT:LFSA_UGAN(1.0),13/03/25 23:00:00,Annual,Thousand persons,Females,From 15 to 74 years,Reporting country,Sweden,2021,177.5,b,
ESTAT:LFSA_UGAN(1.0),13/03/25 23:00:00,Annual,Thousand persons,Females,From 15 to 74 years,Reporting country,Sweden,2022,165.0,,
ESTAT:LFSA_UGAN(1.0),13/03/25 23:00:00,Annual,Thousand persons,Females,From 15 to 74 years,Reporting country,Sweden,2023,163.9,,
ESTAT:LFSA_UGAN(1.0),13/03/25 23:00:00,Annual,Thousand persons,Females,From 15 to 74 years,Reporting country,Slovenia,2014,45.9,,
ESTAT:LFSA_UGAN(1.0),13/03/25 23:00:00,Annual,Thousand persons,Females,From 15 to 74 years,Reporting country,Slovenia,2015,43.3,,
ESTAT:LFSA_UGAN(1.0),13/03/25 23:00:00,Annual,Thousand persons,Females,From 15 to 74 years,Reporting country,Slovenia,2016,36.1,,
ESTAT:LFSA_UGAN(1.0),13/03/25 23:00:00,Annual,Thousand persons,Females,From 15 to 74 years,Reporting country,Slovenia,2017,33.0,,
ESTAT:LFSA_UGAN(1.0),13/03/25 23:00:00,Annual,Thousand persons,Females,From 15 to 74 years,Reporting country,Slovenia,2018,24.7,,
ESTAT:LFSA_UGAN(1.0),13/03/25 23:00:00,Annual,Thousand persons,Females,From 15 to 74 years,Reporting country,Slovenia,2019,21.1,,
ESTAT:LFSA_UGAN(1.0),13/03/25 23:00:00,Annual,Thousand persons,Females,From 15 to 74 years,Reporting country,Slovenia,2020,23.4,,
ESTAT:LFSA_UGAN(1.0),13/03/25 23:00:00,Annual,Thousand persons,Females,From 15 to 74 years,Reporting country,Slovenia,2021,21.8,b,
ESTAT:LFSA_UGAN(1.0),13/03/25 23:00:00,Annual,Thousand persons,Females,From 15 to 74 years,Reporting country,Slovenia,2022,17.4,,
ESTAT:LFSA_UGAN(1.0),13/03/25 23:00:00,Annual,Thousand persons,Females,From 15 to 74 years,Reporting country,Slovenia,2023,14.7,,
ESTAT:LFSA_UGAN(1.0),13/03/25 23:00:00,Annual,Thousand persons,Females,From 15 to 74 years,Reporting country,Slovakia,2014,164.9,,
ESTAT:LFSA_UGAN(1.0),13/03/25 23:00:00,Annual,Thousand persons,Females,From 15 to 74 years,Reporting country,Slovakia,2015,158.8,,
ESTAT:LFSA_UGAN(1.0),13/03/25 23:00:00,Annual,Thousand persons,Females,From 15 to 74 years,Reporting country,Slovakia,2016,133.8,,
ESTAT:LFSA_UGAN(1.0),13/03/25 23:00:00,Annual,Thousand persons,Females,From 15 to 74 years,Reporting country,Slovakia,2017,104.9,,
ESTAT:LFSA_UGAN(1.0),13/03/25 23:00:00,Annual,Thousand persons,Females,From 15 to 74 years,Reporting country,Slovakia,2018,86.6,,
ESTAT:LFSA_UGAN(1.0),13/03/25 23:00:00,Annual,Thousand persons,Females,From 15 to 74 years,Reporting country,Slovakia,2019,73.5,,
ESTAT:LFSA_UGAN(1.0),13/03/25 23:00:00,Annual,Thousand persons,Females,From 15 to 74 years,Reporting country,Slovakia,2020,86.7,,
ESTAT:LFSA_UGAN(1.0),13/03/25 23:00:00,Annual,Thousand persons,Females,From 15 to 74 years,Reporting country,Slovakia,2021,89.8,b,
ESTAT:LFSA_UGAN(1.0),13/03/25 23:00:00,Annual,Thousand persons,Females,From 15 to 74 years,Reporting country,Slovakia,2022,82.9,,
ESTAT:LFSA_UGAN(1.0),13/03/25 23:00:00,Annual,Thousand persons,Females,From 15 to 74 years,Reporting country,Slovakia,2023,77.1,,
ESTAT:LFSA_UGAN(1.0),13/03/25 23:00:00,Annual,Thousand persons,Females,From 15 to 74 years,Reporting country,United Kingdom,2014,760.5,,
ESTAT:LFSA_UGAN(1.0),13/03/25 23:00:00,Annual,Thousand persons,Females,From 15 to 74 years,Reporting country,United Kingdom,2015,671.2,,
ESTAT:LFSA_UGAN(1.0),13/03/25 23:00:00,Annual,Thousand persons,Females,From 15 to 74 years,Reporting country,United Kingdom,2016,611.5,,
ESTAT:LFSA_UGAN(1.0),13/03/25 23:00:00,Annual,Thousand persons,Females,From 15 to 74 years,Reporting country,United Kingdom,2017,540.2,,
ESTAT:LFSA_UGAN(1.0),13/03/25 23:00:00,Annual,Thousand persons,Females,From 15 to 74 years,Reporting country,United Kingdom,2018,525.9,,
ESTAT:LFSA_UGAN(1.0),13/03/25 23:00:00,Annual,Thousand persons,Females,From 15 to 74 years,Reporting country,United Kingdom,2019,470.4,,
ESTAT:LFSA_UGAN(1.0),13/03/25 23:00:00,Annual,Thousand persons,Females,From 15 to 74 years,Non-EU27 countries (from 2020) nor reporting country,Austria,2014,14.9,,
ESTAT:LFSA_UGAN(1.0),13/03/25 23:00:00,Annual,Thousand persons,Females,From 15 to 74 years,Non-EU27 countries (from 2020) nor reporting country,Austria,2015,15.5,,
ESTAT:LFSA_UGAN(1.0),13/03/25 23:00:00,Annual,Thousand persons,Females,From 15 to 74 years,Non-EU27 countries (from 2020) nor reporting country,Austria,2016,19.6,,
ESTAT:LFSA_UGAN(1.0),13/03/25 23:00:00,Annual,Thousand persons,Females,From 15 to 74 years,Non-EU27 countries (from 2020) nor reporting country,Austria,2017,19.3,,
ESTAT:LFSA_UGAN(1.0),13/03/25 23:00:00,Annual,Thousand persons,Females,From 15 to 74 years,Non-EU27 countries (from 2020) nor reporting country,Austria,2018,18.8,,
ESTAT:LFSA_UGAN(1.0),13/03/25 23:00:00,Annual,Thousand persons,Females,From 15 to 74 years,Non-EU27 countries (from 2020) nor reporting country,Austria,2019,18.6,,
ESTAT:LFSA_UGAN(1.0),13/03/25 23:00:00,Annual,Thousand persons,Females,From 15 to 74 years,Non-EU27 countries (from 2020) nor reporting country,Austria,2020,21.3,,
ESTAT:LFSA_UGAN(1.0),13/03/25 23:00:00,Annual,Thousand persons,Females,From 15 to 74 years,Non-EU27 countries (from 2020) nor reporting country,Austria,2021,24.2,b,
ESTAT:LFSA_UGAN(1.0),13/03/25 23:00:00,Annual,Thousand persons,Females,From 15 to 74 years,Non-EU27 countries (from 2020) nor reporting country,Austria,2022,22.4,,
ESTAT:LFSA_UGAN(1.0),13/03/25 23:00:00,Annual,Thousand persons,Females,From 15 to 74 years,Non-EU27 countries (from 2020) nor reporting country,Austria,2023,24.3,,
ESTAT:LFSA_UGAN(1.0),13/03/25 23:00:00,Annual,Thousand persons,Females,From 15 to 74 years,Non-EU27 countries (from 2020) nor reporting country,Bosnia and Herzegovina,2023,,u,
ESTAT:LFSA_UGAN(1.0),13/03/25 23:00:00,Annual,Thousand persons,Females,From 15 to 74 years,Non-EU27 countries (from 2020) nor reporting country,Belgium,2014,17.4,,
ESTAT:LFSA_UGAN(1.0),13/03/25 23:00:00,Annual,Thousand persons,Females,From 15 to 74 years,Non-EU27 countries (from 2020) nor reporting country,Belgium,2015,15.4,,
ESTAT:LFSA_UGAN(1.0),13/03/25 23:00:00,Annual,Thousand persons,Females,From 15 to 74 years,Non-EU27 countries (from 2020) nor reporting country,Belgium,2016,17.9,,
ESTAT:LFSA_UGAN(1.0),13/03/25 23:00:00,Annual,Thousand persons,Females,From 15 to 74 years,Non-EU27 countries (from 2020) nor reporting country,Belgium,2017,15.1,b,
ESTAT:LFSA_UGAN(1.0),13/03/25 23:00:00,Annual,Thousand persons,Females,From 15 to 74 years,Non-EU27 countries (from 2020) nor reporting country,Belgium,2018,11.7,,
ESTAT:LFSA_UGAN(1.0),13/03/25 23:00:00,Annual,Thousand persons,Females,From 15 to 74 years,Non-EU27 countries (from 2020) nor reporting country,Belgium,2019,11.4,,
ESTAT:LFSA_UGAN(1.0),13/03/25 23:00:00,Annual,Thousand persons,Females,From 15 to 74 years,Non-EU27 countries (from 2020) nor reporting country,Belgium,2020,10.0,,
ESTAT:LFSA_UGAN(1.0),13/03/25 23:00:00,Annual,Thousand persons,Females,From 15 to 74 years,Non-EU27 countries (from 2020) nor reporting country,Belgium,2021,16.7,b,
ESTAT:LFSA_UGAN(1.0),13/03/25 23:00:00,Annual,Thousand persons,Females,From 15 to 74 years,Non-EU27 countries (from 2020) nor reporting country,Belgium,2022,16.4,,
ESTAT:LFSA_UGAN(1.0),13/03/25 23:00:00,Annual,Thousand persons,Females,From 15 to 74 years,Non-EU27 countries (from 2020) nor reporting country,Belgium,2023,11.4,,
ESTAT:LFSA_UGAN(1.0),13/03/25 23:00:00,Annual,Thousand persons,Females,From 15 to 74 years,Non-EU27 countries (from 2020) nor reporting country,Bulgaria,2014,,u,
ESTAT:LFSA_UGAN(1.0),13/03/25 23:00:00,Annual,Thousand persons,Females,From 15 to 74 years,Non-EU27 countries (from 2020) nor reporting country,Bulgaria,2015,,u,
ESTAT:LFSA_UGAN(1.0),13/03/25 23:00:00,Annual,Thousand persons,Females,From 15 to 74 years,Non-EU27 countries (from 2020) nor reporting country,Bulgaria,2016,,u,
ESTAT:LFSA_UGAN(1.0),13/03/25 23:00:00,Annual,Thousand persons,Females,From 15 to 74 years,Non-EU27 countries (from 2020) nor reporting country,Bulgaria,2017,,u,
ESTAT:LFSA_UGAN(1.0),13/03/25 23:00:00,Annual,Thousand persons,Females,From 15 to 74 years,Non-EU27 countries (from 2020) nor reporting country,Bulgaria,2018,,u,
ESTAT:LFSA_UGAN(1.0),13/03/25 23:00:00,Annual,Thousand persons,Females,From 15 to 74 years,Non-EU27 countries (from 2020) nor reporting country,Bulgaria,2019,,bu,
ESTAT:LFSA_UGAN(1.0),13/03/25 23:00:00,Annual,Thousand persons,Females,From 15 to 74 years,Non-EU27 countries (from 2020) nor reporting country,Bulgaria,2020,,u,
ESTAT:LFSA_UGAN(1.0),13/03/25 23:00:00,Annual,Thousand persons,Females,From 15 to 74 years,Non-EU27 countries (from 2020) nor reporting country,Bulgaria,2021,,bu,
ESTAT:LFSA_UGAN(1.0),13/03/25 23:00:00,Annual,Thousand persons,Females,From 15 to 74 years,Non-EU27 countries (from 2020) nor reporting country,Bulgaria,2022,,u,
ESTAT:LFSA_UGAN(1.0),13/03/25 23:00:00,Annual,Thousand persons,Females,From 15 to 74 years,Non-EU27 countries (from 2020) nor reporting country,Bulgaria,2023,,u,
ESTAT:LFSA_UGAN(1.0),13/03/25 23:00:00,Annual,Thousand persons,Females,From 15 to 74 years,Non-EU27 countries (from 2020) nor reporting country,Switzerland,2014,25.5,,
ESTAT:LFSA_UGAN(1.0),13/03/25 23:00:00,Annual,Thousand persons,Females,From 15 to 74 years,Non-EU27 countries (from 2020) nor reporting country,Switzerland,2015,25.7,,
ESTAT:LFSA_UGAN(1.0),13/03/25 23:00:00,Annual,Thousand persons,Females,From 15 to 74 years,Non-EU27 countries (from 2020) nor reporting country,Switzerland,2016,26.2,,
ESTAT:LFSA_UGAN(1.0),13/03/25 23:00:00,Annual,Thousand persons,Females,From 15 to 74 years,Non-EU27 countries (from 2020) nor reporting country,Switzerland,2017,24.3,,
ESTAT:LFSA_UGAN(1.0),13/03/25 23:00:00,Annual,Thousand persons,Females,From 15 to 74 years,Non-EU27 countries (from 2020) nor reporting country,Switzerland,2018,30.0,,
ESTAT:LFSA_UGAN(1.0),13/03/25 23:00:00,Annual,Thousand persons,Females,From 15 to 74 years,Non-EU27 countries (from 2020) nor reporting country,Switzerland,2019,26.1,,
ESTAT:LFSA_UGAN(1.0),13/03/25 23:00:00,Annual,Thousand persons,Females,From 15 to 74 years,Non-EU27 countries (from 2020) nor reporting country,Switzerland,2020,26.6,,
ESTAT:LFSA_UGAN(1.0),13/03/25 23:00:00,Annual,Thousand persons,Females,From 15 to 74 years,Non-EU27 countries (from 2020) nor reporting country,Switzerland,2021,29.3,b,
ESTAT:LFSA_UGAN(1.0),13/03/25 23:00:00,Annual,Thousand persons,Females,From 15 to 74 years,Non-EU27 countries (from 2020) nor reporting country,Switzerland,2022,23.9,,
ESTAT:LFSA_UGAN(1.0),13/03/25 23:00:00,Annual,Thousand persons,Females,From 15 to 74 years,Non-EU27 countries (from 2020) nor reporting country,Switzerland,2023,24.9,,
ESTAT:LFSA_UGAN(1.0),13/03/25 23:00:00,Annual,Thousand persons,Females,From 15 to 74 years,Non-EU27 countries (from 2020) nor reporting country,Cyprus,2014,1.8,,
ESTAT:LFSA_UGAN(1.0),13/03/25 23:00:00,Annual,Thousand persons,Females,From 15 to 74 years,Non-EU27 countries (from 2020) nor reporting country,Cyprus,2015,2.0,,
ESTAT:LFSA_UGAN(1.0),13/03/25 23:00:00,Annual,Thousand persons,Females,From 15 to 74 years,Non-EU27 countries (from 2020) nor reporting country,Cyprus,2016,1.7,,
ESTAT:LFSA_UGAN(1.0),13/03/25 23:00:00,Annual,Thousand persons,Females,From 15 to 74 years,Non-EU27 countries (from 2020) nor reporting country,Cyprus,2017,1.5,u,
ESTAT:LFSA_UGAN(1.0),13/03/25 23:00:00,Annual,Thousand persons,Females,From 15 to 74 years,Non-EU27 countries (from 2020) nor reporting country,Cyprus,2018,1.1,u,
ESTAT:LFSA_UGAN(1.0),13/03/25 23:00:00,Annual,Thousand persons,Females,From 15 to 74 years,Non-EU27 countries (from 2020) nor reporting country,Cyprus,2019,0.9,u,
ESTAT:LFSA_UGAN(1.0),13/03/25 23:00:00,Annual,Thousand persons,Females,From 15 to 74 years,Non-EU27 countries (from 2020) nor reporting country,Cyprus,2020,1.5,u,
ESTAT:LFSA_UGAN(1.0),13/03/25 23:00:00,Annual,Thousand persons,Females,From 15 to 74 years,Non-EU27 countries (from 2020) nor reporting country,Cyprus,2021,1.7,b,
ESTAT:LFSA_UGAN(1.0),13/03/25 23:00:00,Annual,Thousand persons,Females,From 15 to 74 years,Non-EU27 countries (from 2020) nor reporting country,Cyprus,2022,2.3,,
ESTAT:LFSA_UGAN(1.0),13/03/25 23:00:00,Annual,Thousand persons,Females,From 15 to 74 years,Non-EU27 countries (from 2020) nor reporting country,Cyprus,2023,2.5,,
ESTAT:LFSA_UGAN(1.0),13/03/25 23:00:00,Annual,Thousand persons,Females,From 15 to 74 years,Non-EU27 countries (from 2020) nor reporting country,Czechia,2014,1.3,u,
ESTAT:LFSA_UGAN(1.0),13/03/25 23:00:00,Annual,Thousand persons,Females,From 15 to 74 years,Non-EU27 countries (from 2020) nor reporting country,Czechia,2015,1.6,u,
ESTAT:LFSA_UGAN(1.0),13/03/25 23:00:00,Annual,Thousand persons,Females,From 15 to 74 years,Non-EU27 countries (from 2020) nor reporting country,Czechia,2016,0.7,u,
ESTAT:LFSA_UGAN(1.0),13/03/25 23:00:00,Annual,Thousand persons,Females,From 15 to 74 years,Non-EU27 countries (from 2020) nor reporting country,Czechia,2017,1.2,u,
ESTAT:LFSA_UGAN(1.0),13/03/25 23:00:00,Annual,Thousand persons,Females,From 15 to 74 years,Non-EU27 countries (from 2020) nor reporting country,Czechia,2018,0.7,u,
ESTAT:LFSA_UGAN(1.0),13/03/25 23:00:00,Annual,Thousand persons,Females,From 15 to 74 years,Non-EU27 countries (from 2020) nor reporting country,Czechia,2019,1.4,u,
ESTAT:LFSA_UGAN(1.0),13/03/25 23:00:00,Annual,Thousand persons,Females,From 15 to 74 years,Non-EU27 countries (from 2020) nor reporting country,Czechia,2020,1.5,u,
ESTAT:LFSA_UGAN(1.0),13/03/25 23:00:00,Annual,Thousand persons,Females,From 15 to 74 years,Non-EU27 countries (from 2020) nor reporting country,Czechia,2021,2.2,bu,
ESTAT:LFSA_UGAN(1.0),13/03/25 23:00:00,Annual,Thousand persons,Females,From 15 to 74 years,Non-EU27 countries (from 2020) nor reporting country,Czechia,2022,1.4,u,
ESTAT:LFSA_UGAN(1.0),13/03/25 23:00:00,Annual,Thousand persons,Females,From 15 to 74 years,Non-EU27 countries (from 2020) nor reporting country,Czechia,2023,3.4,,
ESTAT:LFSA_UGAN(1.0),13/03/25 23:00:00,Annual,Thousand persons,Females,From 15 to 74 years,Non-EU27 countries (from 2020) nor reporting country,Germany,2014,92.3,,
ESTAT:LFSA_UGAN(1.0),13/03/25 23:00:00,Annual,Thousand persons,Females,From 15 to 74 years,Non-EU27 countries (from 2020) nor reporting country,Germany,2015,94.8,,
ESTAT:LFSA_UGAN(1.0),13/03/25 23:00:00,Annual,Thousand persons,Females,From 15 to 74 years,Non-EU27 countries (from 2020) nor reporting country,Germany,2016,95.1,,
ESTAT:LFSA_UGAN(1.0),13/03/25 23:00:00,Annual,Thousand persons,Females,From 15 to 74 years,Non-EU27 countries (from 2020) nor reporting country,Germany,2017,86.2,,
ESTAT:LFSA_UGAN(1.0),13/03/25 23:00:00,Annual,Thousand persons,Females,From 15 to 74 years,Non-EU27 countries (from 2020) nor reporting country,Germany,2018,86.3,,
ESTAT:LFSA_UGAN(1.0),13/03/25 23:00:00,Annual,Thousand persons,Females,From 15 to 74 years,Non-EU27 countries (from 2020) nor reporting country,Germany,2019,86.2,,
ESTAT:LFSA_UGAN(1.0),13/03/25 23:00:00,Annual,Thousand persons,Females,From 15 to 74 years,Non-EU27 countries (from 2020) nor reporting country,Germany,2020,124.5,b,
ESTAT:LFSA_UGAN(1.0),13/03/25 23:00:00,Annual,Thousand persons,Females,From 15 to 74 years,Non-EU27 countries (from 2020) nor reporting country,Germany,2021,101.1,b,
ESTAT:LFSA_UGAN(1.0),13/03/25 23:00:00,Annual,Thousand persons,Females,From 15 to 74 years,Non-EU27 countries (from 2020) nor reporting country,Germany,2022,109.3,,
ESTAT:LFSA_UGAN(1.0),13/03/25 23:00:00,Annual,Thousand persons,Females,From 15 to 74 years,Non-EU27 countries (from 2020) nor reporting country,Germany,2023,132.1,,
