STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,sex,Sex,citizen,Country of citizenship,age,Age class,wstatus,Labour force and employment status,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:LFSA_PGANWS(1.0),"Population by sex, age, citizenship and labour status (1 000)",A,Annual,THS_PER,Thousand persons,F,Females,FOR,Foreign country,Y15-64,From 15 to 64 years,INAC,Persons outside the labour force,RO,Romania,2018,,,,u,low reliability,,
dataflow,ESTAT:LFSA_PGANWS(1.0),"Population by sex, age, citizenship and labour status (1 000)",A,Annual,THS_PER,Thousand persons,F,Females,FOR,Foreign country,Y15-64,From 15 to 64 years,INAC,Persons outside the labour force,RO,Romania,2019,,,,u,low reliability,,
dataflow,ESTAT:LFSA_PGANWS(1.0),"Population by sex, age, citizenship and labour status (1 000)",A,Annual,THS_PER,Thousand persons,F,Females,FOR,Foreign country,Y15-64,From 15 to 64 years,INAC,Persons outside the labour force,RO,Romania,2020,,,,u,low reliability,,
dataflow,ESTAT:LFSA_PGANWS(1.0),"Population by sex, age, citizenship and labour status (1 000)",A,Annual,THS_PER,Thousand persons,F,Females,FOR,Foreign country,Y15-64,From 15 to 64 years,INAC,Persons outside the labour force,RO,Romania,2021,,,,bu,"break in time series, low reliability",,
dataflow,ESTAT:LFSA_PGANWS(1.0),"Population by sex, age, citizenship and labour status (1 000)",A,Annual,THS_PER,Thousand persons,F,Females,FOR,Foreign country,Y15-64,From 15 to 64 years,INAC,Persons outside the labour force,RO,Romania,2022,,,,u,low reliability,,
dataflow,ESTAT:LFSA_PGANWS(1.0),"Population by sex, age, citizenship and labour status (1 000)",A,Annual,THS_PER,Thousand persons,F,Females,FOR,Foreign country,Y15-64,From 15 to 64 years,INAC,Persons outside the labour force,RO,Romania,2023,,,,u,low reliability,,
dataflow,ESTAT:LFSA_PGANWS(1.0),"Population by sex, age, citizenship and labour status (1 000)",A,Annual,THS_PER,Thousand persons,F,Females,FOR,Foreign country,Y15-64,From 15 to 64 years,INAC,Persons outside the labour force,RO,Romania,2024,,7.0,,u,low reliability,,
dataflow,ESTAT:LFSA_PGANWS(1.0),"Population by sex, age, citizenship and labour status (1 000)",A,Annual,THS_PER,Thousand persons,F,Females,FOR,Foreign country,Y15-64,From 15 to 64 years,INAC,Persons outside the labour force,RS,Serbia,2014,,8.8,,b,break in time series,,
dataflow,ESTAT:LFSA_PGANWS(1.0),"Population by sex, age, citizenship and labour status (1 000)",A,Annual,THS_PER,Thousand persons,F,Females,FOR,Foreign country,Y15-64,From 15 to 64 years,INAC,Persons outside the labour force,RS,Serbia,2015,,6.1,,,,,
dataflow,ESTAT:LFSA_PGANWS(1.0),"Population by sex, age, citizenship and labour status (1 000)",A,Annual,THS_PER,Thousand persons,F,Females,FOR,Foreign country,Y15-64,From 15 to 64 years,INAC,Persons outside the labour force,RS,Serbia,2016,,5.1,,,,,
dataflow,ESTAT:LFSA_PGANWS(1.0),"Population by sex, age, citizenship and labour status (1 000)",A,Annual,THS_PER,Thousand persons,F,Females,FOR,Foreign country,Y15-64,From 15 to 64 years,INAC,Persons outside the labour force,RS,Serbia,2017,,4.1,,,,,
dataflow,ESTAT:LFSA_PGANWS(1.0),"Population by sex, age, citizenship and labour status (1 000)",A,Annual,THS_PER,Thousand persons,F,Females,FOR,Foreign country,Y15-64,From 15 to 64 years,INAC,Persons outside the labour force,RS,Serbia,2018,,2.5,,u,low reliability,,
dataflow,ESTAT:LFSA_PGANWS(1.0),"Population by sex, age, citizenship and labour status (1 000)",A,Annual,THS_PER,Thousand persons,F,Females,FOR,Foreign country,Y15-64,From 15 to 64 years,INAC,Persons outside the labour force,RS,Serbia,2019,,3.8,,,,,
dataflow,ESTAT:LFSA_PGANWS(1.0),"Population by sex, age, citizenship and labour status (1 000)",A,Annual,THS_PER,Thousand persons,F,Females,FOR,Foreign country,Y15-64,From 15 to 64 years,INAC,Persons outside the labour force,RS,Serbia,2020,,3.2,,u,low reliability,,
dataflow,ESTAT:LFSA_PGANWS(1.0),"Population by sex, age, citizenship and labour status (1 000)",A,Annual,THS_PER,Thousand persons,F,Females,FOR,Foreign country,Y15-64,From 15 to 64 years,INAC,Persons outside the labour force,RS,Serbia,2021,,4.2,,b,break in time series,,
dataflow,ESTAT:LFSA_PGANWS(1.0),"Population by sex, age, citizenship and labour status (1 000)",A,Annual,THS_PER,Thousand persons,F,Females,FOR,Foreign country,Y15-64,From 15 to 64 years,INAC,Persons outside the labour force,RS,Serbia,2022,,2.3,,u,low reliability,,
dataflow,ESTAT:LFSA_PGANWS(1.0),"Population by sex, age, citizenship and labour status (1 000)",A,Annual,THS_PER,Thousand persons,F,Females,FOR,Foreign country,Y15-64,From 15 to 64 years,INAC,Persons outside the labour force,RS,Serbia,2023,,2.8,,u,low reliability,,
dataflow,ESTAT:LFSA_PGANWS(1.0),"Population by sex, age, citizenship and labour status (1 000)",A,Annual,THS_PER,Thousand persons,F,Females,FOR,Foreign country,Y15-64,From 15 to 64 years,INAC,Persons outside the labour force,RS,Serbia,2024,,3.9,,,,,
dataflow,ESTAT:LFSA_PGANWS(1.0),"Population by sex, age, citizenship and labour status (1 000)",A,Annual,THS_PER,Thousand persons,F,Females,FOR,Foreign country,Y15-64,From 15 to 64 years,INAC,Persons outside the labour force,SE,Sweden,2014,,77.4,,,,,
dataflow,ESTAT:LFSA_PGANWS(1.0),"Population by sex, age, citizenship and labour status (1 000)",A,Annual,THS_PER,Thousand persons,F,Females,FOR,Foreign country,Y15-64,From 15 to 64 years,INAC,Persons outside the labour force,SE,Sweden,2015,,78.4,,,,,
dataflow,ESTAT:LFSA_PGANWS(1.0),"Population by sex, age, citizenship and labour status (1 000)",A,Annual,THS_PER,Thousand persons,F,Females,FOR,Foreign country,Y15-64,From 15 to 64 years,INAC,Persons outside the labour force,SE,Sweden,2016,,84.2,,,,,
dataflow,ESTAT:LFSA_PGANWS(1.0),"Population by sex, age, citizenship and labour status (1 000)",A,Annual,THS_PER,Thousand persons,F,Females,FOR,Foreign country,Y15-64,From 15 to 64 years,INAC,Persons outside the labour force,SE,Sweden,2017,,82.1,,,,,
dataflow,ESTAT:LFSA_PGANWS(1.0),"Population by sex, age, citizenship and labour status (1 000)",A,Annual,THS_PER,Thousand persons,F,Females,FOR,Foreign country,Y15-64,From 15 to 64 years,INAC,Persons outside the labour force,SE,Sweden,2018,,88.8,,b,break in time series,,
dataflow,ESTAT:LFSA_PGANWS(1.0),"Population by sex, age, citizenship and labour status (1 000)",A,Annual,THS_PER,Thousand persons,F,Females,FOR,Foreign country,Y15-64,From 15 to 64 years,INAC,Persons outside the labour force,SE,Sweden,2019,,101.9,,,,,
dataflow,ESTAT:LFSA_PGANWS(1.0),"Population by sex, age, citizenship and labour status (1 000)",A,Annual,THS_PER,Thousand persons,F,Females,FOR,Foreign country,Y15-64,From 15 to 64 years,INAC,Persons outside the labour force,SE,Sweden,2020,,103.9,,,,,
dataflow,ESTAT:LFSA_PGANWS(1.0),"Population by sex, age, citizenship and labour status (1 000)",A,Annual,THS_PER,Thousand persons,F,Females,FOR,Foreign country,Y15-64,From 15 to 64 years,INAC,Persons outside the labour force,SE,Sweden,2021,,88.4,,b,break in time series,,
dataflow,ESTAT:LFSA_PGANWS(1.0),"Population by sex, age, citizenship and labour status (1 000)",A,Annual,THS_PER,Thousand persons,F,Females,FOR,Foreign country,Y15-64,From 15 to 64 years,INAC,Persons outside the labour force,SE,Sweden,2022,,80.9,,,,,
dataflow,ESTAT:LFSA_PGANWS(1.0),"Population by sex, age, citizenship and labour status (1 000)",A,Annual,THS_PER,Thousand persons,F,Females,FOR,Foreign country,Y15-64,From 15 to 64 years,INAC,Persons outside the labour force,SE,Sweden,2023,,65.3,,,,,
dataflow,ESTAT:LFSA_PGANWS(1.0),"Population by sex, age, citizenship and labour status (1 000)",A,Annual,THS_PER,Thousand persons,F,Females,FOR,Foreign country,Y15-64,From 15 to 64 years,INAC,Persons outside the labour force,SE,Sweden,2024,,67.2,,,,,
dataflow,ESTAT:LFSA_PGANWS(1.0),"Population by sex, age, citizenship and labour status (1 000)",A,Annual,THS_PER,Thousand persons,F,Females,FOR,Foreign country,Y15-64,From 15 to 64 years,INAC,Persons outside the labour force,SI,Slovenia,2014,,10.9,,,,,
dataflow,ESTAT:LFSA_PGANWS(1.0),"Population by sex, age, citizenship and labour status (1 000)",A,Annual,THS_PER,Thousand persons,F,Females,FOR,Foreign country,Y15-64,From 15 to 64 years,INAC,Persons outside the labour force,SI,Slovenia,2015,,8.5,,,,,
dataflow,ESTAT:LFSA_PGANWS(1.0),"Population by sex, age, citizenship and labour status (1 000)",A,Annual,THS_PER,Thousand persons,F,Females,FOR,Foreign country,Y15-64,From 15 to 64 years,INAC,Persons outside the labour force,SI,Slovenia,2016,,9.8,,,,,
dataflow,ESTAT:LFSA_PGANWS(1.0),"Population by sex, age, citizenship and labour status (1 000)",A,Annual,THS_PER,Thousand persons,F,Females,FOR,Foreign country,Y15-64,From 15 to 64 years,INAC,Persons outside the labour force,SI,Slovenia,2017,,9.8,,,,,
dataflow,ESTAT:LFSA_PGANWS(1.0),"Population by sex, age, citizenship and labour status (1 000)",A,Annual,THS_PER,Thousand persons,F,Females,FOR,Foreign country,Y15-64,From 15 to 64 years,INAC,Persons outside the labour force,SI,Slovenia,2018,,12.0,,,,,
dataflow,ESTAT:LFSA_PGANWS(1.0),"Population by sex, age, citizenship and labour status (1 000)",A,Annual,THS_PER,Thousand persons,F,Females,FOR,Foreign country,Y15-64,From 15 to 64 years,INAC,Persons outside the labour force,SI,Slovenia,2019,,12.8,,,,,
dataflow,ESTAT:LFSA_PGANWS(1.0),"Population by sex, age, citizenship and labour status (1 000)",A,Annual,THS_PER,Thousand persons,F,Females,FOR,Foreign country,Y15-64,From 15 to 64 years,INAC,Persons outside the labour force,SI,Slovenia,2020,,13.0,,,,,
dataflow,ESTAT:LFSA_PGANWS(1.0),"Population by sex, age, citizenship and labour status (1 000)",A,Annual,THS_PER,Thousand persons,F,Females,FOR,Foreign country,Y15-64,From 15 to 64 years,INAC,Persons outside the labour force,SI,Slovenia,2021,,12.3,,b,break in time series,,
dataflow,ESTAT:LFSA_PGANWS(1.0),"Population by sex, age, citizenship and labour status (1 000)",A,Annual,THS_PER,Thousand persons,F,Females,FOR,Foreign country,Y15-64,From 15 to 64 years,INAC,Persons outside the labour force,SI,Slovenia,2022,,14.5,,,,,
dataflow,ESTAT:LFSA_PGANWS(1.0),"Population by sex, age, citizenship and labour status (1 000)",A,Annual,THS_PER,Thousand persons,F,Females,FOR,Foreign country,Y15-64,From 15 to 64 years,INAC,Persons outside the labour force,SI,Slovenia,2023,,18.4,,,,,
dataflow,ESTAT:LFSA_PGANWS(1.0),"Population by sex, age, citizenship and labour status (1 000)",A,Annual,THS_PER,Thousand persons,F,Females,FOR,Foreign country,Y15-64,From 15 to 64 years,INAC,Persons outside the labour force,SI,Slovenia,2024,,19.4,,,,,
dataflow,ESTAT:LFSA_PGANWS(1.0),"Population by sex, age, citizenship and labour status (1 000)",A,Annual,THS_PER,Thousand persons,F,Females,FOR,Foreign country,Y15-64,From 15 to 64 years,INAC,Persons outside the labour force,SK,Slovakia,2014,,,,u,low reliability,,
dataflow,ESTAT:LFSA_PGANWS(1.0),"Population by sex, age, citizenship and labour status (1 000)",A,Annual,THS_PER,Thousand persons,F,Females,FOR,Foreign country,Y15-64,From 15 to 64 years,INAC,Persons outside the labour force,SK,Slovakia,2015,,,,u,low reliability,,
dataflow,ESTAT:LFSA_PGANWS(1.0),"Population by sex, age, citizenship and labour status (1 000)",A,Annual,THS_PER,Thousand persons,F,Females,FOR,Foreign country,Y15-64,From 15 to 64 years,INAC,Persons outside the labour force,SK,Slovakia,2016,,,,u,low reliability,,
dataflow,ESTAT:LFSA_PGANWS(1.0),"Population by sex, age, citizenship and labour status (1 000)",A,Annual,THS_PER,Thousand persons,F,Females,FOR,Foreign country,Y15-64,From 15 to 64 years,INAC,Persons outside the labour force,SK,Slovakia,2017,,,,u,low reliability,,
dataflow,ESTAT:LFSA_PGANWS(1.0),"Population by sex, age, citizenship and labour status (1 000)",A,Annual,THS_PER,Thousand persons,F,Females,FOR,Foreign country,Y15-64,From 15 to 64 years,INAC,Persons outside the labour force,SK,Slovakia,2018,,,,u,low reliability,,
dataflow,ESTAT:LFSA_PGANWS(1.0),"Population by sex, age, citizenship and labour status (1 000)",A,Annual,THS_PER,Thousand persons,F,Females,FOR,Foreign country,Y15-64,From 15 to 64 years,INAC,Persons outside the labour force,SK,Slovakia,2019,,,,u,low reliability,,
dataflow,ESTAT:LFSA_PGANWS(1.0),"Population by sex, age, citizenship and labour status (1 000)",A,Annual,THS_PER,Thousand persons,F,Females,FOR,Foreign country,Y15-64,From 15 to 64 years,INAC,Persons outside the labour force,SK,Slovakia,2020,,2.9,,u,low reliability,,
dataflow,ESTAT:LFSA_PGANWS(1.0),"Population by sex, age, citizenship and labour status (1 000)",A,Annual,THS_PER,Thousand persons,F,Females,FOR,Foreign country,Y15-64,From 15 to 64 years,INAC,Persons outside the labour force,SK,Slovakia,2021,,,,bu,"break in time series, low reliability",,
dataflow,ESTAT:LFSA_PGANWS(1.0),"Population by sex, age, citizenship and labour status (1 000)",A,Annual,THS_PER,Thousand persons,F,Females,FOR,Foreign country,Y15-64,From 15 to 64 years,INAC,Persons outside the labour force,SK,Slovakia,2022,,,,u,low reliability,,
dataflow,ESTAT:LFSA_PGANWS(1.0),"Population by sex, age, citizenship and labour status (1 000)",A,Annual,THS_PER,Thousand persons,F,Females,FOR,Foreign country,Y15-64,From 15 to 64 years,INAC,Persons outside the labour force,SK,Slovakia,2023,,,,u,low reliability,,
dataflow,ESTAT:LFSA_PGANWS(1.0),"Population by sex, age, citizenship and labour status (1 000)",A,Annual,THS_PER,Thousand persons,F,Females,FOR,Foreign country,Y15-64,From 15 to 64 years,INAC,Persons outside the labour force,SK,Slovakia,2024,,,,u,low reliability,,
dataflow,ESTAT:LFSA_PGANWS(1.0),"Population by sex, age, citizenship and labour status (1 000)",A,Annual,THS_PER,Thousand persons,F,Females,FOR,Foreign country,Y15-64,From 15 to 64 years,INAC,Persons outside the labour force,UK,United Kingdom,2014,,718.5,,,,,
dataflow,ESTAT:LFSA_PGANWS(1.0),"Population by sex, age, citizenship and labour status (1 000)",A,Annual,THS_PER,Thousand persons,F,Females,FOR,Foreign country,Y15-64,From 15 to 64 years,INAC,Persons outside the labour force,UK,United Kingdom,2015,,714.3,,,,,
dataflow,ESTAT:LFSA_PGANWS(1.0),"Population by sex, age, citizenship and labour status (1 000)",A,Annual,THS_PER,Thousand persons,F,Females,FOR,Foreign country,Y15-64,From 15 to 64 years,INAC,Persons outside the labour force,UK,United Kingdom,2016,,783.1,,,,,
dataflow,ESTAT:LFSA_PGANWS(1.0),"Population by sex, age, citizenship and labour status (1 000)",A,Annual,THS_PER,Thousand persons,F,Females,FOR,Foreign country,Y15-64,From 15 to 64 years,INAC,Persons outside the labour force,UK,United Kingdom,2017,,782.4,,,,,
dataflow,ESTAT:LFSA_PGANWS(1.0),"Population by sex, age, citizenship and labour status (1 000)",A,Annual,THS_PER,Thousand persons,F,Females,FOR,Foreign country,Y15-64,From 15 to 64 years,INAC,Persons outside the labour force,UK,United Kingdom,2018,,744.2,,,,,
dataflow,ESTAT:LFSA_PGANWS(1.0),"Population by sex, age, citizenship and labour status (1 000)",A,Annual,THS_PER,Thousand persons,F,Females,FOR,Foreign country,Y15-64,From 15 to 64 years,INAC,Persons outside the labour force,UK,United Kingdom,2019,,714.3,,,,,
dataflow,ESTAT:LFSA_PGANWS(1.0),"Population by sex, age, citizenship and labour status (1 000)",A,Annual,THS_PER,Thousand persons,F,Females,FOR,Foreign country,Y15-64,From 15 to 64 years,UNE,Unemployed persons,AT,Austria,2014,,27.9,,,,,
dataflow,ESTAT:LFSA_PGANWS(1.0),"Population by sex, age, citizenship and labour status (1 000)",A,Annual,THS_PER,Thousand persons,F,Females,FOR,Foreign country,Y15-64,From 15 to 64 years,UNE,Unemployed persons,AT,Austria,2015,,29.5,,,,,
dataflow,ESTAT:LFSA_PGANWS(1.0),"Population by sex, age, citizenship and labour status (1 000)",A,Annual,THS_PER,Thousand persons,F,Females,FOR,Foreign country,Y15-64,From 15 to 64 years,UNE,Unemployed persons,AT,Austria,2016,,35.7,,,,,
dataflow,ESTAT:LFSA_PGANWS(1.0),"Population by sex, age, citizenship and labour status (1 000)",A,Annual,THS_PER,Thousand persons,F,Females,FOR,Foreign country,Y15-64,From 15 to 64 years,UNE,Unemployed persons,AT,Austria,2017,,33.8,,,,,
dataflow,ESTAT:LFSA_PGANWS(1.0),"Population by sex, age, citizenship and labour status (1 000)",A,Annual,THS_PER,Thousand persons,F,Females,FOR,Foreign country,Y15-64,From 15 to 64 years,UNE,Unemployed persons,AT,Austria,2018,,32.6,,,,,
dataflow,ESTAT:LFSA_PGANWS(1.0),"Population by sex, age, citizenship and labour status (1 000)",A,Annual,THS_PER,Thousand persons,F,Females,FOR,Foreign country,Y15-64,From 15 to 64 years,UNE,Unemployed persons,AT,Austria,2019,,32.1,,,,,
dataflow,ESTAT:LFSA_PGANWS(1.0),"Population by sex, age, citizenship and labour status (1 000)",A,Annual,THS_PER,Thousand persons,F,Females,FOR,Foreign country,Y15-64,From 15 to 64 years,UNE,Unemployed persons,AT,Austria,2020,,42.1,,,,,
dataflow,ESTAT:LFSA_PGANWS(1.0),"Population by sex, age, citizenship and labour status (1 000)",A,Annual,THS_PER,Thousand persons,F,Females,FOR,Foreign country,Y15-64,From 15 to 64 years,UNE,Unemployed persons,AT,Austria,2021,,46.3,,b,break in time series,,
dataflow,ESTAT:LFSA_PGANWS(1.0),"Population by sex, age, citizenship and labour status (1 000)",A,Annual,THS_PER,Thousand persons,F,Females,FOR,Foreign country,Y15-64,From 15 to 64 years,UNE,Unemployed persons,AT,Austria,2022,,40.1,,,,,
dataflow,ESTAT:LFSA_PGANWS(1.0),"Population by sex, age, citizenship and labour status (1 000)",A,Annual,THS_PER,Thousand persons,F,Females,FOR,Foreign country,Y15-64,From 15 to 64 years,UNE,Unemployed persons,AT,Austria,2023,,43.7,,,,,
dataflow,ESTAT:LFSA_PGANWS(1.0),"Population by sex, age, citizenship and labour status (1 000)",A,Annual,THS_PER,Thousand persons,F,Females,FOR,Foreign country,Y15-64,From 15 to 64 years,UNE,Unemployed persons,AT,Austria,2024,,42.2,,,,,
dataflow,ESTAT:LFSA_PGANWS(1.0),"Population by sex, age, citizenship and labour status (1 000)",A,Annual,THS_PER,Thousand persons,F,Females,FOR,Foreign country,Y15-64,From 15 to 64 years,UNE,Unemployed persons,BA,Bosnia and Herzegovina,2021,,,,bu,"break in time series, low reliability",,
dataflow,ESTAT:LFSA_PGANWS(1.0),"Population by sex, age, citizenship and labour status (1 000)",A,Annual,THS_PER,Thousand persons,F,Females,FOR,Foreign country,Y15-64,From 15 to 64 years,UNE,Unemployed persons,BA,Bosnia and Herzegovina,2022,,,,u,low reliability,,
dataflow,ESTAT:LFSA_PGANWS(1.0),"Population by sex, age, citizenship and labour status (1 000)",A,Annual,THS_PER,Thousand persons,F,Females,FOR,Foreign country,Y15-64,From 15 to 64 years,UNE,Unemployed persons,BA,Bosnia and Herzegovina,2023,,,,u,low reliability,,
dataflow,ESTAT:LFSA_PGANWS(1.0),"Population by sex, age, citizenship and labour status (1 000)",A,Annual,THS_PER,Thousand persons,F,Females,FOR,Foreign country,Y15-64,From 15 to 64 years,UNE,Unemployed persons,BA,Bosnia and Herzegovina,2024,,,,u,low reliability,,
dataflow,ESTAT:LFSA_PGANWS(1.0),"Population by sex, age, citizenship and labour status (1 000)",A,Annual,THS_PER,Thousand persons,F,Females,FOR,Foreign country,Y15-64,From 15 to 64 years,UNE,Unemployed persons,BE,Belgium,2014,,35.0,,,,,
dataflow,ESTAT:LFSA_PGANWS(1.0),"Population by sex, age, citizenship and labour status (1 000)",A,Annual,THS_PER,Thousand persons,F,Females,FOR,Foreign country,Y15-64,From 15 to 64 years,UNE,Unemployed persons,BE,Belgium,2015,,33.8,,,,,
dataflow,ESTAT:LFSA_PGANWS(1.0),"Population by sex, age, citizenship and labour status (1 000)",A,Annual,THS_PER,Thousand persons,F,Females,FOR,Foreign country,Y15-64,From 15 to 64 years,UNE,Unemployed persons,BE,Belgium,2016,,34.4,,,,,
dataflow,ESTAT:LFSA_PGANWS(1.0),"Population by sex, age, citizenship and labour status (1 000)",A,Annual,THS_PER,Thousand persons,F,Females,FOR,Foreign country,Y15-64,From 15 to 64 years,UNE,Unemployed persons,BE,Belgium,2017,,34.9,,b,break in time series,,
dataflow,ESTAT:LFSA_PGANWS(1.0),"Population by sex, age, citizenship and labour status (1 000)",A,Annual,THS_PER,Thousand persons,F,Females,FOR,Foreign country,Y15-64,From 15 to 64 years,UNE,Unemployed persons,BE,Belgium,2018,,26.3,,,,,
dataflow,ESTAT:LFSA_PGANWS(1.0),"Population by sex, age, citizenship and labour status (1 000)",A,Annual,THS_PER,Thousand persons,F,Females,FOR,Foreign country,Y15-64,From 15 to 64 years,UNE,Unemployed persons,BE,Belgium,2019,,27.0,,,,,
dataflow,ESTAT:LFSA_PGANWS(1.0),"Population by sex, age, citizenship and labour status (1 000)",A,Annual,THS_PER,Thousand persons,F,Females,FOR,Foreign country,Y15-64,From 15 to 64 years,UNE,Unemployed persons,BE,Belgium,2020,,24.8,,,,,
dataflow,ESTAT:LFSA_PGANWS(1.0),"Population by sex, age, citizenship and labour status (1 000)",A,Annual,THS_PER,Thousand persons,F,Females,FOR,Foreign country,Y15-64,From 15 to 64 years,UNE,Unemployed persons,BE,Belgium,2021,,33.3,,b,break in time series,,
dataflow,ESTAT:LFSA_PGANWS(1.0),"Population by sex, age, citizenship and labour status (1 000)",A,Annual,THS_PER,Thousand persons,F,Females,FOR,Foreign country,Y15-64,From 15 to 64 years,UNE,Unemployed persons,BE,Belgium,2022,,28.9,,,,,
dataflow,ESTAT:LFSA_PGANWS(1.0),"Population by sex, age, citizenship and labour status (1 000)",A,Annual,THS_PER,Thousand persons,F,Females,FOR,Foreign country,Y15-64,From 15 to 64 years,UNE,Unemployed persons,BE,Belgium,2023,,25.0,,,,,
dataflow,ESTAT:LFSA_PGANWS(1.0),"Population by sex, age, citizenship and labour status (1 000)",A,Annual,THS_PER,Thousand persons,F,Females,FOR,Foreign country,Y15-64,From 15 to 64 years,UNE,Unemployed persons,BE,Belgium,2024,,28.7,,,,,
dataflow,ESTAT:LFSA_PGANWS(1.0),"Population by sex, age, citizenship and labour status (1 000)",A,Annual,THS_PER,Thousand persons,F,Females,FOR,Foreign country,Y15-64,From 15 to 64 years,UNE,Unemployed persons,BG,Bulgaria,2014,,,,u,low reliability,,
dataflow,ESTAT:LFSA_PGANWS(1.0),"Population by sex, age, citizenship and labour status (1 000)",A,Annual,THS_PER,Thousand persons,F,Females,FOR,Foreign country,Y15-64,From 15 to 64 years,UNE,Unemployed persons,BG,Bulgaria,2015,,,,u,low reliability,,
dataflow,ESTAT:LFSA_PGANWS(1.0),"Population by sex, age, citizenship and labour status (1 000)",A,Annual,THS_PER,Thousand persons,F,Females,FOR,Foreign country,Y15-64,From 15 to 64 years,UNE,Unemployed persons,BG,Bulgaria,2016,,,,u,low reliability,,
dataflow,ESTAT:LFSA_PGANWS(1.0),"Population by sex, age, citizenship and labour status (1 000)",A,Annual,THS_PER,Thousand persons,F,Females,FOR,Foreign country,Y15-64,From 15 to 64 years,UNE,Unemployed persons,BG,Bulgaria,2017,,,,u,low reliability,,
dataflow,ESTAT:LFSA_PGANWS(1.0),"Population by sex, age, citizenship and labour status (1 000)",A,Annual,THS_PER,Thousand persons,F,Females,FOR,Foreign country,Y15-64,From 15 to 64 years,UNE,Unemployed persons,BG,Bulgaria,2018,,,,u,low reliability,,
dataflow,ESTAT:LFSA_PGANWS(1.0),"Population by sex, age, citizenship and labour status (1 000)",A,Annual,THS_PER,Thousand persons,F,Females,FOR,Foreign country,Y15-64,From 15 to 64 years,UNE,Unemployed persons,BG,Bulgaria,2019,,,,bu,"break in time series, low reliability",,
dataflow,ESTAT:LFSA_PGANWS(1.0),"Population by sex, age, citizenship and labour status (1 000)",A,Annual,THS_PER,Thousand persons,F,Females,FOR,Foreign country,Y15-64,From 15 to 64 years,UNE,Unemployed persons,BG,Bulgaria,2020,,,,u,low reliability,,
dataflow,ESTAT:LFSA_PGANWS(1.0),"Population by sex, age, citizenship and labour status (1 000)",A,Annual,THS_PER,Thousand persons,F,Females,FOR,Foreign country,Y15-64,From 15 to 64 years,UNE,Unemployed persons,BG,Bulgaria,2021,,,,bu,"break in time series, low reliability",,
dataflow,ESTAT:LFSA_PGANWS(1.0),"Population by sex, age, citizenship and labour status (1 000)",A,Annual,THS_PER,Thousand persons,F,Females,FOR,Foreign country,Y15-64,From 15 to 64 years,UNE,Unemployed persons,BG,Bulgaria,2022,,,,u,low reliability,,
dataflow,ESTAT:LFSA_PGANWS(1.0),"Population by sex, age, citizenship and labour status (1 000)",A,Annual,THS_PER,Thousand persons,F,Females,FOR,Foreign country,Y15-64,From 15 to 64 years,UNE,Unemployed persons,BG,Bulgaria,2023,,,,u,low reliability,,
dataflow,ESTAT:LFSA_PGANWS(1.0),"Population by sex, age, citizenship and labour status (1 000)",A,Annual,THS_PER,Thousand persons,F,Females,FOR,Foreign country,Y15-64,From 15 to 64 years,UNE,Unemployed persons,BG,Bulgaria,2024,,,,u,low reliability,,
dataflow,ESTAT:LFSA_PGANWS(1.0),"Population by sex, age, citizenship and labour status (1 000)",A,Annual,THS_PER,Thousand persons,F,Females,FOR,Foreign country,Y15-64,From 15 to 64 years,UNE,Unemployed persons,CH,Switzerland,2014,,48.2,,,,,
dataflow,ESTAT:LFSA_PGANWS(1.0),"Population by sex, age, citizenship and labour status (1 000)",A,Annual,THS_PER,Thousand persons,F,Females,FOR,Foreign country,Y15-64,From 15 to 64 years,UNE,Unemployed persons,CH,Switzerland,2015,,48.2,,,,,
dataflow,ESTAT:LFSA_PGANWS(1.0),"Population by sex, age, citizenship and labour status (1 000)",A,Annual,THS_PER,Thousand persons,F,Females,FOR,Foreign country,Y15-64,From 15 to 64 years,UNE,Unemployed persons,CH,Switzerland,2016,,49.1,,,,,
dataflow,ESTAT:LFSA_PGANWS(1.0),"Population by sex, age, citizenship and labour status (1 000)",A,Annual,THS_PER,Thousand persons,F,Females,FOR,Foreign country,Y15-64,From 15 to 64 years,UNE,Unemployed persons,CH,Switzerland,2017,,53.0,,,,,
dataflow,ESTAT:LFSA_PGANWS(1.0),"Population by sex, age, citizenship and labour status (1 000)",A,Annual,THS_PER,Thousand persons,F,Females,FOR,Foreign country,Y15-64,From 15 to 64 years,UNE,Unemployed persons,CH,Switzerland,2018,,54.4,,,,,
dataflow,ESTAT:LFSA_PGANWS(1.0),"Population by sex, age, citizenship and labour status (1 000)",A,Annual,THS_PER,Thousand persons,F,Females,FOR,Foreign country,Y15-64,From 15 to 64 years,UNE,Unemployed persons,CH,Switzerland,2019,,48.4,,,,,
dataflow,ESTAT:LFSA_PGANWS(1.0),"Population by sex, age, citizenship and labour status (1 000)",A,Annual,THS_PER,Thousand persons,F,Females,FOR,Foreign country,Y15-64,From 15 to 64 years,UNE,Unemployed persons,CH,Switzerland,2020,,52.6,,,,,
