DATAFLOW,LAST UPDATE,freq,leg_stat,age,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Juvenile,Per hundred thousand inhabitants,Slovakia,2021,104.85,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Juvenile,Per hundred thousand inhabitants,Slovakia,2022,102.57,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Juvenile,Per hundred thousand inhabitants,Türkiye,2009,210.68,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Juvenile,Per hundred thousand inhabitants,Türkiye,2010,209.29,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Juvenile,Per hundred thousand inhabitants,Türkiye,2011,223.71,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Juvenile,Per hundred thousand inhabitants,Türkiye,2012,278.53,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Juvenile,Per hundred thousand inhabitants,Türkiye,2013,129.31,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Juvenile,Per hundred thousand inhabitants,Türkiye,2014,142.62,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Juvenile,Per hundred thousand inhabitants,Türkiye,2015,140.25,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Juvenile,Per hundred thousand inhabitants,Türkiye,2016,127.64,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Juvenile,Per hundred thousand inhabitants,Türkiye,2017,104.41,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Juvenile,Per hundred thousand inhabitants,Türkiye,2018,123.23,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Juvenile,Per hundred thousand inhabitants,Türkiye,2019,125.41,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Juvenile,Per hundred thousand inhabitants,Türkiye,2020,95.70,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Juvenile,Per hundred thousand inhabitants,Türkiye,2021,128.48,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Juvenile,Per hundred thousand inhabitants,Türkiye,2022,142.10,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Juvenile,Per hundred thousand inhabitants,England and Wales,2008,747.92,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Juvenile,Per hundred thousand inhabitants,England and Wales,2009,688.09,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Juvenile,Per hundred thousand inhabitants,England and Wales,2010,621.47,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Juvenile,Per hundred thousand inhabitants,England and Wales,2011,531.33,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Juvenile,Per hundred thousand inhabitants,England and Wales,2012,396.01,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Juvenile,Per hundred thousand inhabitants,England and Wales,2013,299.43,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Juvenile,Per hundred thousand inhabitants,England and Wales,2014,258.72,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Juvenile,Per hundred thousand inhabitants,England and Wales,2015,234.92,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Juvenile,Per hundred thousand inhabitants,England and Wales,2016,212.98,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Juvenile,Per hundred thousand inhabitants,Scotland (NUTS 2021),2008,442.64,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Juvenile,Per hundred thousand inhabitants,Scotland (NUTS 2021),2009,354.90,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Juvenile,Per hundred thousand inhabitants,Scotland (NUTS 2021),2010,286.07,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Juvenile,Per hundred thousand inhabitants,Scotland (NUTS 2021),2011,238.00,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Juvenile,Per hundred thousand inhabitants,Scotland (NUTS 2021),2012,178.55,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Juvenile,Per hundred thousand inhabitants,Scotland (NUTS 2021),2013,131.22,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Juvenile,Per hundred thousand inhabitants,Scotland (NUTS 2021),2017,144.63,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Juvenile,Per hundred thousand inhabitants,Northern Ireland (UK) (NUTS 2021),2008,446.74,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Juvenile,Per hundred thousand inhabitants,Northern Ireland (UK) (NUTS 2021),2009,475.53,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Juvenile,Per hundred thousand inhabitants,Northern Ireland (UK) (NUTS 2021),2010,457.29,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Juvenile,Per hundred thousand inhabitants,Northern Ireland (UK) (NUTS 2021),2011,392.24,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Juvenile,Per hundred thousand inhabitants,Northern Ireland (UK) (NUTS 2021),2012,320.23,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Juvenile,Per hundred thousand inhabitants,Northern Ireland (UK) (NUTS 2021),2013,313.80,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Juvenile,Per hundred thousand inhabitants,Northern Ireland (UK) (NUTS 2021),2014,291.04,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Juvenile,Per hundred thousand inhabitants,Northern Ireland (UK) (NUTS 2021),2015,261.99,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Juvenile,Per hundred thousand inhabitants,Northern Ireland (UK) (NUTS 2021),2016,189.29,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Juvenile,Per hundred thousand inhabitants,Northern Ireland (UK) (NUTS 2021),2017,235.26,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Juvenile,Per hundred thousand inhabitants,Kosovo*,2016,118.22,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Juvenile,Per hundred thousand inhabitants,Kosovo*,2017,138.40,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Juvenile,Per hundred thousand inhabitants,Kosovo*,2018,127.76,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Juvenile,Per hundred thousand inhabitants,Kosovo*,2019,128.60,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Number,Albania,2008,8009,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Number,Albania,2009,7670,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Number,Albania,2010,8510,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Number,Albania,2011,9754,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Number,Albania,2012,9562,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Number,Albania,2013,8577,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Number,Albania,2014,13618,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Number,Albania,2015,16141,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Number,Albania,2016,14614,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Number,Albania,2017,10911,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Number,Albania,2018,11614,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Number,Albania,2019,11052,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Number,Albania,2020,9853,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Number,Albania,2021,12603,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Number,Austria,2008,38226,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Number,Austria,2009,37868,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Number,Austria,2010,38394,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Number,Austria,2011,36461,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Number,Austria,2012,35541,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Number,Austria,2013,34424,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Number,Austria,2014,32980,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Number,Austria,2015,32118,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Number,Austria,2016,30450,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Number,Austria,2017,30746,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Number,Austria,2018,27655,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Number,Austria,2019,27284,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Number,Austria,2020,23716,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Number,Austria,2021,23731,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Number,Austria,2022,24466,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Number,Bosnia and Herzegovina,2008,16951,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Number,Bosnia and Herzegovina,2009,17707,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Number,Bosnia and Herzegovina,2010,17294,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Number,Bosnia and Herzegovina,2011,15709,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Number,Bosnia and Herzegovina,2012,17846,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Number,Bosnia and Herzegovina,2013,19015,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Number,Bosnia and Herzegovina,2014,18442,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Number,Bosnia and Herzegovina,2015,17471,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Number,Bosnia and Herzegovina,2016,16592,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Number,Bosnia and Herzegovina,2017,15036,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Number,Bosnia and Herzegovina,2018,14447,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Number,Bosnia and Herzegovina,2019,13616,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Number,Bosnia and Herzegovina,2020,10702,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Number,Bosnia and Herzegovina,2021,11356,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Number,Bosnia and Herzegovina,2022,10770,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Number,Belgium,2010,140990,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Number,Belgium,2011,142882,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Number,Belgium,2012,163323,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Number,Belgium,2013,141857,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Number,Belgium,2014,117534,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Number,Belgium,2015,132122,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Number,Belgium,2016,43578,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Number,Belgium,2017,238286,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Number,Belgium,2018,229599,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Number,Belgium,2019,202990,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Number,Belgium,2020,159957,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Number,Bulgaria,2008,36137,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Number,Bulgaria,2009,40872,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Number,Bulgaria,2010,39070,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Number,Bulgaria,2011,41013,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Number,Bulgaria,2012,37996,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Number,Bulgaria,2013,34113,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Number,Bulgaria,2014,31849,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Number,Bulgaria,2015,27787,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Number,Bulgaria,2016,28301,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Number,Bulgaria,2017,25800,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Number,Bulgaria,2018,23973,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Number,Bulgaria,2019,23389,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Number,Bulgaria,2020,21889,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Number,Bulgaria,2021,24121,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Number,Bulgaria,2022,24047,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Number,Switzerland,2008,100048,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Number,Switzerland,2009,102526,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Number,Switzerland,2010,106935,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Number,Switzerland,2011,101903,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Number,Switzerland,2012,109123,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Number,Switzerland,2013,107099,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Number,Switzerland,2014,108877,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Number,Switzerland,2015,108819,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Number,Switzerland,2016,108393,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Number,Switzerland,2017,105156,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Number,Switzerland,2018,106185,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Number,Switzerland,2019,97170,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Number,Switzerland,2020,97170,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Number,Switzerland,2021,98912,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Number,Switzerland,2022,101899,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Number,Cyprus,2008,63775,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Number,Cyprus,2009,62466,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Number,Cyprus,2010,75693,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Number,Cyprus,2011,86813,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Number,Cyprus,2012,71545,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Number,Cyprus,2013,60819,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Number,Cyprus,2014,68708,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Number,Cyprus,2015,54095,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Number,Cyprus,2016,45324,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Number,Cyprus,2017,43477,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Number,Cyprus,2018,39502,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Number,Cyprus,2019,39975,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Number,Cyprus,2020,35541,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Number,Cyprus,2021,33563,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Number,Czechia,2008,75882,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Number,Czechia,2009,73787,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Number,Czechia,2010,70651,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Number,Czechia,2011,70160,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Number,Czechia,2012,71471,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Number,Czechia,2013,77976,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Number,Czechia,2014,72825,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Number,Czechia,2015,65569,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Number,Czechia,2016,61423,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Number,Czechia,2017,55705,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Number,Czechia,2018,54448,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Number,Czechia,2019,55594,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Number,Czechia,2020,48558,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Number,Czechia,2021,49647,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Number,Czechia,2022,50227,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Number,Germany,2008,874691,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Number,Germany,2009,844520,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Number,Germany,2010,813266,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Number,Germany,2011,807815,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Number,Germany,2012,773901,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Number,Germany,2013,755938,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Number,Germany,2014,748782,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Number,Germany,2015,739487,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Number,Germany,2016,737873,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Number,Germany,2017,716044,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Number,Germany,2018,712338,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Number,Germany,2019,728868,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Number,Germany,2020,699269,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Number,Germany,2021,662100,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Number,Germany,2022,647374,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Number,Denmark,2008,163095,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Number,Denmark,2009,173255,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Number,Denmark,2010,183599,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Number,Denmark,2011,200452,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Number,Denmark,2012,209632,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Number,Denmark,2013,206214,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Number,Denmark,2014,209388,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Number,Denmark,2015,195172,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Number,Denmark,2016,189750,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Number,Denmark,2017,177935,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Number,Denmark,2018,182804,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Number,Denmark,2019,51439,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Number,Denmark,2020,56258,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Number,Denmark,2021,52812,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Number,Denmark,2022,52666,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Number,Estonia,2008,11574,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Number,Estonia,2009,7881,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Number,Estonia,2010,9131,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Number,Estonia,2011,9992,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Number,Estonia,2012,9638,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Number,Estonia,2013,8477,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Number,Estonia,2014,7670,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Number,Estonia,2015,7375,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Number,Estonia,2016,7619,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Number,Estonia,2017,6714,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Number,Estonia,2018,5702,,
