DATAFLOW,LAST UPDATE,freq,iccs,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Attempted intentional homicide,Number,Denmark,2013,165,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Attempted intentional homicide,Number,Denmark,2014,148,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Attempted intentional homicide,Number,Denmark,2015,141,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Attempted intentional homicide,Number,Denmark,2016,194,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Attempted intentional homicide,Number,Denmark,2017,212,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Attempted intentional homicide,Number,Denmark,2018,209,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Attempted intentional homicide,Number,Denmark,2019,149,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Attempted intentional homicide,Number,Denmark,2020,151,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Attempted intentional homicide,Number,Denmark,2021,133,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Attempted intentional homicide,Number,Denmark,2022,140,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Attempted intentional homicide,Number,Estonia,2008,20,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Attempted intentional homicide,Number,Estonia,2009,25,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Attempted intentional homicide,Number,Estonia,2010,14,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Attempted intentional homicide,Number,Estonia,2011,35,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Attempted intentional homicide,Number,Estonia,2012,17,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Attempted intentional homicide,Number,Estonia,2013,10,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Attempted intentional homicide,Number,Estonia,2014,14,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Attempted intentional homicide,Number,Estonia,2015,17,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Attempted intentional homicide,Number,Estonia,2016,11,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Attempted intentional homicide,Number,Estonia,2017,16,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Attempted intentional homicide,Number,Estonia,2018,18,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Attempted intentional homicide,Number,Estonia,2019,11,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Attempted intentional homicide,Number,Estonia,2020,13,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Attempted intentional homicide,Number,Estonia,2021,9,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Attempted intentional homicide,Number,Estonia,2022,9,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Attempted intentional homicide,Number,Greece,2008,165,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Attempted intentional homicide,Number,Greece,2009,187,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Attempted intentional homicide,Number,Greece,2010,193,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Attempted intentional homicide,Number,Greece,2011,182,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Attempted intentional homicide,Number,Greece,2012,185,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Attempted intentional homicide,Number,Greece,2013,177,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Attempted intentional homicide,Number,Greece,2014,155,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Attempted intentional homicide,Number,Greece,2015,169,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Attempted intentional homicide,Number,Greece,2016,132,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Attempted intentional homicide,Number,Greece,2017,150,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Attempted intentional homicide,Number,Greece,2018,124,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Attempted intentional homicide,Number,Greece,2019,117,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Attempted intentional homicide,Number,Greece,2020,129,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Attempted intentional homicide,Number,Greece,2021,152,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Attempted intentional homicide,Number,Greece,2022,167,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Attempted intentional homicide,Number,Spain,2008,887,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Attempted intentional homicide,Number,Spain,2009,831,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Attempted intentional homicide,Number,Spain,2010,765,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Attempted intentional homicide,Number,Spain,2011,817,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Attempted intentional homicide,Number,Spain,2012,761,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Attempted intentional homicide,Number,Spain,2013,662,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Attempted intentional homicide,Number,Spain,2014,725,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Attempted intentional homicide,Number,Spain,2015,715,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Attempted intentional homicide,Number,Spain,2016,813,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Attempted intentional homicide,Number,Spain,2017,820,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Attempted intentional homicide,Number,Spain,2018,829,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Attempted intentional homicide,Number,Spain,2019,834,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Attempted intentional homicide,Number,Spain,2020,980,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Attempted intentional homicide,Number,Spain,2021,1034,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Attempted intentional homicide,Number,Spain,2022,1215,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Attempted intentional homicide,Number,Finland,2008,363,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Attempted intentional homicide,Number,Finland,2009,366,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Attempted intentional homicide,Number,Finland,2010,307,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Attempted intentional homicide,Number,Finland,2011,308,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Attempted intentional homicide,Number,Finland,2012,349,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Attempted intentional homicide,Number,Finland,2013,264,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Attempted intentional homicide,Number,Finland,2014,327,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Attempted intentional homicide,Number,Finland,2015,299,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Attempted intentional homicide,Number,Finland,2016,311,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Attempted intentional homicide,Number,Finland,2017,348,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Attempted intentional homicide,Number,Finland,2018,355,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Attempted intentional homicide,Number,Finland,2019,329,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Attempted intentional homicide,Number,Finland,2020,383,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Attempted intentional homicide,Number,Finland,2021,374,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Attempted intentional homicide,Number,Finland,2022,349,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Attempted intentional homicide,Number,France,2008,1168,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Attempted intentional homicide,Number,France,2009,1074,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Attempted intentional homicide,Number,France,2010,1210,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Attempted intentional homicide,Number,France,2011,1327,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Attempted intentional homicide,Number,France,2012,1560,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Attempted intentional homicide,Number,France,2013,1503,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Attempted intentional homicide,Number,France,2014,1678,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Attempted intentional homicide,Number,France,2015,2112,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Attempted intentional homicide,Number,France,2016,2259,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Attempted intentional homicide,Number,France,2017,2284,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Attempted intentional homicide,Number,France,2018,2482,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Attempted intentional homicide,Number,France,2019,2718,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Attempted intentional homicide,Number,France,2020,3115,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Attempted intentional homicide,Number,France,2021,3136,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Attempted intentional homicide,Number,France,2022,3584,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Attempted intentional homicide,Number,Croatia,2010,125,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Attempted intentional homicide,Number,Croatia,2011,123,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Attempted intentional homicide,Number,Croatia,2012,101,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Attempted intentional homicide,Number,Croatia,2013,126,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Attempted intentional homicide,Number,Croatia,2014,113,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Attempted intentional homicide,Number,Croatia,2015,105,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Attempted intentional homicide,Number,Croatia,2016,93,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Attempted intentional homicide,Number,Croatia,2017,125,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Attempted intentional homicide,Number,Croatia,2018,90,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Attempted intentional homicide,Number,Croatia,2019,98,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Attempted intentional homicide,Number,Croatia,2020,108,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Attempted intentional homicide,Number,Croatia,2021,103,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Attempted intentional homicide,Number,Croatia,2022,108,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Attempted intentional homicide,Number,Hungary,2008,145,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Attempted intentional homicide,Number,Hungary,2009,136,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Attempted intentional homicide,Number,Hungary,2010,143,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Attempted intentional homicide,Number,Hungary,2011,133,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Attempted intentional homicide,Number,Hungary,2012,108,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Attempted intentional homicide,Number,Hungary,2013,105,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Attempted intentional homicide,Number,Hungary,2014,106,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Attempted intentional homicide,Number,Hungary,2015,86,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Attempted intentional homicide,Number,Hungary,2016,97,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Attempted intentional homicide,Number,Hungary,2017,72,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Attempted intentional homicide,Number,Hungary,2018,59,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Attempted intentional homicide,Number,Hungary,2019,55,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Attempted intentional homicide,Number,Hungary,2020,92,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Attempted intentional homicide,Number,Hungary,2021,63,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Attempted intentional homicide,Number,Hungary,2022,99,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Attempted intentional homicide,Number,Ireland,2008,11,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Attempted intentional homicide,Number,Ireland,2009,7,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Attempted intentional homicide,Number,Ireland,2010,7,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Attempted intentional homicide,Number,Ireland,2011,8,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Attempted intentional homicide,Number,Ireland,2012,9,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Attempted intentional homicide,Number,Ireland,2013,13,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Attempted intentional homicide,Number,Ireland,2014,15,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Attempted intentional homicide,Number,Ireland,2015,13,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Attempted intentional homicide,Number,Ireland,2016,24,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Attempted intentional homicide,Number,Ireland,2017,13,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Attempted intentional homicide,Number,Ireland,2018,14,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Attempted intentional homicide,Number,Ireland,2019,27,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Attempted intentional homicide,Number,Ireland,2020,19,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Attempted intentional homicide,Number,Ireland,2021,16,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Attempted intentional homicide,Number,Ireland,2022,12,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Attempted intentional homicide,Number,Iceland,2009,4,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Attempted intentional homicide,Number,Iceland,2010,4,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Attempted intentional homicide,Number,Iceland,2011,3,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Attempted intentional homicide,Number,Iceland,2012,6,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Attempted intentional homicide,Number,Iceland,2013,5,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Attempted intentional homicide,Number,Iceland,2014,5,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Attempted intentional homicide,Number,Iceland,2015,1,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Attempted intentional homicide,Number,Iceland,2016,6,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Attempted intentional homicide,Number,Iceland,2017,8,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Attempted intentional homicide,Number,Iceland,2018,5,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Attempted intentional homicide,Number,Iceland,2019,2,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Attempted intentional homicide,Number,Iceland,2020,5,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Attempted intentional homicide,Number,Iceland,2021,8,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Attempted intentional homicide,Number,Iceland,2022,12,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Attempted intentional homicide,Number,Italy,2008,1621,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Attempted intentional homicide,Number,Italy,2009,1346,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Attempted intentional homicide,Number,Italy,2010,1309,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Attempted intentional homicide,Number,Italy,2011,1399,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Attempted intentional homicide,Number,Italy,2012,1327,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Attempted intentional homicide,Number,Italy,2013,1222,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Attempted intentional homicide,Number,Italy,2014,1250,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Attempted intentional homicide,Number,Italy,2015,1203,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Attempted intentional homicide,Number,Italy,2016,1079,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Attempted intentional homicide,Number,Italy,2017,1098,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Attempted intentional homicide,Number,Italy,2018,1050,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Attempted intentional homicide,Number,Italy,2019,1019,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Attempted intentional homicide,Number,Italy,2020,876,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Attempted intentional homicide,Number,Italy,2021,928,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Attempted intentional homicide,Number,Italy,2022,1018,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Attempted intentional homicide,Number,Liechtenstein,2008,1,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Attempted intentional homicide,Number,Liechtenstein,2009,0,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Attempted intentional homicide,Number,Liechtenstein,2010,0,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Attempted intentional homicide,Number,Liechtenstein,2011,3,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Attempted intentional homicide,Number,Liechtenstein,2012,0,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Attempted intentional homicide,Number,Liechtenstein,2013,0,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Attempted intentional homicide,Number,Liechtenstein,2014,1,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Attempted intentional homicide,Number,Liechtenstein,2015,0,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Attempted intentional homicide,Number,Liechtenstein,2016,0,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Attempted intentional homicide,Number,Liechtenstein,2019,1,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Attempted intentional homicide,Number,Liechtenstein,2021,4,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Attempted intentional homicide,Number,Liechtenstein,2022,0,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Attempted intentional homicide,Number,Lithuania,2008,15,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Attempted intentional homicide,Number,Lithuania,2009,19,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Attempted intentional homicide,Number,Lithuania,2010,18,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Attempted intentional homicide,Number,Lithuania,2011,23,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Attempted intentional homicide,Number,Lithuania,2012,18,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Attempted intentional homicide,Number,Lithuania,2013,14,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Attempted intentional homicide,Number,Lithuania,2014,19,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Attempted intentional homicide,Number,Lithuania,2015,21,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Attempted intentional homicide,Number,Lithuania,2016,19,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Attempted intentional homicide,Number,Lithuania,2017,16,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Attempted intentional homicide,Number,Lithuania,2018,31,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Attempted intentional homicide,Number,Lithuania,2019,15,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Attempted intentional homicide,Number,Lithuania,2020,11,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Attempted intentional homicide,Number,Lithuania,2021,6,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Attempted intentional homicide,Number,Lithuania,2022,13,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Attempted intentional homicide,Number,Luxembourg,2008,84,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Attempted intentional homicide,Number,Luxembourg,2009,79,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Attempted intentional homicide,Number,Luxembourg,2010,77,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Attempted intentional homicide,Number,Luxembourg,2011,89,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Attempted intentional homicide,Number,Luxembourg,2012,110,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Attempted intentional homicide,Number,Luxembourg,2013,83,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Attempted intentional homicide,Number,Luxembourg,2014,84,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Attempted intentional homicide,Number,Luxembourg,2015,65,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Attempted intentional homicide,Number,Luxembourg,2016,72,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Attempted intentional homicide,Number,Luxembourg,2017,74,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Attempted intentional homicide,Number,Luxembourg,2018,69,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Attempted intentional homicide,Number,Luxembourg,2019,59,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Attempted intentional homicide,Number,Luxembourg,2020,96,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Attempted intentional homicide,Number,Luxembourg,2021,69,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Attempted intentional homicide,Number,Luxembourg,2022,90,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Attempted intentional homicide,Number,Latvia,2008,20,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Attempted intentional homicide,Number,Latvia,2009,0,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Attempted intentional homicide,Number,Latvia,2010,13,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Attempted intentional homicide,Number,Latvia,2011,22,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Attempted intentional homicide,Number,Latvia,2012,13,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Attempted intentional homicide,Number,Latvia,2013,5,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Attempted intentional homicide,Number,Latvia,2014,4,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Attempted intentional homicide,Number,Latvia,2015,2,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Attempted intentional homicide,Number,Latvia,2016,14,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Attempted intentional homicide,Number,Latvia,2017,18,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Attempted intentional homicide,Number,Latvia,2018,23,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Attempted intentional homicide,Number,Latvia,2019,30,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Attempted intentional homicide,Number,Latvia,2020,20,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Attempted intentional homicide,Number,Latvia,2021,19,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Attempted intentional homicide,Number,Latvia,2022,24,,
