DATAFLOW,LAST UPDATE,freq,citizen,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Foreign country,Per hundred thousand inhabitants,Luxembourg,2015,91.66,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Foreign country,Per hundred thousand inhabitants,Luxembourg,2016,94.23,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Foreign country,Per hundred thousand inhabitants,Luxembourg,2017,83.46,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Foreign country,Per hundred thousand inhabitants,Luxembourg,2018,81.56,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Foreign country,Per hundred thousand inhabitants,Luxembourg,2019,71.51,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Foreign country,Per hundred thousand inhabitants,Luxembourg,2020,65.00,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Foreign country,Per hundred thousand inhabitants,Luxembourg,2021,70.42,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Foreign country,Per hundred thousand inhabitants,Luxembourg,2022,85.06,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Foreign country,Per hundred thousand inhabitants,Latvia,2013,3.36,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Foreign country,Per hundred thousand inhabitants,Latvia,2014,4.35,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Foreign country,Per hundred thousand inhabitants,Latvia,2015,5.34,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Foreign country,Per hundred thousand inhabitants,Latvia,2016,7.21,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Foreign country,Per hundred thousand inhabitants,Latvia,2017,4.82,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Foreign country,Per hundred thousand inhabitants,Latvia,2018,4.34,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Foreign country,Per hundred thousand inhabitants,Latvia,2019,3.39,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Foreign country,Per hundred thousand inhabitants,Latvia,2020,2.36,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Foreign country,Per hundred thousand inhabitants,Latvia,2021,3.06,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Foreign country,Per hundred thousand inhabitants,Latvia,2022,4.21,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Foreign country,Per hundred thousand inhabitants,Montenegro,2013,37.69,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Foreign country,Per hundred thousand inhabitants,Montenegro,2014,60.17,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Foreign country,Per hundred thousand inhabitants,Montenegro,2015,27.49,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Foreign country,Per hundred thousand inhabitants,Montenegro,2016,45.64,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Foreign country,Per hundred thousand inhabitants,Montenegro,2017,30.05,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Foreign country,Per hundred thousand inhabitants,Montenegro,2018,27.96,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Foreign country,Per hundred thousand inhabitants,Montenegro,2019,30.86,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Foreign country,Per hundred thousand inhabitants,Montenegro,2020,21.23,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Foreign country,Per hundred thousand inhabitants,Montenegro,2021,24.65,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Foreign country,Per hundred thousand inhabitants,Montenegro,2022,23.31,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Foreign country,Per hundred thousand inhabitants,North Macedonia,2016,14.63,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Foreign country,Per hundred thousand inhabitants,North Macedonia,2017,6.41,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Foreign country,Per hundred thousand inhabitants,Malta,2016,52.62,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Foreign country,Per hundred thousand inhabitants,Malta,2017,54.10,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Foreign country,Per hundred thousand inhabitants,Malta,2018,54.03,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Foreign country,Per hundred thousand inhabitants,Malta,2019,79.02,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Foreign country,Per hundred thousand inhabitants,Malta,2020,102.61,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Foreign country,Per hundred thousand inhabitants,Malta,2021,60.26,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Foreign country,Per hundred thousand inhabitants,Malta,2022,50.67,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Foreign country,Per hundred thousand inhabitants,Netherlands,2013,14.36,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Foreign country,Per hundred thousand inhabitants,Netherlands,2014,12.89,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Foreign country,Per hundred thousand inhabitants,Netherlands,2015,11.20,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Foreign country,Per hundred thousand inhabitants,Netherlands,2016,10.79,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Foreign country,Per hundred thousand inhabitants,Netherlands,2017,12.04,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Foreign country,Per hundred thousand inhabitants,Netherlands,2018,12.72,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Foreign country,Per hundred thousand inhabitants,Netherlands,2019,13.28,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Foreign country,Per hundred thousand inhabitants,Netherlands,2020,13.22,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Foreign country,Per hundred thousand inhabitants,Netherlands,2021,13.04,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Foreign country,Per hundred thousand inhabitants,Netherlands,2022,13.96,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Foreign country,Per hundred thousand inhabitants,Norway,2013,23.99,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Foreign country,Per hundred thousand inhabitants,Norway,2014,24.98,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Foreign country,Per hundred thousand inhabitants,Norway,2015,26.34,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Foreign country,Per hundred thousand inhabitants,Norway,2016,25.47,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Foreign country,Per hundred thousand inhabitants,Norway,2017,25.26,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Foreign country,Per hundred thousand inhabitants,Norway,2018,22.58,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Foreign country,Per hundred thousand inhabitants,Norway,2019,19.95,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Foreign country,Per hundred thousand inhabitants,Norway,2020,18.48,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Foreign country,Per hundred thousand inhabitants,Norway,2021,16.69,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Foreign country,Per hundred thousand inhabitants,Norway,2022,16.13,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Foreign country,Per hundred thousand inhabitants,Poland,2013,1.37,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Foreign country,Per hundred thousand inhabitants,Poland,2014,1.43,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Foreign country,Per hundred thousand inhabitants,Poland,2015,1.37,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Foreign country,Per hundred thousand inhabitants,Poland,2016,1.75,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Foreign country,Per hundred thousand inhabitants,Poland,2017,2.22,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Foreign country,Per hundred thousand inhabitants,Poland,2018,2.74,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Foreign country,Per hundred thousand inhabitants,Poland,2019,3.45,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Foreign country,Per hundred thousand inhabitants,Poland,2020,3.34,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Foreign country,Per hundred thousand inhabitants,Poland,2021,4.60,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Foreign country,Per hundred thousand inhabitants,Poland,2022,4.86,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Foreign country,Per hundred thousand inhabitants,Portugal,2013,25.24,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Foreign country,Per hundred thousand inhabitants,Portugal,2014,23.90,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Foreign country,Per hundred thousand inhabitants,Portugal,2015,24.12,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Foreign country,Per hundred thousand inhabitants,Portugal,2016,22.31,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Foreign country,Per hundred thousand inhabitants,Portugal,2017,20.99,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Foreign country,Per hundred thousand inhabitants,Portugal,2018,19.12,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Foreign country,Per hundred thousand inhabitants,Portugal,2019,19.32,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Foreign country,Per hundred thousand inhabitants,Portugal,2020,17.18,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Foreign country,Per hundred thousand inhabitants,Portugal,2021,16.24,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Foreign country,Per hundred thousand inhabitants,Portugal,2022,18.49,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Foreign country,Per hundred thousand inhabitants,Romania,2013,0.97,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Foreign country,Per hundred thousand inhabitants,Romania,2014,1.27,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Foreign country,Per hundred thousand inhabitants,Romania,2015,1.35,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Foreign country,Per hundred thousand inhabitants,Romania,2016,1.53,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Foreign country,Per hundred thousand inhabitants,Romania,2017,1.46,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Foreign country,Per hundred thousand inhabitants,Romania,2018,1.30,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Foreign country,Per hundred thousand inhabitants,Romania,2019,1.21,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Foreign country,Per hundred thousand inhabitants,Romania,2020,1.17,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Foreign country,Per hundred thousand inhabitants,Romania,2021,1.17,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Foreign country,Per hundred thousand inhabitants,Romania,2022,1.30,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Foreign country,Per hundred thousand inhabitants,Serbia,2013,4.90,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Foreign country,Per hundred thousand inhabitants,Serbia,2014,4.23,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Foreign country,Per hundred thousand inhabitants,Serbia,2015,4.96,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Foreign country,Per hundred thousand inhabitants,Serbia,2016,5.06,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Foreign country,Per hundred thousand inhabitants,Serbia,2017,4.97,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Foreign country,Per hundred thousand inhabitants,Serbia,2018,4.53,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Foreign country,Per hundred thousand inhabitants,Serbia,2019,5.00,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Foreign country,Per hundred thousand inhabitants,Serbia,2020,5.57,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Foreign country,Per hundred thousand inhabitants,Serbia,2021,6.16,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Foreign country,Per hundred thousand inhabitants,Serbia,2022,5.80,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Foreign country,Per hundred thousand inhabitants,Sweden,2013,19.39,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Foreign country,Per hundred thousand inhabitants,Sweden,2014,13.73,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Foreign country,Per hundred thousand inhabitants,Sweden,2015,13.59,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Foreign country,Per hundred thousand inhabitants,Sweden,2016,12.93,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Foreign country,Per hundred thousand inhabitants,Sweden,2017,12.41,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Foreign country,Per hundred thousand inhabitants,Sweden,2018,13.03,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Foreign country,Per hundred thousand inhabitants,Sweden,2019,13.82,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Foreign country,Per hundred thousand inhabitants,Sweden,2020,14.19,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Foreign country,Per hundred thousand inhabitants,Sweden,2021,13.77,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Foreign country,Per hundred thousand inhabitants,Sweden,2022,14.22,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Foreign country,Per hundred thousand inhabitants,Slovenia,2013,7.04,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Foreign country,Per hundred thousand inhabitants,Slovenia,2014,7.28,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Foreign country,Per hundred thousand inhabitants,Slovenia,2015,6.35,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Foreign country,Per hundred thousand inhabitants,Slovenia,2016,5.72,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Foreign country,Per hundred thousand inhabitants,Slovenia,2018,9.14,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Foreign country,Per hundred thousand inhabitants,Slovenia,2019,13.50,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Foreign country,Per hundred thousand inhabitants,Slovenia,2020,19.85,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Foreign country,Per hundred thousand inhabitants,Slovenia,2021,17.02,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Foreign country,Per hundred thousand inhabitants,Slovenia,2022,19.17,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Foreign country,Per hundred thousand inhabitants,Slovakia,2013,3.47,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Foreign country,Per hundred thousand inhabitants,Slovakia,2014,3.27,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Foreign country,Per hundred thousand inhabitants,Slovakia,2015,3.34,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Foreign country,Per hundred thousand inhabitants,Slovakia,2016,3.89,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Foreign country,Per hundred thousand inhabitants,Slovakia,2017,4.03,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Foreign country,Per hundred thousand inhabitants,Slovakia,2018,3.84,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Foreign country,Per hundred thousand inhabitants,Slovakia,2019,4.70,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Foreign country,Per hundred thousand inhabitants,Slovakia,2020,4.01,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Foreign country,Per hundred thousand inhabitants,Slovakia,2021,4.78,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Foreign country,Per hundred thousand inhabitants,Slovakia,2022,7.49,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Foreign country,Per hundred thousand inhabitants,Türkiye,2013,3.26,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Foreign country,Per hundred thousand inhabitants,Türkiye,2014,3.84,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Foreign country,Per hundred thousand inhabitants,Türkiye,2015,4.90,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Foreign country,Per hundred thousand inhabitants,Türkiye,2016,5.64,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Foreign country,Per hundred thousand inhabitants,Türkiye,2017,8.13,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Foreign country,Per hundred thousand inhabitants,Türkiye,2018,10.61,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Foreign country,Per hundred thousand inhabitants,Türkiye,2019,12.20,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Foreign country,Per hundred thousand inhabitants,Türkiye,2020,12.39,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Foreign country,Per hundred thousand inhabitants,Türkiye,2021,14.41,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Foreign country,Per hundred thousand inhabitants,Türkiye,2022,17.75,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Foreign country,Per hundred thousand inhabitants,England and Wales,2013,15.72,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Foreign country,Per hundred thousand inhabitants,England and Wales,2014,15.90,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Foreign country,Per hundred thousand inhabitants,England and Wales,2015,15.33,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Foreign country,Per hundred thousand inhabitants,England and Wales,2016,14.51,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Foreign country,Per hundred thousand inhabitants,England and Wales,2017,14.39,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Foreign country,Per hundred thousand inhabitants,England and Wales,2018,14.01,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Foreign country,Per hundred thousand inhabitants,Scotland (NUTS 2021),2013,5.04,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Foreign country,Per hundred thousand inhabitants,Scotland (NUTS 2021),2014,5.40,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Foreign country,Per hundred thousand inhabitants,Scotland (NUTS 2021),2015,5.51,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Foreign country,Per hundred thousand inhabitants,Northern Ireland (UK) (NUTS 2021),2013,7.88,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Foreign country,Per hundred thousand inhabitants,Northern Ireland (UK) (NUTS 2021),2014,7.24,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Foreign country,Per hundred thousand inhabitants,Northern Ireland (UK) (NUTS 2021),2015,6.60,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Foreign country,Per hundred thousand inhabitants,Northern Ireland (UK) (NUTS 2021),2016,10.65,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Foreign country,Per hundred thousand inhabitants,Northern Ireland (UK) (NUTS 2021),2017,6.70,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Foreign country,Per hundred thousand inhabitants,Northern Ireland (UK) (NUTS 2021),2018,7.52,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Foreign country,Per hundred thousand inhabitants,Kosovo*,2016,5.08,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Foreign country,Per hundred thousand inhabitants,Kosovo*,2017,6.45,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Foreign country,Per hundred thousand inhabitants,Kosovo*,2018,4.56,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Foreign country,Per hundred thousand inhabitants,Kosovo*,2019,5.62,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Foreign country,Per hundred thousand inhabitants,Kosovo*,2020,5.72,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Reporting country,Number,Albania,2013,4914,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Reporting country,Number,Albania,2014,5590,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Reporting country,Number,Albania,2015,5892,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Reporting country,Number,Albania,2016,5942,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Reporting country,Number,Albania,2017,5573,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Reporting country,Number,Albania,2018,5226,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Reporting country,Number,Albania,2019,4932,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Reporting country,Number,Albania,2020,4505,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Reporting country,Number,Albania,2021,4842,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Reporting country,Number,Albania,2022,4937,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Reporting country,Number,Austria,2013,4489,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Reporting country,Number,Austria,2014,4243,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Reporting country,Number,Austria,2015,3963,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Reporting country,Number,Austria,2016,3933,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Reporting country,Number,Austria,2017,4021,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Reporting country,Number,Austria,2018,4134,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Reporting country,Number,Austria,2019,4278,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Reporting country,Number,Austria,2020,4190,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Reporting country,Number,Austria,2021,4280,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Reporting country,Number,Austria,2022,4349,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Reporting country,Number,Bosnia and Herzegovina,2013,2844,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Reporting country,Number,Bosnia and Herzegovina,2014,2779,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Reporting country,Number,Bosnia and Herzegovina,2015,2673,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Reporting country,Number,Bosnia and Herzegovina,2016,2783,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Reporting country,Number,Bosnia and Herzegovina,2017,2788,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Reporting country,Number,Bosnia and Herzegovina,2018,4326,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Reporting country,Number,Bosnia and Herzegovina,2019,4404,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Reporting country,Number,Bosnia and Herzegovina,2020,3923,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Reporting country,Number,Bosnia and Herzegovina,2021,2842,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Reporting country,Number,Bosnia and Herzegovina,2022,2704,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Reporting country,Number,Belgium,2013,6531,,
