DATAFLOW,LAST UPDATE,freq,citizen,age,unit,sex,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Females,Iceland,2022,40.3,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Females,Iceland,2023,39.3,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Females,Iceland,2024,40.7,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Females,Italy,2022,58.8,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Females,Italy,2023,58.9,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Females,Italy,2024,58.4,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Females,Liechtenstein,2022,49.0,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Females,Liechtenstein,2023,49.0,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Females,Liechtenstein,2024,49.2,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Females,Lithuania,2022,35.3,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Females,Lithuania,2023,38.2,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Females,Lithuania,2024,35.3,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Females,Luxembourg,2022,47.6,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Females,Luxembourg,2023,47.6,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Females,Luxembourg,2024,47.7,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Females,Latvia,2022,37.4,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Females,Latvia,2023,37.9,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Females,Latvia,2024,38.2,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Females,Malta,2022,40.8,p,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Females,Malta,2023,43.5,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Females,Malta,2024,43.7,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Females,Netherlands,2022,50.0,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Females,Netherlands,2023,49.7,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Females,Netherlands,2024,49.6,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Females,Norway,2022,42.0,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Females,Norway,2023,41.7,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Females,Norway,2024,41.5,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Females,Poland,2022,28.4,ep,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Females,Poland,2023,28.3,ep,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Females,Poland,2024,28.2,ep,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Females,Portugal,2022,47.2,bp,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Females,Portugal,2023,47.1,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Females,Portugal,2024,47.1,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Females,Romania,2022,37.6,e,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Females,Romania,2023,29.8,e,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Females,Romania,2024,30.8,e,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Females,Sweden,2022,46.2,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Females,Sweden,2023,45.6,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Females,Sweden,2024,45.3,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Females,Slovenia,2022,40.6,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Females,Slovenia,2023,41.3,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Females,Slovenia,2024,41.7,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Females,Slovakia,2022,37.7,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Females,Slovakia,2023,37.8,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Females,Slovakia,2024,37.8,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Males,Austria,2022,50.1,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Males,Austria,2023,50.3,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Males,Austria,2024,50.2,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Males,Belgium,2022,51.3,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Males,Belgium,2023,51.2,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Males,Belgium,2024,51.2,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Males,Bulgaria,2022,63.6,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Males,Bulgaria,2023,64.2,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Males,Bulgaria,2024,65.3,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Males,Switzerland,2022,54.7,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Males,Switzerland,2023,54.9,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Males,Switzerland,2024,54.9,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Males,Cyprus,2022,47.2,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Males,Cyprus,2023,47.6,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Males,Cyprus,2024,51.0,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Males,Czechia,2022,54.9,b,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Males,Czechia,2023,54.8,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Males,Czechia,2024,55.1,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Males,Germany,2022,53.3,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Males,Germany,2023,53.3,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Males,Germany,2024,53.3,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Males,Denmark,2022,53.7,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Males,Denmark,2023,54.0,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Males,Denmark,2024,53.8,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Males,Estonia,2022,63.1,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Males,Estonia,2023,62.8,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Males,Estonia,2024,62.7,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Males,Greece,2022,35.7,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Males,Greece,2023,35.8,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Males,Greece,2024,35.8,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Males,Spain,2022,50.4,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Males,Spain,2023,50.0,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Males,Spain,2024,49.9,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Males,European Union - 27 countries (from 2020),2022,50.8,bep,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Males,European Union - 27 countries (from 2020),2023,50.8,bep,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Males,European Union - 27 countries (from 2020),2024,50.9,ep,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Males,Finland,2022,56.9,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Males,Finland,2023,57.2,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Males,Finland,2024,57.4,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Males,France,2021,50.4,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Males,France,2022,50.3,p,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Males,France,2023,50.0,p,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Males,France,2024,50.1,p,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Males,Croatia,2022,46.5,b,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Males,Croatia,2023,47.9,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Males,Croatia,2024,50.0,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Males,Hungary,2022,55.3,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Males,Hungary,2023,55.3,b,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Males,Hungary,2024,55.0,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Males,Ireland,2022,49.3,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Males,Ireland,2023,49.8,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Males,Ireland,2024,49.6,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Males,Iceland,2022,59.7,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Males,Iceland,2023,60.7,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Males,Iceland,2024,59.3,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Males,Italy,2022,41.2,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Males,Italy,2023,41.1,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Males,Italy,2024,41.6,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Males,Liechtenstein,2022,51.0,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Males,Liechtenstein,2023,51.0,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Males,Liechtenstein,2024,50.8,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Males,Lithuania,2022,64.7,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Males,Lithuania,2023,61.8,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Males,Lithuania,2024,64.7,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Males,Luxembourg,2022,52.4,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Males,Luxembourg,2023,52.4,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Males,Luxembourg,2024,52.3,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Males,Latvia,2022,62.6,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Males,Latvia,2023,62.1,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Males,Latvia,2024,61.8,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Males,Malta,2022,59.2,p,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Males,Malta,2023,56.5,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Males,Malta,2024,56.3,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Males,Netherlands,2022,50.0,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Males,Netherlands,2023,50.3,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Males,Netherlands,2024,50.4,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Males,Norway,2022,58.0,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Males,Norway,2023,58.3,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Males,Norway,2024,58.5,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Males,Poland,2022,71.6,ep,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Males,Poland,2023,71.7,ep,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Males,Poland,2024,71.8,ep,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Males,Portugal,2022,52.8,bp,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Males,Portugal,2023,52.9,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Males,Portugal,2024,52.9,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Males,Romania,2022,62.4,e,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Males,Romania,2023,70.2,e,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Males,Romania,2024,69.2,e,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Males,Sweden,2022,53.8,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Males,Sweden,2023,54.4,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Males,Sweden,2024,54.7,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Males,Slovenia,2022,59.4,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Males,Slovenia,2023,58.7,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Males,Slovenia,2024,58.3,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Males,Slovakia,2022,62.3,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Males,Slovakia,2023,62.2,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Males,Slovakia,2024,62.2,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Total,Austria,2022,100.0,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Total,Austria,2023,100.0,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Total,Austria,2024,100.0,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Total,Belgium,2022,100.0,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Total,Belgium,2023,100.0,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Total,Belgium,2024,100.0,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Total,Bulgaria,2022,100.0,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Total,Bulgaria,2023,100.0,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Total,Bulgaria,2024,100.0,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Total,Switzerland,2022,100.0,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Total,Switzerland,2023,100.0,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Total,Switzerland,2024,100.0,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Total,Cyprus,2022,100.0,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Total,Cyprus,2023,100.0,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Total,Cyprus,2024,100.0,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Total,Czechia,2022,100.0,b,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Total,Czechia,2023,100.0,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Total,Czechia,2024,100.0,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Total,Germany,2022,100.0,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Total,Germany,2023,100.0,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Total,Germany,2024,100.0,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Total,Denmark,2022,100.0,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Total,Denmark,2023,100.0,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Total,Denmark,2024,100.0,,
