DATAFLOW,LAST UPDATE,freq,sex,age,citizen,lev_perc,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,EU28 countries (2013-2020) except reporting country,Bad,Percentage,Latvia,2015,9.5,u,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,EU28 countries (2013-2020) except reporting country,Bad,Percentage,Latvia,2016,9.7,,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,EU28 countries (2013-2020) except reporting country,Bad,Percentage,Latvia,2017,14.2,,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,EU28 countries (2013-2020) except reporting country,Bad,Percentage,Latvia,2018,10.1,,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,EU28 countries (2013-2020) except reporting country,Bad,Percentage,Latvia,2019,13.5,,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,EU28 countries (2013-2020) except reporting country,Bad,Percentage,Latvia,2020,10.1,u,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,EU28 countries (2013-2020) except reporting country,Bad,Percentage,Latvia,2021,10.0,,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,EU28 countries (2013-2020) except reporting country,Bad,Percentage,Latvia,2022,8.1,u,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,EU28 countries (2013-2020) except reporting country,Bad,Percentage,Latvia,2023,10.5,u,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,EU28 countries (2013-2020) except reporting country,Bad,Percentage,Montenegro,2015,13.8,,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,EU28 countries (2013-2020) except reporting country,Bad,Percentage,Montenegro,2016,4.3,u,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,EU28 countries (2013-2020) except reporting country,Bad,Percentage,Montenegro,2017,33.5,,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,EU28 countries (2013-2020) except reporting country,Bad,Percentage,Montenegro,2018,21.3,,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,EU28 countries (2013-2020) except reporting country,Bad,Percentage,Montenegro,2019,13.4,,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,EU28 countries (2013-2020) except reporting country,Bad,Percentage,Montenegro,2020,14.7,,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,EU28 countries (2013-2020) except reporting country,Bad,Percentage,Montenegro,2021,10.3,u,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,EU28 countries (2013-2020) except reporting country,Bad,Percentage,North Macedonia,2015,,u,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,EU28 countries (2013-2020) except reporting country,Bad,Percentage,North Macedonia,2016,,u,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,EU28 countries (2013-2020) except reporting country,Bad,Percentage,North Macedonia,2017,,u,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,EU28 countries (2013-2020) except reporting country,Bad,Percentage,North Macedonia,2018,38.9,u,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,EU28 countries (2013-2020) except reporting country,Bad,Percentage,North Macedonia,2019,0,u,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,EU28 countries (2013-2020) except reporting country,Bad,Percentage,North Macedonia,2020,,u,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,EU28 countries (2013-2020) except reporting country,Bad,Percentage,Malta,2015,1.6,,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,EU28 countries (2013-2020) except reporting country,Bad,Percentage,Malta,2016,2.0,,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,EU28 countries (2013-2020) except reporting country,Bad,Percentage,Malta,2017,2.8,,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,EU28 countries (2013-2020) except reporting country,Bad,Percentage,Malta,2018,4.0,,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,EU28 countries (2013-2020) except reporting country,Bad,Percentage,Malta,2019,3.8,,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,EU28 countries (2013-2020) except reporting country,Bad,Percentage,Malta,2020,0.8,,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,EU28 countries (2013-2020) except reporting country,Bad,Percentage,Malta,2021,0.7,,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,EU28 countries (2013-2020) except reporting country,Bad,Percentage,Malta,2022,2.3,,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,EU28 countries (2013-2020) except reporting country,Bad,Percentage,Netherlands,2015,0.7,,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,EU28 countries (2013-2020) except reporting country,Bad,Percentage,Netherlands,2016,6.1,,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,EU28 countries (2013-2020) except reporting country,Bad,Percentage,Netherlands,2017,4.0,,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,EU28 countries (2013-2020) except reporting country,Bad,Percentage,Netherlands,2018,2.7,,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,EU28 countries (2013-2020) except reporting country,Bad,Percentage,Netherlands,2019,4.6,,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,EU28 countries (2013-2020) except reporting country,Bad,Percentage,Netherlands,2020,5.3,,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,EU28 countries (2013-2020) except reporting country,Bad,Percentage,Netherlands,2021,3.7,,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,EU28 countries (2013-2020) except reporting country,Bad,Percentage,Netherlands,2022,8.3,,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,EU28 countries (2013-2020) except reporting country,Bad,Percentage,Norway,2015,3.5,,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,EU28 countries (2013-2020) except reporting country,Bad,Percentage,Norway,2016,5.4,,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,EU28 countries (2013-2020) except reporting country,Bad,Percentage,Norway,2017,2.9,,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,EU28 countries (2013-2020) except reporting country,Bad,Percentage,Norway,2018,4.7,,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,EU28 countries (2013-2020) except reporting country,Bad,Percentage,Norway,2019,3.1,,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,EU28 countries (2013-2020) except reporting country,Bad,Percentage,Norway,2020,5.2,,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,EU28 countries (2013-2020) except reporting country,Bad,Percentage,Poland,2015,,u,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,EU28 countries (2013-2020) except reporting country,Bad,Percentage,Poland,2016,,u,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,EU28 countries (2013-2020) except reporting country,Bad,Percentage,Poland,2017,6.9,u,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,EU28 countries (2013-2020) except reporting country,Bad,Percentage,Poland,2018,4.3,u,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,EU28 countries (2013-2020) except reporting country,Bad,Percentage,Poland,2019,3.0,u,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,EU28 countries (2013-2020) except reporting country,Bad,Percentage,Poland,2020,4.6,u,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,EU28 countries (2013-2020) except reporting country,Bad,Percentage,Poland,2021,2.2,u,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,EU28 countries (2013-2020) except reporting country,Bad,Percentage,Poland,2022,2.6,,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,EU28 countries (2013-2020) except reporting country,Bad,Percentage,Portugal,2015,1.8,,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,EU28 countries (2013-2020) except reporting country,Bad,Percentage,Portugal,2016,3.4,,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,EU28 countries (2013-2020) except reporting country,Bad,Percentage,Portugal,2017,0.7,,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,EU28 countries (2013-2020) except reporting country,Bad,Percentage,Portugal,2018,5.0,,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,EU28 countries (2013-2020) except reporting country,Bad,Percentage,Portugal,2019,6.2,,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,EU28 countries (2013-2020) except reporting country,Bad,Percentage,Portugal,2020,7.0,,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,EU28 countries (2013-2020) except reporting country,Bad,Percentage,Portugal,2021,9.6,b,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,EU28 countries (2013-2020) except reporting country,Bad,Percentage,Portugal,2022,13.2,,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,EU28 countries (2013-2020) except reporting country,Bad,Percentage,Romania,2015,,u,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,EU28 countries (2013-2020) except reporting country,Bad,Percentage,Romania,2016,,u,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,EU28 countries (2013-2020) except reporting country,Bad,Percentage,Romania,2017,,u,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,EU28 countries (2013-2020) except reporting country,Bad,Percentage,Romania,2018,,u,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,EU28 countries (2013-2020) except reporting country,Bad,Percentage,Romania,2019,,u,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,EU28 countries (2013-2020) except reporting country,Bad,Percentage,Romania,2020,,u,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,EU28 countries (2013-2020) except reporting country,Bad,Percentage,Romania,2021,,m,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,EU28 countries (2013-2020) except reporting country,Bad,Percentage,Romania,2022,,u,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,EU28 countries (2013-2020) except reporting country,Bad,Percentage,Serbia,2015,18.4,,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,EU28 countries (2013-2020) except reporting country,Bad,Percentage,Serbia,2016,13.1,,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,EU28 countries (2013-2020) except reporting country,Bad,Percentage,Serbia,2017,21.4,,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,EU28 countries (2013-2020) except reporting country,Bad,Percentage,Serbia,2018,10.7,,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,EU28 countries (2013-2020) except reporting country,Bad,Percentage,Serbia,2019,17.0,,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,EU28 countries (2013-2020) except reporting country,Bad,Percentage,Serbia,2020,32.2,,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,EU28 countries (2013-2020) except reporting country,Bad,Percentage,Serbia,2021,11.0,,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,EU28 countries (2013-2020) except reporting country,Bad,Percentage,Sweden,2015,2.7,,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,EU28 countries (2013-2020) except reporting country,Bad,Percentage,Sweden,2016,3.9,,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,EU28 countries (2013-2020) except reporting country,Bad,Percentage,Sweden,2017,4.0,,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,EU28 countries (2013-2020) except reporting country,Bad,Percentage,Sweden,2018,5.3,,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,EU28 countries (2013-2020) except reporting country,Bad,Percentage,Sweden,2019,6.0,,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,EU28 countries (2013-2020) except reporting country,Bad,Percentage,Sweden,2020,2.3,,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,EU28 countries (2013-2020) except reporting country,Bad,Percentage,Sweden,2021,5.0,,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,EU28 countries (2013-2020) except reporting country,Bad,Percentage,Sweden,2022,3.5,,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,EU28 countries (2013-2020) except reporting country,Bad,Percentage,Sweden,2023,2.7,,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,EU28 countries (2013-2020) except reporting country,Bad,Percentage,Slovenia,2015,6.1,,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,EU28 countries (2013-2020) except reporting country,Bad,Percentage,Slovenia,2016,0.9,,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,EU28 countries (2013-2020) except reporting country,Bad,Percentage,Slovenia,2017,9.4,,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,EU28 countries (2013-2020) except reporting country,Bad,Percentage,Slovenia,2018,9.4,,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,EU28 countries (2013-2020) except reporting country,Bad,Percentage,Slovenia,2019,8.0,,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,EU28 countries (2013-2020) except reporting country,Bad,Percentage,Slovenia,2020,4.0,,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,EU28 countries (2013-2020) except reporting country,Bad,Percentage,Slovenia,2021,2.3,,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,EU28 countries (2013-2020) except reporting country,Bad,Percentage,Slovenia,2022,2.5,,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,EU28 countries (2013-2020) except reporting country,Bad,Percentage,Slovenia,2023,1.7,,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,EU28 countries (2013-2020) except reporting country,Bad,Percentage,Slovakia,2015,3.6,u,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,EU28 countries (2013-2020) except reporting country,Bad,Percentage,Slovakia,2016,3.0,u,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,EU28 countries (2013-2020) except reporting country,Bad,Percentage,Slovakia,2017,9.0,u,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,EU28 countries (2013-2020) except reporting country,Bad,Percentage,Slovakia,2018,9.6,,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,EU28 countries (2013-2020) except reporting country,Bad,Percentage,Slovakia,2019,22.6,u,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,EU28 countries (2013-2020) except reporting country,Bad,Percentage,Slovakia,2020,15.5,,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,EU28 countries (2013-2020) except reporting country,Bad,Percentage,Slovakia,2021,33.3,u,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,EU28 countries (2013-2020) except reporting country,Bad,Percentage,Slovakia,2022,12.8,,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,EU28 countries (2013-2020) except reporting country,Bad,Percentage,Slovakia,2023,0.0,,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,EU28 countries (2013-2020) except reporting country,Bad,Percentage,Türkiye,2015,5.8,,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,EU28 countries (2013-2020) except reporting country,Bad,Percentage,Türkiye,2016,1.3,,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,EU28 countries (2013-2020) except reporting country,Bad,Percentage,Türkiye,2017,2.3,u,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,EU28 countries (2013-2020) except reporting country,Bad,Percentage,Türkiye,2018,8.2,,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,EU28 countries (2013-2020) except reporting country,Bad,Percentage,Türkiye,2019,0,u,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,EU28 countries (2013-2020) except reporting country,Bad,Percentage,Türkiye,2020,,u,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,EU28 countries (2013-2020) except reporting country,Bad,Percentage,Türkiye,2021,5.7,u,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,EU28 countries (2013-2020) except reporting country,Bad,Percentage,United Kingdom,2015,4.6,,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,EU28 countries (2013-2020) except reporting country,Bad,Percentage,United Kingdom,2016,3.1,,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,EU28 countries (2013-2020) except reporting country,Bad,Percentage,United Kingdom,2017,2.9,b,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,EU28 countries (2013-2020) except reporting country,Bad,Percentage,United Kingdom,2018,2.2,,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,EU28 countries (2013-2020) except reporting country,Bad,Percentage,Kosovo*,2018,0.3,,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,EU28 countries (2013-2020) except reporting country,Bad or very bad,Percentage,Albania,2017,,u,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,EU28 countries (2013-2020) except reporting country,Bad or very bad,Percentage,Albania,2018,,u,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,EU28 countries (2013-2020) except reporting country,Bad or very bad,Percentage,Albania,2019,,u,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,EU28 countries (2013-2020) except reporting country,Bad or very bad,Percentage,Albania,2020,,u,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,EU28 countries (2013-2020) except reporting country,Bad or very bad,Percentage,Austria,2015,5.3,,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,EU28 countries (2013-2020) except reporting country,Bad or very bad,Percentage,Austria,2016,6.0,,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,EU28 countries (2013-2020) except reporting country,Bad or very bad,Percentage,Austria,2017,5.0,,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,EU28 countries (2013-2020) except reporting country,Bad or very bad,Percentage,Austria,2018,7.6,,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,EU28 countries (2013-2020) except reporting country,Bad or very bad,Percentage,Austria,2019,7.4,,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,EU28 countries (2013-2020) except reporting country,Bad or very bad,Percentage,Austria,2020,7.7,,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,EU28 countries (2013-2020) except reporting country,Bad or very bad,Percentage,Austria,2021,4.4,,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,EU28 countries (2013-2020) except reporting country,Bad or very bad,Percentage,Austria,2022,6.2,,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,EU28 countries (2013-2020) except reporting country,Bad or very bad,Percentage,Belgium,2015,13.0,,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,EU28 countries (2013-2020) except reporting country,Bad or very bad,Percentage,Belgium,2016,12.0,,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,EU28 countries (2013-2020) except reporting country,Bad or very bad,Percentage,Belgium,2017,9.0,,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,EU28 countries (2013-2020) except reporting country,Bad or very bad,Percentage,Belgium,2018,9.3,,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,EU28 countries (2013-2020) except reporting country,Bad or very bad,Percentage,Belgium,2019,10.6,b,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,EU28 countries (2013-2020) except reporting country,Bad or very bad,Percentage,Belgium,2020,7.7,,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,EU28 countries (2013-2020) except reporting country,Bad or very bad,Percentage,Belgium,2021,8.2,,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,EU28 countries (2013-2020) except reporting country,Bad or very bad,Percentage,Belgium,2022,6.9,,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,EU28 countries (2013-2020) except reporting country,Bad or very bad,Percentage,Belgium,2023,7.2,,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,EU28 countries (2013-2020) except reporting country,Bad or very bad,Percentage,Bulgaria,2015,22.4,u,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,EU28 countries (2013-2020) except reporting country,Bad or very bad,Percentage,Bulgaria,2016,9.3,u,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,EU28 countries (2013-2020) except reporting country,Bad or very bad,Percentage,Bulgaria,2017,7.9,u,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,EU28 countries (2013-2020) except reporting country,Bad or very bad,Percentage,Bulgaria,2018,7.9,u,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,EU28 countries (2013-2020) except reporting country,Bad or very bad,Percentage,Bulgaria,2019,0,u,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,EU28 countries (2013-2020) except reporting country,Bad or very bad,Percentage,Bulgaria,2020,3.5,u,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,EU28 countries (2013-2020) except reporting country,Bad or very bad,Percentage,Bulgaria,2021,6.6,u,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,EU28 countries (2013-2020) except reporting country,Bad or very bad,Percentage,Bulgaria,2022,13.3,u,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,EU28 countries (2013-2020) except reporting country,Bad or very bad,Percentage,Bulgaria,2023,,u,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,EU28 countries (2013-2020) except reporting country,Bad or very bad,Percentage,Switzerland,2015,5.5,,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,EU28 countries (2013-2020) except reporting country,Bad or very bad,Percentage,Switzerland,2016,5.3,,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,EU28 countries (2013-2020) except reporting country,Bad or very bad,Percentage,Switzerland,2017,4.3,,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,EU28 countries (2013-2020) except reporting country,Bad or very bad,Percentage,Switzerland,2018,5.9,,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,EU28 countries (2013-2020) except reporting country,Bad or very bad,Percentage,Switzerland,2019,5.6,,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,EU28 countries (2013-2020) except reporting country,Bad or very bad,Percentage,Switzerland,2020,5.6,,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,EU28 countries (2013-2020) except reporting country,Bad or very bad,Percentage,Switzerland,2021,5.0,,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,EU28 countries (2013-2020) except reporting country,Bad or very bad,Percentage,Switzerland,2022,5.5,,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,EU28 countries (2013-2020) except reporting country,Bad or very bad,Percentage,Cyprus,2015,2.9,,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,EU28 countries (2013-2020) except reporting country,Bad or very bad,Percentage,Cyprus,2016,2.5,,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,EU28 countries (2013-2020) except reporting country,Bad or very bad,Percentage,Cyprus,2017,3.6,,
