STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,sex,Sex,age,Age class,citizen,Country of citizenship,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:LFSQ_UGAN(1.0),"Unemployment by sex, age and citizenship (1 000)",Q,Quarterly,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,FOR,Foreign country,ES,Spain,2008-Q4,,744.6,,,,,
dataflow,ESTAT:LFSQ_UGAN(1.0),"Unemployment by sex, age and citizenship (1 000)",Q,Quarterly,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,FOR,Foreign country,ES,Spain,2009-Q1,,1014.0,,,,,
dataflow,ESTAT:LFSQ_UGAN(1.0),"Unemployment by sex, age and citizenship (1 000)",Q,Quarterly,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,FOR,Foreign country,ES,Spain,2009-Q2,,996.8,,,,,
dataflow,ESTAT:LFSQ_UGAN(1.0),"Unemployment by sex, age and citizenship (1 000)",Q,Quarterly,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,FOR,Foreign country,ES,Spain,2009-Q3,,957.8,,,,,
dataflow,ESTAT:LFSQ_UGAN(1.0),"Unemployment by sex, age and citizenship (1 000)",Q,Quarterly,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,FOR,Foreign country,ES,Spain,2009-Q4,,1030.9,,,,,
dataflow,ESTAT:LFSQ_UGAN(1.0),"Unemployment by sex, age and citizenship (1 000)",Q,Quarterly,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,FOR,Foreign country,ES,Spain,2010-Q1,,1079.3,,,,,
dataflow,ESTAT:LFSQ_UGAN(1.0),"Unemployment by sex, age and citizenship (1 000)",Q,Quarterly,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,FOR,Foreign country,ES,Spain,2010-Q2,,1047.9,,,,,
dataflow,ESTAT:LFSQ_UGAN(1.0),"Unemployment by sex, age and citizenship (1 000)",Q,Quarterly,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,FOR,Foreign country,ES,Spain,2010-Q3,,1016.6,,,,,
dataflow,ESTAT:LFSQ_UGAN(1.0),"Unemployment by sex, age and citizenship (1 000)",Q,Quarterly,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,FOR,Foreign country,ES,Spain,2010-Q4,,1040.6,,,,,
dataflow,ESTAT:LFSQ_UGAN(1.0),"Unemployment by sex, age and citizenship (1 000)",Q,Quarterly,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,FOR,Foreign country,ES,Spain,2011-Q1,,1088.1,,,,,
dataflow,ESTAT:LFSQ_UGAN(1.0),"Unemployment by sex, age and citizenship (1 000)",Q,Quarterly,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,FOR,Foreign country,ES,Spain,2011-Q2,,1087.0,,,,,
dataflow,ESTAT:LFSQ_UGAN(1.0),"Unemployment by sex, age and citizenship (1 000)",Q,Quarterly,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,FOR,Foreign country,ES,Spain,2011-Q3,,1103.6,,,,,
dataflow,ESTAT:LFSQ_UGAN(1.0),"Unemployment by sex, age and citizenship (1 000)",Q,Quarterly,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,FOR,Foreign country,ES,Spain,2011-Q4,,1168.4,,,,,
dataflow,ESTAT:LFSQ_UGAN(1.0),"Unemployment by sex, age and citizenship (1 000)",Q,Quarterly,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,FOR,Foreign country,ES,Spain,2012-Q1,,1235.9,,,,,
dataflow,ESTAT:LFSQ_UGAN(1.0),"Unemployment by sex, age and citizenship (1 000)",Q,Quarterly,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,FOR,Foreign country,ES,Spain,2012-Q2,,1174.4,,,,,
dataflow,ESTAT:LFSQ_UGAN(1.0),"Unemployment by sex, age and citizenship (1 000)",Q,Quarterly,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,FOR,Foreign country,ES,Spain,2012-Q3,,1127.5,,,,,
dataflow,ESTAT:LFSQ_UGAN(1.0),"Unemployment by sex, age and citizenship (1 000)",Q,Quarterly,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,FOR,Foreign country,ES,Spain,2012-Q4,,1180.7,,,,,
dataflow,ESTAT:LFSQ_UGAN(1.0),"Unemployment by sex, age and citizenship (1 000)",Q,Quarterly,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,FOR,Foreign country,ES,Spain,2013-Q1,,1256.0,,,,,
dataflow,ESTAT:LFSQ_UGAN(1.0),"Unemployment by sex, age and citizenship (1 000)",Q,Quarterly,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,FOR,Foreign country,ES,Spain,2013-Q2,,1098.3,,,,,
dataflow,ESTAT:LFSQ_UGAN(1.0),"Unemployment by sex, age and citizenship (1 000)",Q,Quarterly,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,FOR,Foreign country,ES,Spain,2013-Q3,,1097.9,,,,,
dataflow,ESTAT:LFSQ_UGAN(1.0),"Unemployment by sex, age and citizenship (1 000)",Q,Quarterly,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,FOR,Foreign country,ES,Spain,2013-Q4,,1063.3,,,,,
dataflow,ESTAT:LFSQ_UGAN(1.0),"Unemployment by sex, age and citizenship (1 000)",Q,Quarterly,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,FOR,Foreign country,ES,Spain,2014-Q1,,1072.2,,,,,
dataflow,ESTAT:LFSQ_UGAN(1.0),"Unemployment by sex, age and citizenship (1 000)",Q,Quarterly,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,FOR,Foreign country,ES,Spain,2014-Q2,,966.8,,,,,
dataflow,ESTAT:LFSQ_UGAN(1.0),"Unemployment by sex, age and citizenship (1 000)",Q,Quarterly,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,FOR,Foreign country,ES,Spain,2014-Q3,,913.6,,,,,
dataflow,ESTAT:LFSQ_UGAN(1.0),"Unemployment by sex, age and citizenship (1 000)",Q,Quarterly,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,FOR,Foreign country,ES,Spain,2014-Q4,,924.0,,,,,
dataflow,ESTAT:LFSQ_UGAN(1.0),"Unemployment by sex, age and citizenship (1 000)",Q,Quarterly,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,FOR,Foreign country,ES,Spain,2015-Q1,,929.7,,,,,
dataflow,ESTAT:LFSQ_UGAN(1.0),"Unemployment by sex, age and citizenship (1 000)",Q,Quarterly,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,FOR,Foreign country,ES,Spain,2015-Q2,,848.5,,,,,
dataflow,ESTAT:LFSQ_UGAN(1.0),"Unemployment by sex, age and citizenship (1 000)",Q,Quarterly,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,FOR,Foreign country,ES,Spain,2015-Q3,,787.3,,,,,
dataflow,ESTAT:LFSQ_UGAN(1.0),"Unemployment by sex, age and citizenship (1 000)",Q,Quarterly,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,FOR,Foreign country,ES,Spain,2015-Q4,,768.8,,,,,
dataflow,ESTAT:LFSQ_UGAN(1.0),"Unemployment by sex, age and citizenship (1 000)",Q,Quarterly,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,FOR,Foreign country,ES,Spain,2016-Q1,,808.1,,,,,
dataflow,ESTAT:LFSQ_UGAN(1.0),"Unemployment by sex, age and citizenship (1 000)",Q,Quarterly,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,FOR,Foreign country,ES,Spain,2016-Q2,,742.2,,,,,
dataflow,ESTAT:LFSQ_UGAN(1.0),"Unemployment by sex, age and citizenship (1 000)",Q,Quarterly,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,FOR,Foreign country,ES,Spain,2016-Q3,,661.1,,,,,
dataflow,ESTAT:LFSQ_UGAN(1.0),"Unemployment by sex, age and citizenship (1 000)",Q,Quarterly,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,FOR,Foreign country,ES,Spain,2016-Q4,,655.9,,,,,
dataflow,ESTAT:LFSQ_UGAN(1.0),"Unemployment by sex, age and citizenship (1 000)",Q,Quarterly,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,FOR,Foreign country,ES,Spain,2017-Q1,,683.3,,,,,
dataflow,ESTAT:LFSQ_UGAN(1.0),"Unemployment by sex, age and citizenship (1 000)",Q,Quarterly,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,FOR,Foreign country,ES,Spain,2017-Q2,,639.1,,,,,
dataflow,ESTAT:LFSQ_UGAN(1.0),"Unemployment by sex, age and citizenship (1 000)",Q,Quarterly,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,FOR,Foreign country,ES,Spain,2017-Q3,,616.0,,,,,
dataflow,ESTAT:LFSQ_UGAN(1.0),"Unemployment by sex, age and citizenship (1 000)",Q,Quarterly,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,FOR,Foreign country,ES,Spain,2017-Q4,,653.0,,,,,
dataflow,ESTAT:LFSQ_UGAN(1.0),"Unemployment by sex, age and citizenship (1 000)",Q,Quarterly,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,FOR,Foreign country,ES,Spain,2018-Q1,,666.6,,,,,
dataflow,ESTAT:LFSQ_UGAN(1.0),"Unemployment by sex, age and citizenship (1 000)",Q,Quarterly,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,FOR,Foreign country,ES,Spain,2018-Q2,,614.2,,,,,
dataflow,ESTAT:LFSQ_UGAN(1.0),"Unemployment by sex, age and citizenship (1 000)",Q,Quarterly,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,FOR,Foreign country,ES,Spain,2018-Q3,,575.4,,,,,
dataflow,ESTAT:LFSQ_UGAN(1.0),"Unemployment by sex, age and citizenship (1 000)",Q,Quarterly,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,FOR,Foreign country,ES,Spain,2018-Q4,,593.6,,,,,
dataflow,ESTAT:LFSQ_UGAN(1.0),"Unemployment by sex, age and citizenship (1 000)",Q,Quarterly,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,FOR,Foreign country,ES,Spain,2019-Q1,,604.5,,,,,
dataflow,ESTAT:LFSQ_UGAN(1.0),"Unemployment by sex, age and citizenship (1 000)",Q,Quarterly,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,FOR,Foreign country,ES,Spain,2019-Q2,,600.1,,,,,
dataflow,ESTAT:LFSQ_UGAN(1.0),"Unemployment by sex, age and citizenship (1 000)",Q,Quarterly,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,FOR,Foreign country,ES,Spain,2019-Q3,,577.6,,,,,
dataflow,ESTAT:LFSQ_UGAN(1.0),"Unemployment by sex, age and citizenship (1 000)",Q,Quarterly,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,FOR,Foreign country,ES,Spain,2019-Q4,,612.2,,,,,
dataflow,ESTAT:LFSQ_UGAN(1.0),"Unemployment by sex, age and citizenship (1 000)",Q,Quarterly,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,FOR,Foreign country,ES,Spain,2020-Q1,,652.4,,,,,
dataflow,ESTAT:LFSQ_UGAN(1.0),"Unemployment by sex, age and citizenship (1 000)",Q,Quarterly,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,FOR,Foreign country,ES,Spain,2020-Q2,,721.5,,,,,
dataflow,ESTAT:LFSQ_UGAN(1.0),"Unemployment by sex, age and citizenship (1 000)",Q,Quarterly,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,FOR,Foreign country,ES,Spain,2020-Q3,,799.5,,,,,
dataflow,ESTAT:LFSQ_UGAN(1.0),"Unemployment by sex, age and citizenship (1 000)",Q,Quarterly,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,FOR,Foreign country,ES,Spain,2020-Q4,,841.0,,,,,
dataflow,ESTAT:LFSQ_UGAN(1.0),"Unemployment by sex, age and citizenship (1 000)",Q,Quarterly,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,FOR,Foreign country,ES,Spain,2021-Q1,,804.8,,bd,"break in time series, definition differs (see metadata)",,
dataflow,ESTAT:LFSQ_UGAN(1.0),"Unemployment by sex, age and citizenship (1 000)",Q,Quarterly,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,FOR,Foreign country,ES,Spain,2021-Q2,,736.0,,d,definition differs (see metadata),,
dataflow,ESTAT:LFSQ_UGAN(1.0),"Unemployment by sex, age and citizenship (1 000)",Q,Quarterly,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,FOR,Foreign country,ES,Spain,2021-Q3,,679.2,,d,definition differs (see metadata),,
dataflow,ESTAT:LFSQ_UGAN(1.0),"Unemployment by sex, age and citizenship (1 000)",Q,Quarterly,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,FOR,Foreign country,ES,Spain,2021-Q4,,651.0,,d,definition differs (see metadata),,
dataflow,ESTAT:LFSQ_UGAN(1.0),"Unemployment by sex, age and citizenship (1 000)",Q,Quarterly,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,FOR,Foreign country,ES,Spain,2022-Q1,,681.3,,d,definition differs (see metadata),,
dataflow,ESTAT:LFSQ_UGAN(1.0),"Unemployment by sex, age and citizenship (1 000)",Q,Quarterly,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,FOR,Foreign country,ES,Spain,2022-Q2,,626.9,,d,definition differs (see metadata),,
dataflow,ESTAT:LFSQ_UGAN(1.0),"Unemployment by sex, age and citizenship (1 000)",Q,Quarterly,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,FOR,Foreign country,ES,Spain,2022-Q3,,627.2,,d,definition differs (see metadata),,
dataflow,ESTAT:LFSQ_UGAN(1.0),"Unemployment by sex, age and citizenship (1 000)",Q,Quarterly,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,FOR,Foreign country,ES,Spain,2022-Q4,,651.1,,d,definition differs (see metadata),,
dataflow,ESTAT:LFSQ_UGAN(1.0),"Unemployment by sex, age and citizenship (1 000)",Q,Quarterly,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,FOR,Foreign country,ES,Spain,2023-Q1,,708.5,,d,definition differs (see metadata),,
dataflow,ESTAT:LFSQ_UGAN(1.0),"Unemployment by sex, age and citizenship (1 000)",Q,Quarterly,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,FOR,Foreign country,ES,Spain,2023-Q2,,613.0,,d,definition differs (see metadata),,
dataflow,ESTAT:LFSQ_UGAN(1.0),"Unemployment by sex, age and citizenship (1 000)",Q,Quarterly,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,FOR,Foreign country,ES,Spain,2023-Q3,,612.8,,d,definition differs (see metadata),,
dataflow,ESTAT:LFSQ_UGAN(1.0),"Unemployment by sex, age and citizenship (1 000)",Q,Quarterly,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,FOR,Foreign country,ES,Spain,2023-Q4,,647.2,,d,definition differs (see metadata),,
dataflow,ESTAT:LFSQ_UGAN(1.0),"Unemployment by sex, age and citizenship (1 000)",Q,Quarterly,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,FOR,Foreign country,ES,Spain,2024-Q1,,699.4,,d,definition differs (see metadata),,
dataflow,ESTAT:LFSQ_UGAN(1.0),"Unemployment by sex, age and citizenship (1 000)",Q,Quarterly,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,FOR,Foreign country,ES,Spain,2024-Q2,,648.8,,d,definition differs (see metadata),,
dataflow,ESTAT:LFSQ_UGAN(1.0),"Unemployment by sex, age and citizenship (1 000)",Q,Quarterly,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,FOR,Foreign country,ES,Spain,2024-Q3,,609.2,,d,definition differs (see metadata),,
dataflow,ESTAT:LFSQ_UGAN(1.0),"Unemployment by sex, age and citizenship (1 000)",Q,Quarterly,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,FOR,Foreign country,ES,Spain,2024-Q4,,611.2,,d,definition differs (see metadata),,
dataflow,ESTAT:LFSQ_UGAN(1.0),"Unemployment by sex, age and citizenship (1 000)",Q,Quarterly,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,FOR,Foreign country,FI,Finland,1998-Q1,,8.2,,,,,
dataflow,ESTAT:LFSQ_UGAN(1.0),"Unemployment by sex, age and citizenship (1 000)",Q,Quarterly,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,FOR,Foreign country,FI,Finland,1998-Q2,,10.0,,,,,
dataflow,ESTAT:LFSQ_UGAN(1.0),"Unemployment by sex, age and citizenship (1 000)",Q,Quarterly,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,FOR,Foreign country,FI,Finland,1998-Q3,,9.9,,,,,
dataflow,ESTAT:LFSQ_UGAN(1.0),"Unemployment by sex, age and citizenship (1 000)",Q,Quarterly,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,FOR,Foreign country,FI,Finland,1998-Q4,,5.9,,,,,
dataflow,ESTAT:LFSQ_UGAN(1.0),"Unemployment by sex, age and citizenship (1 000)",Q,Quarterly,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,FOR,Foreign country,FI,Finland,1999-Q1,,7.1,,,,,
dataflow,ESTAT:LFSQ_UGAN(1.0),"Unemployment by sex, age and citizenship (1 000)",Q,Quarterly,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,FOR,Foreign country,FI,Finland,1999-Q2,,7.9,,,,,
dataflow,ESTAT:LFSQ_UGAN(1.0),"Unemployment by sex, age and citizenship (1 000)",Q,Quarterly,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,FOR,Foreign country,FI,Finland,1999-Q3,,7.7,,,,,
dataflow,ESTAT:LFSQ_UGAN(1.0),"Unemployment by sex, age and citizenship (1 000)",Q,Quarterly,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,FOR,Foreign country,FI,Finland,1999-Q4,,6.4,,,,,
dataflow,ESTAT:LFSQ_UGAN(1.0),"Unemployment by sex, age and citizenship (1 000)",Q,Quarterly,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,FOR,Foreign country,FI,Finland,2000-Q1,,6.0,,b,break in time series,,
dataflow,ESTAT:LFSQ_UGAN(1.0),"Unemployment by sex, age and citizenship (1 000)",Q,Quarterly,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,FOR,Foreign country,FI,Finland,2000-Q2,,10.0,,,,,
dataflow,ESTAT:LFSQ_UGAN(1.0),"Unemployment by sex, age and citizenship (1 000)",Q,Quarterly,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,FOR,Foreign country,FI,Finland,2000-Q3,,9.1,,,,,
dataflow,ESTAT:LFSQ_UGAN(1.0),"Unemployment by sex, age and citizenship (1 000)",Q,Quarterly,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,FOR,Foreign country,FI,Finland,2000-Q4,,7.2,,,,,
dataflow,ESTAT:LFSQ_UGAN(1.0),"Unemployment by sex, age and citizenship (1 000)",Q,Quarterly,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,FOR,Foreign country,FI,Finland,2001-Q1,,7.2,,,,,
dataflow,ESTAT:LFSQ_UGAN(1.0),"Unemployment by sex, age and citizenship (1 000)",Q,Quarterly,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,FOR,Foreign country,FI,Finland,2001-Q2,,8.3,,,,,
dataflow,ESTAT:LFSQ_UGAN(1.0),"Unemployment by sex, age and citizenship (1 000)",Q,Quarterly,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,FOR,Foreign country,FI,Finland,2001-Q3,,6.4,,,,,
dataflow,ESTAT:LFSQ_UGAN(1.0),"Unemployment by sex, age and citizenship (1 000)",Q,Quarterly,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,FOR,Foreign country,FI,Finland,2001-Q4,,6.4,,,,,
dataflow,ESTAT:LFSQ_UGAN(1.0),"Unemployment by sex, age and citizenship (1 000)",Q,Quarterly,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,FOR,Foreign country,FI,Finland,2002-Q1,,7.2,,,,,
dataflow,ESTAT:LFSQ_UGAN(1.0),"Unemployment by sex, age and citizenship (1 000)",Q,Quarterly,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,FOR,Foreign country,FI,Finland,2002-Q2,,6.6,,,,,
dataflow,ESTAT:LFSQ_UGAN(1.0),"Unemployment by sex, age and citizenship (1 000)",Q,Quarterly,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,FOR,Foreign country,FI,Finland,2002-Q3,,7.5,,,,,
dataflow,ESTAT:LFSQ_UGAN(1.0),"Unemployment by sex, age and citizenship (1 000)",Q,Quarterly,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,FOR,Foreign country,FI,Finland,2002-Q4,,6.7,,,,,
dataflow,ESTAT:LFSQ_UGAN(1.0),"Unemployment by sex, age and citizenship (1 000)",Q,Quarterly,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,FOR,Foreign country,FI,Finland,2003-Q1,,7.5,,,,,
dataflow,ESTAT:LFSQ_UGAN(1.0),"Unemployment by sex, age and citizenship (1 000)",Q,Quarterly,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,FOR,Foreign country,FI,Finland,2003-Q2,,7.4,,,,,
dataflow,ESTAT:LFSQ_UGAN(1.0),"Unemployment by sex, age and citizenship (1 000)",Q,Quarterly,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,FOR,Foreign country,FI,Finland,2003-Q3,,7.0,,,,,
dataflow,ESTAT:LFSQ_UGAN(1.0),"Unemployment by sex, age and citizenship (1 000)",Q,Quarterly,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,FOR,Foreign country,FI,Finland,2003-Q4,,6.8,,,,,
dataflow,ESTAT:LFSQ_UGAN(1.0),"Unemployment by sex, age and citizenship (1 000)",Q,Quarterly,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,FOR,Foreign country,FI,Finland,2004-Q1,,9.2,,,,,
dataflow,ESTAT:LFSQ_UGAN(1.0),"Unemployment by sex, age and citizenship (1 000)",Q,Quarterly,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,FOR,Foreign country,FI,Finland,2004-Q2,,10.0,,,,,
dataflow,ESTAT:LFSQ_UGAN(1.0),"Unemployment by sex, age and citizenship (1 000)",Q,Quarterly,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,FOR,Foreign country,FI,Finland,2004-Q3,,8.3,,,,,
dataflow,ESTAT:LFSQ_UGAN(1.0),"Unemployment by sex, age and citizenship (1 000)",Q,Quarterly,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,FOR,Foreign country,FI,Finland,2004-Q4,,6.9,,,,,
dataflow,ESTAT:LFSQ_UGAN(1.0),"Unemployment by sex, age and citizenship (1 000)",Q,Quarterly,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,FOR,Foreign country,FI,Finland,2005-Q1,,6.9,,b,break in time series,,
dataflow,ESTAT:LFSQ_UGAN(1.0),"Unemployment by sex, age and citizenship (1 000)",Q,Quarterly,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,FOR,Foreign country,FI,Finland,2005-Q2,,9.0,,,,,
dataflow,ESTAT:LFSQ_UGAN(1.0),"Unemployment by sex, age and citizenship (1 000)",Q,Quarterly,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,FOR,Foreign country,FI,Finland,2005-Q3,,8.1,,,,,
dataflow,ESTAT:LFSQ_UGAN(1.0),"Unemployment by sex, age and citizenship (1 000)",Q,Quarterly,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,FOR,Foreign country,FI,Finland,2005-Q4,,7.4,,,,,
dataflow,ESTAT:LFSQ_UGAN(1.0),"Unemployment by sex, age and citizenship (1 000)",Q,Quarterly,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,FOR,Foreign country,FI,Finland,2006-Q1,,7.9,,,,,
dataflow,ESTAT:LFSQ_UGAN(1.0),"Unemployment by sex, age and citizenship (1 000)",Q,Quarterly,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,FOR,Foreign country,FI,Finland,2006-Q2,,9.0,,,,,
dataflow,ESTAT:LFSQ_UGAN(1.0),"Unemployment by sex, age and citizenship (1 000)",Q,Quarterly,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,FOR,Foreign country,FI,Finland,2006-Q3,,7.9,,,,,
dataflow,ESTAT:LFSQ_UGAN(1.0),"Unemployment by sex, age and citizenship (1 000)",Q,Quarterly,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,FOR,Foreign country,FI,Finland,2006-Q4,,6.8,,,,,
dataflow,ESTAT:LFSQ_UGAN(1.0),"Unemployment by sex, age and citizenship (1 000)",Q,Quarterly,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,FOR,Foreign country,FI,Finland,2007-Q1,,8.9,,,,,
dataflow,ESTAT:LFSQ_UGAN(1.0),"Unemployment by sex, age and citizenship (1 000)",Q,Quarterly,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,FOR,Foreign country,FI,Finland,2007-Q2,,8.7,,,,,
dataflow,ESTAT:LFSQ_UGAN(1.0),"Unemployment by sex, age and citizenship (1 000)",Q,Quarterly,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,FOR,Foreign country,FI,Finland,2007-Q3,,7.6,,,,,
dataflow,ESTAT:LFSQ_UGAN(1.0),"Unemployment by sex, age and citizenship (1 000)",Q,Quarterly,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,FOR,Foreign country,FI,Finland,2007-Q4,,6.3,,,,,
dataflow,ESTAT:LFSQ_UGAN(1.0),"Unemployment by sex, age and citizenship (1 000)",Q,Quarterly,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,FOR,Foreign country,FI,Finland,2008-Q1,,8.5,,b,break in time series,,
dataflow,ESTAT:LFSQ_UGAN(1.0),"Unemployment by sex, age and citizenship (1 000)",Q,Quarterly,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,FOR,Foreign country,FI,Finland,2008-Q2,,9.3,,,,,
dataflow,ESTAT:LFSQ_UGAN(1.0),"Unemployment by sex, age and citizenship (1 000)",Q,Quarterly,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,FOR,Foreign country,FI,Finland,2008-Q3,,8.8,,,,,
dataflow,ESTAT:LFSQ_UGAN(1.0),"Unemployment by sex, age and citizenship (1 000)",Q,Quarterly,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,FOR,Foreign country,FI,Finland,2008-Q4,,7.3,,,,,
