DATAFLOW,LAST UPDATE,freq,c_birth,age,unit,sex,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:DEMO_POPPCCTB(1.0),13/03/25 23:00:00,Annual,European Free Trade Association except reporting country,Total,Percentage,Total,Italy,2022,100.0,,
ESTAT:DEMO_POPPCCTB(1.0),13/03/25 23:00:00,Annual,European Free Trade Association except reporting country,Total,Percentage,Total,Italy,2024,100.0,,
ESTAT:DEMO_POPPCCTB(1.0),13/03/25 23:00:00,Annual,European Free Trade Association except reporting country,Total,Percentage,Total,Liechtenstein,2022,100.0,,
ESTAT:DEMO_POPPCCTB(1.0),13/03/25 23:00:00,Annual,European Free Trade Association except reporting country,Total,Percentage,Total,Liechtenstein,2024,100.0,,
ESTAT:DEMO_POPPCCTB(1.0),13/03/25 23:00:00,Annual,European Free Trade Association except reporting country,Total,Percentage,Total,Lithuania,2022,100.0,,
ESTAT:DEMO_POPPCCTB(1.0),13/03/25 23:00:00,Annual,European Free Trade Association except reporting country,Total,Percentage,Total,Luxembourg,2022,100.0,,
ESTAT:DEMO_POPPCCTB(1.0),13/03/25 23:00:00,Annual,European Free Trade Association except reporting country,Total,Percentage,Total,Luxembourg,2024,100.0,,
ESTAT:DEMO_POPPCCTB(1.0),13/03/25 23:00:00,Annual,European Free Trade Association except reporting country,Total,Percentage,Total,Latvia,2022,100.0,,
ESTAT:DEMO_POPPCCTB(1.0),13/03/25 23:00:00,Annual,European Free Trade Association except reporting country,Total,Percentage,Total,Latvia,2024,100.0,,
ESTAT:DEMO_POPPCCTB(1.0),13/03/25 23:00:00,Annual,European Free Trade Association except reporting country,Total,Percentage,Total,Malta,2022,100.0,p,
ESTAT:DEMO_POPPCCTB(1.0),13/03/25 23:00:00,Annual,European Free Trade Association except reporting country,Total,Percentage,Total,Malta,2024,100.0,,
ESTAT:DEMO_POPPCCTB(1.0),13/03/25 23:00:00,Annual,European Free Trade Association except reporting country,Total,Percentage,Total,Netherlands,2022,100.0,,
ESTAT:DEMO_POPPCCTB(1.0),13/03/25 23:00:00,Annual,European Free Trade Association except reporting country,Total,Percentage,Total,Netherlands,2024,100.0,,
ESTAT:DEMO_POPPCCTB(1.0),13/03/25 23:00:00,Annual,European Free Trade Association except reporting country,Total,Percentage,Total,Norway,2022,100.0,,
ESTAT:DEMO_POPPCCTB(1.0),13/03/25 23:00:00,Annual,European Free Trade Association except reporting country,Total,Percentage,Total,Norway,2023,100.0,,
ESTAT:DEMO_POPPCCTB(1.0),13/03/25 23:00:00,Annual,European Free Trade Association except reporting country,Total,Percentage,Total,Norway,2024,100.0,,
ESTAT:DEMO_POPPCCTB(1.0),13/03/25 23:00:00,Annual,European Free Trade Association except reporting country,Total,Percentage,Total,Poland,2022,100.0,ep,
ESTAT:DEMO_POPPCCTB(1.0),13/03/25 23:00:00,Annual,European Free Trade Association except reporting country,Total,Percentage,Total,Poland,2023,100.0,ep,
ESTAT:DEMO_POPPCCTB(1.0),13/03/25 23:00:00,Annual,European Free Trade Association except reporting country,Total,Percentage,Total,Poland,2024,100.0,ep,
ESTAT:DEMO_POPPCCTB(1.0),13/03/25 23:00:00,Annual,European Free Trade Association except reporting country,Total,Percentage,Total,Portugal,2022,100.0,bp,
ESTAT:DEMO_POPPCCTB(1.0),13/03/25 23:00:00,Annual,European Free Trade Association except reporting country,Total,Percentage,Total,Portugal,2023,100.0,,
ESTAT:DEMO_POPPCCTB(1.0),13/03/25 23:00:00,Annual,European Free Trade Association except reporting country,Total,Percentage,Total,Portugal,2024,100.0,,
ESTAT:DEMO_POPPCCTB(1.0),13/03/25 23:00:00,Annual,European Free Trade Association except reporting country,Total,Percentage,Total,Romania,2022,100.0,e,
ESTAT:DEMO_POPPCCTB(1.0),13/03/25 23:00:00,Annual,European Free Trade Association except reporting country,Total,Percentage,Total,Romania,2024,100.0,e,
ESTAT:DEMO_POPPCCTB(1.0),13/03/25 23:00:00,Annual,European Free Trade Association except reporting country,Total,Percentage,Total,Sweden,2022,100.0,,
ESTAT:DEMO_POPPCCTB(1.0),13/03/25 23:00:00,Annual,European Free Trade Association except reporting country,Total,Percentage,Total,Sweden,2024,100.0,,
ESTAT:DEMO_POPPCCTB(1.0),13/03/25 23:00:00,Annual,European Free Trade Association except reporting country,Total,Percentage,Total,Slovenia,2022,100.0,,
ESTAT:DEMO_POPPCCTB(1.0),13/03/25 23:00:00,Annual,European Free Trade Association except reporting country,Total,Percentage,Total,Slovenia,2024,100.0,,
ESTAT:DEMO_POPPCCTB(1.0),13/03/25 23:00:00,Annual,European Free Trade Association except reporting country,Total,Percentage,Total,Slovakia,2022,100.0,,
ESTAT:DEMO_POPPCCTB(1.0),13/03/25 23:00:00,Annual,European Free Trade Association except reporting country,Total,Percentage,Total,Slovakia,2024,100.0,,
ESTAT:DEMO_POPPCCTB(1.0),13/03/25 23:00:00,Annual,European Free Trade Association except reporting country,Total,Percentage,Total,Türkiye,2024,100.0,,
ESTAT:DEMO_POPPCCTB(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Females,Austria,2022,52.9,,
ESTAT:DEMO_POPPCCTB(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Females,Austria,2024,52.7,,
ESTAT:DEMO_POPPCCTB(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Females,Belgium,2022,51.6,,
ESTAT:DEMO_POPPCCTB(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Females,Belgium,2024,51.6,,
ESTAT:DEMO_POPPCCTB(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Females,Bulgaria,2022,46.9,,
ESTAT:DEMO_POPPCCTB(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Females,Bulgaria,2024,45.5,,
ESTAT:DEMO_POPPCCTB(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Females,Switzerland,2022,49.4,,
ESTAT:DEMO_POPPCCTB(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Females,Switzerland,2024,49.0,,
ESTAT:DEMO_POPPCCTB(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Females,Cyprus,2022,54.1,,
ESTAT:DEMO_POPPCCTB(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Females,Cyprus,2024,50.2,,
ESTAT:DEMO_POPPCCTB(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Females,Czechia,2022,45.3,b,
ESTAT:DEMO_POPPCCTB(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Females,Czechia,2024,51.1,,
ESTAT:DEMO_POPPCCTB(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Females,Germany,2022,51.9,e,
ESTAT:DEMO_POPPCCTB(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Females,Germany,2024,51.8,e,
ESTAT:DEMO_POPPCCTB(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Females,Denmark,2022,48.1,,
ESTAT:DEMO_POPPCCTB(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Females,Denmark,2024,47.9,,
ESTAT:DEMO_POPPCCTB(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Females,Estonia,2022,42.3,,
ESTAT:DEMO_POPPCCTB(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Females,Estonia,2024,42.1,,
ESTAT:DEMO_POPPCCTB(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Females,Greece,2022,60.7,,
ESTAT:DEMO_POPPCCTB(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Females,Greece,2023,60.8,,
ESTAT:DEMO_POPPCCTB(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Females,Greece,2024,60.8,,
ESTAT:DEMO_POPPCCTB(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Females,Spain,2022,50.4,,
ESTAT:DEMO_POPPCCTB(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Females,Spain,2024,51.0,,
ESTAT:DEMO_POPPCCTB(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Females,European Union - 27 countries (from 2020),2022,52.6,bep,
ESTAT:DEMO_POPPCCTB(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Females,European Union - 27 countries (from 2020),2023,52.6,bep,
ESTAT:DEMO_POPPCCTB(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Females,European Union - 27 countries (from 2020),2024,52.6,ep,
ESTAT:DEMO_POPPCCTB(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Females,Finland,2022,45.8,,
ESTAT:DEMO_POPPCCTB(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Females,Finland,2023,45.8,,
ESTAT:DEMO_POPPCCTB(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Females,Finland,2024,45.6,,
ESTAT:DEMO_POPPCCTB(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Females,France,2021,53.1,,
ESTAT:DEMO_POPPCCTB(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Females,France,2022,53.1,p,
ESTAT:DEMO_POPPCCTB(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Females,France,2024,53.4,p,
ESTAT:DEMO_POPPCCTB(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Females,Croatia,2022,54.5,b,
ESTAT:DEMO_POPPCCTB(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Females,Croatia,2024,53.8,,
ESTAT:DEMO_POPPCCTB(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Females,Hungary,2022,51.1,,
ESTAT:DEMO_POPPCCTB(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Females,Hungary,2024,51.0,,
ESTAT:DEMO_POPPCCTB(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Females,Ireland,2022,50.7,,
ESTAT:DEMO_POPPCCTB(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Females,Ireland,2024,50.4,,
ESTAT:DEMO_POPPCCTB(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Females,Iceland,2022,43.1,,
ESTAT:DEMO_POPPCCTB(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Females,Iceland,2024,43.2,,
ESTAT:DEMO_POPPCCTB(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Females,Italy,2022,61.2,,
ESTAT:DEMO_POPPCCTB(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Females,Italy,2024,61.0,,
ESTAT:DEMO_POPPCCTB(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Females,Liechtenstein,2022,53.3,,
ESTAT:DEMO_POPPCCTB(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Females,Liechtenstein,2024,53.0,,
ESTAT:DEMO_POPPCCTB(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Females,Lithuania,2022,52.5,,
ESTAT:DEMO_POPPCCTB(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Females,Luxembourg,2022,48.3,,
ESTAT:DEMO_POPPCCTB(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Females,Luxembourg,2024,48.4,,
ESTAT:DEMO_POPPCCTB(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Females,Latvia,2022,55.5,,
ESTAT:DEMO_POPPCCTB(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Females,Latvia,2024,55.6,,
ESTAT:DEMO_POPPCCTB(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Females,Malta,2022,42.0,p,
ESTAT:DEMO_POPPCCTB(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Females,Malta,2024,43.5,,
ESTAT:DEMO_POPPCCTB(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Females,Netherlands,2022,52.3,,
ESTAT:DEMO_POPPCCTB(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Females,Netherlands,2024,51.8,,
ESTAT:DEMO_POPPCCTB(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Females,Norway,2022,43.4,,
ESTAT:DEMO_POPPCCTB(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Females,Norway,2023,43.6,,
ESTAT:DEMO_POPPCCTB(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Females,Norway,2024,43.7,,
ESTAT:DEMO_POPPCCTB(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Females,Poland,2022,52.1,ep,
ESTAT:DEMO_POPPCCTB(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Females,Poland,2023,52.3,ep,
ESTAT:DEMO_POPPCCTB(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Females,Poland,2024,52.5,ep,
ESTAT:DEMO_POPPCCTB(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Females,Portugal,2022,51.4,bp,
ESTAT:DEMO_POPPCCTB(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Females,Portugal,2023,50.4,,
ESTAT:DEMO_POPPCCTB(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Females,Portugal,2024,50.5,,
ESTAT:DEMO_POPPCCTB(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Females,Romania,2022,48.2,e,
ESTAT:DEMO_POPPCCTB(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Females,Romania,2024,48.3,e,
ESTAT:DEMO_POPPCCTB(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Females,Sweden,2022,52.0,,
ESTAT:DEMO_POPPCCTB(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Females,Sweden,2024,51.4,,
ESTAT:DEMO_POPPCCTB(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Females,Slovenia,2022,50.8,,
ESTAT:DEMO_POPPCCTB(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Females,Slovenia,2024,51.2,,
ESTAT:DEMO_POPPCCTB(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Females,Slovakia,2022,51.9,,
ESTAT:DEMO_POPPCCTB(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Females,Slovakia,2024,51.7,,
ESTAT:DEMO_POPPCCTB(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Females,Türkiye,2024,53.9,,
ESTAT:DEMO_POPPCCTB(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Males,Austria,2022,47.1,,
ESTAT:DEMO_POPPCCTB(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Males,Austria,2024,47.3,,
ESTAT:DEMO_POPPCCTB(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Males,Belgium,2022,48.4,,
ESTAT:DEMO_POPPCCTB(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Males,Belgium,2024,48.4,,
ESTAT:DEMO_POPPCCTB(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Males,Bulgaria,2022,53.1,,
ESTAT:DEMO_POPPCCTB(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Males,Bulgaria,2024,54.5,,
ESTAT:DEMO_POPPCCTB(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Males,Switzerland,2022,50.6,,
ESTAT:DEMO_POPPCCTB(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Males,Switzerland,2024,51.0,,
ESTAT:DEMO_POPPCCTB(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Males,Cyprus,2022,45.9,,
ESTAT:DEMO_POPPCCTB(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Males,Cyprus,2024,49.8,,
ESTAT:DEMO_POPPCCTB(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Males,Czechia,2022,54.7,b,
ESTAT:DEMO_POPPCCTB(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Males,Czechia,2024,48.9,,
ESTAT:DEMO_POPPCCTB(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Males,Germany,2022,48.1,e,
ESTAT:DEMO_POPPCCTB(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Males,Germany,2024,48.2,e,
ESTAT:DEMO_POPPCCTB(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Males,Denmark,2022,51.9,,
ESTAT:DEMO_POPPCCTB(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Males,Denmark,2024,52.1,,
ESTAT:DEMO_POPPCCTB(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Males,Estonia,2022,57.7,,
ESTAT:DEMO_POPPCCTB(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Males,Estonia,2024,57.9,,
ESTAT:DEMO_POPPCCTB(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Males,Greece,2022,39.3,,
ESTAT:DEMO_POPPCCTB(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Males,Greece,2023,39.2,,
ESTAT:DEMO_POPPCCTB(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Males,Greece,2024,39.2,,
ESTAT:DEMO_POPPCCTB(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Males,Spain,2022,49.6,,
ESTAT:DEMO_POPPCCTB(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Males,Spain,2024,49.0,,
ESTAT:DEMO_POPPCCTB(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Males,European Union - 27 countries (from 2020),2022,47.4,bep,
ESTAT:DEMO_POPPCCTB(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Males,European Union - 27 countries (from 2020),2023,47.4,bep,
ESTAT:DEMO_POPPCCTB(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Males,European Union - 27 countries (from 2020),2024,47.4,ep,
ESTAT:DEMO_POPPCCTB(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Males,Finland,2022,54.2,,
ESTAT:DEMO_POPPCCTB(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Males,Finland,2023,54.2,,
ESTAT:DEMO_POPPCCTB(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Males,Finland,2024,54.4,,
ESTAT:DEMO_POPPCCTB(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Males,France,2021,46.9,,
ESTAT:DEMO_POPPCCTB(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Males,France,2022,46.9,p,
ESTAT:DEMO_POPPCCTB(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Males,France,2024,46.6,p,
ESTAT:DEMO_POPPCCTB(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Males,Croatia,2022,45.5,b,
ESTAT:DEMO_POPPCCTB(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Males,Croatia,2024,46.2,,
ESTAT:DEMO_POPPCCTB(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Males,Hungary,2022,48.9,,
ESTAT:DEMO_POPPCCTB(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Males,Hungary,2024,49.0,,
ESTAT:DEMO_POPPCCTB(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Males,Ireland,2022,49.3,,
ESTAT:DEMO_POPPCCTB(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Males,Ireland,2024,49.6,,
ESTAT:DEMO_POPPCCTB(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Males,Iceland,2022,56.9,,
ESTAT:DEMO_POPPCCTB(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Males,Iceland,2024,56.8,,
ESTAT:DEMO_POPPCCTB(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Males,Italy,2022,38.8,,
ESTAT:DEMO_POPPCCTB(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Males,Italy,2024,39.0,,
ESTAT:DEMO_POPPCCTB(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Males,Liechtenstein,2022,46.7,,
ESTAT:DEMO_POPPCCTB(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Males,Liechtenstein,2024,47.0,,
ESTAT:DEMO_POPPCCTB(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Males,Lithuania,2022,47.5,,
ESTAT:DEMO_POPPCCTB(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Males,Luxembourg,2022,51.7,,
ESTAT:DEMO_POPPCCTB(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Males,Luxembourg,2024,51.6,,
ESTAT:DEMO_POPPCCTB(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Males,Latvia,2022,44.5,,
ESTAT:DEMO_POPPCCTB(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Males,Latvia,2024,44.4,,
ESTAT:DEMO_POPPCCTB(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Males,Malta,2022,58.0,p,
ESTAT:DEMO_POPPCCTB(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Males,Malta,2024,56.5,,
ESTAT:DEMO_POPPCCTB(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Males,Netherlands,2022,47.7,,
ESTAT:DEMO_POPPCCTB(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Males,Netherlands,2024,48.2,,
ESTAT:DEMO_POPPCCTB(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Males,Norway,2022,56.6,,
ESTAT:DEMO_POPPCCTB(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Males,Norway,2023,56.4,,
ESTAT:DEMO_POPPCCTB(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Males,Norway,2024,56.3,,
ESTAT:DEMO_POPPCCTB(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Males,Poland,2022,47.9,ep,
ESTAT:DEMO_POPPCCTB(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Males,Poland,2023,47.7,ep,
ESTAT:DEMO_POPPCCTB(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Males,Poland,2024,47.5,ep,
ESTAT:DEMO_POPPCCTB(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Males,Portugal,2022,48.6,bp,
ESTAT:DEMO_POPPCCTB(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Males,Portugal,2023,49.6,,
ESTAT:DEMO_POPPCCTB(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Males,Portugal,2024,49.5,,
ESTAT:DEMO_POPPCCTB(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Males,Romania,2022,51.8,e,
ESTAT:DEMO_POPPCCTB(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Males,Romania,2024,51.7,e,
ESTAT:DEMO_POPPCCTB(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Males,Sweden,2022,48.0,,
ESTAT:DEMO_POPPCCTB(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Males,Sweden,2024,48.6,,
ESTAT:DEMO_POPPCCTB(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Males,Slovenia,2022,49.2,,
ESTAT:DEMO_POPPCCTB(1.0),13/03/25 23:00:00,Annual,EU27 countries (from 2020) except reporting country,Total,Percentage,Males,Slovenia,2024,48.8,,
