DATAFLOW,LAST UPDATE,freq,leg_stat,sex,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Number,Sweden,2018,60565,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Number,Sweden,2019,62708,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Number,Sweden,2020,68996,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Number,Sweden,2021,74581,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Number,Sweden,2022,76636,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Number,Slovenia,2008,9228,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Number,Slovenia,2009,8453,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Number,Slovenia,2010,8423,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Number,Slovenia,2011,7965,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Number,Slovenia,2012,8825,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Number,Slovenia,2013,11758,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Number,Slovenia,2014,9729,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Number,Slovenia,2015,8241,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Number,Slovenia,2016,7006,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Number,Slovenia,2017,6521,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Number,Slovenia,2018,6324,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Number,Slovenia,2019,6256,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Number,Slovenia,2020,5007,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Number,Slovenia,2021,5974,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Number,Slovenia,2022,5567,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Number,Slovakia,2008,28681,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Number,Slovakia,2009,30953,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Number,Slovakia,2010,31179,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Number,Slovakia,2011,30110,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Number,Slovakia,2012,35077,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Number,Slovakia,2013,36079,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Number,Slovakia,2014,33610,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Number,Slovakia,2015,29691,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Number,Slovakia,2016,27187,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Number,Slovakia,2017,26330,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Number,Slovakia,2018,29385,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Number,Slovakia,2019,28431,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Number,Slovakia,2020,25392,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Number,Slovakia,2021,23642,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Number,Slovakia,2022,25254,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Number,Türkiye,2009,1288334,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Number,Türkiye,2010,1213217,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Number,Türkiye,2011,1237448,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Number,Türkiye,2012,1514825,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Number,Türkiye,2013,500608,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Number,Türkiye,2014,492869,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Number,Türkiye,2015,521213,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Number,Türkiye,2016,459195,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Number,Türkiye,2017,445436,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Number,Türkiye,2018,555369,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Number,Türkiye,2019,592398,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Number,Türkiye,2020,492323,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Number,Türkiye,2021,692281,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Number,Türkiye,2022,682380,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Number,England and Wales,2008,1355146,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Number,England and Wales,2009,1399856,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Number,England and Wales,2010,1359715,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Number,England and Wales,2011,1306509,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Number,England and Wales,2012,1224976,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Number,England and Wales,2013,1172953,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Number,England and Wales,2014,1211152,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Number,England and Wales,2015,1241080,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Number,England and Wales,2016,1231726,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Number,Scotland (NUTS 2021),2008,60399,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Number,Scotland (NUTS 2021),2009,56428,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Number,Scotland (NUTS 2021),2010,54766,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Number,Scotland (NUTS 2021),2011,53249,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Number,Scotland (NUTS 2021),2012,48105,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Number,Scotland (NUTS 2021),2013,45659,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Number,Scotland (NUTS 2021),2017,82716,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Number,Northern Ireland (UK) (NUTS 2021),2008,39018,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Number,Northern Ireland (UK) (NUTS 2021),2009,39539,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Number,Northern Ireland (UK) (NUTS 2021),2010,39628,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Number,Northern Ireland (UK) (NUTS 2021),2011,40538,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Number,Northern Ireland (UK) (NUTS 2021),2012,38914,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Number,Northern Ireland (UK) (NUTS 2021),2013,35276,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Number,Northern Ireland (UK) (NUTS 2021),2014,26607,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Number,Northern Ireland (UK) (NUTS 2021),2015,31413,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Number,Northern Ireland (UK) (NUTS 2021),2016,29912,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Number,Northern Ireland (UK) (NUTS 2021),2017,23630,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Number,Northern Ireland (UK) (NUTS 2021),2018,24921,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Number,Kosovo*,2008,13254,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Number,Kosovo*,2009,13415,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Number,Kosovo*,2010,9925,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Number,Kosovo*,2011,18367,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Number,Kosovo*,2012,20990,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Number,Kosovo*,2013,15832,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Number,Kosovo*,2014,18330,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Number,Kosovo*,2015,16907,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Number,Kosovo*,2016,18551,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Number,Kosovo*,2017,19519,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Number,Kosovo*,2018,20434,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Number,Kosovo*,2019,18001,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Per hundred thousand inhabitants,Albania,2008,252.65,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Per hundred thousand inhabitants,Albania,2009,240.84,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Per hundred thousand inhabitants,Albania,2011,344.45,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Per hundred thousand inhabitants,Albania,2015,559.33,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Per hundred thousand inhabitants,Albania,2016,508.21,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Per hundred thousand inhabitants,Albania,2017,379.30,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Per hundred thousand inhabitants,Albania,2018,404.62,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Per hundred thousand inhabitants,Albania,2019,386.11,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Per hundred thousand inhabitants,Albania,2020,346.21,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Per hundred thousand inhabitants,Albania,2021,445.38,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Per hundred thousand inhabitants,Austria,2008,460.11,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Per hundred thousand inhabitants,Austria,2009,454.32,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Per hundred thousand inhabitants,Austria,2010,459.72,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Per hundred thousand inhabitants,Austria,2011,435.35,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Per hundred thousand inhabitants,Austria,2012,422.70,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Per hundred thousand inhabitants,Austria,2013,407.29,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Per hundred thousand inhabitants,Austria,2014,3569.13,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Per hundred thousand inhabitants,Austria,2015,374.12,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Per hundred thousand inhabitants,Austria,2016,349.98,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Per hundred thousand inhabitants,Austria,2017,350.47,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Per hundred thousand inhabitants,Austria,2018,313.47,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Per hundred thousand inhabitants,Austria,2019,307.99,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Per hundred thousand inhabitants,Austria,2020,266.44,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Per hundred thousand inhabitants,Austria,2021,265.67,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Per hundred thousand inhabitants,Austria,2022,272.48,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Per hundred thousand inhabitants,Bosnia and Herzegovina,2008,440.99,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Per hundred thousand inhabitants,Bosnia and Herzegovina,2009,460.64,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Per hundred thousand inhabitants,Bosnia and Herzegovina,2010,449.89,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Per hundred thousand inhabitants,Bosnia and Herzegovina,2011,408.75,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Per hundred thousand inhabitants,Bosnia and Herzegovina,2012,464.83,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Per hundred thousand inhabitants,Belgium,2010,1300.66,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Per hundred thousand inhabitants,Belgium,2011,1298.85,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Per hundred thousand inhabitants,Belgium,2012,1472.06,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Per hundred thousand inhabitants,Belgium,2013,1270.93,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Per hundred thousand inhabitants,Belgium,2014,1051.21,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Per hundred thousand inhabitants,Belgium,2015,1175.75,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Per hundred thousand inhabitants,Belgium,2017,2099.12,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Per hundred thousand inhabitants,Belgium,2018,2014.28,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Per hundred thousand inhabitants,Belgium,2019,1771.98,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Per hundred thousand inhabitants,Belgium,2020,1388.22,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Per hundred thousand inhabitants,Bulgaria,2008,480.67,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Per hundred thousand inhabitants,Bulgaria,2009,547.36,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Per hundred thousand inhabitants,Bulgaria,2010,526.42,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Per hundred thousand inhabitants,Bulgaria,2011,556.53,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Per hundred thousand inhabitants,Bulgaria,2012,518.56,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Per hundred thousand inhabitants,Bulgaria,2013,468.29,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Per hundred thousand inhabitants,Bulgaria,2014,439.56,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Per hundred thousand inhabitants,Bulgaria,2015,385.81,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Per hundred thousand inhabitants,Bulgaria,2016,395.61,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Per hundred thousand inhabitants,Bulgaria,2017,363.29,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Per hundred thousand inhabitants,Bulgaria,2018,340.04,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Per hundred thousand inhabitants,Bulgaria,2019,334.13,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Per hundred thousand inhabitants,Bulgaria,2020,314.88,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Per hundred thousand inhabitants,Bulgaria,2021,348.74,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Per hundred thousand inhabitants,Bulgaria,2022,351.62,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Per hundred thousand inhabitants,Switzerland,2008,1317.55,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Per hundred thousand inhabitants,Switzerland,2009,1331.19,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Per hundred thousand inhabitants,Switzerland,2010,1373.46,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Per hundred thousand inhabitants,Switzerland,2011,1294.81,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Per hundred thousand inhabitants,Switzerland,2012,1371.81,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Per hundred thousand inhabitants,Switzerland,2013,1332.23,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Per hundred thousand inhabitants,Switzerland,2014,1337.62,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Per hundred thousand inhabitants,Switzerland,2015,1312.25,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Per hundred thousand inhabitants,Switzerland,2016,1301.69,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Per hundred thousand inhabitants,Switzerland,2017,1248.95,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Per hundred thousand inhabitants,Switzerland,2018,1251.57,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Per hundred thousand inhabitants,Switzerland,2019,1137.22,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Per hundred thousand inhabitants,Switzerland,2020,1129.09,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Per hundred thousand inhabitants,Switzerland,2021,1140.81,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Per hundred thousand inhabitants,Switzerland,2022,1166.05,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Per hundred thousand inhabitants,Cyprus,2008,8214.90,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Per hundred thousand inhabitants,Cyprus,2009,7838.33,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Per hundred thousand inhabitants,Cyprus,2010,9240.54,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Per hundred thousand inhabitants,Cyprus,2011,10337.95,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Per hundred thousand inhabitants,Cyprus,2012,8299.78,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Per hundred thousand inhabitants,Cyprus,2013,7023.97,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Per hundred thousand inhabitants,Cyprus,2014,8007.93,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Per hundred thousand inhabitants,Cyprus,2015,6386.60,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Per hundred thousand inhabitants,Cyprus,2016,5342.80,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Per hundred thousand inhabitants,Cyprus,2017,5086.21,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Per hundred thousand inhabitants,Cyprus,2018,4570.74,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Per hundred thousand inhabitants,Cyprus,2019,4563.88,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Per hundred thousand inhabitants,Cyprus,2020,4002.34,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Per hundred thousand inhabitants,Cyprus,2021,3745.84,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Per hundred thousand inhabitants,Czechia,2008,733.63,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Per hundred thousand inhabitants,Czechia,2009,707.74,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Per hundred thousand inhabitants,Czechia,2010,675.30,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Per hundred thousand inhabitants,Czechia,2011,669.04,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Per hundred thousand inhabitants,Czechia,2012,680.32,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Per hundred thousand inhabitants,Czechia,2013,741.49,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Per hundred thousand inhabitants,Czechia,2014,692.75,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Per hundred thousand inhabitants,Czechia,2015,622.20,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Per hundred thousand inhabitants,Czechia,2016,582.00,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Per hundred thousand inhabitants,Czechia,2017,526.57,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Per hundred thousand inhabitants,Czechia,2018,513.17,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Per hundred thousand inhabitants,Czechia,2019,522.02,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Per hundred thousand inhabitants,Czechia,2020,454.07,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Per hundred thousand inhabitants,Czechia,2021,473.06,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Per hundred thousand inhabitants,Czechia,2022,477.59,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Per hundred thousand inhabitants,Germany,2008,1063.87,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Per hundred thousand inhabitants,Germany,2009,1029.87,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Per hundred thousand inhabitants,Germany,2010,994.19,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Convicted person,Total,Per hundred thousand inhabitants,Germany,2011,1006.97,,
