DATAFLOW,LAST UPDATE,freq,unit,indic_il,citizen,sex,age,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,European Union - 27 countries (2007-2013),2016,18520,u,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,European Union - 27 countries (2007-2013),2017,18630,u,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,European Union - 27 countries (2007-2013),2018,19115,u,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,European Union - 27 countries (2007-2013),2019,19950,e,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,European Union - 27 countries (from 2020),2015,17053,u,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,European Union - 27 countries (from 2020),2016,16920,u,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,European Union - 27 countries (from 2020),2017,18519,u,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,European Union - 27 countries (from 2020),2018,18136,u,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,European Union - 27 countries (from 2020),2019,19210,u,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,European Union - 27 countries (from 2020),2020,20476,bu,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,European Union - 27 countries (from 2020),2021,20141,,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,European Union - 27 countries (from 2020),2022,20694,,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,European Union - 28 countries (2013-2020),2015,18090,u,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,European Union - 28 countries (2013-2020),2016,18514,u,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,European Union - 28 countries (2013-2020),2017,18621,u,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,European Union - 28 countries (2013-2020),2018,19109,u,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,European Union - 28 countries (2013-2020),2019,19943,e,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Finland,2015,22698,,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Finland,2016,21191,,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Finland,2017,23860,,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Finland,2018,25382,,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Finland,2019,22787,,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Finland,2020,23378,,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Finland,2021,24327,,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Finland,2022,22643,,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,France,2015,19982,,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,France,2016,19695,,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,France,2017,20838,,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,France,2018,19050,,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,France,2019,19531,,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,France,2020,20284,b,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,France,2021,21151,,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,France,2022,20100,p,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Croatia,2015,8375,u,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Croatia,2016,9914,u,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Croatia,2017,10301,u,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Croatia,2018,8080,u,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Croatia,2019,8843,u,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Croatia,2020,10282,u,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Croatia,2021,10322,u,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Croatia,2022,10970,u,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Hungary,2015,3934,u,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Hungary,2016,6221,u,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Hungary,2017,3763,u,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Hungary,2018,5182,u,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Hungary,2019,8574,u,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Hungary,2020,,u,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Hungary,2021,6937,u,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Hungary,2022,11402,u,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Ireland,2015,19875,,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Ireland,2016,20573,,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Ireland,2017,21866,,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Ireland,2018,24433,,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Ireland,2019,25446,,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Ireland,2020,23745,b,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Ireland,2021,25700,,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Ireland,2022,25277,,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Iceland,2015,22034,,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Iceland,2016,23834,,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Iceland,2017,28393,,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Iceland,2018,36428,,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Italy,2015,12000,,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Italy,2016,11453,,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Italy,2017,13532,,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Italy,2018,12393,,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Italy,2019,13337,,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Italy,2020,14580,,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Italy,2021,13026,,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Italy,2022,16356,,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Lithuania,2015,,u,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Lithuania,2016,,u,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Lithuania,2017,,u,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Lithuania,2018,,u,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Lithuania,2019,,u,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Lithuania,2020,,u,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Lithuania,2021,,u,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Lithuania,2022,,u,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Luxembourg,2015,30598,,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Luxembourg,2016,29460,b,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Luxembourg,2017,32936,,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Luxembourg,2018,30601,,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Luxembourg,2019,33596,,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Luxembourg,2020,34275,b,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Luxembourg,2021,38718,b,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Luxembourg,2022,43654,b,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Latvia,2015,6079,u,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Latvia,2016,5894,u,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Latvia,2017,8756,u,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Latvia,2018,8887,u,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Latvia,2019,10303,u,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Latvia,2020,9733,u,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Latvia,2021,10970,u,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Latvia,2022,13576,u,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Montenegro,2015,3786,u,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Montenegro,2016,3744,u,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Montenegro,2017,3690,u,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Montenegro,2018,5498,u,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Montenegro,2019,5790,u,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Montenegro,2020,6061,u,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Montenegro,2021,5167,u,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,North Macedonia,2015,,u,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,North Macedonia,2016,,u,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,North Macedonia,2017,,u,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,North Macedonia,2018,,u,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,North Macedonia,2019,,u,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,North Macedonia,2020,,u,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Malta,2015,14227,,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Malta,2016,15825,,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Malta,2017,15475,,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Malta,2018,16070,,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Malta,2019,15987,,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Malta,2020,17291,,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Malta,2021,20302,,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Malta,2022,21044,,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Netherlands,2015,21179,,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Netherlands,2016,21244,b,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Netherlands,2017,22359,,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Netherlands,2018,22991,,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Netherlands,2019,24015,,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Netherlands,2020,23328,,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Netherlands,2021,24994,,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Netherlands,2022,29955,,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Norway,2015,38111,,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Norway,2016,37857,,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Norway,2017,36392,,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Norway,2018,35784,,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Norway,2019,36742,,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Norway,2020,39193,,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Poland,2015,,u,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Poland,2016,,u,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Poland,2017,,u,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Poland,2018,,u,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Poland,2019,,u,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Poland,2020,,u,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Poland,2021,,u,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Poland,2022,12258,u,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Portugal,2015,11867,,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Portugal,2016,11087,,
