Sex,Employment status,geo,year,In thousands
Females,Persons outside the labour force,Poland,2020,20.1
Females,Persons outside the labour force,Poland,2022,21.2
Females,Persons outside the labour force,Poland,2023,48.9
Females,Persons outside the labour force,Poland,2024,59.7
Females,Persons outside the labour force,Portugal,2014,27.9
Females,Persons outside the labour force,Portugal,2015,28.8
Females,Persons outside the labour force,Portugal,2016,24.4
Females,Persons outside the labour force,Portugal,2017,21.7
Females,Persons outside the labour force,Portugal,2018,27.5
Females,Persons outside the labour force,Portugal,2019,30.4
Females,Persons outside the labour force,Portugal,2020,33.8
Females,Persons outside the labour force,Portugal,2021,16.3
Females,Persons outside the labour force,Portugal,2022,26.9
Females,Persons outside the labour force,Portugal,2023,54.8
Females,Persons outside the labour force,Portugal,2024,59.7
Females,Persons outside the labour force,Romania,2024,7.0
Females,Persons outside the labour force,Serbia,2014,8.8
Females,Persons outside the labour force,Serbia,2015,6.1
Females,Persons outside the labour force,Serbia,2016,5.1
Females,Persons outside the labour force,Serbia,2017,4.1
Females,Persons outside the labour force,Serbia,2018,2.5
Females,Persons outside the labour force,Serbia,2019,3.8
Females,Persons outside the labour force,Serbia,2020,3.2
Females,Persons outside the labour force,Serbia,2021,4.2
Females,Persons outside the labour force,Serbia,2022,2.3
Females,Persons outside the labour force,Serbia,2023,2.8
Females,Persons outside the labour force,Serbia,2024,3.9
Females,Persons outside the labour force,Sweden,2014,77.4
Females,Persons outside the labour force,Sweden,2015,78.4
Females,Persons outside the labour force,Sweden,2016,84.2
Females,Persons outside the labour force,Sweden,2017,82.1
Females,Persons outside the labour force,Sweden,2018,88.8
Females,Persons outside the labour force,Sweden,2019,101.9
Females,Persons outside the labour force,Sweden,2020,103.9
Females,Persons outside the labour force,Sweden,2021,88.4
Females,Persons outside the labour force,Sweden,2022,80.9
Females,Persons outside the labour force,Sweden,2023,65.3
Females,Persons outside the labour force,Sweden,2024,67.2
Females,Persons outside the labour force,Slovenia,2014,10.9
Females,Persons outside the labour force,Slovenia,2015,8.5
Females,Persons outside the labour force,Slovenia,2016,9.8
Females,Persons outside the labour force,Slovenia,2017,9.8
Females,Persons outside the labour force,Slovenia,2018,12.0
Females,Persons outside the labour force,Slovenia,2019,12.8
Females,Persons outside the labour force,Slovenia,2020,13.0
Females,Persons outside the labour force,Slovenia,2021,12.3
Females,Persons outside the labour force,Slovenia,2022,14.5
Females,Persons outside the labour force,Slovenia,2023,18.4
Females,Persons outside the labour force,Slovenia,2024,19.4
Females,Persons outside the labour force,Slovakia,2020,2.9
Females,Persons outside the labour force,United Kingdom,2014,718.5
Females,Persons outside the labour force,United Kingdom,2015,714.3
Females,Persons outside the labour force,United Kingdom,2016,783.1
Females,Persons outside the labour force,United Kingdom,2017,782.4
Females,Persons outside the labour force,United Kingdom,2018,744.2
Females,Persons outside the labour force,United Kingdom,2019,714.3
Females,Unemployed persons,Austria,2014,27.9
Females,Unemployed persons,Austria,2015,29.5
Females,Unemployed persons,Austria,2016,35.7
Females,Unemployed persons,Austria,2017,33.8
Females,Unemployed persons,Austria,2018,32.6
Females,Unemployed persons,Austria,2019,32.1
Females,Unemployed persons,Austria,2020,42.1
Females,Unemployed persons,Austria,2021,46.3
Females,Unemployed persons,Austria,2022,40.1
Females,Unemployed persons,Austria,2023,43.7
Females,Unemployed persons,Austria,2024,42.2
Females,Unemployed persons,Belgium,2014,35.0
Females,Unemployed persons,Belgium,2015,33.8
Females,Unemployed persons,Belgium,2016,34.4
Females,Unemployed persons,Belgium,2017,34.9
Females,Unemployed persons,Belgium,2018,26.3
Females,Unemployed persons,Belgium,2019,27.0
Females,Unemployed persons,Belgium,2020,24.8
Females,Unemployed persons,Belgium,2021,33.3
Females,Unemployed persons,Belgium,2022,28.9
Females,Unemployed persons,Belgium,2023,25.0
Females,Unemployed persons,Belgium,2024,28.7
Females,Unemployed persons,Switzerland,2014,48.2
Females,Unemployed persons,Switzerland,2015,48.2
Females,Unemployed persons,Switzerland,2016,49.1
Females,Unemployed persons,Switzerland,2017,53.0
Females,Unemployed persons,Switzerland,2018,54.4
Females,Unemployed persons,Switzerland,2019,48.4
Females,Unemployed persons,Switzerland,2020,52.6
Females,Unemployed persons,Switzerland,2021,57.8
Females,Unemployed persons,Switzerland,2022,48.2
Females,Unemployed persons,Switzerland,2023,46.8
Females,Unemployed persons,Switzerland,2024,53.7
Females,Unemployed persons,Cyprus,2014,5.0
Females,Unemployed persons,Cyprus,2015,5.7
Females,Unemployed persons,Cyprus,2016,4.7
Females,Unemployed persons,Cyprus,2017,3.9
Females,Unemployed persons,Cyprus,2018,3.2
Females,Unemployed persons,Cyprus,2019,2.7
Females,Unemployed persons,Cyprus,2020,4.1
Females,Unemployed persons,Cyprus,2021,4.2
Females,Unemployed persons,Cyprus,2022,4.0
Females,Unemployed persons,Cyprus,2023,4.1
Females,Unemployed persons,Cyprus,2024,4.3
Females,Unemployed persons,Czechia,2014,3.3
Females,Unemployed persons,Czechia,2015,2.7
Females,Unemployed persons,Czechia,2016,2.3
Females,Unemployed persons,Czechia,2017,2.2
Females,Unemployed persons,Czechia,2018,1.7
Females,Unemployed persons,Czechia,2019,2.7
Females,Unemployed persons,Czechia,2020,2.3
Females,Unemployed persons,Czechia,2021,2.8
Females,Unemployed persons,Czechia,2022,2.3
Females,Unemployed persons,Czechia,2023,4.5
Females,Unemployed persons,Czechia,2024,5.4
Females,Unemployed persons,Germany,2014,151.1
Females,Unemployed persons,Germany,2015,158.4
Females,Unemployed persons,Germany,2016,152.7
Females,Unemployed persons,Germany,2017,142.1
Females,Unemployed persons,Germany,2018,140.3
Females,Unemployed persons,Germany,2019,141.1
Females,Unemployed persons,Germany,2020,190.5
Females,Unemployed persons,Germany,2021,161.4
Females,Unemployed persons,Germany,2022,167.8
Females,Unemployed persons,Germany,2023,189.1
Females,Unemployed persons,Germany,2024,232.4
Females,Unemployed persons,Denmark,2014,14.6
Females,Unemployed persons,Denmark,2015,15.9
Females,Unemployed persons,Denmark,2016,14.2
Females,Unemployed persons,Denmark,2017,11.5
Females,Unemployed persons,Denmark,2018,12.3
Females,Unemployed persons,Denmark,2019,9.4
Females,Unemployed persons,Denmark,2020,11.8
Females,Unemployed persons,Denmark,2021,10.3
Females,Unemployed persons,Denmark,2022,10.9
Females,Unemployed persons,Denmark,2023,11.3
Females,Unemployed persons,Denmark,2024,16.2
Females,Unemployed persons,Estonia,2014,5.3
Females,Unemployed persons,Estonia,2015,4.2
Females,Unemployed persons,Estonia,2016,4.9
Females,Unemployed persons,Estonia,2017,3.7
Females,Unemployed persons,Estonia,2018,4.3
Females,Unemployed persons,Estonia,2019,4.0
Females,Unemployed persons,Estonia,2020,4.1
Females,Unemployed persons,Estonia,2021,4.8
Females,Unemployed persons,Estonia,2022,3.2
Females,Unemployed persons,Estonia,2023,6.3
Females,Unemployed persons,Estonia,2024,8.1
Females,Unemployed persons,Greece,2014,56.2
Females,Unemployed persons,Greece,2015,49.0
Females,Unemployed persons,Greece,2016,46.5
Females,Unemployed persons,Greece,2017,41.0
Females,Unemployed persons,Greece,2018,42.5
Females,Unemployed persons,Greece,2019,45.6
Females,Unemployed persons,Greece,2020,43.5
Females,Unemployed persons,Greece,2021,33.1
Females,Unemployed persons,Greece,2022,26.0
Females,Unemployed persons,Greece,2023,21.2
Females,Unemployed persons,Greece,2024,19.7
Females,Unemployed persons,Spain,2014,450.5
Females,Unemployed persons,Spain,2015,399.7
Females,Unemployed persons,Spain,2016,361.5
Females,Unemployed persons,Spain,2017,330.5
Females,Unemployed persons,Spain,2018,314.1
Females,Unemployed persons,Spain,2019,314.9
Females,Unemployed persons,Spain,2020,415.5
Females,Unemployed persons,Spain,2021,399.9
Females,Unemployed persons,Spain,2022,358.1
Females,Unemployed persons,Spain,2023,355.7
Females,Unemployed persons,Spain,2024,335.2
Females,Unemployed persons,Finland,2014,6.7
Females,Unemployed persons,Finland,2015,7.8
Females,Unemployed persons,Finland,2016,8.8
Females,Unemployed persons,Finland,2017,7.0
Females,Unemployed persons,Finland,2018,8.4
Females,Unemployed persons,Finland,2019,5.7
Females,Unemployed persons,Finland,2020,6.7
Females,Unemployed persons,Finland,2021,10.7
Females,Unemployed persons,Finland,2022,8.8
Females,Unemployed persons,Finland,2023,14.8
Females,Unemployed persons,Finland,2024,19.0
Females,Unemployed persons,France,2014,155.1
Females,Unemployed persons,France,2015,155.1
Females,Unemployed persons,France,2016,162.8
Females,Unemployed persons,France,2017,167.1
Females,Unemployed persons,France,2018,160.2
Females,Unemployed persons,France,2019,144.1
Females,Unemployed persons,France,2020,140.3
Females,Unemployed persons,France,2021,144.5
Females,Unemployed persons,France,2022,143.3
Females,Unemployed persons,France,2023,142.0
Females,Unemployed persons,France,2024,159.1
Females,Unemployed persons,Ireland,2014,21.2
Females,Unemployed persons,Ireland,2015,16.4
Females,Unemployed persons,Ireland,2016,15.4
Females,Unemployed persons,Ireland,2017,12.6
Females,Unemployed persons,Ireland,2018,15.0
Females,Unemployed persons,Ireland,2019,11.5
Females,Unemployed persons,Ireland,2020,14.6
Females,Unemployed persons,Ireland,2021,15.5
Females,Unemployed persons,Ireland,2022,14.8
Females,Unemployed persons,Ireland,2023,15.1
Females,Unemployed persons,Ireland,2024,18.5
Females,Unemployed persons,Iceland,2020,0.7
Females,Unemployed persons,Iceland,2021,1.5
Females,Unemployed persons,Iceland,2022,0.7
Females,Unemployed persons,Iceland,2023,0.6
Females,Unemployed persons,Iceland,2024,0.6
Females,Unemployed persons,Italy,2014,227.0
Females,Unemployed persons,Italy,2015,226.5
Females,Unemployed persons,Italy,2016,223.0
Females,Unemployed persons,Italy,2017,209.8
Females,Unemployed persons,Italy,2018,201.3
Females,Unemployed persons,Italy,2019,199.6
Females,Unemployed persons,Italy,2020,167.1
Females,Unemployed persons,Italy,2021,196.3
Females,Unemployed persons,Italy,2022,173.8
Females,Unemployed persons,Italy,2023,157.9
Females,Unemployed persons,Italy,2024,138.9
Females,Unemployed persons,Lithuania,2024,1.9
Females,Unemployed persons,Luxembourg,2014,4.9
Females,Unemployed persons,Luxembourg,2015,6.5
Females,Unemployed persons,Luxembourg,2016,6.0
Females,Unemployed persons,Luxembourg,2017,5.0
Females,Unemployed persons,Luxembourg,2018,5.3
Females,Unemployed persons,Luxembourg,2019,5.4
Females,Unemployed persons,Luxembourg,2020,7.5
Females,Unemployed persons,Luxembourg,2021,5.7
Females,Unemployed persons,Luxembourg,2022,4.1
Females,Unemployed persons,Luxembourg,2023,4.7
Females,Unemployed persons,Luxembourg,2024,6.4
Females,Unemployed persons,Latvia,2014,6.5
Females,Unemployed persons,Latvia,2015,6.9
Females,Unemployed persons,Latvia,2016,7.3
Females,Unemployed persons,Latvia,2017,4.7
Females,Unemployed persons,Latvia,2018,4.9
Females,Unemployed persons,Latvia,2019,3.2
Females,Unemployed persons,Latvia,2020,5.3
Females,Unemployed persons,Latvia,2021,5.2
Females,Unemployed persons,Latvia,2022,4.1
Females,Unemployed persons,Latvia,2023,2.5
Females,Unemployed persons,Latvia,2024,2.3
Females,Unemployed persons,Malta,2015,0.4
Females,Unemployed persons,Malta,2017,0.5
Females,Unemployed persons,Malta,2018,1.1
Females,Unemployed persons,Malta,2019,2.6
Females,Unemployed persons,Malta,2020,2.7
Females,Unemployed persons,Malta,2021,1.7
Females,Unemployed persons,Malta,2022,1.9
Females,Unemployed persons,Malta,2023,2.0
Females,Unemployed persons,Malta,2024,2.0
Females,Unemployed persons,Netherlands,2014,23.0
Females,Unemployed persons,Netherlands,2015,25.8
Females,Unemployed persons,Netherlands,2016,20.5
Females,Unemployed persons,Netherlands,2017,16.4
Females,Unemployed persons,Netherlands,2018,17.7
Females,Unemployed persons,Netherlands,2019,17.0
Females,Unemployed persons,Netherlands,2020,19.2
Females,Unemployed persons,Netherlands,2021,26.8
Females,Unemployed persons,Netherlands,2022,17.6
Females,Unemployed persons,Netherlands,2023,24.3
Females,Unemployed persons,Netherlands,2024,27.3
Females,Unemployed persons,Norway,2014,8.2
Females,Unemployed persons,Norway,2015,12.5
Females,Unemployed persons,Norway,2016,11.0
Females,Unemployed persons,Norway,2017,10.8
Females,Unemployed persons,Norway,2018,14.0
Females,Unemployed persons,Norway,2019,9.7
Females,Unemployed persons,Norway,2020,15.3
Females,Unemployed persons,Norway,2021,13.9
Females,Unemployed persons,Norway,2022,9.3
Females,Unemployed persons,Norway,2023,12.7
Females,Unemployed persons,Norway,2024,12.9
Females,Unemployed persons,Portugal,2014,15.0
Females,Unemployed persons,Portugal,2015,15.7
Females,Unemployed persons,Portugal,2016,11.9
Females,Unemployed persons,Portugal,2017,9.9
Females,Unemployed persons,Portugal,2018,9.9
Females,Unemployed persons,Portugal,2019,13.3
Females,Unemployed persons,Portugal,2020,13.4
Females,Unemployed persons,Portugal,2021,7.3
Females,Unemployed persons,Portugal,2022,12.9
Females,Unemployed persons,Portugal,2023,24.0
Females,Unemployed persons,Portugal,2024,27.8
Females,Unemployed persons,Serbia,2014,1.2
Females,Unemployed persons,Serbia,2023,1.3
Females,Unemployed persons,Sweden,2014,30.3
Females,Unemployed persons,Sweden,2015,31.9
Females,Unemployed persons,Sweden,2016,32.9
Females,Unemployed persons,Sweden,2017,38.4
Females,Unemployed persons,Sweden,2018,40.2
Females,Unemployed persons,Sweden,2019,45.2
Females,Unemployed persons,Sweden,2020,59.5
Females,Unemployed persons,Sweden,2021,61.3
Females,Unemployed persons,Sweden,2022,45.2
Females,Unemployed persons,Sweden,2023,49.2
Females,Unemployed persons,Sweden,2024,46.6
Females,Unemployed persons,Slovenia,2014,3.4
Females,Unemployed persons,Slovenia,2015,3.2
Females,Unemployed persons,Slovenia,2016,3.7
Females,Unemployed persons,Slovenia,2017,2.8
Females,Unemployed persons,Slovenia,2018,2.5
Females,Unemployed persons,Slovenia,2019,2.3
Females,Unemployed persons,Slovenia,2020,3.3
Females,Unemployed persons,Slovenia,2021,3.1
Females,Unemployed persons,Slovenia,2022,2.7
Females,Unemployed persons,Slovenia,2023,2.7
Females,Unemployed persons,Slovenia,2024,4.3
Females,Unemployed persons,United Kingdom,2014,125.6
Females,Unemployed persons,United Kingdom,2015,115.6
Females,Unemployed persons,United Kingdom,2016,113.7
Females,Unemployed persons,United Kingdom,2017,120.2
Females,Unemployed persons,United Kingdom,2018,97.7
Females,Unemployed persons,United Kingdom,2019,95.6
Males,Employed persons,Austria,2014,272.2
Males,Employed persons,Austria,2015,297.6
Males,Employed persons,Austria,2016,321.4
Males,Employed persons,Austria,2017,350.4
Males,Employed persons,Austria,2018,365.6
Males,Employed persons,Austria,2019,374.5
Males,Employed persons,Austria,2020,380.6
Males,Employed persons,Austria,2021,412.2
Males,Employed persons,Austria,2022,453.6
Males,Employed persons,Austria,2023,479.2
Males,Employed persons,Austria,2024,489.3
Males,Employed persons,Bosnia and Herzegovina,2021,1.8
Males,Employed persons,Bosnia and Herzegovina,2022,0.7
Males,Employed persons,Belgium,2014,245.6
Males,Employed persons,Belgium,2015,260.4
Males,Employed persons,Belgium,2016,263.5
Males,Employed persons,Belgium,2017,280.1
Males,Employed persons,Belgium,2018,280.0
Males,Employed persons,Belgium,2019,284.7
Males,Employed persons,Belgium,2020,279.2
Males,Employed persons,Belgium,2021,304.6
Males,Employed persons,Belgium,2022,324.5
Males,Employed persons,Belgium,2023,317.4
Males,Employed persons,Belgium,2024,335.1
Males,Employed persons,Bulgaria,2016,3.3
Males,Employed persons,Bulgaria,2017,3.3
Males,Employed persons,Bulgaria,2018,3.7
Males,Employed persons,Bulgaria,2024,5.1
Males,Employed persons,Switzerland,2014,634.3
Males,Employed persons,Switzerland,2015,652.6
Males,Employed persons,Switzerland,2016,662.2
Males,Employed persons,Switzerland,2017,684.7
Males,Employed persons,Switzerland,2018,691.1
Males,Employed persons,Switzerland,2019,699.6
Males,Employed persons,Switzerland,2020,708.7
Males,Employed persons,Switzerland,2021,703.3
Males,Employed persons,Switzerland,2022,724.0
Males,Employed persons,Switzerland,2023,751.6
Males,Employed persons,Switzerland,2024,765.0
Males,Employed persons,Cyprus,2014,27.2
Males,Employed persons,Cyprus,2015,29.2
Males,Employed persons,Cyprus,2016,32.5
Males,Employed persons,Cyprus,2017,35.8
Males,Employed persons,Cyprus,2018,35.3
Males,Employed persons,Cyprus,2019,42.1
Males,Employed persons,Cyprus,2020,50.2
Males,Employed persons,Cyprus,2021,48.3
Males,Employed persons,Cyprus,2022,51.2
Males,Employed persons,Cyprus,2023,59.2
Males,Employed persons,Cyprus,2024,65.5
Males,Employed persons,Czechia,2014,58.1
Males,Employed persons,Czechia,2015,63.2
Males,Employed persons,Czechia,2016,62.4
Males,Employed persons,Czechia,2017,74.3
Males,Employed persons,Czechia,2018,78.9
Males,Employed persons,Czechia,2019,81.2
Males,Employed persons,Czechia,2020,90.3
Males,Employed persons,Czechia,2021,99.3
Males,Employed persons,Czechia,2022,109.3
Males,Employed persons,Czechia,2023,129.7
Males,Employed persons,Czechia,2024,142.4
Males,Employed persons,Germany,2014,2121.1
Males,Employed persons,Germany,2015,2300.0
Males,Employed persons,Germany,2016,2591.2
Males,Employed persons,Germany,2017,2761.3
Males,Employed persons,Germany,2018,2997.8
Males,Employed persons,Germany,2019,3115.2
Males,Employed persons,Germany,2020,2948.5
Males,Employed persons,Germany,2021,3102.4
Males,Employed persons,Germany,2022,3446.7
Males,Employed persons,Germany,2023,3680.9
Males,Employed persons,Germany,2024,3755.7
Males,Employed persons,Denmark,2014,85.3
Males,Employed persons,Denmark,2015,93.3
Males,Employed persons,Denmark,2016,82.9
Males,Employed persons,Denmark,2017,95.1
Males,Employed persons,Denmark,2018,102.5
Males,Employed persons,Denmark,2019,105.9
Males,Employed persons,Denmark,2020,112.5
Males,Employed persons,Denmark,2021,117.3
Males,Employed persons,Denmark,2022,116.9
Males,Employed persons,Denmark,2023,113.9
Males,Employed persons,Denmark,2024,133.1
Males,Employed persons,Estonia,2014,50.5
Males,Employed persons,Estonia,2015,50.2
Males,Employed persons,Estonia,2016,51.2
Males,Employed persons,Estonia,2017,54.8
Males,Employed persons,Estonia,2018,55.6
Males,Employed persons,Estonia,2019,53.4
Males,Employed persons,Estonia,2020,51.1
Males,Employed persons,Estonia,2021,49.9
Males,Employed persons,Estonia,2022,52.8
Males,Employed persons,Estonia,2023,54.7
Males,Employed persons,Estonia,2024,63.7
Males,Employed persons,Greece,2014,156.0
Males,Employed persons,Greece,2015,136.7
Males,Employed persons,Greece,2016,137.3
Males,Employed persons,Greece,2017,123.9
Males,Employed persons,Greece,2018,119.8
Males,Employed persons,Greece,2019,135.0
Males,Employed persons,Greece,2020,107.5
Males,Employed persons,Greece,2021,91.5
Males,Employed persons,Greece,2022,89.3
Males,Employed persons,Greece,2023,92.7
Males,Employed persons,Greece,2024,92.7
Males,Employed persons,Spain,2014,945.2
Males,Employed persons,Spain,2015,991.3
Males,Employed persons,Spain,2016,1054.8
Males,Employed persons,Spain,2017,1101.8
Males,Employed persons,Spain,2018,1170.9
Males,Employed persons,Spain,2019,1291.6
Males,Employed persons,Spain,2020,1245.9
Males,Employed persons,Spain,2021,1297.9
Males,Employed persons,Spain,2022,1476.8
Males,Employed persons,Spain,2023,1590.3
Males,Employed persons,Spain,2024,1725.2
Males,Employed persons,Finland,2014,43.9
Males,Employed persons,Finland,2015,42.4
Males,Employed persons,Finland,2016,43.6
Males,Employed persons,Finland,2017,47.4
Males,Employed persons,Finland,2018,47.2
Males,Employed persons,Finland,2019,51.9
Males,Employed persons,Finland,2020,54.7
Males,Employed persons,Finland,2021,79.5
Males,Employed persons,Finland,2022,90.2
Males,Employed persons,Finland,2023,96.4
Males,Employed persons,Finland,2024,99.4
Males,Employed persons,France,2014,758.5
Males,Employed persons,France,2015,779.2
Males,Employed persons,France,2016,820.5
Males,Employed persons,France,2017,864.1
Males,Employed persons,France,2018,950.9
Males,Employed persons,France,2019,976.1
Males,Employed persons,France,2020,970.5
Males,Employed persons,France,2021,1012.1
Males,Employed persons,France,2022,1076.7
Males,Employed persons,France,2023,1074.1
Males,Employed persons,France,2024,1166.3
Males,Employed persons,Croatia,2014,1.6
Males,Employed persons,Croatia,2015,1.3
Males,Employed persons,Croatia,2016,1.5
Males,Employed persons,Croatia,2017,2.2
Males,Employed persons,Croatia,2018,3.3
Males,Employed persons,Croatia,2019,2.0
Males,Employed persons,Croatia,2020,2.6
Males,Employed persons,Croatia,2021,1.8
Males,Employed persons,Croatia,2022,4.8
Males,Employed persons,Croatia,2023,8.6
Males,Employed persons,Croatia,2024,9.6
Males,Employed persons,Hungary,2014,16.0
Males,Employed persons,Hungary,2015,15.2
Males,Employed persons,Hungary,2016,18.0
Males,Employed persons,Hungary,2017,13.6
Males,Employed persons,Hungary,2018,16.4
Males,Employed persons,Hungary,2019,22.8
Males,Employed persons,Hungary,2020,19.6
Males,Employed persons,Hungary,2021,18.8
Males,Employed persons,Hungary,2022,20.4
Males,Employed persons,Hungary,2023,22.2
Males,Employed persons,Hungary,2024,24.9
Males,Employed persons,Ireland,2014,155.0
Males,Employed persons,Ireland,2015,161.7
Males,Employed persons,Ireland,2016,176.5
Males,Employed persons,Ireland,2017,186.4
Males,Employed persons,Ireland,2018,202.5
Males,Employed persons,Ireland,2019,212.2
Males,Employed persons,Ireland,2020,210.3
Males,Employed persons,Ireland,2021,213.4
Males,Employed persons,Ireland,2022,247.9
Males,Employed persons,Ireland,2023,267.6
Males,Employed persons,Ireland,2024,284.4
Males,Employed persons,Iceland,2014,4.9
Males,Employed persons,Iceland,2015,5.0
Males,Employed persons,Iceland,2016,5.4
Males,Employed persons,Iceland,2017,5.6
Males,Employed persons,Iceland,2018,5.8
Males,Employed persons,Iceland,2019,5.6
Males,Employed persons,Iceland,2020,5.5
Males,Employed persons,Iceland,2021,9.6
Males,Employed persons,Iceland,2022,11.4
Males,Employed persons,Iceland,2023,14.2
Males,Employed persons,Iceland,2024,13.8
Males,Employed persons,Italy,2014,1230.2
Males,Employed persons,Italy,2015,1281.6
Males,Employed persons,Italy,2016,1318.0
Males,Employed persons,Italy,2017,1332.2
Males,Employed persons,Italy,2018,1288.9
Males,Employed persons,Italy,2019,1330.0
Males,Employed persons,Italy,2020,1281.9
Males,Employed persons,Italy,2021,1294.0
Males,Employed persons,Italy,2022,1373.6
Males,Employed persons,Italy,2023,1360.7
Males,Employed persons,Italy,2024,1449.8
Males,Employed persons,Lithuania,2014,3.6
Males,Employed persons,Lithuania,2015,4.4
Males,Employed persons,Lithuania,2016,4.1
Males,Employed persons,Lithuania,2017,4.8
Males,Employed persons,Lithuania,2018,6.0
Males,Employed persons,Lithuania,2019,7.5
Males,Employed persons,Lithuania,2020,9.2
Males,Employed persons,Lithuania,2021,7.4
Males,Employed persons,Lithuania,2022,9.0
Males,Employed persons,Lithuania,2023,9.7
Males,Employed persons,Lithuania,2024,17.9
Males,Employed persons,Luxembourg,2014,68.8
Males,Employed persons,Luxembourg,2015,73.4
Males,Employed persons,Luxembourg,2016,75.4
Males,Employed persons,Luxembourg,2017,78.7
Males,Employed persons,Luxembourg,2018,82.0
Males,Employed persons,Luxembourg,2019,85.7
Males,Employed persons,Luxembourg,2020,85.1
Males,Employed persons,Luxembourg,2021,88.0
Males,Employed persons,Luxembourg,2022,89.7
Males,Employed persons,Luxembourg,2023,94.1
Males,Employed persons,Luxembourg,2024,93.2
Males,Employed persons,Latvia,2014,57.3
Males,Employed persons,Latvia,2015,57.5
Males,Employed persons,Latvia,2016,55.6
Males,Employed persons,Latvia,2017,54.4
Males,Employed persons,Latvia,2018,55.1
Males,Employed persons,Latvia,2019,52.7
Males,Employed persons,Latvia,2020,56.7
Males,Employed persons,Latvia,2021,55.9
Males,Employed persons,Latvia,2022,52.2
Males,Employed persons,Latvia,2023,48.7
Males,Employed persons,Latvia,2024,45.8
Males,Employed persons,Montenegro,2014,3.6
Males,Employed persons,Montenegro,2015,4.1
Males,Employed persons,Montenegro,2016,4.5
Males,Employed persons,Montenegro,2017,4.1
Males,Employed persons,Montenegro,2018,4.4
Males,Employed persons,Montenegro,2019,4.7
Males,Employed persons,Montenegro,2020,3.4
Males,Employed persons,Malta,2014,5.3
Males,Employed persons,Malta,2015,9.5
Males,Employed persons,Malta,2016,10.2
Males,Employed persons,Malta,2017,22.3
Males,Employed persons,Malta,2018,26.2
Males,Employed persons,Malta,2019,35.6
Males,Employed persons,Malta,2020,38.1
Males,Employed persons,Malta,2021,41.4
Males,Employed persons,Malta,2022,49.1
Males,Employed persons,Malta,2023,67.3
Males,Employed persons,Malta,2024,78.3
Males,Employed persons,Netherlands,2014,168.7
Males,Employed persons,Netherlands,2015,177.1
Males,Employed persons,Netherlands,2016,177.9
Males,Employed persons,Netherlands,2017,194.8
Males,Employed persons,Netherlands,2018,218.8
Males,Employed persons,Netherlands,2019,238.1
Males,Employed persons,Netherlands,2020,223.4
Males,Employed persons,Netherlands,2021,261.3
Males,Employed persons,Netherlands,2022,259.9
Males,Employed persons,Netherlands,2023,290.9
Males,Employed persons,Netherlands,2024,306.8
Males,Employed persons,Norway,2014,126.4
Males,Employed persons,Norway,2015,131.8
Males,Employed persons,Norway,2016,126.5
Males,Employed persons,Norway,2017,127.4
Males,Employed persons,Norway,2018,168.1
Males,Employed persons,Norway,2019,175.6
Males,Employed persons,Norway,2020,172.1
Males,Employed persons,Norway,2021,179.4
Males,Employed persons,Norway,2022,194.6
Males,Employed persons,Norway,2023,185.1
Males,Employed persons,Norway,2024,174.5
Males,Employed persons,Poland,2014,21.6
Males,Employed persons,Poland,2015,27.3
Males,Employed persons,Poland,2016,27.6
Males,Employed persons,Poland,2017,40.7
Males,Employed persons,Poland,2018,60.5
Males,Employed persons,Poland,2019,78.0
Males,Employed persons,Poland,2020,61.8
Males,Employed persons,Poland,2021,46.3
Males,Employed persons,Poland,2022,71.2
Males,Employed persons,Poland,2023,148.5
Males,Employed persons,Poland,2024,199.4
Males,Employed persons,Portugal,2014,48.8
Males,Employed persons,Portugal,2015,49.6
Males,Employed persons,Portugal,2016,48.2
Males,Employed persons,Portugal,2017,49.8
Males,Employed persons,Portugal,2018,58.9
Males,Employed persons,Portugal,2019,82.1
Males,Employed persons,Portugal,2020,75.8
Males,Employed persons,Portugal,2021,31.4
Males,Employed persons,Portugal,2022,72.3
Males,Employed persons,Portugal,2023,142.0
Males,Employed persons,Portugal,2024,153.5
Males,Employed persons,Romania,2018,7.5
Males,Employed persons,Romania,2021,8.3
Males,Employed persons,Romania,2022,7.4
Males,Employed persons,Romania,2023,12.2
Males,Employed persons,Romania,2024,16.7
Males,Employed persons,Serbia,2014,3.1
Males,Employed persons,Serbia,2015,3.5
Males,Employed persons,Serbia,2016,2.8
Males,Employed persons,Serbia,2017,2.0
Males,Employed persons,Serbia,2018,2.6
Males,Employed persons,Serbia,2019,1.9
Males,Employed persons,Serbia,2020,1.2
Males,Employed persons,Serbia,2021,2.0
Males,Employed persons,Serbia,2022,2.5
Males,Employed persons,Serbia,2023,5.8
Males,Employed persons,Serbia,2024,6.5
Males,Employed persons,Sweden,2014,143.4
Males,Employed persons,Sweden,2015,146.1
Males,Employed persons,Sweden,2016,163.2
Males,Employed persons,Sweden,2017,181.8
Males,Employed persons,Sweden,2018,200.9
Males,Employed persons,Sweden,2019,235.9
Males,Employed persons,Sweden,2020,224.3
Males,Employed persons,Sweden,2021,217.5
Males,Employed persons,Sweden,2022,238.7
Males,Employed persons,Sweden,2023,238.5
Males,Employed persons,Sweden,2024,235.2
Males,Employed persons,Slovenia,2014,19.1
Males,Employed persons,Slovenia,2015,23.7
Males,Employed persons,Slovenia,2016,26.8
Males,Employed persons,Slovenia,2017,26.9
Males,Employed persons,Slovenia,2018,29.5
Males,Employed persons,Slovenia,2019,33.6
