sex,citizen,geo,year,Number per 1000 people
Females,Non-EU27 countries (from 2020) nor reporting country,Netherlands,2018,10.2
Females,Non-EU27 countries (from 2020) nor reporting country,Netherlands,2019,10.6
Females,Non-EU27 countries (from 2020) nor reporting country,Netherlands,2020,13.1
Females,Non-EU27 countries (from 2020) nor reporting country,Netherlands,2021,16.2
Females,Non-EU27 countries (from 2020) nor reporting country,Netherlands,2022,11.2
Females,Non-EU27 countries (from 2020) nor reporting country,Netherlands,2023,13.4
Females,Non-EU27 countries (from 2020) nor reporting country,Norway,2014,4.9
Females,Non-EU27 countries (from 2020) nor reporting country,Norway,2015,7.5
Females,Non-EU27 countries (from 2020) nor reporting country,Norway,2016,7.0
Females,Non-EU27 countries (from 2020) nor reporting country,Norway,2017,6.5
Females,Non-EU27 countries (from 2020) nor reporting country,Norway,2018,7.0
Females,Non-EU27 countries (from 2020) nor reporting country,Norway,2019,5.2
Females,Non-EU27 countries (from 2020) nor reporting country,Norway,2020,7.0
Females,Non-EU27 countries (from 2020) nor reporting country,Norway,2021,8.3
Females,Non-EU27 countries (from 2020) nor reporting country,Norway,2023,7.5
Females,Non-EU27 countries (from 2020) nor reporting country,Portugal,2014,11.1
Females,Non-EU27 countries (from 2020) nor reporting country,Portugal,2015,14.0
Females,Non-EU27 countries (from 2020) nor reporting country,Portugal,2016,10.3
Females,Non-EU27 countries (from 2020) nor reporting country,Portugal,2017,8.0
Females,Non-EU27 countries (from 2020) nor reporting country,Portugal,2018,8.7
Females,Non-EU27 countries (from 2020) nor reporting country,Portugal,2019,11.9
Females,Non-EU27 countries (from 2020) nor reporting country,Portugal,2020,12.4
Females,Non-EU27 countries (from 2020) nor reporting country,Portugal,2021,6.4
Females,Non-EU27 countries (from 2020) nor reporting country,Portugal,2022,12.8
Females,Non-EU27 countries (from 2020) nor reporting country,Portugal,2023,23.4
Females,Non-EU27 countries (from 2020) nor reporting country,Serbia,2023,1.0
Females,Non-EU27 countries (from 2020) nor reporting country,Sweden,2014,23.1
Females,Non-EU27 countries (from 2020) nor reporting country,Sweden,2015,24.8
Females,Non-EU27 countries (from 2020) nor reporting country,Sweden,2016,27.9
Females,Non-EU27 countries (from 2020) nor reporting country,Sweden,2017,32.5
Females,Non-EU27 countries (from 2020) nor reporting country,Sweden,2018,36.8
Females,Non-EU27 countries (from 2020) nor reporting country,Sweden,2019,39.6
Females,Non-EU27 countries (from 2020) nor reporting country,Sweden,2020,50.5
Females,Non-EU27 countries (from 2020) nor reporting country,Sweden,2021,51.9
Females,Non-EU27 countries (from 2020) nor reporting country,Sweden,2022,38.4
Females,Non-EU27 countries (from 2020) nor reporting country,Sweden,2023,42.9
Females,Non-EU27 countries (from 2020) nor reporting country,Slovenia,2014,3.2
Females,Non-EU27 countries (from 2020) nor reporting country,Slovenia,2015,3.0
Females,Non-EU27 countries (from 2020) nor reporting country,Slovenia,2016,3.3
Females,Non-EU27 countries (from 2020) nor reporting country,Slovenia,2017,2.7
Females,Non-EU27 countries (from 2020) nor reporting country,Slovenia,2018,2.4
Females,Non-EU27 countries (from 2020) nor reporting country,Slovenia,2019,2.1
Females,Non-EU27 countries (from 2020) nor reporting country,Slovenia,2020,2.7
Females,Non-EU27 countries (from 2020) nor reporting country,Slovenia,2021,2.9
Females,Non-EU27 countries (from 2020) nor reporting country,Slovenia,2022,2.6
Females,Non-EU27 countries (from 2020) nor reporting country,Slovenia,2023,2.7
Females,Non-EU27 countries (from 2020) nor reporting country,United Kingdom,2014,68.6
Females,Non-EU27 countries (from 2020) nor reporting country,United Kingdom,2015,58.5
Females,Non-EU27 countries (from 2020) nor reporting country,United Kingdom,2016,54.6
Females,Non-EU27 countries (from 2020) nor reporting country,United Kingdom,2017,57.5
Females,Non-EU27 countries (from 2020) nor reporting country,United Kingdom,2018,52.7
Females,Non-EU27 countries (from 2020) nor reporting country,United Kingdom,2019,52.3
Females,No response,France,2014,3.8
Females,No response,France,2015,2.4
Females,No response,France,2016,3.1
Females,No response,France,2017,3.5
Females,No response,Netherlands,2014,5.0
Females,No response,Netherlands,2015,5.7
Females,No response,Netherlands,2016,4.4
Females,No response,Netherlands,2017,2.9
Females,No response,Netherlands,2018,2.8
Females,No response,Netherlands,2019,4.0
Females,No response,Netherlands,2020,3.9
Females,No response,Sweden,2015,1.1
Females,No response,Sweden,2016,1.3
Females,No response,Sweden,2017,2.2
Females,No response,Sweden,2018,2.1
Females,No response,Sweden,2019,3.8
Females,No response,Türkiye,2014,1032.2
Females,No response,Türkiye,2015,1158.3
Females,No response,Türkiye,2016,1312.8
Females,No response,Türkiye,2017,1408.9
Females,No response,Türkiye,2018,1439.7
Females,No response,Türkiye,2019,1750.3
Females,No response,Türkiye,2020,1448.0
Females,No response,Türkiye,2021,1549.9
Females,No response,Türkiye,2022,1541.8
Females,No response,Türkiye,2023,1503.4
Females,Total,Austria,2014,110.2
Females,Total,Austria,2015,109.6
Females,Total,Austria,2016,116.6
Females,Total,Austria,2017,106.3
Females,Total,Austria,2018,98.7
Females,Total,Austria,2019,92.8
Females,Total,Austria,2020,111.4
Females,Total,Austria,2021,131.4
Females,Total,Austria,2022,99.4
Females,Total,Austria,2023,107.6
Females,Total,Bosnia and Herzegovina,2021,120.1
Females,Total,Bosnia and Herzegovina,2022,105.4
Females,Total,Bosnia and Herzegovina,2023,89.8
Females,Total,Belgium,2014,181.9
Females,Total,Belgium,2015,178.4
Females,Total,Belgium,2016,173.5
Females,Total,Belgium,2017,162.6
Females,Total,Belgium,2018,131.0
Females,Total,Belgium,2019,117.6
Females,Total,Belgium,2020,127.1
Females,Total,Belgium,2021,141.9
Females,Total,Belgium,2022,130.4
Females,Total,Belgium,2023,126.2
Females,Total,Bulgaria,2014,163.1
Females,Total,Bulgaria,2015,130.9
Females,Total,Bulgaria,2016,105.6
Females,Total,Bulgaria,2017,92.8
Females,Total,Bulgaria,2018,71.6
Females,Total,Bulgaria,2019,56.0
Females,Total,Bulgaria,2020,67.0
Females,Total,Bulgaria,2021,69.4
Females,Total,Bulgaria,2022,56.4
Females,Total,Bulgaria,2023,60.7
Females,Total,Switzerland,2014,108.7
Females,Total,Switzerland,2015,108.9
Females,Total,Switzerland,2016,113.0
Females,Total,Switzerland,2017,114.5
Females,Total,Switzerland,2018,117.0
Females,Total,Switzerland,2019,108.7
Females,Total,Switzerland,2020,115.3
Females,Total,Switzerland,2021,121.7
Females,Total,Switzerland,2022,101.6
Females,Total,Switzerland,2023,101.3
Females,Total,Cyprus,2014,31.5
Females,Total,Cyprus,2015,30.3
Females,Total,Cyprus,2016,26.8
Females,Total,Cyprus,2017,23.1
Females,Total,Cyprus,2018,18.3
Females,Total,Cyprus,2019,16.6
Females,Total,Cyprus,2020,16.2
Females,Total,Cyprus,2021,16.6
Females,Total,Cyprus,2022,16.2
Females,Total,Cyprus,2023,14.6
Females,Total,Czechia,2014,172.3
Females,Total,Czechia,2015,142.6
Females,Total,Czechia,2016,110.8
Females,Total,Czechia,2017,85.6
Females,Total,Czechia,2018,67.7
Females,Total,Czechia,2019,57.3
Females,Total,Czechia,2020,70.2
Females,Total,Czechia,2021,81.5
Females,Total,Czechia,2022,65.1
Females,Total,Czechia,2023,69.9
Females,Total,Germany,2014,901.7
Females,Total,Germany,2015,826.6
Females,Total,Germany,2016,746.3
Females,Total,Germany,2017,664.2
Females,Total,Germany,2018,585.1
Females,Total,Germany,2019,554.4
Females,Total,Germany,2020,690.6
Females,Total,Germany,2021,647.1
Females,Total,Germany,2022,596.1
Females,Total,Germany,2023,588.8
Females,Total,Denmark,2014,96.5
Females,Total,Denmark,2015,88.4
Females,Total,Denmark,2016,88.4
Females,Total,Denmark,2017,84.6
Females,Total,Denmark,2018,75.1
Females,Total,Denmark,2019,75.0
Females,Total,Denmark,2020,85.3
Females,Total,Denmark,2021,73.8
Females,Total,Denmark,2022,66.8
Females,Total,Denmark,2023,79.6
Females,Total,Estonia,2014,22.3
Females,Total,Estonia,2015,21.0
Females,Total,Estonia,2016,20.6
Females,Total,Estonia,2017,17.7
Females,Total,Estonia,2018,17.8
Females,Total,Estonia,2019,16.7
Females,Total,Estonia,2020,22.9
Females,Total,Estonia,2021,18.9
Females,Total,Estonia,2022,18.0
Females,Total,Estonia,2023,24.8
Females,Total,Greece,2014,639.4
Females,Total,Greece,2015,618.2
Females,Total,Greece,2016,603.4
Females,Total,Greece,2017,554.3
Females,Total,Greece,2018,508.5
Females,Total,Greece,2019,450.5
Females,Total,Greece,2020,405.1
Females,Total,Greece,2021,386.8
Females,Total,Greece,2022,343.4
Females,Total,Greece,2023,300.1
Females,Total,Spain,2014,2693.9
Females,Total,Spain,2015,2496.7
Females,Total,Spain,2016,2268.2
Females,Total,Spain,2017,2011.1
Females,Total,Spain,2018,1804.5
Females,Total,Spain,2019,1720.0
Females,Total,Spain,2020,1851.6
Females,Total,Spain,2021,1841.9
Females,Total,Spain,2022,1649.9
Females,Total,Spain,2023,1579.4
Females,Total,Finland,2014,103.1
Females,Total,Finland,2015,115.3
Females,Total,Finland,2016,110.9
Females,Total,Finland,2017,109.1
Females,Total,Finland,2018,96.3
Females,Total,Finland,2019,81.5
Females,Total,Finland,2020,98.2
Females,Total,Finland,2021,93.6
Females,Total,Finland,2022,87.0
Females,Total,Finland,2023,88.8
Females,Total,France,2014,1417.5
Females,Total,France,2015,1406.0
Females,Total,France,2016,1404.3
Females,Total,France,2017,1336.3
Females,Total,France,2018,1299.9
Females,Total,France,2019,1199.4
Females,Total,France,2020,1132.5
Females,Total,France,2021,1140.5
Females,Total,France,2022,1065.9
Females,Total,France,2023,1088.4
Females,Total,Croatia,2014,158.1
Females,Total,Croatia,2015,147.1
Females,Total,Croatia,2016,114.1
Females,Total,Croatia,2017,96.7
Females,Total,Croatia,2018,75.1
Females,Total,Croatia,2019,56.0
Females,Total,Croatia,2020,58.4
Females,Total,Croatia,2021,63.3
Females,Total,Croatia,2022,63.8
Females,Total,Croatia,2023,54.1
Females,Total,Hungary,2014,161.6
Females,Total,Hungary,2015,145.9
Females,Total,Hungary,2016,107.1
Females,Total,Hungary,2017,96.0
Females,Total,Hungary,2018,82.1
Females,Total,Hungary,2019,73.2
Females,Total,Hungary,2020,91.8
Females,Total,Hungary,2021,94.0
Females,Total,Hungary,2022,78.6
Females,Total,Hungary,2023,95.2
Females,Total,Ireland,2014,111.2
Females,Total,Ireland,2015,92.0
Females,Total,Ireland,2016,80.5
Females,Total,Ireland,2017,67.7
Females,Total,Ireland,2018,62.5
Females,Total,Ireland,2019,52.6
Females,Total,Ireland,2020,63.0
Females,Total,Ireland,2021,73.7
Females,Total,Ireland,2022,57.8
Females,Total,Ireland,2023,55.6
Females,Total,Iceland,2014,4.3
Females,Total,Iceland,2015,3.7
Females,Total,Iceland,2016,2.8
Females,Total,Iceland,2017,2.5
Females,Total,Iceland,2018,2.4
Females,Total,Iceland,2019,3.0
Females,Total,Iceland,2020,5.0
Females,Total,Iceland,2021,6.1
Females,Total,Iceland,2022,3.4
Females,Total,Iceland,2023,3.2
Females,Total,Italy,2014,1494.0
Females,Total,Italy,2015,1363.8
Females,Total,Italy,2016,1394.9
Females,Total,Italy,2017,1367.6
Females,Total,Italy,2018,1283.6
Females,Total,Italy,2019,1212.2
Females,Total,Italy,2020,1083.0
Females,Total,Italy,2021,1130.6
Females,Total,Italy,2022,1005.5
Females,Total,Italy,2023,958.9
Females,Total,Lithuania,2014,68.3
Females,Total,Lithuania,2015,60.5
Females,Total,Lithuania,2016,49.8
Females,Total,Lithuania,2017,41.8
Females,Total,Lithuania,2018,39.8
Females,Total,Lithuania,2019,40.5
Females,Total,Lithuania,2020,56.5
Females,Total,Lithuania,2021,48.2
Females,Total,Lithuania,2022,42.2
Females,Total,Lithuania,2023,49.1
Females,Total,Luxembourg,2014,6.7
Females,Total,Luxembourg,2015,9.2
Females,Total,Luxembourg,2016,8.4
Females,Total,Luxembourg,2017,7.3
Females,Total,Luxembourg,2018,8.1
Females,Total,Luxembourg,2019,7.8
Females,Total,Luxembourg,2020,10.2
Females,Total,Luxembourg,2021,8.5
Females,Total,Luxembourg,2022,7.2
Females,Total,Luxembourg,2023,8.6
Females,Total,Latvia,2014,48.7
Females,Total,Latvia,2015,42.8
Females,Total,Latvia,2016,41.7
Females,Total,Latvia,2017,37.7
Females,Total,Latvia,2018,31.6
Females,Total,Latvia,2019,26.4
Females,Total,Latvia,2020,34.3
Females,Total,Latvia,2021,30.5
Females,Total,Latvia,2022,26.4
Females,Total,Latvia,2023,25.4
Females,Total,Montenegro,2014,21.6
Females,Total,Montenegro,2015,21.1
Females,Total,Montenegro,2016,20.8
Females,Total,Montenegro,2017,20.6
Females,Total,Montenegro,2018,18.5
Females,Total,Montenegro,2019,20.0
Females,Total,Montenegro,2020,21.8
Females,Total,North Macedonia,2014,108.5
Females,Total,North Macedonia,2015,94.3
Females,Total,North Macedonia,2016,83.5
Females,Total,North Macedonia,2017,81.0
Females,Total,North Macedonia,2018,74.5
Females,Total,North Macedonia,2019,72.2
Females,Total,North Macedonia,2020,61.3
Females,Total,Malta,2014,4.0
Females,Total,Malta,2015,4.4
Females,Total,Malta,2016,4.5
Females,Total,Malta,2017,3.9
Females,Total,Malta,2018,3.7
Females,Total,Malta,2019,4.9
Females,Total,Malta,2020,5.6
Females,Total,Malta,2021,4.0
Females,Total,Malta,2022,3.8
Females,Total,Malta,2023,4.1
Females,Total,Netherlands,2014,317.1
Females,Total,Netherlands,2015,300.9
Females,Total,Netherlands,2016,270.8
Females,Total,Netherlands,2017,221.2
Females,Total,Netherlands,2018,168.6
Females,Total,Netherlands,2019,145.8
Females,Total,Netherlands,2020,173.0
Females,Total,Netherlands,2021,206.1
Females,Total,Netherlands,2022,178.8
Females,Total,Netherlands,2023,179.0
Females,Total,Norway,2014,41.6
Females,Total,Norway,2015,51.9
Females,Total,Norway,2016,50.9
Females,Total,Norway,2017,48.0
Females,Total,Norway,2018,46.4
Females,Total,Norway,2019,44.9
Females,Total,Norway,2020,54.8
Females,Total,Norway,2021,57.1
Females,Total,Norway,2022,42.7
Females,Total,Norway,2023,48.8
Females,Total,Poland,2014,751.6
Females,Total,Poland,2015,602.8
Females,Total,Poland,2016,482.3
Females,Total,Poland,2017,379.7
Females,Total,Poland,2018,296.4
Females,Total,Poland,2019,277.4
Females,Total,Poland,2020,256.1
Females,Total,Poland,2021,272.0
Females,Total,Poland,2022,236.0
Females,Total,Poland,2023,233.8
Females,Total,Portugal,2014,362.4
Females,Total,Portugal,2015,321.4
Females,Total,Portugal,2016,281.1
Females,Total,Portugal,2017,239.1
Females,Total,Portugal,2018,189.9
Females,Total,Portugal,2019,182.9
Females,Total,Portugal,2020,179.4
Females,Total,Portugal,2021,176.6
Females,Total,Portugal,2022,170.1
Females,Total,Portugal,2023,183.1
Females,Total,Romania,2014,244.6
Females,Total,Romania,2015,229.0
Females,Total,Romania,2016,190.9
Females,Total,Romania,2017,158.9
Females,Total,Romania,2018,135.3
Females,Total,Romania,2019,130.0
Females,Total,Romania,2020,178.6
Females,Total,Romania,2021,171.9
Females,Total,Romania,2022,176.1
Females,Total,Romania,2023,177.2
Females,Total,Serbia,2014,280.8
Females,Total,Serbia,2015,255.2
Females,Total,Serbia,2016,227.8
Females,Total,Serbia,2017,204.7
Females,Total,Serbia,2018,196.8
Females,Total,Serbia,2019,159.7
Females,Total,Serbia,2020,133.5
Females,Total,Serbia,2021,168.2
Females,Total,Serbia,2022,140.1
Females,Total,Serbia,2023,141.5
Females,Total,Sweden,2014,189.2
Females,Total,Sweden,2015,181.4
Females,Total,Sweden,2016,165.6
Females,Total,Sweden,2017,164.7
Females,Total,Sweden,2018,161.6
Females,Total,Sweden,2019,182.3
Females,Total,Sweden,2020,215.8
Females,Total,Sweden,2021,240.7
Females,Total,Sweden,2022,211.3
Females,Total,Sweden,2023,214.9
Females,Total,Slovenia,2014,49.2
Females,Total,Slovenia,2015,46.5
Females,Total,Slovenia,2016,39.8
Females,Total,Slovenia,2017,35.8
Females,Total,Slovenia,2018,27.2
Females,Total,Slovenia,2019,23.5
Females,Total,Slovenia,2020,26.7
Females,Total,Slovenia,2021,24.9
Females,Total,Slovenia,2022,20.3
Females,Total,Slovenia,2023,17.4
Females,Total,Slovakia,2014,165.2
Females,Total,Slovakia,2015,159.0
Females,Total,Slovakia,2016,134.3
Females,Total,Slovakia,2017,105.2
Females,Total,Slovakia,2018,87.2
Females,Total,Slovakia,2019,73.9
Females,Total,Slovakia,2020,86.9
Females,Total,Slovakia,2021,90.2
Females,Total,Slovakia,2022,83.4
Females,Total,Slovakia,2023,77.4
Females,Total,Türkiye,2014,1032.2
Females,Total,Türkiye,2015,1158.3
Females,Total,Türkiye,2016,1312.8
Females,Total,Türkiye,2017,1408.9
Females,Total,Türkiye,2018,1439.7
Females,Total,Türkiye,2019,1750.3
Females,Total,Türkiye,2020,1448.0
Females,Total,Türkiye,2021,1549.9
Females,Total,Türkiye,2022,1541.8
Females,Total,Türkiye,2023,1503.4
Females,Total,United Kingdom,2014,886.5
Females,Total,United Kingdom,2015,787.7
Females,Total,United Kingdom,2016,726.3
Females,Total,United Kingdom,2017,660.8
Females,Total,United Kingdom,2018,623.8
Females,Total,United Kingdom,2019,566.2
Males,EU27 countries (from 2020) except reporting country,Austria,2014,14.2
Males,EU27 countries (from 2020) except reporting country,Austria,2015,15.7
Males,EU27 countries (from 2020) except reporting country,Austria,2016,16.0
Males,EU27 countries (from 2020) except reporting country,Austria,2017,13.5
Males,EU27 countries (from 2020) except reporting country,Austria,2018,12.8
Males,EU27 countries (from 2020) except reporting country,Austria,2019,12.6
Males,EU27 countries (from 2020) except reporting country,Austria,2020,20.4
Males,EU27 countries (from 2020) except reporting country,Austria,2021,22.3
Males,EU27 countries (from 2020) except reporting country,Austria,2022,18.6
Males,EU27 countries (from 2020) except reporting country,Austria,2023,20.8
Males,EU27 countries (from 2020) except reporting country,Belgium,2014,23.9
Males,EU27 countries (from 2020) except reporting country,Belgium,2015,23.3
Males,EU27 countries (from 2020) except reporting country,Belgium,2016,20.8
Males,EU27 countries (from 2020) except reporting country,Belgium,2017,20.9
Males,EU27 countries (from 2020) except reporting country,Belgium,2018,19.4
Males,EU27 countries (from 2020) except reporting country,Belgium,2019,14.5
Males,EU27 countries (from 2020) except reporting country,Belgium,2020,15.2
Males,EU27 countries (from 2020) except reporting country,Belgium,2021,16.2
Males,EU27 countries (from 2020) except reporting country,Belgium,2022,16.9
Males,EU27 countries (from 2020) except reporting country,Belgium,2023,18.5
Males,EU27 countries (from 2020) except reporting country,Switzerland,2014,29.7
Males,EU27 countries (from 2020) except reporting country,Switzerland,2015,31.3
Males,EU27 countries (from 2020) except reporting country,Switzerland,2016,35.8
Males,EU27 countries (from 2020) except reporting country,Switzerland,2017,28.6
Males,EU27 countries (from 2020) except reporting country,Switzerland,2018,30.0
Males,EU27 countries (from 2020) except reporting country,Switzerland,2019,26.9
Males,EU27 countries (from 2020) except reporting country,Switzerland,2020,29.8
Males,EU27 countries (from 2020) except reporting country,Switzerland,2021,31.9
Males,EU27 countries (from 2020) except reporting country,Switzerland,2022,26.4
Males,EU27 countries (from 2020) except reporting country,Switzerland,2023,26.4
Males,EU27 countries (from 2020) except reporting country,Cyprus,2014,4.2
Males,EU27 countries (from 2020) except reporting country,Cyprus,2015,4.2
Males,EU27 countries (from 2020) except reporting country,Cyprus,2016,3.8
Males,EU27 countries (from 2020) except reporting country,Cyprus,2017,2.7
Males,EU27 countries (from 2020) except reporting country,Cyprus,2018,2.0
Males,EU27 countries (from 2020) except reporting country,Cyprus,2019,1.9
Males,EU27 countries (from 2020) except reporting country,Cyprus,2020,2.5
Males,EU27 countries (from 2020) except reporting country,Cyprus,2021,2.0
Males,EU27 countries (from 2020) except reporting country,Cyprus,2022,1.3
Males,EU27 countries (from 2020) except reporting country,Cyprus,2023,1.6
Males,EU27 countries (from 2020) except reporting country,Czechia,2014,1.9
Males,EU27 countries (from 2020) except reporting country,Czechia,2015,1.2
Males,EU27 countries (from 2020) except reporting country,Czechia,2016,0.9
Males,EU27 countries (from 2020) except reporting country,Czechia,2020,0.8
Males,EU27 countries (from 2020) except reporting country,Czechia,2021,0.9
Males,EU27 countries (from 2020) except reporting country,Czechia,2022,1.1
Males,EU27 countries (from 2020) except reporting country,Czechia,2023,1.7
Males,EU27 countries (from 2020) except reporting country,Germany,2014,71.4
Males,EU27 countries (from 2020) except reporting country,Germany,2015,73.7
Males,EU27 countries (from 2020) except reporting country,Germany,2016,76.6
Males,EU27 countries (from 2020) except reporting country,Germany,2017,67.4
Males,EU27 countries (from 2020) except reporting country,Germany,2018,66.2
Males,EU27 countries (from 2020) except reporting country,Germany,2019,62.9
Males,EU27 countries (from 2020) except reporting country,Germany,2020,80.8
Males,EU27 countries (from 2020) except reporting country,Germany,2021,72.8
Males,EU27 countries (from 2020) except reporting country,Germany,2022,64.0
Males,EU27 countries (from 2020) except reporting country,Germany,2023,60.1
Males,EU27 countries (from 2020) except reporting country,Denmark,2014,4.0
Males,EU27 countries (from 2020) except reporting country,Denmark,2015,4.1
Males,EU27 countries (from 2020) except reporting country,Denmark,2016,3.7
Males,EU27 countries (from 2020) except reporting country,Denmark,2017,3.6
Males,EU27 countries (from 2020) except reporting country,Denmark,2018,4.1
Males,EU27 countries (from 2020) except reporting country,Denmark,2019,3.4
Males,EU27 countries (from 2020) except reporting country,Denmark,2020,2.4
Males,EU27 countries (from 2020) except reporting country,Denmark,2021,4.0
Males,EU27 countries (from 2020) except reporting country,Denmark,2022,3.6
Males,EU27 countries (from 2020) except reporting country,Denmark,2023,5.2
Males,EU27 countries (from 2020) except reporting country,Greece,2014,10.1
Males,EU27 countries (from 2020) except reporting country,Greece,2015,5.3
Males,EU27 countries (from 2020) except reporting country,Greece,2016,4.6
Males,EU27 countries (from 2020) except reporting country,Greece,2017,4.4
Males,EU27 countries (from 2020) except reporting country,Greece,2018,4.7
Males,EU27 countries (from 2020) except reporting country,Greece,2019,3.9
Males,EU27 countries (from 2020) except reporting country,Greece,2020,3.2
Males,EU27 countries (from 2020) except reporting country,Greece,2021,1.8
Males,EU27 countries (from 2020) except reporting country,Greece,2022,1.4
Males,EU27 countries (from 2020) except reporting country,Spain,2014,154.9
Males,EU27 countries (from 2020) except reporting country,Spain,2015,112.1
Males,EU27 countries (from 2020) except reporting country,Spain,2016,101.9
Males,EU27 countries (from 2020) except reporting country,Spain,2017,91.9
Males,EU27 countries (from 2020) except reporting country,Spain,2018,79.2
Males,EU27 countries (from 2020) except reporting country,Spain,2019,71.4
Males,EU27 countries (from 2020) except reporting country,Spain,2020,88.8
Males,EU27 countries (from 2020) except reporting country,Spain,2021,70.6
Males,EU27 countries (from 2020) except reporting country,Spain,2022,58.2
Males,EU27 countries (from 2020) except reporting country,Spain,2023,63.1
Males,EU27 countries (from 2020) except reporting country,Finland,2014,2.7
Males,EU27 countries (from 2020) except reporting country,Finland,2015,2.6
Males,EU27 countries (from 2020) except reporting country,Finland,2017,2.5
Males,EU27 countries (from 2020) except reporting country,Finland,2018,2.0
Males,EU27 countries (from 2020) except reporting country,Finland,2020,2.3
Males,EU27 countries (from 2020) except reporting country,Finland,2021,3.0
Males,EU27 countries (from 2020) except reporting country,Finland,2022,3.0
Males,EU27 countries (from 2020) except reporting country,Finland,2023,4.5
Males,EU27 countries (from 2020) except reporting country,France,2014,36.1
Males,EU27 countries (from 2020) except reporting country,France,2015,39.9
Males,EU27 countries (from 2020) except reporting country,France,2016,35.8
Males,EU27 countries (from 2020) except reporting country,France,2017,30.5
Males,EU27 countries (from 2020) except reporting country,France,2018,28.6
Males,EU27 countries (from 2020) except reporting country,France,2019,30.7
Males,EU27 countries (from 2020) except reporting country,France,2020,20.2
Males,EU27 countries (from 2020) except reporting country,France,2021,23.5
Males,EU27 countries (from 2020) except reporting country,France,2022,23.2
Males,EU27 countries (from 2020) except reporting country,France,2023,25.5
Males,EU27 countries (from 2020) except reporting country,Ireland,2014,14.0
Males,EU27 countries (from 2020) except reporting country,Ireland,2015,11.8
Males,EU27 countries (from 2020) except reporting country,Ireland,2016,8.4
Males,EU27 countries (from 2020) except reporting country,Ireland,2017,7.4
Males,EU27 countries (from 2020) except reporting country,Ireland,2018,5.7
Males,EU27 countries (from 2020) except reporting country,Ireland,2019,5.5
Males,EU27 countries (from 2020) except reporting country,Ireland,2020,7.6
Males,EU27 countries (from 2020) except reporting country,Ireland,2021,8.4
Males,EU27 countries (from 2020) except reporting country,Ireland,2022,5.3
Males,EU27 countries (from 2020) except reporting country,Ireland,2023,5.8
Males,EU27 countries (from 2020) except reporting country,Iceland,2020,0.6
Males,EU27 countries (from 2020) except reporting country,Iceland,2021,0.6
Males,EU27 countries (from 2020) except reporting country,Iceland,2022,0.7
Males,EU27 countries (from 2020) except reporting country,Iceland,2023,0.6
Males,EU27 countries (from 2020) except reporting country,Italy,2014,61.6
Males,EU27 countries (from 2020) except reporting country,Italy,2015,59.8
Males,EU27 countries (from 2020) except reporting country,Italy,2016,56.9
Males,EU27 countries (from 2020) except reporting country,Italy,2017,50.8
Males,EU27 countries (from 2020) except reporting country,Italy,2018,45.2
Males,EU27 countries (from 2020) except reporting country,Italy,2019,50.6
Males,EU27 countries (from 2020) except reporting country,Italy,2020,45.1
Males,EU27 countries (from 2020) except reporting country,Italy,2021,40.5
Males,EU27 countries (from 2020) except reporting country,Italy,2022,30.4
Males,EU27 countries (from 2020) except reporting country,Italy,2023,29.7
Males,EU27 countries (from 2020) except reporting country,Luxembourg,2014,4.2
Males,EU27 countries (from 2020) except reporting country,Luxembourg,2015,4.9
Males,EU27 countries (from 2020) except reporting country,Luxembourg,2016,4.2
Males,EU27 countries (from 2020) except reporting country,Luxembourg,2017,4.2
Males,EU27 countries (from 2020) except reporting country,Luxembourg,2018,3.9
Males,EU27 countries (from 2020) except reporting country,Luxembourg,2019,4.9
Males,EU27 countries (from 2020) except reporting country,Luxembourg,2020,5.3
Males,EU27 countries (from 2020) except reporting country,Luxembourg,2021,3.9
Males,EU27 countries (from 2020) except reporting country,Luxembourg,2022,2.6
Males,EU27 countries (from 2020) except reporting country,Luxembourg,2023,3.8
Males,EU27 countries (from 2020) except reporting country,Malta,2017,0.4
Males,EU27 countries (from 2020) except reporting country,Malta,2018,0.5
Males,EU27 countries (from 2020) except reporting country,Malta,2020,0.5
Males,EU27 countries (from 2020) except reporting country,Malta,2021,0.7
Males,EU27 countries (from 2020) except reporting country,Malta,2022,0.6
Males,EU27 countries (from 2020) except reporting country,Netherlands,2014,4.8
Males,EU27 countries (from 2020) except reporting country,Netherlands,2015,7.3
Males,EU27 countries (from 2020) except reporting country,Netherlands,2016,6.0
Males,EU27 countries (from 2020) except reporting country,Netherlands,2017,3.8
Males,EU27 countries (from 2020) except reporting country,Netherlands,2018,3.2
Males,EU27 countries (from 2020) except reporting country,Netherlands,2019,3.5
Males,EU27 countries (from 2020) except reporting country,Netherlands,2020,3.1
Males,EU27 countries (from 2020) except reporting country,Netherlands,2021,8.5
Males,EU27 countries (from 2020) except reporting country,Netherlands,2022,3.5
Males,EU27 countries (from 2020) except reporting country,Netherlands,2023,7.3
Males,EU27 countries (from 2020) except reporting country,Norway,2014,6.8
Males,EU27 countries (from 2020) except reporting country,Norway,2015,8.1
Males,EU27 countries (from 2020) except reporting country,Norway,2016,6.2
Males,EU27 countries (from 2020) except reporting country,Norway,2017,5.1
Males,EU27 countries (from 2020) except reporting country,Norway,2018,5.9
Males,EU27 countries (from 2020) except reporting country,Norway,2019,7.9
Males,EU27 countries (from 2020) except reporting country,Norway,2020,9.6
Males,EU27 countries (from 2020) except reporting country,Norway,2021,8.8
Males,EU27 countries (from 2020) except reporting country,Norway,2023,7.4
