reason,apprehen,geo,TIME_PERIOD,Migrants number,Migrants number per 100k inhabitants
Illegal entry,In the inland area,Ireland,2023,20,0.38
Illegal entry,In the inland area,Iceland,2021,0,0.0
Illegal entry,In the inland area,Italy,2021,22785,38.46
Illegal entry,In the inland area,Italy,2022,28185,47.75
Illegal entry,In the inland area,Italy,2023,26460,44.85
Illegal entry,In the inland area,Liechtenstein,2021,50,128.02
Illegal entry,In the inland area,Liechtenstein,2022,10,25.44
Illegal entry,In the inland area,Liechtenstein,2023,10,25.2
Illegal entry,In the inland area,Lithuania,2021,0,0.0
Illegal entry,In the inland area,Lithuania,2022,0,0.0
Illegal entry,In the inland area,Lithuania,2023,0,0.0
Illegal entry,In the inland area,Luxembourg,2021,0,0.0
Illegal entry,In the inland area,Luxembourg,2022,0,0.0
Illegal entry,In the inland area,Luxembourg,2023,800,121.06
Illegal entry,In the inland area,Latvia,2021,80,4.23
Illegal entry,In the inland area,Latvia,2022,10,0.53
Illegal entry,In the inland area,Latvia,2023,120,6.37
Illegal entry,In the inland area,Montenegro,2021,60,9.67
Illegal entry,In the inland area,Montenegro,2022,270,43.71
Illegal entry,In the inland area,Montenegro,2023,0,0.0
Illegal entry,In the inland area,Malta,2021,0,0.0
Illegal entry,In the inland area,Malta,2022,235,45.18
Illegal entry,In the inland area,Malta,2023,300,55.35
Illegal entry,In the inland area,Netherlands,2021,0,0.0
Illegal entry,In the inland area,Netherlands,2022,0,0.0
Illegal entry,In the inland area,Netherlands,2023,0,0.0
Illegal entry,In the inland area,Norway,2021,0,0.0
Illegal entry,In the inland area,Norway,2022,860,15.85
Illegal entry,In the inland area,Norway,2023,1915,34.89
Illegal entry,In the inland area,Poland,2021,1500,4.05
Illegal entry,In the inland area,Poland,2022,1435,3.89
Illegal entry,In the inland area,Poland,2023,2630,7.16
Illegal entry,In the inland area,Portugal,2021,0,0.0
Illegal entry,In the inland area,Portugal,2022,0,0.0
Illegal entry,In the inland area,Portugal,2023,0,0.0
Illegal entry,In the inland area,Romania,2021,810,4.22
Illegal entry,In the inland area,Romania,2022,245,1.29
Illegal entry,In the inland area,Romania,2023,145,0.76
Illegal entry,In the inland area,Sweden,2021,0,0.0
Illegal entry,In the inland area,Sweden,2022,0,0.0
Illegal entry,In the inland area,Sweden,2023,0,0.0
Illegal entry,In the inland area,Slovenia,2021,815,38.64
Illegal entry,In the inland area,Slovenia,2022,1150,54.58
Illegal entry,In the inland area,Slovenia,2023,59315,2801.88
Illegal entry,In the inland area,Slovakia,2021,1255,22.99
Illegal entry,In the inland area,Slovakia,2022,10940,201.3
Illegal entry,In the inland area,Slovakia,2023,46350,853.78
Illegal entry,Total,Austria,2021,0,0.0
Illegal entry,Total,Austria,2022,0,0.0
Illegal entry,Total,Belgium,2021,0,0.0
Illegal entry,Total,Belgium,2022,150,1.29
Illegal entry,Total,Belgium,2023,70,0.6
Illegal entry,Total,Bulgaria,2021,1255,19.21
Illegal entry,Total,Bulgaria,2022,9320,143.77
Illegal entry,Total,Bulgaria,2023,21975,340.82
Illegal entry,Total,Switzerland,2020,6330,73.55
Illegal entry,Total,Switzerland,2021,6870,79.24
Illegal entry,Total,Switzerland,2022,8205,93.89
Illegal entry,Total,Switzerland,2023,8555,97.05
Illegal entry,Total,Cyprus,2021,0,0.0
Illegal entry,Total,Cyprus,2022,0,0.0
Illegal entry,Total,Cyprus,2023,7500,814.6
Illegal entry,Total,Czechia,2021,5900,56.22
Illegal entry,Total,Czechia,2022,24410,232.11
Illegal entry,Total,Czechia,2023,5095,47.06
Illegal entry,Total,Germany,2021,0,0.0
Illegal entry,Total,Germany,2022,65410,78.58
Illegal entry,Total,Germany,2023,90565,107.36
Illegal entry,Total,Denmark,2021,100,1.71
Illegal entry,Total,Denmark,2022,130,2.21
Illegal entry,Total,Denmark,2023,175,2.95
Illegal entry,Total,Estonia,2021,135,10.15
Illegal entry,Total,Estonia,2022,280,21.02
Illegal entry,Total,Estonia,2023,270,19.77
Illegal entry,Total,Greece,2021,37275,349.06
Illegal entry,Total,Greece,2022,48370,462.44
Illegal entry,Total,Greece,2023,71880,690.23
Illegal entry,Total,Spain,2021,0,0.0
Illegal entry,Total,Spain,2022,0,0.0
Illegal entry,Total,Spain,2023,0,0.0
Illegal entry,Total,European Union - 27 countries (from 2020),2023,676545,
Illegal entry,Total,Finland,2021,400,7.23
Illegal entry,Total,Finland,2022,285,5.14
Illegal entry,Total,Finland,2023,345,6.2
Illegal entry,Total,France,2021,5975,8.82
Illegal entry,Total,France,2022,6640,9.77
Illegal entry,Total,France,2023,5885,8.63
Illegal entry,Total,Croatia,2021,12965,333.03
Illegal entry,Total,Croatia,2022,43040,1114.36
Illegal entry,Total,Croatia,2023,66305,1721.81
Illegal entry,Total,Hungary,2021,74880,775.84
Illegal entry,Total,Hungary,2022,159710,1661.84
Illegal entry,Total,Hungary,2023,102045,1063.0
Illegal entry,Total,Ireland,2019,0,0.0
Illegal entry,Total,Ireland,2020,0,0.0
Illegal entry,Total,Ireland,2021,10,0.2
Illegal entry,Total,Ireland,2022,15,0.29
Illegal entry,Total,Ireland,2023,20,0.38
Illegal entry,Total,Iceland,2021,0,0.0
Illegal entry,Total,Italy,2021,92070,155.43
Illegal entry,Total,Italy,2022,135810,230.07
Illegal entry,Total,Italy,2023,190680,323.2
Illegal entry,Total,Liechtenstein,2021,50,128.02
Illegal entry,Total,Liechtenstein,2022,10,25.44
Illegal entry,Total,Liechtenstein,2023,10,25.2
Illegal entry,Total,Lithuania,2021,0,0.0
Illegal entry,Total,Lithuania,2022,0,0.0
Illegal entry,Total,Lithuania,2023,0,0.0
Illegal entry,Total,Luxembourg,2021,0,0.0
Illegal entry,Total,Luxembourg,2022,0,0.0
Illegal entry,Total,Luxembourg,2023,800,121.06
Illegal entry,Total,Latvia,2021,130,6.87
Illegal entry,Total,Latvia,2022,295,15.73
Illegal entry,Total,Latvia,2023,150,7.97
Illegal entry,Total,Montenegro,2021,75,12.08
Illegal entry,Total,Montenegro,2022,320,51.81
Illegal entry,Total,Montenegro,2023,15,2.43
Illegal entry,Total,Malta,2021,0,0.0
Illegal entry,Total,Malta,2022,235,45.18
Illegal entry,Total,Malta,2023,300,55.35
Illegal entry,Total,Netherlands,2021,100,0.57
Illegal entry,Total,Netherlands,2022,40,0.23
Illegal entry,Total,Netherlands,2023,55,0.31
Illegal entry,Total,Norway,2021,0,0.0
Illegal entry,Total,Norway,2022,860,15.85
Illegal entry,Total,Norway,2023,1915,34.89
Illegal entry,Total,Poland,2021,4395,11.85
Illegal entry,Total,Poland,2022,3620,9.81
Illegal entry,Total,Poland,2023,4910,13.36
Illegal entry,Total,Portugal,2021,0,0.0
Illegal entry,Total,Portugal,2022,0,0.0
Illegal entry,Total,Portugal,2023,0,0.0
Illegal entry,Total,Romania,2021,810,4.22
Illegal entry,Total,Romania,2022,2330,12.24
Illegal entry,Total,Romania,2023,1205,6.32
Illegal entry,Total,Sweden,2021,0,0.0
Illegal entry,Total,Sweden,2022,0,0.0
Illegal entry,Total,Sweden,2023,0,0.0
Illegal entry,Total,Slovenia,2021,8990,426.27
Illegal entry,Total,Slovenia,2022,30950,1468.79
Illegal entry,Total,Slovenia,2023,59315,2801.88
Illegal entry,Total,Slovakia,2021,1445,26.47
Illegal entry,Total,Slovakia,2022,11485,211.33
Illegal entry,Total,Slovakia,2023,47005,865.85
Overstay,Between border crossing points - at land,Austria,2021,0,0.0
Overstay,Between border crossing points - at land,Austria,2022,0,0.0
Overstay,Between border crossing points - at land,Belgium,2021,0,0.0
Overstay,Between border crossing points - at land,Belgium,2022,0,0.0
Overstay,Between border crossing points - at land,Belgium,2023,0,0.0
Overstay,Between border crossing points - at land,Bulgaria,2021,0,0.0
Overstay,Between border crossing points - at land,Bulgaria,2022,0,0.0
Overstay,Between border crossing points - at land,Bulgaria,2023,0,0.0
Overstay,Between border crossing points - at land,Switzerland,2020,0,0.0
Overstay,Between border crossing points - at land,Switzerland,2021,0,0.0
Overstay,Between border crossing points - at land,Switzerland,2022,0,0.0
Overstay,Between border crossing points - at land,Switzerland,2023,0,0.0
Overstay,Between border crossing points - at land,Cyprus,2021,0,0.0
Overstay,Between border crossing points - at land,Cyprus,2022,0,0.0
Overstay,Between border crossing points - at land,Cyprus,2023,25,2.72
Overstay,Between border crossing points - at land,Czechia,2021,0,0.0
Overstay,Between border crossing points - at land,Czechia,2022,0,0.0
Overstay,Between border crossing points - at land,Czechia,2023,0,0.0
Overstay,Between border crossing points - at land,Germany,2021,0,0.0
Overstay,Between border crossing points - at land,Germany,2022,0,0.0
Overstay,Between border crossing points - at land,Germany,2023,0,0.0
Overstay,Between border crossing points - at land,Denmark,2021,0,0.0
Overstay,Between border crossing points - at land,Denmark,2022,5,0.09
Overstay,Between border crossing points - at land,Denmark,2023,5,0.08
Overstay,Between border crossing points - at land,Estonia,2021,0,0.0
Overstay,Between border crossing points - at land,Estonia,2022,0,0.0
Overstay,Between border crossing points - at land,Estonia,2023,0,0.0
Overstay,Between border crossing points - at land,Greece,2021,0,0.0
Overstay,Between border crossing points - at land,Greece,2022,0,0.0
Overstay,Between border crossing points - at land,Greece,2023,0,0.0
Overstay,Between border crossing points - at land,Spain,2021,0,0.0
Overstay,Between border crossing points - at land,Spain,2022,0,0.0
Overstay,Between border crossing points - at land,Spain,2023,0,0.0
Overstay,Between border crossing points - at land,European Union - 27 countries (from 2020),2023,6635,
Overstay,Between border crossing points - at land,Finland,2021,0,0.0
Overstay,Between border crossing points - at land,Finland,2022,0,0.0
Overstay,Between border crossing points - at land,Finland,2023,0,0.0
Overstay,Between border crossing points - at land,France,2023,0,0.0
Overstay,Between border crossing points - at land,Croatia,2021,5,0.13
Overstay,Between border crossing points - at land,Croatia,2022,15,0.39
Overstay,Between border crossing points - at land,Croatia,2023,10,0.26
Overstay,Between border crossing points - at land,Hungary,2021,20,0.21
Overstay,Between border crossing points - at land,Hungary,2022,10,0.1
Overstay,Between border crossing points - at land,Hungary,2023,20,0.21
Overstay,Between border crossing points - at land,Ireland,2019,0,0.0
Overstay,Between border crossing points - at land,Ireland,2020,0,0.0
Overstay,Between border crossing points - at land,Ireland,2021,0,0.0
Overstay,Between border crossing points - at land,Ireland,2022,0,0.0
Overstay,Between border crossing points - at land,Ireland,2023,0,0.0
Overstay,Between border crossing points - at land,Iceland,2021,0,0.0
Overstay,Between border crossing points - at land,Italy,2021,0,0.0
Overstay,Between border crossing points - at land,Italy,2022,0,0.0
Overstay,Between border crossing points - at land,Italy,2023,0,0.0
Overstay,Between border crossing points - at land,Liechtenstein,2021,0,0.0
Overstay,Between border crossing points - at land,Liechtenstein,2022,0,0.0
Overstay,Between border crossing points - at land,Liechtenstein,2023,0,0.0
Overstay,Between border crossing points - at land,Lithuania,2021,0,0.0
Overstay,Between border crossing points - at land,Lithuania,2022,0,0.0
Overstay,Between border crossing points - at land,Lithuania,2023,0,0.0
Overstay,Between border crossing points - at land,Luxembourg,2021,0,0.0
Overstay,Between border crossing points - at land,Luxembourg,2022,0,0.0
Overstay,Between border crossing points - at land,Luxembourg,2023,0,0.0
Overstay,Between border crossing points - at land,Latvia,2021,0,0.0
Overstay,Between border crossing points - at land,Latvia,2022,0,0.0
Overstay,Between border crossing points - at land,Latvia,2023,6565,348.64
Overstay,Between border crossing points - at land,Montenegro,2021,0,0.0
Overstay,Between border crossing points - at land,Montenegro,2022,70,11.33
Overstay,Between border crossing points - at land,Montenegro,2023,0,0.0
Overstay,Between border crossing points - at land,Malta,2021,0,0.0
Overstay,Between border crossing points - at land,Malta,2022,0,0.0
Overstay,Between border crossing points - at land,Malta,2023,0,0.0
Overstay,Between border crossing points - at land,Netherlands,2021,0,0.0
Overstay,Between border crossing points - at land,Netherlands,2022,0,0.0
Overstay,Between border crossing points - at land,Netherlands,2023,0,0.0
Overstay,Between border crossing points - at land,Norway,2021,0,0.0
Overstay,Between border crossing points - at land,Norway,2022,0,0.0
Overstay,Between border crossing points - at land,Poland,2021,0,0.0
Overstay,Between border crossing points - at land,Poland,2022,0,0.0
Overstay,Between border crossing points - at land,Poland,2023,0,0.0
Overstay,Between border crossing points - at land,Portugal,2021,0,0.0
Overstay,Between border crossing points - at land,Portugal,2022,0,0.0
Overstay,Between border crossing points - at land,Portugal,2023,0,0.0
Overstay,Between border crossing points - at land,Romania,2021,0,0.0
Overstay,Between border crossing points - at land,Romania,2022,0,0.0
Overstay,Between border crossing points - at land,Romania,2023,5,0.03
Overstay,Between border crossing points - at land,Sweden,2021,0,0.0
Overstay,Between border crossing points - at land,Sweden,2022,0,0.0
Overstay,Between border crossing points - at land,Sweden,2023,0,0.0
Overstay,Between border crossing points - at land,Slovenia,2021,0,0.0
Overstay,Between border crossing points - at land,Slovenia,2022,0,0.0
Overstay,Between border crossing points - at land,Slovenia,2023,0,0.0
Overstay,Between border crossing points - at land,Slovakia,2021,0,0.0
Overstay,Between border crossing points - at land,Slovakia,2022,0,0.0
Overstay,Between border crossing points - at land,Slovakia,2023,0,0.0
Overstay,Between border crossing points - at sea,Austria,2021,0,0.0
Overstay,Between border crossing points - at sea,Austria,2022,0,0.0
Overstay,Between border crossing points - at sea,Belgium,2021,0,0.0
Overstay,Between border crossing points - at sea,Belgium,2022,0,0.0
Overstay,Between border crossing points - at sea,Belgium,2023,0,0.0
Overstay,Between border crossing points - at sea,Bulgaria,2021,0,0.0
Overstay,Between border crossing points - at sea,Bulgaria,2022,0,0.0
Overstay,Between border crossing points - at sea,Bulgaria,2023,0,0.0
Overstay,Between border crossing points - at sea,Switzerland,2020,0,0.0
Overstay,Between border crossing points - at sea,Switzerland,2021,0,0.0
Overstay,Between border crossing points - at sea,Switzerland,2022,0,0.0
Overstay,Between border crossing points - at sea,Switzerland,2023,0,0.0
Overstay,Between border crossing points - at sea,Cyprus,2021,0,0.0
Overstay,Between border crossing points - at sea,Cyprus,2022,0,0.0
Overstay,Between border crossing points - at sea,Cyprus,2023,0,0.0
Overstay,Between border crossing points - at sea,Czechia,2021,0,0.0
Overstay,Between border crossing points - at sea,Czechia,2022,0,0.0
Overstay,Between border crossing points - at sea,Czechia,2023,0,0.0
Overstay,Between border crossing points - at sea,Germany,2021,0,0.0
Overstay,Between border crossing points - at sea,Germany,2022,0,0.0
Overstay,Between border crossing points - at sea,Germany,2023,0,0.0
Overstay,Between border crossing points - at sea,Denmark,2021,0,0.0
Overstay,Between border crossing points - at sea,Denmark,2022,0,0.0
Overstay,Between border crossing points - at sea,Denmark,2023,0,0.0
Overstay,Between border crossing points - at sea,Estonia,2021,0,0.0
Overstay,Between border crossing points - at sea,Estonia,2022,0,0.0
Overstay,Between border crossing points - at sea,Estonia,2023,0,0.0
Overstay,Between border crossing points - at sea,Greece,2021,0,0.0
Overstay,Between border crossing points - at sea,Greece,2022,0,0.0
Overstay,Between border crossing points - at sea,Greece,2023,0,0.0
Overstay,Between border crossing points - at sea,Spain,2021,0,0.0
Overstay,Between border crossing points - at sea,Spain,2022,0,0.0
Overstay,Between border crossing points - at sea,Spain,2023,0,0.0
Overstay,Between border crossing points - at sea,European Union - 27 countries (from 2020),2021,0,
Overstay,Between border crossing points - at sea,European Union - 27 countries (from 2020),2023,5,
Overstay,Between border crossing points - at sea,Finland,2021,0,0.0
Overstay,Between border crossing points - at sea,Finland,2022,0,0.0
Overstay,Between border crossing points - at sea,Finland,2023,0,0.0
Overstay,Between border crossing points - at sea,France,2023,0,0.0
Overstay,Between border crossing points - at sea,Croatia,2021,0,0.0
Overstay,Between border crossing points - at sea,Croatia,2022,0,0.0
Overstay,Between border crossing points - at sea,Croatia,2023,0,0.0
Overstay,Between border crossing points - at sea,Hungary,2021,0,0.0
Overstay,Between border crossing points - at sea,Hungary,2022,0,0.0
Overstay,Between border crossing points - at sea,Hungary,2023,0,0.0
Overstay,Between border crossing points - at sea,Ireland,2019,0,0.0
Overstay,Between border crossing points - at sea,Ireland,2020,0,0.0
Overstay,Between border crossing points - at sea,Ireland,2021,0,0.0
Overstay,Between border crossing points - at sea,Ireland,2022,0,0.0
Overstay,Between border crossing points - at sea,Ireland,2023,0,0.0
Overstay,Between border crossing points - at sea,Iceland,2021,0,0.0
Overstay,Between border crossing points - at sea,Italy,2021,0,0.0
Overstay,Between border crossing points - at sea,Italy,2022,0,0.0
Overstay,Between border crossing points - at sea,Italy,2023,0,0.0
Overstay,Between border crossing points - at sea,Liechtenstein,2021,0,0.0
Overstay,Between border crossing points - at sea,Liechtenstein,2022,0,0.0
Overstay,Between border crossing points - at sea,Liechtenstein,2023,0,0.0
Overstay,Between border crossing points - at sea,Lithuania,2021,0,0.0
Overstay,Between border crossing points - at sea,Lithuania,2022,0,0.0
Overstay,Between border crossing points - at sea,Lithuania,2023,0,0.0
Overstay,Between border crossing points - at sea,Luxembourg,2021,0,0.0
Overstay,Between border crossing points - at sea,Luxembourg,2022,0,0.0
Overstay,Between border crossing points - at sea,Luxembourg,2023,0,0.0
Overstay,Between border crossing points - at sea,Latvia,2021,0,0.0
Overstay,Between border crossing points - at sea,Latvia,2022,0,0.0
Overstay,Between border crossing points - at sea,Latvia,2023,0,0.0
Overstay,Between border crossing points - at sea,Montenegro,2021,0,0.0
Overstay,Between border crossing points - at sea,Montenegro,2022,0,0.0
Overstay,Between border crossing points - at sea,Montenegro,2023,0,0.0
Overstay,Between border crossing points - at sea,Malta,2021,0,0.0
Overstay,Between border crossing points - at sea,Malta,2022,0,0.0
Overstay,Between border crossing points - at sea,Malta,2023,0,0.0
Overstay,Between border crossing points - at sea,Netherlands,2021,0,0.0
Overstay,Between border crossing points - at sea,Netherlands,2022,0,0.0
Overstay,Between border crossing points - at sea,Netherlands,2023,0,0.0
Overstay,Between border crossing points - at sea,Norway,2021,0,0.0
Overstay,Between border crossing points - at sea,Norway,2022,0,0.0
Overstay,Between border crossing points - at sea,Poland,2021,0,0.0
Overstay,Between border crossing points - at sea,Poland,2022,0,0.0
Overstay,Between border crossing points - at sea,Poland,2023,0,0.0
Overstay,Between border crossing points - at sea,Portugal,2021,0,0.0
Overstay,Between border crossing points - at sea,Portugal,2022,0,0.0
Overstay,Between border crossing points - at sea,Portugal,2023,0,0.0
Overstay,Between border crossing points - at sea,Romania,2021,0,0.0
Overstay,Between border crossing points - at sea,Romania,2022,0,0.0
Overstay,Between border crossing points - at sea,Romania,2023,0,0.0
Overstay,Between border crossing points - at sea,Sweden,2021,0,0.0
Overstay,Between border crossing points - at sea,Sweden,2022,0,0.0
Overstay,Between border crossing points - at sea,Sweden,2023,0,0.0
Overstay,Between border crossing points - at sea,Slovenia,2021,0,0.0
Overstay,Between border crossing points - at sea,Slovenia,2022,0,0.0
Overstay,Between border crossing points - at sea,Slovenia,2023,0,0.0
Overstay,Between border crossing points - at sea,Slovakia,2021,0,0.0
Overstay,Between border crossing points - at sea,Slovakia,2022,0,0.0
Overstay,Between border crossing points - at sea,Slovakia,2023,0,0.0
Overstay,"At the border crossing point – at sea, land, air",Austria,2021,0,0.0
Overstay,"At the border crossing point – at sea, land, air",Austria,2022,0,0.0
Overstay,"At the border crossing point – at sea, land, air",Belgium,2021,0,0.0
Overstay,"At the border crossing point – at sea, land, air",Belgium,2022,0,0.0
Overstay,"At the border crossing point – at sea, land, air",Belgium,2023,0,0.0
Overstay,"At the border crossing point – at sea, land, air",Bulgaria,2021,0,0.0
Overstay,"At the border crossing point – at sea, land, air",Bulgaria,2022,620,9.56
Overstay,"At the border crossing point – at sea, land, air",Bulgaria,2023,585,9.07
Overstay,"At the border crossing point – at sea, land, air",Switzerland,2020,0,0.0
Overstay,"At the border crossing point – at sea, land, air",Switzerland,2021,0,0.0
Overstay,"At the border crossing point – at sea, land, air",Switzerland,2022,0,0.0
Overstay,"At the border crossing point – at sea, land, air",Switzerland,2023,0,0.0
Overstay,"At the border crossing point – at sea, land, air",Cyprus,2021,0,0.0
Overstay,"At the border crossing point – at sea, land, air",Cyprus,2022,0,0.0
Overstay,"At the border crossing point – at sea, land, air",Cyprus,2023,1075,116.76
Overstay,"At the border crossing point – at sea, land, air",Czechia,2021,0,0.0
Overstay,"At the border crossing point – at sea, land, air",Czechia,2022,0,0.0
Overstay,"At the border crossing point – at sea, land, air",Czechia,2023,10,0.09
Overstay,"At the border crossing point – at sea, land, air",Germany,2021,0,0.0
Overstay,"At the border crossing point – at sea, land, air",Germany,2022,0,0.0
Overstay,"At the border crossing point – at sea, land, air",Germany,2023,0,0.0
Overstay,"At the border crossing point – at sea, land, air",Denmark,2021,60,1.03
Overstay,"At the border crossing point – at sea, land, air",Denmark,2022,160,2.72
Overstay,"At the border crossing point – at sea, land, air",Denmark,2023,680,11.46
Overstay,"At the border crossing point – at sea, land, air",Estonia,2021,70,5.26
Overstay,"At the border crossing point – at sea, land, air",Estonia,2022,280,21.02
Overstay,"At the border crossing point – at sea, land, air",Estonia,2023,220,16.11
Overstay,"At the border crossing point – at sea, land, air",Greece,2021,0,0.0
Overstay,"At the border crossing point – at sea, land, air",Greece,2022,40,0.38
Overstay,"At the border crossing point – at sea, land, air",Greece,2023,0,0.0
Overstay,"At the border crossing point – at sea, land, air",Spain,2021,0,0.0
Overstay,"At the border crossing point – at sea, land, air",Spain,2022,0,0.0
Overstay,"At the border crossing point – at sea, land, air",Spain,2023,0,0.0
Overstay,"At the border crossing point – at sea, land, air",European Union - 27 countries (from 2020),2023,76950,
Overstay,"At the border crossing point – at sea, land, air",Finland,2021,65,1.17
Overstay,"At the border crossing point – at sea, land, air",Finland,2022,375,6.76
Overstay,"At the border crossing point – at sea, land, air",Finland,2023,415,7.46
Overstay,"At the border crossing point – at sea, land, air",France,2021,1790,2.64
Overstay,"At the border crossing point – at sea, land, air",France,2022,2780,4.09
Overstay,"At the border crossing point – at sea, land, air",France,2023,4230,6.2
Overstay,"At the border crossing point – at sea, land, air",Croatia,2021,90,2.31
Overstay,"At the border crossing point – at sea, land, air",Croatia,2022,140,3.62
Overstay,"At the border crossing point – at sea, land, air",Croatia,2023,250,6.49
Overstay,"At the border crossing point – at sea, land, air",Hungary,2021,54965,569.5
Overstay,"At the border crossing point – at sea, land, air",Hungary,2022,60105,625.42
Overstay,"At the border crossing point – at sea, land, air",Hungary,2023,54865,571.53
Overstay,"At the border crossing point – at sea, land, air",Ireland,2019,0,0.0
Overstay,"At the border crossing point – at sea, land, air",Ireland,2020,0,0.0
Overstay,"At the border crossing point – at sea, land, air",Ireland,2021,0,0.0
Overstay,"At the border crossing point – at sea, land, air",Ireland,2022,0,0.0
Overstay,"At the border crossing point – at sea, land, air",Ireland,2023,0,0.0
Overstay,"At the border crossing point – at sea, land, air",Iceland,2021,0,0.0
Overstay,"At the border crossing point – at sea, land, air",Italy,2021,5,0.01
Overstay,"At the border crossing point – at sea, land, air",Italy,2022,1215,2.06
Overstay,"At the border crossing point – at sea, land, air",Italy,2023,1830,3.1
Overstay,"At the border crossing point – at sea, land, air",Liechtenstein,2021,0,0.0
Overstay,"At the border crossing point – at sea, land, air",Liechtenstein,2022,0,0.0
Overstay,"At the border crossing point – at sea, land, air",Liechtenstein,2023,0,0.0
Overstay,"At the border crossing point – at sea, land, air",Lithuania,2021,0,0.0
Overstay,"At the border crossing point – at sea, land, air",Lithuania,2022,0,0.0
Overstay,"At the border crossing point – at sea, land, air",Lithuania,2023,0,0.0
Overstay,"At the border crossing point – at sea, land, air",Luxembourg,2021,0,0.0
Overstay,"At the border crossing point – at sea, land, air",Luxembourg,2022,5,0.77
Overstay,"At the border crossing point – at sea, land, air",Luxembourg,2023,0,0.0
Overstay,"At the border crossing point – at sea, land, air",Latvia,2021,0,0.0
Overstay,"At the border crossing point – at sea, land, air",Latvia,2022,13255,706.65
Overstay,"At the border crossing point – at sea, land, air",Latvia,2023,7485,397.5
Overstay,"At the border crossing point – at sea, land, air",Montenegro,2021,40,6.44
Overstay,"At the border crossing point – at sea, land, air",Montenegro,2022,60,9.71
Overstay,"At the border crossing point – at sea, land, air",Montenegro,2023,170,27.57
Overstay,"At the border crossing point – at sea, land, air",Malta,2021,280,54.25
Overstay,"At the border crossing point – at sea, land, air",Malta,2022,335,64.4
Overstay,"At the border crossing point – at sea, land, air",Malta,2023,330,60.88
Overstay,"At the border crossing point – at sea, land, air",Netherlands,2021,0,0.0
Overstay,"At the border crossing point – at sea, land, air",Netherlands,2022,0,0.0
Overstay,"At the border crossing point – at sea, land, air",Netherlands,2023,0,0.0
Overstay,"At the border crossing point – at sea, land, air",Norway,2021,0,0.0
Overstay,"At the border crossing point – at sea, land, air",Norway,2022,0,0.0
Overstay,"At the border crossing point – at sea, land, air",Poland,2021,1265,3.41
Overstay,"At the border crossing point – at sea, land, air",Poland,2022,1160,3.14
Overstay,"At the border crossing point – at sea, land, air",Poland,2023,2485,6.76
Overstay,"At the border crossing point – at sea, land, air",Portugal,2021,0,0.0
Overstay,"At the border crossing point – at sea, land, air",Portugal,2022,0,0.0
Overstay,"At the border crossing point – at sea, land, air",Portugal,2023,0,0.0
Overstay,"At the border crossing point – at sea, land, air",Romania,2021,0,0.0
Overstay,"At the border crossing point – at sea, land, air",Romania,2022,1480,7.77
Overstay,"At the border crossing point – at sea, land, air",Romania,2023,1710,8.97
Overstay,"At the border crossing point – at sea, land, air",Sweden,2021,0,0.0
Overstay,"At the border crossing point – at sea, land, air",Sweden,2022,405,3.87
Overstay,"At the border crossing point – at sea, land, air",Sweden,2023,770,7.32
Overstay,"At the border crossing point – at sea, land, air",Slovenia,2021,1815,86.06
Overstay,"At the border crossing point – at sea, land, air",Slovenia,2022,2705,128.37
Overstay,"At the border crossing point – at sea, land, air",Slovenia,2023,0,0.0
Overstay,"At the border crossing point – at sea, land, air",Slovakia,2021,10,0.18
Overstay,"At the border crossing point – at sea, land, air",Slovakia,2022,5,0.09
Overstay,"At the border crossing point – at sea, land, air",Slovakia,2023,5,0.09
Overstay,In the external border area,Austria,2021,0,0.0
Overstay,In the external border area,Austria,2022,0,0.0
Overstay,In the external border area,Belgium,2021,0,0.0
Overstay,In the external border area,Belgium,2022,0,0.0
Overstay,In the external border area,Belgium,2023,0,0.0
Overstay,In the external border area,Bulgaria,2021,0,0.0
Overstay,In the external border area,Bulgaria,2022,620,9.56
Overstay,In the external border area,Bulgaria,2023,585,9.07
Overstay,In the external border area,Switzerland,2020,0,0.0
Overstay,In the external border area,Switzerland,2021,0,0.0
Overstay,In the external border area,Switzerland,2022,0,0.0
Overstay,In the external border area,Switzerland,2023,0,0.0
Overstay,In the external border area,Cyprus,2021,0,0.0
Overstay,In the external border area,Cyprus,2022,0,0.0
Overstay,In the external border area,Cyprus,2023,1100,119.47
Overstay,In the external border area,Czechia,2021,0,0.0
Overstay,In the external border area,Czechia,2022,0,0.0
Overstay,In the external border area,Czechia,2023,10,0.09
Overstay,In the external border area,Germany,2021,0,0.0
Overstay,In the external border area,Germany,2022,0,0.0
Overstay,In the external border area,Germany,2023,0,0.0
Overstay,In the external border area,Denmark,2021,60,1.03
Overstay,In the external border area,Denmark,2022,165,2.81
Overstay,In the external border area,Denmark,2023,685,11.55
Overstay,In the external border area,Estonia,2021,70,5.26
Overstay,In the external border area,Estonia,2022,280,21.02
Overstay,In the external border area,Estonia,2023,220,16.11
Overstay,In the external border area,Greece,2021,0,0.0
Overstay,In the external border area,Greece,2022,40,0.38
Overstay,In the external border area,Greece,2023,0,0.0
Overstay,In the external border area,Spain,2021,0,0.0
Overstay,In the external border area,Spain,2022,0,0.0
Overstay,In the external border area,Spain,2023,0,0.0
Overstay,In the external border area,European Union - 27 countries (from 2020),2023,83590,
Overstay,In the external border area,Finland,2021,65,1.17
Overstay,In the external border area,Finland,2022,375,6.76
Overstay,In the external border area,Finland,2023,415,7.46
Overstay,In the external border area,France,2021,1790,2.64
