sex,citizen,geo,year,OBS_VALUE
Females,Reporting country,Germany,2011,5.2
Females,Reporting country,Germany,2012,4.8
Females,Reporting country,Germany,2013,4.5
Females,Reporting country,Germany,2014,4.2
Females,Reporting country,Germany,2015,3.8
Females,Reporting country,Germany,2016,3.3
Females,Reporting country,Germany,2017,2.9
Females,Reporting country,Germany,2018,2.5
Females,Reporting country,Germany,2019,2.3
Females,Reporting country,Germany,2020,2.8
Females,Reporting country,Germany,2021,2.7
Females,Reporting country,Germany,2022,2.4
Females,Reporting country,Germany,2023,2.2
Females,Reporting country,Germany,2024,2.4
Females,Reporting country,Denmark,2008,3.8
Females,Reporting country,Denmark,2009,5.4
Females,Reporting country,Denmark,2010,6.4
Females,Reporting country,Denmark,2011,7.0
Females,Reporting country,Denmark,2012,7.1
Females,Reporting country,Denmark,2013,7.1
Females,Reporting country,Denmark,2014,6.5
Females,Reporting country,Denmark,2015,5.7
Females,Reporting country,Denmark,2016,5.7
Females,Reporting country,Denmark,2017,5.6
Females,Reporting country,Denmark,2018,4.8
Females,Reporting country,Denmark,2019,4.9
Females,Reporting country,Denmark,2020,5.5
Females,Reporting country,Denmark,2021,4.8
Females,Reporting country,Denmark,2022,4.0
Females,Reporting country,Denmark,2023,4.9
Females,Reporting country,Denmark,2024,5.9
Females,Reporting country,Estonia,2008,4.2
Females,Reporting country,Estonia,2009,9.0
Females,Reporting country,Estonia,2010,11.6
Females,Reporting country,Estonia,2011,10.2
Females,Reporting country,Estonia,2012,7.5
Females,Reporting country,Estonia,2013,7.1
Females,Reporting country,Estonia,2014,5.9
Females,Reporting country,Estonia,2015,5.7
Females,Reporting country,Estonia,2016,5.4
Females,Reporting country,Estonia,2017,4.7
Females,Reporting country,Estonia,2018,4.5
Females,Reporting country,Estonia,2019,4.3
Females,Reporting country,Estonia,2020,6.3
Females,Reporting country,Estonia,2021,4.7
Females,Reporting country,Estonia,2022,4.7
Females,Reporting country,Estonia,2023,5.7
Females,Reporting country,Estonia,2024,6.3
Females,Reporting country,Greece,2008,11.5
Females,Reporting country,Greece,2009,13.4
Females,Reporting country,Greece,2010,16.4
Females,Reporting country,Greece,2011,21.5
Females,Reporting country,Greece,2012,27.9
Females,Reporting country,Greece,2013,30.7
Females,Reporting country,Greece,2014,29.9
Females,Reporting country,Greece,2015,28.6
Females,Reporting country,Greece,2016,27.7
Females,Reporting country,Greece,2017,25.7
Females,Reporting country,Greece,2018,23.6
Females,Reporting country,Greece,2019,20.7
Females,Reporting country,Greece,2020,18.8
Females,Reporting country,Greece,2021,18.1
Females,Reporting country,Greece,2022,15.8
Females,Reporting country,Greece,2023,13.9
Females,Reporting country,Greece,2024,12.3
Females,Reporting country,Spain,2008,12.0
Females,Reporting country,Spain,2009,17.0
Females,Reporting country,Spain,2010,19.0
Females,Reporting country,Spain,2011,20.3
Females,Reporting country,Spain,2012,23.6
Females,Reporting country,Spain,2013,25.3
Females,Reporting country,Spain,2014,24.3
Females,Reporting country,Spain,2015,22.6
Females,Reporting country,Spain,2016,20.4
Females,Reporting country,Spain,2017,18.1
Females,Reporting country,Spain,2018,16.1
Females,Reporting country,Spain,2019,15.0
Females,Reporting country,Spain,2020,15.7
Females,Reporting country,Spain,2021,15.3
Females,Reporting country,Spain,2022,13.6
Females,Reporting country,Spain,2023,12.7
Females,Reporting country,Spain,2024,11.6
Females,Reporting country,Finland,2008,6.5
Females,Reporting country,Finland,2009,7.4
Females,Reporting country,Finland,2010,7.4
Females,Reporting country,Finland,2011,6.9
Females,Reporting country,Finland,2012,6.9
Females,Reporting country,Finland,2013,7.3
Females,Reporting country,Finland,2014,7.6
Females,Reporting country,Finland,2015,8.5
Females,Reporting country,Finland,2016,8.1
Females,Reporting country,Finland,2017,8.1
Females,Reporting country,Finland,2018,6.9
Females,Reporting country,Finland,2019,5.9
Females,Reporting country,Finland,2020,7.2
Females,Reporting country,Finland,2021,6.6
Females,Reporting country,Finland,2022,6.1
Females,Reporting country,Finland,2023,5.7
Females,Reporting country,Finland,2024,6.6
Females,Reporting country,France,2008,7.1
Females,Reporting country,France,2009,8.4
Females,Reporting country,France,2010,8.6
Females,Reporting country,France,2011,8.5
Females,Reporting country,France,2012,8.8
Females,Reporting country,France,2013,9.3
Females,Reporting country,France,2014,9.4
Females,Reporting country,France,2015,9.3
Females,Reporting country,France,2016,9.2
Females,Reporting country,France,2017,8.7
Females,Reporting country,France,2018,8.5
Females,Reporting country,France,2019,7.8
Females,Reporting country,France,2020,7.4
Females,Reporting country,France,2021,7.2
Females,Reporting country,France,2022,6.6
Females,Reporting country,France,2023,6.8
Females,Reporting country,France,2024,6.7
Females,Reporting country,Croatia,2008,10.4
Females,Reporting country,Croatia,2009,10.8
Females,Reporting country,Croatia,2010,12.4
Females,Reporting country,Croatia,2011,13.8
Females,Reporting country,Croatia,2012,16.0
Females,Reporting country,Croatia,2013,16.7
Females,Reporting country,Croatia,2014,18.3
Females,Reporting country,Croatia,2015,17.0
Females,Reporting country,Croatia,2016,13.7
Females,Reporting country,Croatia,2017,11.8
Females,Reporting country,Croatia,2018,9.3
Females,Reporting country,Croatia,2019,7.1
Females,Reporting country,Croatia,2020,7.5
Females,Reporting country,Croatia,2021,7.9
Females,Reporting country,Croatia,2022,7.8
Females,Reporting country,Croatia,2023,6.7
Females,Reporting country,Croatia,2024,5.0
Females,Reporting country,Hungary,2008,8.0
Females,Reporting country,Hungary,2009,9.7
Females,Reporting country,Hungary,2010,10.7
Females,Reporting country,Hungary,2011,11.0
Females,Reporting country,Hungary,2012,10.6
Females,Reporting country,Hungary,2013,10.1
Females,Reporting country,Hungary,2014,7.9
Females,Reporting country,Hungary,2015,7.1
Females,Reporting country,Hungary,2016,5.1
Females,Reporting country,Hungary,2017,4.6
Females,Reporting country,Hungary,2018,3.9
Females,Reporting country,Hungary,2019,3.5
Females,Reporting country,Hungary,2020,4.4
Females,Reporting country,Hungary,2021,4.2
Females,Reporting country,Hungary,2022,3.5
Females,Reporting country,Hungary,2023,4.2
Females,Reporting country,Hungary,2024,4.4
Females,Reporting country,Ireland,2008,5.3
Females,Reporting country,Ireland,2009,8.7
Females,Reporting country,Ireland,2010,10.7
Females,Reporting country,Ireland,2011,11.7
Females,Reporting country,Ireland,2012,12.0
Females,Reporting country,Ireland,2013,11.6
Females,Reporting country,Ireland,2014,10.3
Females,Reporting country,Ireland,2015,8.5
Females,Reporting country,Ireland,2016,7.2
Females,Reporting country,Ireland,2017,6.0
Females,Reporting country,Ireland,2018,5.2
Females,Reporting country,Ireland,2019,4.4
Females,Reporting country,Ireland,2020,5.2
Females,Reporting country,Ireland,2021,5.8
Females,Reporting country,Ireland,2022,4.1
Females,Reporting country,Ireland,2023,3.8
Females,Reporting country,Ireland,2024,3.7
Females,Reporting country,Iceland,2008,2.5
Females,Reporting country,Iceland,2009,5.5
Females,Reporting country,Iceland,2010,6.5
Females,Reporting country,Iceland,2011,6.0
Females,Reporting country,Iceland,2012,5.3
Females,Reporting country,Iceland,2013,4.7
Females,Reporting country,Iceland,2014,4.6
Females,Reporting country,Iceland,2015,3.9
Females,Reporting country,Iceland,2016,2.9
Females,Reporting country,Iceland,2017,2.7
Females,Reporting country,Iceland,2018,2.3
Females,Reporting country,Iceland,2019,3.0
Females,Reporting country,Iceland,2020,4.9
Females,Reporting country,Iceland,2021,5.3
Females,Reporting country,Iceland,2022,3.0
Females,Reporting country,Iceland,2023,2.8
Females,Reporting country,Iceland,2024,3.2
Females,Reporting country,Italy,2008,8.2
Females,Reporting country,Italy,2009,8.9
Females,Reporting country,Italy,2010,9.3
Females,Reporting country,Italy,2011,9.0
Females,Reporting country,Italy,2012,11.4
Females,Reporting country,Italy,2013,12.4
Females,Reporting country,Italy,2014,13.3
Females,Reporting country,Italy,2015,12.0
Females,Reporting country,Italy,2016,12.2
Females,Reporting country,Italy,2017,11.9
Females,Reporting country,Italy,2018,11.1
Females,Reporting country,Italy,2019,10.4
Females,Reporting country,Italy,2020,9.6
Females,Reporting country,Italy,2021,9.8
Females,Reporting country,Italy,2022,8.7
Females,Reporting country,Italy,2023,8.2
Females,Reporting country,Italy,2024,6.8
Females,Reporting country,Lithuania,2008,5.6
Females,Reporting country,Lithuania,2009,10.5
Females,Reporting country,Lithuania,2010,14.5
Females,Reporting country,Lithuania,2011,12.9
Females,Reporting country,Lithuania,2012,11.5
Females,Reporting country,Lithuania,2013,10.5
Females,Reporting country,Lithuania,2014,9.3
Females,Reporting country,Lithuania,2015,8.2
Females,Reporting country,Lithuania,2016,6.7
Females,Reporting country,Lithuania,2017,5.7
Females,Reporting country,Lithuania,2018,5.4
Females,Reporting country,Lithuania,2019,5.5
Females,Reporting country,Lithuania,2020,7.7
Females,Reporting country,Lithuania,2021,6.6
Females,Reporting country,Lithuania,2022,5.5
Females,Reporting country,Lithuania,2023,6.4
Females,Reporting country,Lithuania,2024,6.3
Females,Reporting country,Luxembourg,2008,4.1
Females,Reporting country,Luxembourg,2009,3.2
Females,Reporting country,Luxembourg,2010,3.3
Females,Reporting country,Luxembourg,2011,4.3
Females,Reporting country,Luxembourg,2012,3.5
Females,Reporting country,Luxembourg,2013,3.7
Females,Reporting country,Luxembourg,2014,3.2
Females,Reporting country,Luxembourg,2015,4.4
Females,Reporting country,Luxembourg,2016,3.9
Females,Reporting country,Luxembourg,2017,3.6
Females,Reporting country,Luxembourg,2018,4.4
Females,Reporting country,Luxembourg,2019,3.6
Females,Reporting country,Luxembourg,2020,3.8
Females,Reporting country,Luxembourg,2021,3.8
Females,Reporting country,Luxembourg,2022,4.2
Females,Reporting country,Luxembourg,2023,5.3
Females,Reporting country,Luxembourg,2024,5.0
Females,Reporting country,Latvia,2008,6.7
Females,Reporting country,Latvia,2009,13.1
Females,Reporting country,Latvia,2010,15.5
Females,Reporting country,Latvia,2011,13.0
Females,Reporting country,Latvia,2012,12.5
Females,Reporting country,Latvia,2013,10.5
Females,Reporting country,Latvia,2014,9.7
Females,Reporting country,Latvia,2015,8.2
Females,Reporting country,Latvia,2016,7.8
Females,Reporting country,Latvia,2017,7.5
Females,Reporting country,Latvia,2018,6.1
Females,Reporting country,Latvia,2019,5.4
Females,Reporting country,Latvia,2020,6.7
Females,Reporting country,Latvia,2021,6.1
Females,Reporting country,Latvia,2022,5.1
Females,Reporting country,Latvia,2023,5.3
Females,Reporting country,Latvia,2024,5.6
Females,Reporting country,Montenegro,2011,20.5
Females,Reporting country,Montenegro,2012,19.9
Females,Reporting country,Montenegro,2013,18.6
Females,Reporting country,Montenegro,2014,18.1
Females,Reporting country,Montenegro,2015,17.3
Females,Reporting country,Montenegro,2016,16.9
Females,Reporting country,Montenegro,2017,17.1
Females,Reporting country,Montenegro,2018,15.5
Females,Reporting country,Montenegro,2019,16.2
Females,Reporting country,Montenegro,2020,18.7
Females,Reporting country,North Macedonia,2008,34.2
Females,Reporting country,North Macedonia,2009,32.8
Females,Reporting country,North Macedonia,2010,32.2
Females,Reporting country,North Macedonia,2011,30.8
Females,Reporting country,North Macedonia,2012,30.3
Females,Reporting country,North Macedonia,2013,29.0
Females,Reporting country,North Macedonia,2014,28.6
Females,Reporting country,North Macedonia,2015,25.1
Females,Reporting country,North Macedonia,2016,22.7
Females,Reporting country,North Macedonia,2017,21.8
Females,Reporting country,North Macedonia,2018,19.9
Females,Reporting country,North Macedonia,2019,18.4
Females,Reporting country,North Macedonia,2020,16.0
Females,Reporting country,Malta,2008,6.6
Females,Reporting country,Malta,2009,7.3
Females,Reporting country,Malta,2010,7.1
Females,Reporting country,Malta,2011,7.2
Females,Reporting country,Malta,2012,7.3
Females,Reporting country,Malta,2013,6.6
Females,Reporting country,Malta,2014,5.1
Females,Reporting country,Malta,2015,5.2
Females,Reporting country,Malta,2016,5.3
Females,Reporting country,Malta,2017,4.5
Females,Reporting country,Malta,2018,3.5
Females,Reporting country,Malta,2019,3.1
Females,Reporting country,Malta,2020,3.9
Females,Reporting country,Malta,2021,2.7
Females,Reporting country,Malta,2022,2.4
Females,Reporting country,Malta,2023,2.5
Females,Reporting country,Malta,2024,2.3
Females,Reporting country,Netherlands,2008,4.2
Females,Reporting country,Netherlands,2009,4.7
Females,Reporting country,Netherlands,2010,5.3
Females,Reporting country,Netherlands,2011,5.1
Females,Reporting country,Netherlands,2012,5.9
Females,Reporting country,Netherlands,2013,7.0
Females,Reporting country,Netherlands,2014,7.5
Females,Reporting country,Netherlands,2015,6.9
Females,Reporting country,Netherlands,2016,6.3
Females,Reporting country,Netherlands,2017,5.1
Females,Reporting country,Netherlands,2018,3.7
Females,Reporting country,Netherlands,2019,3.1
Females,Reporting country,Netherlands,2020,3.7
Females,Reporting country,Netherlands,2021,4.1
Females,Reporting country,Netherlands,2022,3.6
Females,Reporting country,Netherlands,2023,3.5
Females,Reporting country,Netherlands,2024,3.5
Females,Reporting country,Norway,2008,2.3
Females,Reporting country,Norway,2009,2.4
Females,Reporting country,Norway,2010,2.7
Females,Reporting country,Norway,2011,2.7
Females,Reporting country,Norway,2012,2.3
Females,Reporting country,Norway,2013,2.8
Females,Reporting country,Norway,2014,2.8
Females,Reporting country,Norway,2015,3.3
Females,Reporting country,Norway,2016,3.4
Females,Reporting country,Norway,2017,3.1
Females,Reporting country,Norway,2018,2.8
Females,Reporting country,Norway,2019,3.0
Females,Reporting country,Norway,2020,3.4
Females,Reporting country,Norway,2021,3.5
Females,Reporting country,Norway,2022,2.7
Females,Reporting country,Norway,2023,2.9
Females,Reporting country,Norway,2024,3.3
Females,Reporting country,Poland,2008,8.0
Females,Reporting country,Poland,2009,8.7
Females,Reporting country,Poland,2010,10.0
Females,Reporting country,Poland,2011,10.4
Females,Reporting country,Poland,2012,10.9
Females,Reporting country,Poland,2013,11.1
Females,Reporting country,Poland,2014,9.6
Females,Reporting country,Poland,2015,7.7
Females,Reporting country,Poland,2016,6.2
Females,Reporting country,Poland,2017,4.9
Females,Reporting country,Poland,2018,3.8
Females,Reporting country,Poland,2019,3.5
Females,Reporting country,Poland,2020,3.3
Females,Reporting country,Poland,2021,3.4
Females,Reporting country,Poland,2022,2.9
Females,Reporting country,Poland,2023,2.8
Females,Reporting country,Poland,2024,3.0
Females,Reporting country,Portugal,2008,8.7
Females,Reporting country,Portugal,2009,9.9
Females,Reporting country,Portugal,2010,11.6
Females,Reporting country,Portugal,2011,12.9
Females,Reporting country,Portugal,2012,15.4
Females,Reporting country,Portugal,2013,16.2
Females,Reporting country,Portugal,2014,14.2
Females,Reporting country,Portugal,2015,12.5
Females,Reporting country,Portugal,2016,11.1
Females,Reporting country,Portugal,2017,9.3
Females,Reporting country,Portugal,2018,7.3
Females,Reporting country,Portugal,2019,6.9
Females,Reporting country,Portugal,2020,6.9
Females,Reporting country,Portugal,2021,6.9
Females,Reporting country,Portugal,2022,6.3
Females,Reporting country,Portugal,2023,6.3
Females,Reporting country,Portugal,2024,6.2
Females,Reporting country,Romania,2008,4.7
Females,Reporting country,Romania,2009,5.8
Females,Reporting country,Romania,2010,6.2
Females,Reporting country,Romania,2011,6.5
Females,Reporting country,Romania,2012,6.1
Females,Reporting country,Romania,2013,6.3
Females,Reporting country,Romania,2014,6.1
Females,Reporting country,Romania,2015,5.9
Females,Reporting country,Romania,2016,5.0
Females,Reporting country,Romania,2017,4.0
Females,Reporting country,Romania,2018,3.5
Females,Reporting country,Romania,2019,3.4
Females,Reporting country,Romania,2020,4.7
Females,Reporting country,Romania,2021,5.1
Females,Reporting country,Romania,2022,5.0
Females,Reporting country,Romania,2023,5.1
Females,Reporting country,Romania,2024,5.1
Females,Reporting country,Serbia,2010,20.3
Females,Reporting country,Serbia,2011,23.9
Females,Reporting country,Serbia,2012,25.1
Females,Reporting country,Serbia,2013,23.9
Females,Reporting country,Serbia,2014,20.5
Females,Reporting country,Serbia,2015,18.9
Females,Reporting country,Serbia,2016,16.2
Females,Reporting country,Serbia,2017,14.4
Females,Reporting country,Serbia,2018,13.8
Females,Reporting country,Serbia,2019,11.2
Females,Reporting country,Serbia,2020,9.5
Females,Reporting country,Serbia,2021,12.2
Females,Reporting country,Serbia,2022,10.1
Females,Reporting country,Serbia,2023,9.9
Females,Reporting country,Serbia,2024,8.9
Females,Reporting country,Sweden,2008,6.1
Females,Reporting country,Sweden,2009,7.6
Females,Reporting country,Sweden,2010,7.9
Females,Reporting country,Sweden,2011,7.0
Females,Reporting country,Sweden,2012,7.0
Females,Reporting country,Sweden,2013,7.1
Females,Reporting country,Sweden,2014,6.8
Females,Reporting country,Sweden,2015,6.4
Females,Reporting country,Sweden,2016,5.6
Females,Reporting country,Sweden,2017,5.2
Females,Reporting country,Sweden,2018,5.0
Females,Reporting country,Sweden,2019,5.5
Females,Reporting country,Sweden,2020,6.4
Females,Reporting country,Sweden,2021,7.4
Females,Reporting country,Sweden,2022,6.7
Females,Reporting country,Sweden,2023,6.6
Females,Reporting country,Sweden,2024,7.4
Females,Reporting country,Slovenia,2008,4.8
Females,Reporting country,Slovenia,2009,5.7
Females,Reporting country,Slovenia,2010,6.9
Females,Reporting country,Slovenia,2011,8.0
Females,Reporting country,Slovenia,2012,9.0
Females,Reporting country,Slovenia,2013,10.2
Females,Reporting country,Slovenia,2014,10.1
Females,Reporting country,Slovenia,2015,9.6
Females,Reporting country,Slovenia,2016,8.1
Females,Reporting country,Slovenia,2017,7.2
Females,Reporting country,Slovenia,2018,5.4
Females,Reporting country,Slovenia,2019,4.7
Females,Reporting country,Slovenia,2020,5.2
Females,Reporting country,Slovenia,2021,4.9
Females,Reporting country,Slovenia,2022,3.9
Females,Reporting country,Slovenia,2023,3.4
Females,Reporting country,Slovenia,2024,3.4
Females,Reporting country,Slovakia,2008,10.9
Females,Reporting country,Slovakia,2009,12.8
Females,Reporting country,Slovakia,2010,14.6
Females,Reporting country,Slovakia,2011,13.6
Females,Reporting country,Slovakia,2012,14.5
Females,Reporting country,Slovakia,2013,14.5
Females,Reporting country,Slovakia,2014,13.6
Females,Reporting country,Slovakia,2015,12.9
Females,Reporting country,Slovakia,2016,10.7
Females,Reporting country,Slovakia,2017,8.4
Females,Reporting country,Slovakia,2018,7.0
Females,Reporting country,Slovakia,2019,5.9
Females,Reporting country,Slovakia,2020,7.1
Females,Reporting country,Slovakia,2021,7.0
Females,Reporting country,Slovakia,2022,6.4
Females,Reporting country,Slovakia,2023,5.9
Females,Reporting country,Slovakia,2024,5.9
Females,Reporting country,United Kingdom,2008,4.9
Females,Reporting country,United Kingdom,2009,6.2
Females,Reporting country,United Kingdom,2010,6.6
Females,Reporting country,United Kingdom,2011,7.1
Females,Reporting country,United Kingdom,2012,7.1
Females,Reporting country,United Kingdom,2013,6.8
Females,Reporting country,United Kingdom,2014,5.5
Females,Reporting country,United Kingdom,2015,4.9
Females,Reporting country,United Kingdom,2016,4.4
Females,Reporting country,United Kingdom,2017,3.9
Females,Reporting country,United Kingdom,2018,3.7
Females,Reporting country,United Kingdom,2019,3.3
Females,Non-EU27 countries (from 2020) nor reporting country,Austria,2008,10.3
Females,Non-EU27 countries (from 2020) nor reporting country,Austria,2009,12.3
Females,Non-EU27 countries (from 2020) nor reporting country,Austria,2010,11.3
Females,Non-EU27 countries (from 2020) nor reporting country,Austria,2011,11.6
Females,Non-EU27 countries (from 2020) nor reporting country,Austria,2012,11.8
Females,Non-EU27 countries (from 2020) nor reporting country,Austria,2013,12.5
Females,Non-EU27 countries (from 2020) nor reporting country,Austria,2014,13.4
Females,Non-EU27 countries (from 2020) nor reporting country,Austria,2015,13.5
Females,Non-EU27 countries (from 2020) nor reporting country,Austria,2016,14.8
Females,Non-EU27 countries (from 2020) nor reporting country,Austria,2017,14.4
Females,Non-EU27 countries (from 2020) nor reporting country,Austria,2018,13.3
Females,Non-EU27 countries (from 2020) nor reporting country,Austria,2019,13.7
Females,Non-EU27 countries (from 2020) nor reporting country,Austria,2020,16.0
Females,Non-EU27 countries (from 2020) nor reporting country,Austria,2021,16.9
Females,Non-EU27 countries (from 2020) nor reporting country,Austria,2022,13.2
Females,Non-EU27 countries (from 2020) nor reporting country,Austria,2023,13.3
Females,Non-EU27 countries (from 2020) nor reporting country,Austria,2024,12.5
Females,Non-EU27 countries (from 2020) nor reporting country,Bosnia and Herzegovina,2021,
Females,Non-EU27 countries (from 2020) nor reporting country,Bosnia and Herzegovina,2022,
Females,Non-EU27 countries (from 2020) nor reporting country,Bosnia and Herzegovina,2023,
Females,Non-EU27 countries (from 2020) nor reporting country,Bosnia and Herzegovina,2024,
Females,Non-EU27 countries (from 2020) nor reporting country,Belgium,2008,25.1
Females,Non-EU27 countries (from 2020) nor reporting country,Belgium,2009,26.3
Females,Non-EU27 countries (from 2020) nor reporting country,Belgium,2010,32.0
Females,Non-EU27 countries (from 2020) nor reporting country,Belgium,2011,26.9
Females,Non-EU27 countries (from 2020) nor reporting country,Belgium,2012,28.0
Females,Non-EU27 countries (from 2020) nor reporting country,Belgium,2013,26.2
Females,Non-EU27 countries (from 2020) nor reporting country,Belgium,2014,28.2
Females,Non-EU27 countries (from 2020) nor reporting country,Belgium,2015,22.2
Females,Non-EU27 countries (from 2020) nor reporting country,Belgium,2016,26.4
Females,Non-EU27 countries (from 2020) nor reporting country,Belgium,2017,25.1
Females,Non-EU27 countries (from 2020) nor reporting country,Belgium,2018,20.8
Females,Non-EU27 countries (from 2020) nor reporting country,Belgium,2019,20.8
Females,Non-EU27 countries (from 2020) nor reporting country,Belgium,2020,19.9
Females,Non-EU27 countries (from 2020) nor reporting country,Belgium,2021,25.8
Females,Non-EU27 countries (from 2020) nor reporting country,Belgium,2022,20.8
Females,Non-EU27 countries (from 2020) nor reporting country,Belgium,2023,13.7
Females,Non-EU27 countries (from 2020) nor reporting country,Belgium,2024,14.4
Females,Non-EU27 countries (from 2020) nor reporting country,Bulgaria,2008,
Females,Non-EU27 countries (from 2020) nor reporting country,Bulgaria,2009,
Females,Non-EU27 countries (from 2020) nor reporting country,Bulgaria,2010,
Females,Non-EU27 countries (from 2020) nor reporting country,Bulgaria,2011,
Females,Non-EU27 countries (from 2020) nor reporting country,Bulgaria,2012,
Females,Non-EU27 countries (from 2020) nor reporting country,Bulgaria,2013,
Females,Non-EU27 countries (from 2020) nor reporting country,Bulgaria,2014,
Females,Non-EU27 countries (from 2020) nor reporting country,Bulgaria,2015,
Females,Non-EU27 countries (from 2020) nor reporting country,Bulgaria,2016,
Females,Non-EU27 countries (from 2020) nor reporting country,Bulgaria,2017,
Females,Non-EU27 countries (from 2020) nor reporting country,Bulgaria,2018,
Females,Non-EU27 countries (from 2020) nor reporting country,Bulgaria,2019,
Females,Non-EU27 countries (from 2020) nor reporting country,Bulgaria,2020,
Females,Non-EU27 countries (from 2020) nor reporting country,Bulgaria,2021,
Females,Non-EU27 countries (from 2020) nor reporting country,Bulgaria,2022,
Females,Non-EU27 countries (from 2020) nor reporting country,Bulgaria,2023,
Females,Non-EU27 countries (from 2020) nor reporting country,Bulgaria,2024,
Females,Non-EU27 countries (from 2020) nor reporting country,Switzerland,2008,13.4
Females,Non-EU27 countries (from 2020) nor reporting country,Switzerland,2009,15.0
Females,Non-EU27 countries (from 2020) nor reporting country,Switzerland,2010,17.2
Females,Non-EU27 countries (from 2020) nor reporting country,Switzerland,2011,14.4
Females,Non-EU27 countries (from 2020) nor reporting country,Switzerland,2012,15.1
Females,Non-EU27 countries (from 2020) nor reporting country,Switzerland,2013,16.2
Females,Non-EU27 countries (from 2020) nor reporting country,Switzerland,2014,15.7
Females,Non-EU27 countries (from 2020) nor reporting country,Switzerland,2015,15.5
Females,Non-EU27 countries (from 2020) nor reporting country,Switzerland,2016,15.2
Females,Non-EU27 countries (from 2020) nor reporting country,Switzerland,2017,14.3
Females,Non-EU27 countries (from 2020) nor reporting country,Switzerland,2018,16.8
Females,Non-EU27 countries (from 2020) nor reporting country,Switzerland,2019,14.3
Females,Non-EU27 countries (from 2020) nor reporting country,Switzerland,2020,14.3
Females,Non-EU27 countries (from 2020) nor reporting country,Switzerland,2021,15.4
Females,Non-EU27 countries (from 2020) nor reporting country,Switzerland,2022,12.6
Females,Non-EU27 countries (from 2020) nor reporting country,Switzerland,2023,12.7
Females,Non-EU27 countries (from 2020) nor reporting country,Switzerland,2024,13.1
Females,Non-EU27 countries (from 2020) nor reporting country,Cyprus,2008,3.3
Females,Non-EU27 countries (from 2020) nor reporting country,Cyprus,2009,3.0
Females,Non-EU27 countries (from 2020) nor reporting country,Cyprus,2010,3.9
Females,Non-EU27 countries (from 2020) nor reporting country,Cyprus,2011,3.3
Females,Non-EU27 countries (from 2020) nor reporting country,Cyprus,2012,5.9
Females,Non-EU27 countries (from 2020) nor reporting country,Cyprus,2013,7.9
Females,Non-EU27 countries (from 2020) nor reporting country,Cyprus,2014,6.6
Females,Non-EU27 countries (from 2020) nor reporting country,Cyprus,2015,7.7
Females,Non-EU27 countries (from 2020) nor reporting country,Cyprus,2016,8.4
Females,Non-EU27 countries (from 2020) nor reporting country,Cyprus,2017,7.3
Females,Non-EU27 countries (from 2020) nor reporting country,Cyprus,2018,5.3
Females,Non-EU27 countries (from 2020) nor reporting country,Cyprus,2019,3.8
Females,Non-EU27 countries (from 2020) nor reporting country,Cyprus,2020,5.3
Females,Non-EU27 countries (from 2020) nor reporting country,Cyprus,2021,5.7
Females,Non-EU27 countries (from 2020) nor reporting country,Cyprus,2022,7.3
Females,Non-EU27 countries (from 2020) nor reporting country,Cyprus,2023,6.8
Females,Non-EU27 countries (from 2020) nor reporting country,Cyprus,2024,6.3
Females,Non-EU27 countries (from 2020) nor reporting country,Czechia,2008,5.1
Females,Non-EU27 countries (from 2020) nor reporting country,Czechia,2009,7.8
Females,Non-EU27 countries (from 2020) nor reporting country,Czechia,2010,6.9
Females,Non-EU27 countries (from 2020) nor reporting country,Czechia,2011,6.9
Females,Non-EU27 countries (from 2020) nor reporting country,Czechia,2012,6.2
Females,Non-EU27 countries (from 2020) nor reporting country,Czechia,2013,7.0
Females,Non-EU27 countries (from 2020) nor reporting country,Czechia,2014,6.4
Females,Non-EU27 countries (from 2020) nor reporting country,Czechia,2015,6.5
Females,Non-EU27 countries (from 2020) nor reporting country,Czechia,2016,3.5
Females,Non-EU27 countries (from 2020) nor reporting country,Czechia,2017,4.6
Females,Non-EU27 countries (from 2020) nor reporting country,Czechia,2018,2.5
Females,Non-EU27 countries (from 2020) nor reporting country,Czechia,2019,4.5
Females,Non-EU27 countries (from 2020) nor reporting country,Czechia,2020,4.4
Females,Non-EU27 countries (from 2020) nor reporting country,Czechia,2021,6.0
Females,Non-EU27 countries (from 2020) nor reporting country,Czechia,2022,3.7
Females,Non-EU27 countries (from 2020) nor reporting country,Czechia,2023,4.9
Females,Non-EU27 countries (from 2020) nor reporting country,Czechia,2024,4.6
Females,Non-EU27 countries (from 2020) nor reporting country,Germany,2008,19.0
Females,Non-EU27 countries (from 2020) nor reporting country,Germany,2009,17.8
Females,Non-EU27 countries (from 2020) nor reporting country,Germany,2010,15.7
Females,Non-EU27 countries (from 2020) nor reporting country,Germany,2011,13.4
Females,Non-EU27 countries (from 2020) nor reporting country,Germany,2012,11.9
Females,Non-EU27 countries (from 2020) nor reporting country,Germany,2013,11.8
Females,Non-EU27 countries (from 2020) nor reporting country,Germany,2014,10.7
Females,Non-EU27 countries (from 2020) nor reporting country,Germany,2015,10.8
Females,Non-EU27 countries (from 2020) nor reporting country,Germany,2016,10.3
Females,Non-EU27 countries (from 2020) nor reporting country,Germany,2017,8.9
Females,Non-EU27 countries (from 2020) nor reporting country,Germany,2018,8.3
Females,Non-EU27 countries (from 2020) nor reporting country,Germany,2019,7.9
Females,Non-EU27 countries (from 2020) nor reporting country,Germany,2020,11.3
Females,Non-EU27 countries (from 2020) nor reporting country,Germany,2021,9.0
