Sex,geo,Age class,year,Country of citizenship,Number
Females,Italy,From 40 to 44 years,2012,Foreign country and stateless,243122
Females,Italy,From 40 to 44 years,2013,Foreign country and stateless,255135
Females,Italy,From 40 to 44 years,2014,Foreign country and stateless,259258
Females,Italy,From 40 to 44 years,2015,Foreign country and stateless,262867
Females,Italy,From 40 to 44 years,2016,Foreign country and stateless,262554
Females,Italy,From 40 to 44 years,2017,Foreign country and stateless,263249
Females,Italy,From 40 to 44 years,2018,Foreign country and stateless,266125
Females,Italy,From 40 to 44 years,2019,Foreign country and stateless,272852
Females,Italy,From 40 to 44 years,2020,Foreign country and stateless,275712
Females,Italy,From 40 to 44 years,2021,Foreign country and stateless,279079
Females,Italy,From 40 to 44 years,2022,Foreign country and stateless,272101
Females,Italy,From 40 to 44 years,2023,Foreign country and stateless,276338
Females,Italy,From 40 to 44 years,2024,Foreign country and stateless,275899
Females,Liechtenstein,From 40 to 44 years,2012,Foreign country and stateless,655
Females,Liechtenstein,From 40 to 44 years,2013,Foreign country and stateless,669
Females,Liechtenstein,From 40 to 44 years,2014,Foreign country and stateless,657
Females,Liechtenstein,From 40 to 44 years,2015,Foreign country and stateless,649
Females,Liechtenstein,From 40 to 44 years,2016,Foreign country and stateless,665
Females,Liechtenstein,From 40 to 44 years,2017,Foreign country and stateless,628
Females,Liechtenstein,From 40 to 44 years,2018,Foreign country and stateless,607
Females,Liechtenstein,From 40 to 44 years,2019,Foreign country and stateless,611
Females,Liechtenstein,From 40 to 44 years,2020,Foreign country and stateless,613
Females,Liechtenstein,From 40 to 44 years,2021,Foreign country and stateless,612
Females,Liechtenstein,From 40 to 44 years,2022,Foreign country and stateless,603
Females,Liechtenstein,From 40 to 44 years,2023,Foreign country and stateless,625
Females,Liechtenstein,From 40 to 44 years,2024,Foreign country and stateless,633
Females,Lithuania,From 40 to 44 years,2012,Foreign country and stateless,991
Females,Lithuania,From 40 to 44 years,2013,Foreign country and stateless,1008
Females,Lithuania,From 40 to 44 years,2014,Foreign country and stateless,950
Females,Lithuania,From 40 to 44 years,2015,Foreign country and stateless,930
Females,Lithuania,From 40 to 44 years,2016,Foreign country and stateless,773
Females,Lithuania,From 40 to 44 years,2017,Foreign country and stateless,749
Females,Lithuania,From 40 to 44 years,2018,Foreign country and stateless,602
Females,Lithuania,From 40 to 44 years,2019,Foreign country and stateless,580
Females,Lithuania,From 40 to 44 years,2020,Foreign country and stateless,633
Females,Lithuania,From 40 to 44 years,2021,Foreign country and stateless,943
Females,Lithuania,From 40 to 44 years,2022,Foreign country and stateless,1046
Females,Lithuania,From 40 to 44 years,2023,Foreign country and stateless,4042
Females,Lithuania,From 40 to 44 years,2024,Foreign country and stateless,4945
Females,Latvia,From 40 to 44 years,2012,Foreign country and stateless,9940
Females,Latvia,From 40 to 44 years,2013,Foreign country and stateless,9397
Females,Latvia,From 40 to 44 years,2014,Foreign country and stateless,8785
Females,Latvia,From 40 to 44 years,2015,Foreign country and stateless,8376
Females,Latvia,From 40 to 44 years,2016,Foreign country and stateless,7965
Females,Latvia,From 40 to 44 years,2017,Foreign country and stateless,7383
Females,Latvia,From 40 to 44 years,2018,Foreign country and stateless,6967
Females,Latvia,From 40 to 44 years,2019,Foreign country and stateless,6594
Females,Latvia,From 40 to 44 years,2020,Foreign country and stateless,6089
Females,Latvia,From 40 to 44 years,2021,Foreign country and stateless,5596
Females,Latvia,From 40 to 44 years,2022,Foreign country and stateless,5270
Females,Latvia,From 40 to 44 years,2023,Foreign country and stateless,6223
Females,Latvia,From 40 to 44 years,2024,Foreign country and stateless,6157
Females,Malta,From 40 to 44 years,2012,Foreign country and stateless,861
Females,Malta,From 40 to 44 years,2013,Foreign country and stateless,976
Females,Malta,From 40 to 44 years,2014,Foreign country and stateless,1100
Females,Malta,From 40 to 44 years,2015,Foreign country and stateless,1450
Females,Malta,From 40 to 44 years,2016,Foreign country and stateless,1846
Females,Malta,From 40 to 44 years,2017,Foreign country and stateless,2243
Females,Malta,From 40 to 44 years,2018,Foreign country and stateless,2791
Females,Malta,From 40 to 44 years,2019,Foreign country and stateless,3454
Females,Malta,From 40 to 44 years,2020,Foreign country and stateless,4231
Females,Malta,From 40 to 44 years,2021,Foreign country and stateless,4497
Females,Malta,From 40 to 44 years,2022,Foreign country and stateless,4751
Females,Malta,From 40 to 44 years,2023,Foreign country and stateless,5505
Females,Malta,From 40 to 44 years,2024,Foreign country and stateless,6300
Females,Netherlands,From 40 to 44 years,2012,Foreign country and stateless,33443
Females,Netherlands,From 40 to 44 years,2013,Foreign country and stateless,34536
Females,Netherlands,From 40 to 44 years,2014,Foreign country and stateless,35453
Females,Netherlands,From 40 to 44 years,2015,Foreign country and stateless,36986
Females,Netherlands,From 40 to 44 years,2016,Foreign country and stateless,38740
Females,Netherlands,From 40 to 44 years,2017,Foreign country and stateless,41023
Females,Netherlands,From 40 to 44 years,2018,Foreign country and stateless,43969
Females,Netherlands,From 40 to 44 years,2019,Foreign country and stateless,47324
Females,Netherlands,From 40 to 44 years,2020,Foreign country and stateless,50899
Females,Netherlands,From 40 to 44 years,2021,Foreign country and stateless,53520
Females,Netherlands,From 40 to 44 years,2022,Foreign country and stateless,56512
Females,Netherlands,From 40 to 44 years,2023,Foreign country and stateless,65688
Females,Netherlands,From 40 to 44 years,2024,Foreign country and stateless,70880
Females,Norway,From 40 to 44 years,2012,Foreign country and stateless,15684
Females,Norway,From 40 to 44 years,2013,Foreign country and stateless,17180
Females,Norway,From 40 to 44 years,2014,Foreign country and stateless,18503
Females,Norway,From 40 to 44 years,2015,Foreign country and stateless,19960
Females,Norway,From 40 to 44 years,2016,Foreign country and stateless,21387
Females,Norway,From 40 to 44 years,2017,Foreign country and stateless,22708
Females,Norway,From 40 to 44 years,2018,Foreign country and stateless,23646
Females,Norway,From 40 to 44 years,2019,Foreign country and stateless,25736
Females,Norway,From 40 to 44 years,2020,Foreign country and stateless,27619
Females,Norway,From 40 to 44 years,2021,Foreign country and stateless,28789
Females,Norway,From 40 to 44 years,2022,Foreign country and stateless,28166
Females,Norway,From 40 to 44 years,2023,Foreign country and stateless,29905
Females,Norway,From 40 to 44 years,2024,Foreign country and stateless,31710
Females,Poland,From 40 to 44 years,2012,Foreign country and stateless,3796
Females,Poland,From 40 to 44 years,2013,Foreign country and stateless,4342
Females,Poland,From 40 to 44 years,2014,Foreign country and stateless,5011
Females,Poland,From 40 to 44 years,2015,Foreign country and stateless,5566
Females,Poland,From 40 to 44 years,2016,Foreign country and stateless,6869
Females,Poland,From 40 to 44 years,2017,Foreign country and stateless,9226
Females,Poland,From 40 to 44 years,2018,Foreign country and stateless,10069
Females,Poland,From 40 to 44 years,2019,Foreign country and stateless,11865
Females,Poland,From 40 to 44 years,2020,Foreign country and stateless,14862
Females,Poland,From 40 to 44 years,2021,Foreign country and stateless,21913
Females,Poland,From 40 to 44 years,2022,Foreign country and stateless,21883
Females,Poland,From 40 to 44 years,2023,Foreign country and stateless,22083
Females,Poland,From 40 to 44 years,2024,Foreign country and stateless,22407
Females,Portugal,From 40 to 44 years,2012,Foreign country and stateless,20991
Females,Portugal,From 40 to 44 years,2013,Foreign country and stateless,20376
Females,Portugal,From 40 to 44 years,2014,Foreign country and stateless,19839
Females,Portugal,From 40 to 44 years,2015,Foreign country and stateless,19468
Females,Portugal,From 40 to 44 years,2016,Foreign country and stateless,19103
Females,Portugal,From 40 to 44 years,2017,Foreign country and stateless,19636
Females,Portugal,From 40 to 44 years,2018,Foreign country and stateless,19753
Females,Portugal,From 40 to 44 years,2019,Foreign country and stateless,21788
Females,Portugal,From 40 to 44 years,2020,Foreign country and stateless,24578
Females,Portugal,From 40 to 44 years,2021,Foreign country and stateless,28386
Females,Portugal,From 40 to 44 years,2022,Foreign country and stateless,31049
Females,Portugal,From 40 to 44 years,2023,Foreign country and stateless,37726
Females,Portugal,From 40 to 44 years,2024,Foreign country and stateless,50697
Females,Romania,From 40 to 44 years,2012,Foreign country and stateless,1886
Females,Romania,From 40 to 44 years,2013,Foreign country and stateless,1764
Females,Romania,From 40 to 44 years,2014,Foreign country and stateless,2035
Females,Romania,From 40 to 44 years,2015,Foreign country and stateless,2326
Females,Romania,From 40 to 44 years,2016,Foreign country and stateless,2699
Females,Romania,From 40 to 44 years,2017,Foreign country and stateless,2828
Females,Romania,From 40 to 44 years,2018,Foreign country and stateless,2952
Females,Romania,From 40 to 44 years,2019,Foreign country and stateless,3025
Females,Romania,From 40 to 44 years,2020,Foreign country and stateless,3544
Females,Romania,From 40 to 44 years,2021,Foreign country and stateless,3749
Females,Romania,From 40 to 44 years,2023,Foreign country and stateless,6956
Females,Romania,From 40 to 44 years,2024,Foreign country and stateless,8005
Females,Sweden,From 40 to 44 years,2012,Foreign country and stateless,24838
Females,Sweden,From 40 to 44 years,2013,Foreign country and stateless,25540
Females,Sweden,From 40 to 44 years,2014,Foreign country and stateless,26073
Females,Sweden,From 40 to 44 years,2015,Foreign country and stateless,26990
Females,Sweden,From 40 to 44 years,2016,Foreign country and stateless,28116
Females,Sweden,From 40 to 44 years,2017,Foreign country and stateless,29898
Females,Sweden,From 40 to 44 years,2018,Foreign country and stateless,31605
Females,Sweden,From 40 to 44 years,2019,Foreign country and stateless,33701
Females,Sweden,From 40 to 44 years,2020,Foreign country and stateless,35024
Females,Sweden,From 40 to 44 years,2021,Foreign country and stateless,35269
Females,Sweden,From 40 to 44 years,2022,Foreign country and stateless,34837
Females,Sweden,From 40 to 44 years,2023,Foreign country and stateless,34319
Females,Sweden,From 40 to 44 years,2024,Foreign country and stateless,34642
Females,Slovenia,From 40 to 44 years,2012,Foreign country and stateless,2434
Females,Slovenia,From 40 to 44 years,2013,Foreign country and stateless,2744
Females,Slovenia,From 40 to 44 years,2014,Foreign country and stateless,3003
Females,Slovenia,From 40 to 44 years,2015,Foreign country and stateless,3242
Females,Slovenia,From 40 to 44 years,2016,Foreign country and stateless,3571
Females,Slovenia,From 40 to 44 years,2017,Foreign country and stateless,3973
Females,Slovenia,From 40 to 44 years,2018,Foreign country and stateless,4265
Females,Slovenia,From 40 to 44 years,2019,Foreign country and stateless,4756
Females,Slovenia,From 40 to 44 years,2020,Foreign country and stateless,5320
Females,Slovenia,From 40 to 44 years,2021,Foreign country and stateless,5858
Females,Slovenia,From 40 to 44 years,2022,Foreign country and stateless,6072
Females,Slovenia,From 40 to 44 years,2023,Foreign country and stateless,6849
Females,Slovenia,From 40 to 44 years,2024,Foreign country and stateless,7396
Females,Slovakia,From 40 to 44 years,2012,Foreign country and stateless,2401
Females,Slovakia,From 40 to 44 years,2013,Foreign country and stateless,2540
Females,Slovakia,From 40 to 44 years,2014,Foreign country and stateless,1923
Females,Slovakia,From 40 to 44 years,2015,Foreign country and stateless,2068
Females,Slovakia,From 40 to 44 years,2016,Foreign country and stateless,2298
Females,Slovakia,From 40 to 44 years,2017,Foreign country and stateless,2502
Females,Slovakia,From 40 to 44 years,2018,Foreign country and stateless,2719
Females,Slovakia,From 40 to 44 years,2019,Foreign country and stateless,2954
Females,Slovakia,From 40 to 44 years,2020,Foreign country and stateless,3168
Females,Slovakia,From 40 to 44 years,2021,Foreign country and stateless,3394
Females,Slovakia,From 40 to 44 years,2022,Foreign country and stateless,2779
Females,Slovakia,From 40 to 44 years,2023,Foreign country and stateless,2974
Females,Slovakia,From 40 to 44 years,2024,Foreign country and stateless,3205
Males,Austria,From 40 to 44 years,2012,Foreign country and stateless,43232
Males,Austria,From 40 to 44 years,2013,Foreign country and stateless,44109
Males,Austria,From 40 to 44 years,2014,Foreign country and stateless,46114
Males,Austria,From 40 to 44 years,2015,Foreign country and stateless,49686
Males,Austria,From 40 to 44 years,2016,Foreign country and stateless,54431
Males,Austria,From 40 to 44 years,2017,Foreign country and stateless,57738
Males,Austria,From 40 to 44 years,2018,Foreign country and stateless,61255
Males,Austria,From 40 to 44 years,2019,Foreign country and stateless,65171
Males,Austria,From 40 to 44 years,2020,Foreign country and stateless,68735
Males,Austria,From 40 to 44 years,2021,Foreign country and stateless,72419
Males,Austria,From 40 to 44 years,2022,Foreign country and stateless,75732
Males,Austria,From 40 to 44 years,2023,Foreign country and stateless,81086
Males,Austria,From 40 to 44 years,2024,Foreign country and stateless,84622
Males,Belgium,From 40 to 44 years,2012,Foreign country and stateless,58986
Males,Belgium,From 40 to 44 years,2013,Foreign country and stateless,60238
Males,Belgium,From 40 to 44 years,2014,Foreign country and stateless,60275
Males,Belgium,From 40 to 44 years,2015,Foreign country and stateless,61287
Males,Belgium,From 40 to 44 years,2016,Foreign country and stateless,62487
Males,Belgium,From 40 to 44 years,2017,Foreign country and stateless,62525
Males,Belgium,From 40 to 44 years,2018,Foreign country and stateless,62868
Males,Belgium,From 40 to 44 years,2019,Foreign country and stateless,64191
Males,Belgium,From 40 to 44 years,2020,Foreign country and stateless,65597
Males,Belgium,From 40 to 44 years,2021,Foreign country and stateless,67267
Males,Belgium,From 40 to 44 years,2022,Foreign country and stateless,68396
Males,Belgium,From 40 to 44 years,2023,Foreign country and stateless,71756
Males,Belgium,From 40 to 44 years,2024,Foreign country and stateless,73044
Males,Bulgaria,From 40 to 44 years,2012,Foreign country and stateless,1650
Males,Bulgaria,From 40 to 44 years,2013,Foreign country and stateless,2057
Males,Bulgaria,From 40 to 44 years,2014,Foreign country and stateless,2450
Males,Bulgaria,From 40 to 44 years,2015,Foreign country and stateless,2818
Males,Bulgaria,From 40 to 44 years,2016,Foreign country and stateless,3053
Males,Bulgaria,From 40 to 44 years,2017,Foreign country and stateless,3427
Males,Bulgaria,From 40 to 44 years,2018,Foreign country and stateless,3693
Males,Bulgaria,From 40 to 44 years,2019,Foreign country and stateless,4195
Males,Bulgaria,From 40 to 44 years,2020,Foreign country and stateless,4643
Males,Bulgaria,From 40 to 44 years,2021,Foreign country and stateless,5013
Males,Bulgaria,From 40 to 44 years,2022,Foreign country and stateless,2905
Males,Bulgaria,From 40 to 44 years,2023,Foreign country and stateless,3873
Males,Bulgaria,From 40 to 44 years,2024,Foreign country and stateless,5479
Males,Switzerland,From 40 to 44 years,2012,Foreign country and stateless,94594
Males,Switzerland,From 40 to 44 years,2013,Foreign country and stateless,97024
Males,Switzerland,From 40 to 44 years,2014,Foreign country and stateless,99558
Males,Switzerland,From 40 to 44 years,2015,Foreign country and stateless,102997
Males,Switzerland,From 40 to 44 years,2016,Foreign country and stateless,105324
Males,Switzerland,From 40 to 44 years,2017,Foreign country and stateless,107977
Males,Switzerland,From 40 to 44 years,2018,Foreign country and stateless,109768
Males,Switzerland,From 40 to 44 years,2019,Foreign country and stateless,112230
Males,Switzerland,From 40 to 44 years,2020,Foreign country and stateless,114458
Males,Switzerland,From 40 to 44 years,2021,Foreign country and stateless,118269
Males,Switzerland,From 40 to 44 years,2022,Foreign country and stateless,120777
Males,Switzerland,From 40 to 44 years,2023,Foreign country and stateless,124508
Males,Switzerland,From 40 to 44 years,2024,Foreign country and stateless,129569
Males,Cyprus,From 40 to 44 years,2012,Foreign country and stateless,6483
Males,Cyprus,From 40 to 44 years,2013,Foreign country and stateless,6471
Males,Cyprus,From 40 to 44 years,2014,Foreign country and stateless,7060
Males,Cyprus,From 40 to 44 years,2015,Foreign country and stateless,6976
Males,Cyprus,From 40 to 44 years,2016,Foreign country and stateless,6969
Males,Cyprus,From 40 to 44 years,2017,Foreign country and stateless,7267
Males,Cyprus,From 40 to 44 years,2018,Foreign country and stateless,7463
Males,Cyprus,From 40 to 44 years,2019,Foreign country and stateless,7877
Males,Cyprus,From 40 to 44 years,2020,Foreign country and stateless,8282
Males,Cyprus,From 40 to 44 years,2021,Foreign country and stateless,8607
Males,Cyprus,From 40 to 44 years,2022,Foreign country and stateless,9348
Males,Cyprus,From 40 to 44 years,2023,Foreign country and stateless,10766
Males,Cyprus,From 40 to 44 years,2024,Foreign country and stateless,11729
Males,Czechia,From 40 to 44 years,2012,Foreign country and stateless,29357
Males,Czechia,From 40 to 44 years,2013,Foreign country and stateless,29440
Males,Czechia,From 40 to 44 years,2014,Foreign country and stateless,30231
Males,Czechia,From 40 to 44 years,2015,Foreign country and stateless,31894
Males,Czechia,From 40 to 44 years,2016,Foreign country and stateless,33139
Males,Czechia,From 40 to 44 years,2017,Foreign country and stateless,35059
Males,Czechia,From 40 to 44 years,2018,Foreign country and stateless,35014
Males,Czechia,From 40 to 44 years,2019,Foreign country and stateless,38006
Males,Czechia,From 40 to 44 years,2020,Foreign country and stateless,40844
Males,Czechia,From 40 to 44 years,2021,Foreign country and stateless,31902
Males,Czechia,From 40 to 44 years,2022,Foreign country and stateless,34919
Males,Czechia,From 40 to 44 years,2023,Foreign country and stateless,44903
Males,Czechia,From 40 to 44 years,2024,Foreign country and stateless,49582
Males,Germany,From 40 to 44 years,2012,Foreign country and stateless,327080
Males,Germany,From 40 to 44 years,2013,Foreign country and stateless,349582
Males,Germany,From 40 to 44 years,2014,Foreign country and stateless,369025
Males,Germany,From 40 to 44 years,2015,Foreign country and stateless,391914
Males,Germany,From 40 to 44 years,2016,Foreign country and stateless,430837
Males,Germany,From 40 to 44 years,2017,Foreign country and stateless,444905
Males,Germany,From 40 to 44 years,2018,Foreign country and stateless,462675
Males,Germany,From 40 to 44 years,2019,Foreign country and stateless,478107
Males,Germany,From 40 to 44 years,2020,Foreign country and stateless,485095
Males,Germany,From 40 to 44 years,2021,Foreign country and stateless,493418
Males,Germany,From 40 to 44 years,2022,Foreign country and stateless,499704
Males,Germany,From 40 to 44 years,2023,Foreign country and stateless,534085
Males,Germany,From 40 to 44 years,2024,Foreign country and stateless,559346
Males,Denmark,From 40 to 44 years,2012,Foreign country and stateless,15633
Males,Denmark,From 40 to 44 years,2013,Foreign country and stateless,16106
Males,Denmark,From 40 to 44 years,2014,Foreign country and stateless,16803
Males,Denmark,From 40 to 44 years,2015,Foreign country and stateless,17901
Males,Denmark,From 40 to 44 years,2016,Foreign country and stateless,19350
Males,Denmark,From 40 to 44 years,2017,Foreign country and stateless,20280
Males,Denmark,From 40 to 44 years,2018,Foreign country and stateless,21206
Males,Denmark,From 40 to 44 years,2019,Foreign country and stateless,22552
Males,Denmark,From 40 to 44 years,2020,Foreign country and stateless,23566
Males,Denmark,From 40 to 44 years,2021,Foreign country and stateless,24626
Males,Denmark,From 40 to 44 years,2022,Foreign country and stateless,26535
Males,Denmark,From 40 to 44 years,2023,Foreign country and stateless,29805
Males,Denmark,From 40 to 44 years,2024,Foreign country and stateless,32339
Males,Estonia,From 40 to 44 years,2012,Foreign country and stateless,8898
Males,Estonia,From 40 to 44 years,2013,Foreign country and stateless,8595
Males,Estonia,From 40 to 44 years,2014,Foreign country and stateless,8853
Males,Estonia,From 40 to 44 years,2015,Foreign country and stateless,9206
Males,Estonia,From 40 to 44 years,2016,Foreign country and stateless,9378
Males,Estonia,From 40 to 44 years,2017,Foreign country and stateless,9359
Males,Estonia,From 40 to 44 years,2018,Foreign country and stateless,9358
Males,Estonia,From 40 to 44 years,2019,Foreign country and stateless,9406
Males,Estonia,From 40 to 44 years,2020,Foreign country and stateless,9555
Males,Estonia,From 40 to 44 years,2021,Foreign country and stateless,9724
Males,Estonia,From 40 to 44 years,2022,Foreign country and stateless,10012
Males,Estonia,From 40 to 44 years,2023,Foreign country and stateless,10829
Males,Estonia,From 40 to 44 years,2024,Foreign country and stateless,11482
Males,Greece,From 40 to 44 years,2012,Foreign country and stateless,48094
Males,Greece,From 40 to 44 years,2013,Foreign country and stateless,46700
Males,Greece,From 40 to 44 years,2014,Foreign country and stateless,45104
Males,Greece,From 40 to 44 years,2015,Foreign country and stateless,44330
Males,Greece,From 40 to 44 years,2016,Foreign country and stateless,44255
Males,Greece,From 40 to 44 years,2017,Foreign country and stateless,45386
Males,Greece,From 40 to 44 years,2018,Foreign country and stateless,45941
Males,Greece,From 40 to 44 years,2019,Foreign country and stateless,46017
Males,Greece,From 40 to 44 years,2020,Foreign country and stateless,46561
Males,Greece,From 40 to 44 years,2021,Foreign country and stateless,46365
Males,Greece,From 40 to 44 years,2022,Foreign country and stateless,44709
Males,Greece,From 40 to 44 years,2023,Foreign country and stateless,45092
Males,Greece,From 40 to 44 years,2024,Foreign country and stateless,44108
Males,Spain,From 40 to 44 years,2012,Foreign country and stateless,291686
Males,Spain,From 40 to 44 years,2013,Foreign country and stateless,287219
Males,Spain,From 40 to 44 years,2014,Foreign country and stateless,266861
Males,Spain,From 40 to 44 years,2015,Foreign country and stateless,259444
Males,Spain,From 40 to 44 years,2016,Foreign country and stateless,260927
Males,Spain,From 40 to 44 years,2017,Foreign country and stateless,264921
Males,Spain,From 40 to 44 years,2018,Foreign country and stateless,273346
Males,Spain,From 40 to 44 years,2019,Foreign country and stateless,287213
Males,Spain,From 40 to 44 years,2020,Foreign country and stateless,302883
Males,Spain,From 40 to 44 years,2021,Foreign country and stateless,312714
Males,Spain,From 40 to 44 years,2022,Foreign country and stateless,311037
Males,Spain,From 40 to 44 years,2023,Foreign country and stateless,328983
Males,Spain,From 40 to 44 years,2024,Foreign country and stateless,341261
Males,Finland,From 40 to 44 years,2012,Foreign country and stateless,9001
Males,Finland,From 40 to 44 years,2013,Foreign country and stateless,9820
Males,Finland,From 40 to 44 years,2014,Foreign country and stateless,10552
Males,Finland,From 40 to 44 years,2015,Foreign country and stateless,11384
Males,Finland,From 40 to 44 years,2016,Foreign country and stateless,12168
Males,Finland,From 40 to 44 years,2017,Foreign country and stateless,12913
Males,Finland,From 40 to 44 years,2018,Foreign country and stateless,13348
Males,Finland,From 40 to 44 years,2019,Foreign country and stateless,14125
Males,Finland,From 40 to 44 years,2020,Foreign country and stateless,14902
Males,Finland,From 40 to 44 years,2021,Foreign country and stateless,16089
Males,Finland,From 40 to 44 years,2022,Foreign country and stateless,17726
Males,Finland,From 40 to 44 years,2023,Foreign country and stateless,20094
Males,Finland,From 40 to 44 years,2024,Foreign country and stateless,23016
Males,France,From 40 to 44 years,2012,Foreign country and stateless,166858
Males,France,From 40 to 44 years,2013,Foreign country and stateless,178090
Males,France,From 40 to 44 years,2014,Foreign country and stateless,183509
Males,France,From 40 to 44 years,2015,Foreign country and stateless,191488
Males,France,From 40 to 44 years,2016,Foreign country and stateless,194166
Males,France,From 40 to 44 years,2017,Foreign country and stateless,195430
Males,France,From 40 to 44 years,2018,Foreign country and stateless,207304
Males,France,From 40 to 44 years,2019,Foreign country and stateless,206789
Males,France,From 40 to 44 years,2020,Foreign country and stateless,207583
Males,France,From 40 to 44 years,2021,Foreign country and stateless,213319
Males,France,From 40 to 44 years,2022,Foreign country and stateless,219906
Males,France,From 40 to 44 years,2023,Foreign country and stateless,225105
Males,France,From 40 to 44 years,2024,Foreign country and stateless,238690
Males,Croatia,From 40 to 44 years,2013,Foreign country and stateless,881
Males,Croatia,From 40 to 44 years,2014,Foreign country and stateless,893
Males,Croatia,From 40 to 44 years,2015,Foreign country and stateless,910
Males,Croatia,From 40 to 44 years,2016,Foreign country and stateless,952
Males,Croatia,From 40 to 44 years,2017,Foreign country and stateless,983
Males,Croatia,From 40 to 44 years,2018,Foreign country and stateless,982
Males,Croatia,From 40 to 44 years,2019,Foreign country and stateless,1001
Males,Croatia,From 40 to 44 years,2020,Foreign country and stateless,1168
Males,Croatia,From 40 to 44 years,2021,Foreign country and stateless,1307
Males,Croatia,From 40 to 44 years,2022,Foreign country and stateless,2086
Males,Croatia,From 40 to 44 years,2023,Foreign country and stateless,4337
Males,Croatia,From 40 to 44 years,2024,Foreign country and stateless,7768
Males,Hungary,From 40 to 44 years,2012,Foreign country and stateless,7693
Males,Hungary,From 40 to 44 years,2013,Foreign country and stateless,7747
Males,Hungary,From 40 to 44 years,2014,Foreign country and stateless,7590
Males,Hungary,From 40 to 44 years,2015,Foreign country and stateless,7867
Males,Hungary,From 40 to 44 years,2016,Foreign country and stateless,8500
Males,Hungary,From 40 to 44 years,2017,Foreign country and stateless,7754
Males,Hungary,From 40 to 44 years,2018,Foreign country and stateless,8335
Males,Hungary,From 40 to 44 years,2019,Foreign country and stateless,9543
Males,Hungary,From 40 to 44 years,2020,Foreign country and stateless,10586
Males,Hungary,From 40 to 44 years,2021,Foreign country and stateless,9871
Males,Hungary,From 40 to 44 years,2022,Foreign country and stateless,10082
Males,Hungary,From 40 to 44 years,2023,Foreign country and stateless,10849
Males,Hungary,From 40 to 44 years,2024,Foreign country and stateless,12093
Males,Ireland,From 40 to 44 years,2012,Foreign country and stateless,26733
Males,Ireland,From 40 to 44 years,2013,Foreign country and stateless,26947
Males,Ireland,From 40 to 44 years,2014,Foreign country and stateless,27289
Males,Ireland,From 40 to 44 years,2015,Foreign country and stateless,28290
Males,Ireland,From 40 to 44 years,2016,Foreign country and stateless,29891
Males,Ireland,From 40 to 44 years,2017,Foreign country and stateless,30707
Males,Ireland,From 40 to 44 years,2018,Foreign country and stateless,33775
Males,Ireland,From 40 to 44 years,2019,Foreign country and stateless,38031
Males,Ireland,From 40 to 44 years,2020,Foreign country and stateless,42461
Males,Ireland,From 40 to 44 years,2021,Foreign country and stateless,45501
Males,Ireland,From 40 to 44 years,2022,Foreign country and stateless,48353
Males,Ireland,From 40 to 44 years,2023,Foreign country and stateless,54531
Males,Ireland,From 40 to 44 years,2024,Foreign country and stateless,57717
Males,Iceland,From 40 to 44 years,2012,Foreign country and stateless,923
Males,Iceland,From 40 to 44 years,2013,Foreign country and stateless,973
Males,Iceland,From 40 to 44 years,2014,Foreign country and stateless,1052
Males,Iceland,From 40 to 44 years,2015,Foreign country and stateless,1158
Males,Iceland,From 40 to 44 years,2016,Foreign country and stateless,1299
Males,Iceland,From 40 to 44 years,2017,Foreign country and stateless,1605
Males,Iceland,From 40 to 44 years,2018,Foreign country and stateless,2161
Males,Iceland,From 40 to 44 years,2019,Foreign country and stateless,2606
Males,Iceland,From 40 to 44 years,2020,Foreign country and stateless,2957
Males,Iceland,From 40 to 44 years,2021,Foreign country and stateless,3002
Males,Iceland,From 40 to 44 years,2022,Foreign country and stateless,3300
Males,Iceland,From 40 to 44 years,2023,Foreign country and stateless,3920
Males,Iceland,From 40 to 44 years,2024,Foreign country and stateless,3801
Males,Italy,From 40 to 44 years,2012,Foreign country and stateless,213681
Males,Italy,From 40 to 44 years,2013,Foreign country and stateless,227157
Males,Italy,From 40 to 44 years,2014,Foreign country and stateless,232771
Males,Italy,From 40 to 44 years,2015,Foreign country and stateless,237308
Males,Italy,From 40 to 44 years,2016,Foreign country and stateless,241351
Males,Italy,From 40 to 44 years,2017,Foreign country and stateless,244007
Males,Italy,From 40 to 44 years,2018,Foreign country and stateless,247317
Males,Italy,From 40 to 44 years,2019,Foreign country and stateless,261357
Males,Italy,From 40 to 44 years,2020,Foreign country and stateless,267650
Males,Italy,From 40 to 44 years,2021,Foreign country and stateless,279643
Males,Italy,From 40 to 44 years,2022,Foreign country and stateless,276328
Males,Italy,From 40 to 44 years,2023,Foreign country and stateless,278881
Males,Italy,From 40 to 44 years,2024,Foreign country and stateless,280752
Males,Liechtenstein,From 40 to 44 years,2012,Foreign country and stateless,624
Males,Liechtenstein,From 40 to 44 years,2013,Foreign country and stateless,628
Males,Liechtenstein,From 40 to 44 years,2014,Foreign country and stateless,625
Males,Liechtenstein,From 40 to 44 years,2015,Foreign country and stateless,629
Males,Liechtenstein,From 40 to 44 years,2016,Foreign country and stateless,596
Males,Liechtenstein,From 40 to 44 years,2017,Foreign country and stateless,566
Males,Liechtenstein,From 40 to 44 years,2018,Foreign country and stateless,579
Males,Liechtenstein,From 40 to 44 years,2019,Foreign country and stateless,553
Males,Liechtenstein,From 40 to 44 years,2020,Foreign country and stateless,549
Males,Liechtenstein,From 40 to 44 years,2021,Foreign country and stateless,555
Males,Liechtenstein,From 40 to 44 years,2022,Foreign country and stateless,551
