citizen,lev_perc,geo,TIME_PERIOD,OBS_VALUE
EU28 countries (2013-2020) except reporting country,Bad,Latvia,2017,14.2
EU28 countries (2013-2020) except reporting country,Bad,Latvia,2018,10.1
EU28 countries (2013-2020) except reporting country,Bad,Latvia,2019,13.5
EU28 countries (2013-2020) except reporting country,Bad,Latvia,2020,10.1
EU28 countries (2013-2020) except reporting country,Bad,Latvia,2021,10.0
EU28 countries (2013-2020) except reporting country,Bad,Latvia,2022,8.1
EU28 countries (2013-2020) except reporting country,Bad,Latvia,2023,10.5
EU28 countries (2013-2020) except reporting country,Bad,Montenegro,2015,13.8
EU28 countries (2013-2020) except reporting country,Bad,Montenegro,2016,4.3
EU28 countries (2013-2020) except reporting country,Bad,Montenegro,2017,33.5
EU28 countries (2013-2020) except reporting country,Bad,Montenegro,2018,21.3
EU28 countries (2013-2020) except reporting country,Bad,Montenegro,2019,13.4
EU28 countries (2013-2020) except reporting country,Bad,Montenegro,2020,14.7
EU28 countries (2013-2020) except reporting country,Bad,Montenegro,2021,10.3
EU28 countries (2013-2020) except reporting country,Bad,North Macedonia,2018,38.9
EU28 countries (2013-2020) except reporting country,Bad,North Macedonia,2019,0.0
EU28 countries (2013-2020) except reporting country,Bad,Malta,2015,1.6
EU28 countries (2013-2020) except reporting country,Bad,Malta,2016,2.0
EU28 countries (2013-2020) except reporting country,Bad,Malta,2017,2.8
EU28 countries (2013-2020) except reporting country,Bad,Malta,2018,4.0
EU28 countries (2013-2020) except reporting country,Bad,Malta,2019,3.8
EU28 countries (2013-2020) except reporting country,Bad,Malta,2020,0.8
EU28 countries (2013-2020) except reporting country,Bad,Malta,2021,0.7
EU28 countries (2013-2020) except reporting country,Bad,Malta,2022,2.3
EU28 countries (2013-2020) except reporting country,Bad,Netherlands,2015,0.7
EU28 countries (2013-2020) except reporting country,Bad,Netherlands,2016,6.1
EU28 countries (2013-2020) except reporting country,Bad,Netherlands,2017,4.0
EU28 countries (2013-2020) except reporting country,Bad,Netherlands,2018,2.7
EU28 countries (2013-2020) except reporting country,Bad,Netherlands,2019,4.6
EU28 countries (2013-2020) except reporting country,Bad,Netherlands,2020,5.3
EU28 countries (2013-2020) except reporting country,Bad,Netherlands,2021,3.7
EU28 countries (2013-2020) except reporting country,Bad,Netherlands,2022,8.3
EU28 countries (2013-2020) except reporting country,Bad,Norway,2015,3.5
EU28 countries (2013-2020) except reporting country,Bad,Norway,2016,5.4
EU28 countries (2013-2020) except reporting country,Bad,Norway,2017,2.9
EU28 countries (2013-2020) except reporting country,Bad,Norway,2018,4.7
EU28 countries (2013-2020) except reporting country,Bad,Norway,2019,3.1
EU28 countries (2013-2020) except reporting country,Bad,Norway,2020,5.2
EU28 countries (2013-2020) except reporting country,Bad,Poland,2017,6.9
EU28 countries (2013-2020) except reporting country,Bad,Poland,2018,4.3
EU28 countries (2013-2020) except reporting country,Bad,Poland,2019,3.0
EU28 countries (2013-2020) except reporting country,Bad,Poland,2020,4.6
EU28 countries (2013-2020) except reporting country,Bad,Poland,2021,2.2
EU28 countries (2013-2020) except reporting country,Bad,Poland,2022,2.6
EU28 countries (2013-2020) except reporting country,Bad,Portugal,2015,1.8
EU28 countries (2013-2020) except reporting country,Bad,Portugal,2016,3.4
EU28 countries (2013-2020) except reporting country,Bad,Portugal,2017,0.7
EU28 countries (2013-2020) except reporting country,Bad,Portugal,2018,5.0
EU28 countries (2013-2020) except reporting country,Bad,Portugal,2019,6.2
EU28 countries (2013-2020) except reporting country,Bad,Portugal,2020,7.0
EU28 countries (2013-2020) except reporting country,Bad,Portugal,2021,9.6
EU28 countries (2013-2020) except reporting country,Bad,Portugal,2022,13.2
EU28 countries (2013-2020) except reporting country,Bad,Serbia,2015,18.4
EU28 countries (2013-2020) except reporting country,Bad,Serbia,2016,13.1
EU28 countries (2013-2020) except reporting country,Bad,Serbia,2017,21.4
EU28 countries (2013-2020) except reporting country,Bad,Serbia,2018,10.7
EU28 countries (2013-2020) except reporting country,Bad,Serbia,2019,17.0
EU28 countries (2013-2020) except reporting country,Bad,Serbia,2020,32.2
EU28 countries (2013-2020) except reporting country,Bad,Serbia,2021,11.0
EU28 countries (2013-2020) except reporting country,Bad,Sweden,2015,2.7
EU28 countries (2013-2020) except reporting country,Bad,Sweden,2016,3.9
EU28 countries (2013-2020) except reporting country,Bad,Sweden,2017,4.0
EU28 countries (2013-2020) except reporting country,Bad,Sweden,2018,5.3
EU28 countries (2013-2020) except reporting country,Bad,Sweden,2019,6.0
EU28 countries (2013-2020) except reporting country,Bad,Sweden,2020,2.3
EU28 countries (2013-2020) except reporting country,Bad,Sweden,2021,5.0
EU28 countries (2013-2020) except reporting country,Bad,Sweden,2022,3.5
EU28 countries (2013-2020) except reporting country,Bad,Sweden,2023,2.7
EU28 countries (2013-2020) except reporting country,Bad,Slovenia,2015,6.1
EU28 countries (2013-2020) except reporting country,Bad,Slovenia,2016,0.9
EU28 countries (2013-2020) except reporting country,Bad,Slovenia,2017,9.4
EU28 countries (2013-2020) except reporting country,Bad,Slovenia,2018,9.4
EU28 countries (2013-2020) except reporting country,Bad,Slovenia,2019,8.0
EU28 countries (2013-2020) except reporting country,Bad,Slovenia,2020,4.0
EU28 countries (2013-2020) except reporting country,Bad,Slovenia,2021,2.3
EU28 countries (2013-2020) except reporting country,Bad,Slovenia,2022,2.5
EU28 countries (2013-2020) except reporting country,Bad,Slovenia,2023,1.7
EU28 countries (2013-2020) except reporting country,Bad,Slovakia,2015,3.6
EU28 countries (2013-2020) except reporting country,Bad,Slovakia,2016,3.0
EU28 countries (2013-2020) except reporting country,Bad,Slovakia,2017,9.0
EU28 countries (2013-2020) except reporting country,Bad,Slovakia,2018,9.6
EU28 countries (2013-2020) except reporting country,Bad,Slovakia,2019,22.6
EU28 countries (2013-2020) except reporting country,Bad,Slovakia,2020,15.5
EU28 countries (2013-2020) except reporting country,Bad,Slovakia,2021,33.3
EU28 countries (2013-2020) except reporting country,Bad,Slovakia,2022,12.8
EU28 countries (2013-2020) except reporting country,Bad,Slovakia,2023,0.0
EU28 countries (2013-2020) except reporting country,Bad,Türkiye,2015,5.8
EU28 countries (2013-2020) except reporting country,Bad,Türkiye,2016,1.3
EU28 countries (2013-2020) except reporting country,Bad,Türkiye,2017,2.3
EU28 countries (2013-2020) except reporting country,Bad,Türkiye,2018,8.2
EU28 countries (2013-2020) except reporting country,Bad,Türkiye,2019,0.0
EU28 countries (2013-2020) except reporting country,Bad,Türkiye,2021,5.7
EU28 countries (2013-2020) except reporting country,Bad,United Kingdom,2015,4.6
EU28 countries (2013-2020) except reporting country,Bad,United Kingdom,2016,3.1
EU28 countries (2013-2020) except reporting country,Bad,United Kingdom,2017,2.9
EU28 countries (2013-2020) except reporting country,Bad,United Kingdom,2018,2.2
EU28 countries (2013-2020) except reporting country,Bad,Kosovo*,2018,0.3
EU28 countries (2013-2020) except reporting country,Bad or very bad,Austria,2015,5.3
EU28 countries (2013-2020) except reporting country,Bad or very bad,Austria,2016,6.0
EU28 countries (2013-2020) except reporting country,Bad or very bad,Austria,2017,5.0
EU28 countries (2013-2020) except reporting country,Bad or very bad,Austria,2018,7.6
EU28 countries (2013-2020) except reporting country,Bad or very bad,Austria,2019,7.4
EU28 countries (2013-2020) except reporting country,Bad or very bad,Austria,2020,7.7
EU28 countries (2013-2020) except reporting country,Bad or very bad,Austria,2021,4.4
EU28 countries (2013-2020) except reporting country,Bad or very bad,Austria,2022,6.2
EU28 countries (2013-2020) except reporting country,Bad or very bad,Belgium,2015,13.0
EU28 countries (2013-2020) except reporting country,Bad or very bad,Belgium,2016,12.0
EU28 countries (2013-2020) except reporting country,Bad or very bad,Belgium,2017,9.0
EU28 countries (2013-2020) except reporting country,Bad or very bad,Belgium,2018,9.3
EU28 countries (2013-2020) except reporting country,Bad or very bad,Belgium,2019,10.6
EU28 countries (2013-2020) except reporting country,Bad or very bad,Belgium,2020,7.7
EU28 countries (2013-2020) except reporting country,Bad or very bad,Belgium,2021,8.2
EU28 countries (2013-2020) except reporting country,Bad or very bad,Belgium,2022,6.9
EU28 countries (2013-2020) except reporting country,Bad or very bad,Belgium,2023,7.2
EU28 countries (2013-2020) except reporting country,Bad or very bad,Bulgaria,2015,22.4
EU28 countries (2013-2020) except reporting country,Bad or very bad,Bulgaria,2016,9.3
EU28 countries (2013-2020) except reporting country,Bad or very bad,Bulgaria,2017,7.9
EU28 countries (2013-2020) except reporting country,Bad or very bad,Bulgaria,2018,7.9
EU28 countries (2013-2020) except reporting country,Bad or very bad,Bulgaria,2019,0.0
EU28 countries (2013-2020) except reporting country,Bad or very bad,Bulgaria,2020,3.5
EU28 countries (2013-2020) except reporting country,Bad or very bad,Bulgaria,2021,6.6
EU28 countries (2013-2020) except reporting country,Bad or very bad,Bulgaria,2022,13.3
EU28 countries (2013-2020) except reporting country,Bad or very bad,Switzerland,2015,5.5
EU28 countries (2013-2020) except reporting country,Bad or very bad,Switzerland,2016,5.3
EU28 countries (2013-2020) except reporting country,Bad or very bad,Switzerland,2017,4.3
EU28 countries (2013-2020) except reporting country,Bad or very bad,Switzerland,2018,5.9
EU28 countries (2013-2020) except reporting country,Bad or very bad,Switzerland,2019,5.6
EU28 countries (2013-2020) except reporting country,Bad or very bad,Switzerland,2020,5.6
EU28 countries (2013-2020) except reporting country,Bad or very bad,Switzerland,2021,5.0
EU28 countries (2013-2020) except reporting country,Bad or very bad,Switzerland,2022,5.5
EU28 countries (2013-2020) except reporting country,Bad or very bad,Cyprus,2015,2.9
EU28 countries (2013-2020) except reporting country,Bad or very bad,Cyprus,2016,2.5
EU28 countries (2013-2020) except reporting country,Bad or very bad,Cyprus,2017,3.6
EU28 countries (2013-2020) except reporting country,Bad or very bad,Cyprus,2018,3.6
EU28 countries (2013-2020) except reporting country,Bad or very bad,Cyprus,2019,3.3
EU28 countries (2013-2020) except reporting country,Bad or very bad,Cyprus,2020,4.8
EU28 countries (2013-2020) except reporting country,Bad or very bad,Cyprus,2021,2.2
EU28 countries (2013-2020) except reporting country,Bad or very bad,Cyprus,2022,2.2
EU28 countries (2013-2020) except reporting country,Bad or very bad,Czechia,2015,2.8
EU28 countries (2013-2020) except reporting country,Bad or very bad,Czechia,2016,5.6
EU28 countries (2013-2020) except reporting country,Bad or very bad,Czechia,2017,6.5
EU28 countries (2013-2020) except reporting country,Bad or very bad,Czechia,2018,3.7
EU28 countries (2013-2020) except reporting country,Bad or very bad,Czechia,2019,2.1
EU28 countries (2013-2020) except reporting country,Bad or very bad,Czechia,2020,3.1
EU28 countries (2013-2020) except reporting country,Bad or very bad,Czechia,2021,11.8
EU28 countries (2013-2020) except reporting country,Bad or very bad,Czechia,2022,12.2
EU28 countries (2013-2020) except reporting country,Bad or very bad,Czechia,2023,4.1
EU28 countries (2013-2020) except reporting country,Bad or very bad,Germany,2015,7.4
EU28 countries (2013-2020) except reporting country,Bad or very bad,Germany,2016,6.4
EU28 countries (2013-2020) except reporting country,Bad or very bad,Germany,2017,5.3
EU28 countries (2013-2020) except reporting country,Bad or very bad,Germany,2018,6.0
EU28 countries (2013-2020) except reporting country,Bad or very bad,Germany,2019,7.2
EU28 countries (2013-2020) except reporting country,Bad or very bad,Germany,2020,11.0
EU28 countries (2013-2020) except reporting country,Bad or very bad,Germany,2021,8.9
EU28 countries (2013-2020) except reporting country,Bad or very bad,Germany,2022,8.5
EU28 countries (2013-2020) except reporting country,Bad or very bad,Denmark,2015,7.6
EU28 countries (2013-2020) except reporting country,Bad or very bad,Denmark,2016,9.9
EU28 countries (2013-2020) except reporting country,Bad or very bad,Denmark,2017,6.2
EU28 countries (2013-2020) except reporting country,Bad or very bad,Denmark,2018,13.3
EU28 countries (2013-2020) except reporting country,Bad or very bad,Denmark,2019,6.0
EU28 countries (2013-2020) except reporting country,Bad or very bad,Denmark,2020,5.3
EU28 countries (2013-2020) except reporting country,Bad or very bad,Denmark,2021,4.2
EU28 countries (2013-2020) except reporting country,Bad or very bad,Denmark,2022,10.7
EU28 countries (2013-2020) except reporting country,Bad or very bad,Denmark,2023,6.3
EU28 countries (2013-2020) except reporting country,Bad or very bad,Estonia,2015,20.9
EU28 countries (2013-2020) except reporting country,Bad or very bad,Estonia,2016,4.8
EU28 countries (2013-2020) except reporting country,Bad or very bad,Estonia,2017,21.1
EU28 countries (2013-2020) except reporting country,Bad or very bad,Estonia,2018,15.0
EU28 countries (2013-2020) except reporting country,Bad or very bad,Estonia,2019,5.3
EU28 countries (2013-2020) except reporting country,Bad or very bad,Estonia,2020,4.9
EU28 countries (2013-2020) except reporting country,Bad or very bad,Estonia,2021,7.8
EU28 countries (2013-2020) except reporting country,Bad or very bad,Estonia,2022,3.7
EU28 countries (2013-2020) except reporting country,Bad or very bad,Estonia,2023,9.1
EU28 countries (2013-2020) except reporting country,Bad or very bad,Greece,2015,4.6
EU28 countries (2013-2020) except reporting country,Bad or very bad,Greece,2016,4.1
EU28 countries (2013-2020) except reporting country,Bad or very bad,Greece,2017,4.4
EU28 countries (2013-2020) except reporting country,Bad or very bad,Greece,2018,3.6
EU28 countries (2013-2020) except reporting country,Bad or very bad,Greece,2019,1.4
EU28 countries (2013-2020) except reporting country,Bad or very bad,Greece,2020,3.8
EU28 countries (2013-2020) except reporting country,Bad or very bad,Greece,2021,4.2
EU28 countries (2013-2020) except reporting country,Bad or very bad,Greece,2022,4.4
EU28 countries (2013-2020) except reporting country,Bad or very bad,Spain,2015,4.8
EU28 countries (2013-2020) except reporting country,Bad or very bad,Spain,2016,7.0
EU28 countries (2013-2020) except reporting country,Bad or very bad,Spain,2017,5.6
EU28 countries (2013-2020) except reporting country,Bad or very bad,Spain,2018,5.8
EU28 countries (2013-2020) except reporting country,Bad or very bad,Spain,2019,5.3
EU28 countries (2013-2020) except reporting country,Bad or very bad,Spain,2020,6.0
EU28 countries (2013-2020) except reporting country,Bad or very bad,Spain,2021,5.9
EU28 countries (2013-2020) except reporting country,Bad or very bad,Spain,2022,6.1
EU28 countries (2013-2020) except reporting country,Bad or very bad,Spain,2023,7.0
EU28 countries (2013-2020) except reporting country,Bad or very bad,Finland,2015,7.6
EU28 countries (2013-2020) except reporting country,Bad or very bad,Finland,2016,4.9
EU28 countries (2013-2020) except reporting country,Bad or very bad,Finland,2017,8.0
EU28 countries (2013-2020) except reporting country,Bad or very bad,Finland,2018,4.4
EU28 countries (2013-2020) except reporting country,Bad or very bad,Finland,2019,5.7
EU28 countries (2013-2020) except reporting country,Bad or very bad,Finland,2020,6.0
EU28 countries (2013-2020) except reporting country,Bad or very bad,Finland,2021,7.9
EU28 countries (2013-2020) except reporting country,Bad or very bad,Finland,2022,9.5
EU28 countries (2013-2020) except reporting country,Bad or very bad,Finland,2023,6.9
EU28 countries (2013-2020) except reporting country,Bad or very bad,France,2015,13.8
EU28 countries (2013-2020) except reporting country,Bad or very bad,France,2016,19.5
EU28 countries (2013-2020) except reporting country,Bad or very bad,France,2017,12.2
EU28 countries (2013-2020) except reporting country,Bad or very bad,France,2018,11.7
EU28 countries (2013-2020) except reporting country,Bad or very bad,France,2019,13.8
EU28 countries (2013-2020) except reporting country,Bad or very bad,France,2020,11.5
EU28 countries (2013-2020) except reporting country,Bad or very bad,France,2021,10.5
EU28 countries (2013-2020) except reporting country,Bad or very bad,France,2022,12.6
EU28 countries (2013-2020) except reporting country,Bad or very bad,Croatia,2015,13.0
EU28 countries (2013-2020) except reporting country,Bad or very bad,Croatia,2016,7.6
EU28 countries (2013-2020) except reporting country,Bad or very bad,Croatia,2017,11.8
EU28 countries (2013-2020) except reporting country,Bad or very bad,Croatia,2018,32.4
EU28 countries (2013-2020) except reporting country,Bad or very bad,Croatia,2019,24.8
EU28 countries (2013-2020) except reporting country,Bad or very bad,Croatia,2020,14.9
EU28 countries (2013-2020) except reporting country,Bad or very bad,Croatia,2021,15.6
EU28 countries (2013-2020) except reporting country,Bad or very bad,Croatia,2022,9.5
EU28 countries (2013-2020) except reporting country,Bad or very bad,Hungary,2015,3.6
EU28 countries (2013-2020) except reporting country,Bad or very bad,Hungary,2016,5.1
EU28 countries (2013-2020) except reporting country,Bad or very bad,Hungary,2017,12.5
EU28 countries (2013-2020) except reporting country,Bad or very bad,Hungary,2018,6.7
EU28 countries (2013-2020) except reporting country,Bad or very bad,Hungary,2019,7.3
EU28 countries (2013-2020) except reporting country,Bad or very bad,Hungary,2020,12.1
EU28 countries (2013-2020) except reporting country,Bad or very bad,Hungary,2021,8.8
EU28 countries (2013-2020) except reporting country,Bad or very bad,Hungary,2022,6.5
EU28 countries (2013-2020) except reporting country,Bad or very bad,Ireland,2015,2.2
EU28 countries (2013-2020) except reporting country,Bad or very bad,Ireland,2016,3.1
EU28 countries (2013-2020) except reporting country,Bad or very bad,Ireland,2017,3.2
EU28 countries (2013-2020) except reporting country,Bad or very bad,Ireland,2018,3.4
EU28 countries (2013-2020) except reporting country,Bad or very bad,Ireland,2019,3.6
EU28 countries (2013-2020) except reporting country,Bad or very bad,Ireland,2020,3.3
EU28 countries (2013-2020) except reporting country,Bad or very bad,Ireland,2021,3.8
EU28 countries (2013-2020) except reporting country,Bad or very bad,Ireland,2022,1.6
EU28 countries (2013-2020) except reporting country,Bad or very bad,Iceland,2015,4.1
EU28 countries (2013-2020) except reporting country,Bad or very bad,Iceland,2016,6.0
EU28 countries (2013-2020) except reporting country,Bad or very bad,Iceland,2017,2.3
EU28 countries (2013-2020) except reporting country,Bad or very bad,Iceland,2018,1.5
EU28 countries (2013-2020) except reporting country,Bad or very bad,Iceland,2019,3.2
EU28 countries (2013-2020) except reporting country,Bad or very bad,Italy,2015,4.9
EU28 countries (2013-2020) except reporting country,Bad or very bad,Italy,2016,1.7
EU28 countries (2013-2020) except reporting country,Bad or very bad,Italy,2017,1.5
EU28 countries (2013-2020) except reporting country,Bad or very bad,Italy,2018,2.1
EU28 countries (2013-2020) except reporting country,Bad or very bad,Italy,2019,1.3
EU28 countries (2013-2020) except reporting country,Bad or very bad,Italy,2021,3.9
EU28 countries (2013-2020) except reporting country,Bad or very bad,Italy,2022,2.8
EU28 countries (2013-2020) except reporting country,Bad or very bad,Luxembourg,2015,9.6
EU28 countries (2013-2020) except reporting country,Bad or very bad,Luxembourg,2016,10.0
EU28 countries (2013-2020) except reporting country,Bad or very bad,Luxembourg,2017,10.0
EU28 countries (2013-2020) except reporting country,Bad or very bad,Luxembourg,2018,10.6
EU28 countries (2013-2020) except reporting country,Bad or very bad,Luxembourg,2019,8.9
EU28 countries (2013-2020) except reporting country,Bad or very bad,Luxembourg,2020,9.2
EU28 countries (2013-2020) except reporting country,Bad or very bad,Luxembourg,2021,6.7
EU28 countries (2013-2020) except reporting country,Bad or very bad,Luxembourg,2022,6.2
EU28 countries (2013-2020) except reporting country,Bad or very bad,Latvia,2015,9.5
EU28 countries (2013-2020) except reporting country,Bad or very bad,Latvia,2016,9.7
EU28 countries (2013-2020) except reporting country,Bad or very bad,Latvia,2017,14.2
EU28 countries (2013-2020) except reporting country,Bad or very bad,Latvia,2018,10.1
EU28 countries (2013-2020) except reporting country,Bad or very bad,Latvia,2019,13.5
EU28 countries (2013-2020) except reporting country,Bad or very bad,Latvia,2020,10.1
EU28 countries (2013-2020) except reporting country,Bad or very bad,Latvia,2021,10.0
EU28 countries (2013-2020) except reporting country,Bad or very bad,Latvia,2022,8.1
EU28 countries (2013-2020) except reporting country,Bad or very bad,Latvia,2023,10.5
EU28 countries (2013-2020) except reporting country,Bad or very bad,Montenegro,2015,17.4
EU28 countries (2013-2020) except reporting country,Bad or very bad,Montenegro,2016,9.7
EU28 countries (2013-2020) except reporting country,Bad or very bad,Montenegro,2017,33.5
EU28 countries (2013-2020) except reporting country,Bad or very bad,Montenegro,2018,21.3
EU28 countries (2013-2020) except reporting country,Bad or very bad,Montenegro,2019,13.4
EU28 countries (2013-2020) except reporting country,Bad or very bad,Montenegro,2020,20.1
EU28 countries (2013-2020) except reporting country,Bad or very bad,Montenegro,2021,10.3
EU28 countries (2013-2020) except reporting country,Bad or very bad,North Macedonia,2018,57.1
EU28 countries (2013-2020) except reporting country,Bad or very bad,North Macedonia,2019,8.3
EU28 countries (2013-2020) except reporting country,Bad or very bad,Malta,2015,1.6
EU28 countries (2013-2020) except reporting country,Bad or very bad,Malta,2016,2.0
EU28 countries (2013-2020) except reporting country,Bad or very bad,Malta,2017,2.8
EU28 countries (2013-2020) except reporting country,Bad or very bad,Malta,2018,4.1
EU28 countries (2013-2020) except reporting country,Bad or very bad,Malta,2019,4.2
EU28 countries (2013-2020) except reporting country,Bad or very bad,Malta,2020,1.2
EU28 countries (2013-2020) except reporting country,Bad or very bad,Malta,2021,1.9
EU28 countries (2013-2020) except reporting country,Bad or very bad,Malta,2022,2.3
EU28 countries (2013-2020) except reporting country,Bad or very bad,Netherlands,2015,6.7
EU28 countries (2013-2020) except reporting country,Bad or very bad,Netherlands,2016,6.1
EU28 countries (2013-2020) except reporting country,Bad or very bad,Netherlands,2017,5.0
EU28 countries (2013-2020) except reporting country,Bad or very bad,Netherlands,2018,3.7
EU28 countries (2013-2020) except reporting country,Bad or very bad,Netherlands,2019,7.2
EU28 countries (2013-2020) except reporting country,Bad or very bad,Netherlands,2020,6.1
EU28 countries (2013-2020) except reporting country,Bad or very bad,Netherlands,2021,5.0
EU28 countries (2013-2020) except reporting country,Bad or very bad,Netherlands,2022,10.2
EU28 countries (2013-2020) except reporting country,Bad or very bad,Norway,2015,4.6
EU28 countries (2013-2020) except reporting country,Bad or very bad,Norway,2016,5.7
EU28 countries (2013-2020) except reporting country,Bad or very bad,Norway,2017,3.4
EU28 countries (2013-2020) except reporting country,Bad or very bad,Norway,2018,5.6
EU28 countries (2013-2020) except reporting country,Bad or very bad,Norway,2019,3.9
EU28 countries (2013-2020) except reporting country,Bad or very bad,Norway,2020,5.6
EU28 countries (2013-2020) except reporting country,Bad or very bad,Poland,2017,6.9
EU28 countries (2013-2020) except reporting country,Bad or very bad,Poland,2018,4.3
EU28 countries (2013-2020) except reporting country,Bad or very bad,Poland,2019,3.0
EU28 countries (2013-2020) except reporting country,Bad or very bad,Poland,2020,4.6
EU28 countries (2013-2020) except reporting country,Bad or very bad,Poland,2021,2.2
EU28 countries (2013-2020) except reporting country,Bad or very bad,Poland,2022,2.6
EU28 countries (2013-2020) except reporting country,Bad or very bad,Portugal,2015,4.0
EU28 countries (2013-2020) except reporting country,Bad or very bad,Portugal,2016,3.4
EU28 countries (2013-2020) except reporting country,Bad or very bad,Portugal,2017,1.0
EU28 countries (2013-2020) except reporting country,Bad or very bad,Portugal,2018,5.0
EU28 countries (2013-2020) except reporting country,Bad or very bad,Portugal,2019,6.8
EU28 countries (2013-2020) except reporting country,Bad or very bad,Portugal,2020,9.1
EU28 countries (2013-2020) except reporting country,Bad or very bad,Portugal,2021,11.1
EU28 countries (2013-2020) except reporting country,Bad or very bad,Portugal,2022,13.4
EU28 countries (2013-2020) except reporting country,Bad or very bad,Serbia,2015,21.1
EU28 countries (2013-2020) except reporting country,Bad or very bad,Serbia,2016,14.1
EU28 countries (2013-2020) except reporting country,Bad or very bad,Serbia,2017,23.3
EU28 countries (2013-2020) except reporting country,Bad or very bad,Serbia,2018,13.6
EU28 countries (2013-2020) except reporting country,Bad or very bad,Serbia,2019,19.7
EU28 countries (2013-2020) except reporting country,Bad or very bad,Serbia,2020,32.2
EU28 countries (2013-2020) except reporting country,Bad or very bad,Serbia,2021,18.4
EU28 countries (2013-2020) except reporting country,Bad or very bad,Sweden,2015,3.8
EU28 countries (2013-2020) except reporting country,Bad or very bad,Sweden,2016,3.9
EU28 countries (2013-2020) except reporting country,Bad or very bad,Sweden,2017,4.7
EU28 countries (2013-2020) except reporting country,Bad or very bad,Sweden,2018,6.2
EU28 countries (2013-2020) except reporting country,Bad or very bad,Sweden,2019,6.0
EU28 countries (2013-2020) except reporting country,Bad or very bad,Sweden,2020,3.6
EU28 countries (2013-2020) except reporting country,Bad or very bad,Sweden,2021,5.7
EU28 countries (2013-2020) except reporting country,Bad or very bad,Sweden,2022,6.1
EU28 countries (2013-2020) except reporting country,Bad or very bad,Sweden,2023,3.8
EU28 countries (2013-2020) except reporting country,Bad or very bad,Slovenia,2015,6.1
EU28 countries (2013-2020) except reporting country,Bad or very bad,Slovenia,2016,0.9
EU28 countries (2013-2020) except reporting country,Bad or very bad,Slovenia,2017,13.4
EU28 countries (2013-2020) except reporting country,Bad or very bad,Slovenia,2018,10.0
EU28 countries (2013-2020) except reporting country,Bad or very bad,Slovenia,2019,10.2
EU28 countries (2013-2020) except reporting country,Bad or very bad,Slovenia,2020,7.0
EU28 countries (2013-2020) except reporting country,Bad or very bad,Slovenia,2021,6.6
EU28 countries (2013-2020) except reporting country,Bad or very bad,Slovenia,2022,7.5
EU28 countries (2013-2020) except reporting country,Bad or very bad,Slovenia,2023,7.0
EU28 countries (2013-2020) except reporting country,Bad or very bad,Slovakia,2015,3.6
EU28 countries (2013-2020) except reporting country,Bad or very bad,Slovakia,2016,3.0
EU28 countries (2013-2020) except reporting country,Bad or very bad,Slovakia,2017,9.0
EU28 countries (2013-2020) except reporting country,Bad or very bad,Slovakia,2018,17.9
EU28 countries (2013-2020) except reporting country,Bad or very bad,Slovakia,2019,30.2
EU28 countries (2013-2020) except reporting country,Bad or very bad,Slovakia,2020,21.7
EU28 countries (2013-2020) except reporting country,Bad or very bad,Slovakia,2021,38.6
EU28 countries (2013-2020) except reporting country,Bad or very bad,Slovakia,2022,17.1
EU28 countries (2013-2020) except reporting country,Bad or very bad,Slovakia,2023,0.0
EU28 countries (2013-2020) except reporting country,Bad or very bad,Türkiye,2015,8.5
EU28 countries (2013-2020) except reporting country,Bad or very bad,Türkiye,2016,1.3
EU28 countries (2013-2020) except reporting country,Bad or very bad,Türkiye,2017,2.3
EU28 countries (2013-2020) except reporting country,Bad or very bad,Türkiye,2018,8.2
EU28 countries (2013-2020) except reporting country,Bad or very bad,Türkiye,2019,0.0
EU28 countries (2013-2020) except reporting country,Bad or very bad,Türkiye,2021,5.7
EU28 countries (2013-2020) except reporting country,Bad or very bad,United Kingdom,2015,5.7
EU28 countries (2013-2020) except reporting country,Bad or very bad,United Kingdom,2016,4.1
EU28 countries (2013-2020) except reporting country,Bad or very bad,United Kingdom,2017,4.8
EU28 countries (2013-2020) except reporting country,Bad or very bad,United Kingdom,2018,3.4
EU28 countries (2013-2020) except reporting country,Bad or very bad,Kosovo*,2018,1.2
EU28 countries (2013-2020) except reporting country,Fair,Austria,2015,17.0
EU28 countries (2013-2020) except reporting country,Fair,Austria,2016,14.2
EU28 countries (2013-2020) except reporting country,Fair,Austria,2017,14.8
EU28 countries (2013-2020) except reporting country,Fair,Austria,2018,13.0
EU28 countries (2013-2020) except reporting country,Fair,Austria,2019,14.1
EU28 countries (2013-2020) except reporting country,Fair,Austria,2020,13.8
EU28 countries (2013-2020) except reporting country,Fair,Austria,2021,19.0
EU28 countries (2013-2020) except reporting country,Fair,Austria,2022,19.7
EU28 countries (2013-2020) except reporting country,Fair,Belgium,2015,13.7
EU28 countries (2013-2020) except reporting country,Fair,Belgium,2016,14.8
EU28 countries (2013-2020) except reporting country,Fair,Belgium,2017,18.6
EU28 countries (2013-2020) except reporting country,Fair,Belgium,2018,14.4
EU28 countries (2013-2020) except reporting country,Fair,Belgium,2019,15.4
EU28 countries (2013-2020) except reporting country,Fair,Belgium,2020,13.7
EU28 countries (2013-2020) except reporting country,Fair,Belgium,2021,13.7
EU28 countries (2013-2020) except reporting country,Fair,Belgium,2022,16.3
EU28 countries (2013-2020) except reporting country,Fair,Belgium,2023,13.1
EU28 countries (2013-2020) except reporting country,Fair,Bulgaria,2015,17.2
EU28 countries (2013-2020) except reporting country,Fair,Bulgaria,2016,18.7
