citizen,geo,TIME_PERIOD,OBS_VALUE
EU28 countries (2013-2020) except reporting country,Norway,2017,36392.0
EU28 countries (2013-2020) except reporting country,Norway,2018,35784.0
EU28 countries (2013-2020) except reporting country,Norway,2019,36742.0
EU28 countries (2013-2020) except reporting country,Norway,2020,39193.0
EU28 countries (2013-2020) except reporting country,Poland,2022,12258.0
EU28 countries (2013-2020) except reporting country,Portugal,2015,11867.0
EU28 countries (2013-2020) except reporting country,Portugal,2016,11087.0
EU28 countries (2013-2020) except reporting country,Portugal,2017,10712.0
EU28 countries (2013-2020) except reporting country,Portugal,2018,10000.0
EU28 countries (2013-2020) except reporting country,Portugal,2019,10834.0
EU28 countries (2013-2020) except reporting country,Portugal,2020,12595.0
EU28 countries (2013-2020) except reporting country,Portugal,2021,11557.0
EU28 countries (2013-2020) except reporting country,Portugal,2022,12229.0
EU28 countries (2013-2020) except reporting country,Serbia,2015,3033.0
EU28 countries (2013-2020) except reporting country,Serbia,2016,2650.0
EU28 countries (2013-2020) except reporting country,Serbia,2017,3481.0
EU28 countries (2013-2020) except reporting country,Serbia,2018,3165.0
EU28 countries (2013-2020) except reporting country,Serbia,2019,3956.0
EU28 countries (2013-2020) except reporting country,Serbia,2020,5605.0
EU28 countries (2013-2020) except reporting country,Serbia,2021,2451.0
EU28 countries (2013-2020) except reporting country,Sweden,2015,22504.0
EU28 countries (2013-2020) except reporting country,Sweden,2016,23268.0
EU28 countries (2013-2020) except reporting country,Sweden,2017,22491.0
EU28 countries (2013-2020) except reporting country,Sweden,2018,23649.0
EU28 countries (2013-2020) except reporting country,Sweden,2019,21195.0
EU28 countries (2013-2020) except reporting country,Sweden,2020,24448.0
EU28 countries (2013-2020) except reporting country,Sweden,2021,24878.0
EU28 countries (2013-2020) except reporting country,Sweden,2022,25746.0
EU28 countries (2013-2020) except reporting country,Slovenia,2015,9661.0
EU28 countries (2013-2020) except reporting country,Slovenia,2016,9923.0
EU28 countries (2013-2020) except reporting country,Slovenia,2017,11399.0
EU28 countries (2013-2020) except reporting country,Slovenia,2018,12191.0
EU28 countries (2013-2020) except reporting country,Slovenia,2019,12901.0
EU28 countries (2013-2020) except reporting country,Slovenia,2020,12453.0
EU28 countries (2013-2020) except reporting country,Slovenia,2021,12807.0
EU28 countries (2013-2020) except reporting country,Slovenia,2022,13383.0
EU28 countries (2013-2020) except reporting country,Slovakia,2015,6286.0
EU28 countries (2013-2020) except reporting country,Slovakia,2016,6122.0
EU28 countries (2013-2020) except reporting country,Slovakia,2017,6850.0
EU28 countries (2013-2020) except reporting country,Slovakia,2019,7849.0
EU28 countries (2013-2020) except reporting country,Slovakia,2020,9422.0
EU28 countries (2013-2020) except reporting country,Slovakia,2021,10053.0
EU28 countries (2013-2020) except reporting country,Slovakia,2022,9104.0
EU28 countries (2013-2020) except reporting country,Türkiye,2015,6802.0
EU28 countries (2013-2020) except reporting country,Türkiye,2016,5557.0
EU28 countries (2013-2020) except reporting country,United Kingdom,2015,20696.0
EU28 countries (2013-2020) except reporting country,United Kingdom,2016,22369.0
EU28 countries (2013-2020) except reporting country,United Kingdom,2017,19596.0
EU28 countries (2013-2020) except reporting country,United Kingdom,2018,22629.0
EU28 countries (2013-2020) except reporting country,Kosovo*,2018,4325.0
Foreign country,Albania,2021,2162.0
Foreign country,Austria,2015,17057.0
Foreign country,Austria,2016,16361.0
Foreign country,Austria,2017,18296.0
Foreign country,Austria,2018,19985.0
Foreign country,Austria,2019,20392.0
Foreign country,Austria,2020,20706.0
Foreign country,Austria,2021,20437.0
Foreign country,Austria,2022,20908.0
Foreign country,Austria,2023,24460.0
Foreign country,Belgium,2015,16427.0
Foreign country,Belgium,2016,17178.0
Foreign country,Belgium,2017,17404.0
Foreign country,Belgium,2018,18012.0
Foreign country,Belgium,2019,19489.0
Foreign country,Belgium,2020,20307.0
Foreign country,Belgium,2021,20870.0
Foreign country,Belgium,2022,22824.0
Foreign country,Belgium,2023,23113.0
Foreign country,Belgium,2024,24872.0
Foreign country,Bulgaria,2015,4362.0
Foreign country,Bulgaria,2016,3804.0
Foreign country,Bulgaria,2017,4689.0
Foreign country,Bulgaria,2018,4036.0
Foreign country,Bulgaria,2019,4899.0
Foreign country,Bulgaria,2020,4131.0
Foreign country,Bulgaria,2021,3399.0
Foreign country,Bulgaria,2022,4847.0
Foreign country,Bulgaria,2023,5046.0
Foreign country,Bulgaria,2024,6107.0
Foreign country,Switzerland,2015,37210.0
Foreign country,Switzerland,2016,41536.0
Foreign country,Switzerland,2017,40305.0
Foreign country,Switzerland,2018,40421.0
Foreign country,Switzerland,2019,38497.0
Foreign country,Switzerland,2020,40151.0
Foreign country,Switzerland,2021,41740.0
Foreign country,Switzerland,2022,42556.0
Foreign country,Switzerland,2023,47557.0
Foreign country,Cyprus,2015,11100.0
Foreign country,Cyprus,2016,11288.0
Foreign country,Cyprus,2017,11690.0
Foreign country,Cyprus,2018,12527.0
Foreign country,Cyprus,2019,12851.0
Foreign country,Cyprus,2020,13454.0
Foreign country,Cyprus,2021,13113.0
Foreign country,Cyprus,2022,14160.0
Foreign country,Cyprus,2023,15059.0
Foreign country,Cyprus,2024,16847.0
Foreign country,Czechia,2015,7273.0
Foreign country,Czechia,2016,8465.0
Foreign country,Czechia,2017,8557.0
Foreign country,Czechia,2018,9707.0
Foreign country,Czechia,2019,12183.0
Foreign country,Czechia,2020,11954.0
Foreign country,Czechia,2021,10658.0
Foreign country,Czechia,2022,11706.0
Foreign country,Czechia,2023,13591.0
Foreign country,Czechia,2024,15145.0
Foreign country,Germany,2015,18723.0
Foreign country,Germany,2016,18020.0
Foreign country,Germany,2017,19433.0
Foreign country,Germany,2018,20257.0
Foreign country,Germany,2019,22373.0
Foreign country,Germany,2020,20894.0
Foreign country,Germany,2021,19697.0
Foreign country,Germany,2022,20000.0
Foreign country,Germany,2023,20793.0
Foreign country,Germany,2024,21976.0
Foreign country,Denmark,2015,22402.0
Foreign country,Denmark,2016,24311.0
Foreign country,Denmark,2017,25356.0
Foreign country,Denmark,2018,25686.0
Foreign country,Denmark,2019,26096.0
Foreign country,Denmark,2020,24530.0
Foreign country,Denmark,2021,27527.0
Foreign country,Denmark,2022,27309.0
Foreign country,Denmark,2023,28194.0
Foreign country,Denmark,2024,31733.0
Foreign country,Estonia,2015,6241.0
Foreign country,Estonia,2016,6578.0
Foreign country,Estonia,2017,7073.0
Foreign country,Estonia,2018,8215.0
Foreign country,Estonia,2019,8964.0
Foreign country,Estonia,2020,10024.0
Foreign country,Estonia,2021,10083.0
Foreign country,Estonia,2022,11385.0
Foreign country,Estonia,2023,11675.0
Foreign country,Estonia,2024,12315.0
Foreign country,Greece,2015,4818.0
Foreign country,Greece,2016,5033.0
Foreign country,Greece,2017,5256.0
Foreign country,Greece,2018,5720.0
Foreign country,Greece,2019,6046.0
Foreign country,Greece,2020,6667.0
Foreign country,Greece,2021,6420.0
Foreign country,Greece,2022,7000.0
Foreign country,Greece,2023,8160.0
Foreign country,Spain,2015,8687.0
Foreign country,Spain,2016,8663.0
Foreign country,Spain,2017,9108.0
Foreign country,Spain,2018,9150.0
Foreign country,Spain,2019,9249.0
Foreign country,Spain,2020,10544.0
Foreign country,Spain,2021,9389.0
Foreign country,Spain,2022,10719.0
Foreign country,Spain,2023,12826.0
Foreign country,Spain,2024,14065.0
Foreign country,Finland,2015,19344.0
Foreign country,Finland,2016,19255.0
Foreign country,Finland,2017,20445.0
Foreign country,Finland,2018,20687.0
Foreign country,Finland,2019,20730.0
Foreign country,Finland,2020,20869.0
Foreign country,Finland,2021,21125.0
Foreign country,Finland,2022,22373.0
Foreign country,Finland,2023,23135.0
Foreign country,Finland,2024,23862.0
Foreign country,France,2015,15901.0
Foreign country,France,2016,16445.0
Foreign country,France,2017,15875.0
Foreign country,France,2018,16521.0
Foreign country,France,2019,15513.0
Foreign country,France,2020,14861.0
Foreign country,France,2021,16467.0
Foreign country,France,2022,16760.0
Foreign country,France,2023,18055.0
Foreign country,Croatia,2015,5574.0
Foreign country,Croatia,2016,5836.0
Foreign country,Croatia,2017,5097.0
Foreign country,Croatia,2018,5266.0
Foreign country,Croatia,2019,5840.0
Foreign country,Croatia,2020,6929.0
Foreign country,Croatia,2021,7618.0
Foreign country,Croatia,2022,9291.0
Foreign country,Croatia,2023,10292.0
Foreign country,Hungary,2015,3244.0
Foreign country,Hungary,2016,5891.0
Foreign country,Hungary,2017,5066.0
Foreign country,Hungary,2018,4692.0
Foreign country,Hungary,2019,6758.0
Foreign country,Hungary,2020,7790.0
Foreign country,Hungary,2021,7047.0
Foreign country,Hungary,2022,9184.0
Foreign country,Hungary,2023,9179.0
Foreign country,Hungary,2024,10612.0
Foreign country,Ireland,2015,19480.0
Foreign country,Ireland,2016,20400.0
Foreign country,Ireland,2017,21741.0
Foreign country,Ireland,2018,24112.0
Foreign country,Ireland,2019,24982.0
Foreign country,Ireland,2020,24447.0
Foreign country,Ireland,2021,27347.0
Foreign country,Ireland,2022,25742.0
Foreign country,Ireland,2023,27670.0
Foreign country,Iceland,2015,22351.0
Foreign country,Iceland,2016,24083.0
Foreign country,Iceland,2017,28453.0
Foreign country,Iceland,2018,36428.0
Foreign country,Iceland,2019,34934.0
Foreign country,Iceland,2020,33085.0
Foreign country,Italy,2015,11594.0
Foreign country,Italy,2016,11063.0
Foreign country,Italy,2017,11835.0
Foreign country,Italy,2018,11750.0
Foreign country,Italy,2019,12542.0
Foreign country,Italy,2020,13337.0
Foreign country,Italy,2021,12370.0
Foreign country,Italy,2022,13750.0
Foreign country,Italy,2023,13991.0
Foreign country,Italy,2024,15247.0
Foreign country,Lithuania,2015,5321.0
Foreign country,Lithuania,2016,4456.0
Foreign country,Lithuania,2017,7500.0
Foreign country,Lithuania,2018,6887.0
Foreign country,Lithuania,2019,6221.0
Foreign country,Lithuania,2020,7891.0
Foreign country,Lithuania,2021,8392.0
Foreign country,Lithuania,2022,8393.0
Foreign country,Lithuania,2023,12529.0
Foreign country,Luxembourg,2015,29468.0
Foreign country,Luxembourg,2016,28305.0
Foreign country,Luxembourg,2017,32043.0
Foreign country,Luxembourg,2018,29970.0
Foreign country,Luxembourg,2019,32920.0
Foreign country,Luxembourg,2020,33349.0
Foreign country,Luxembourg,2021,37670.0
Foreign country,Luxembourg,2022,42882.0
Foreign country,Luxembourg,2023,41786.0
Foreign country,Luxembourg,2024,46744.0
Foreign country,Latvia,2015,5202.0
Foreign country,Latvia,2016,5273.0
Foreign country,Latvia,2017,5564.0
Foreign country,Latvia,2018,6043.0
Foreign country,Latvia,2019,6858.0
Foreign country,Latvia,2020,7711.0
Foreign country,Latvia,2021,7490.0
Foreign country,Latvia,2022,8206.0
Foreign country,Latvia,2023,8659.0
Foreign country,Latvia,2024,9851.0
Foreign country,Montenegro,2015,2876.0
Foreign country,Montenegro,2016,2951.0
Foreign country,Montenegro,2017,3163.0
Foreign country,Montenegro,2018,3143.0
Foreign country,Montenegro,2019,3132.0
Foreign country,Montenegro,2020,3568.0
Foreign country,Montenegro,2021,2953.0
Foreign country,Montenegro,2022,3584.0
Foreign country,North Macedonia,2015,1859.0
Foreign country,North Macedonia,2016,1858.0
Foreign country,North Macedonia,2017,1690.0
Foreign country,North Macedonia,2018,1554.0
Foreign country,North Macedonia,2019,2238.0
Foreign country,North Macedonia,2020,2441.0
Foreign country,Malta,2015,12965.0
Foreign country,Malta,2016,14583.0
Foreign country,Malta,2017,13876.0
Foreign country,Malta,2018,14222.0
Foreign country,Malta,2019,14503.0
Foreign country,Malta,2020,13915.0
Foreign country,Malta,2021,16851.0
Foreign country,Malta,2022,17972.0
Foreign country,Malta,2023,17902.0
Foreign country,Netherlands,2015,20771.0
Foreign country,Netherlands,2016,17884.0
Foreign country,Netherlands,2017,20780.0
Foreign country,Netherlands,2018,20747.0
Foreign country,Netherlands,2019,21405.0
Foreign country,Netherlands,2020,20796.0
Foreign country,Netherlands,2021,22218.0
Foreign country,Netherlands,2022,25050.0
Foreign country,Netherlands,2023,23741.0
Foreign country,Netherlands,2024,28627.0
Foreign country,Norway,2015,36566.0
Foreign country,Norway,2016,33388.0
Foreign country,Norway,2017,33549.0
Foreign country,Norway,2018,32933.0
Foreign country,Norway,2019,33342.0
Foreign country,Norway,2020,36502.0
Foreign country,Norway,2021,32095.0
Foreign country,Norway,2022,35529.0
Foreign country,Norway,2023,38947.0
Foreign country,Norway,2024,36293.0
Foreign country,Poland,2015,4968.0
Foreign country,Poland,2016,6686.0
Foreign country,Poland,2017,9198.0
Foreign country,Poland,2018,7698.0
Foreign country,Poland,2019,8207.0
Foreign country,Poland,2020,9417.0
Foreign country,Poland,2021,9903.0
Foreign country,Poland,2022,10009.0
Foreign country,Poland,2023,11780.0
Foreign country,Portugal,2015,7091.0
Foreign country,Portugal,2016,7211.0
Foreign country,Portugal,2017,7705.0
Foreign country,Portugal,2018,8450.0
Foreign country,Portugal,2019,9380.0
Foreign country,Portugal,2020,10464.0
Foreign country,Portugal,2021,10123.0
Foreign country,Portugal,2022,9169.0
Foreign country,Portugal,2023,10300.0
Foreign country,Romania,2024,8822.0
Foreign country,Serbia,2015,2455.0
Foreign country,Serbia,2016,2499.0
Foreign country,Serbia,2017,2794.0
Foreign country,Serbia,2018,2649.0
Foreign country,Serbia,2019,3247.0
Foreign country,Serbia,2020,2715.0
Foreign country,Serbia,2021,4194.0
Foreign country,Serbia,2022,4499.0
Foreign country,Serbia,2023,5800.0
Foreign country,Sweden,2015,16252.0
Foreign country,Sweden,2016,16220.0
Foreign country,Sweden,2017,16697.0
Foreign country,Sweden,2018,16419.0
Foreign country,Sweden,2019,15823.0
Foreign country,Sweden,2020,17481.0
Foreign country,Sweden,2021,19014.0
Foreign country,Sweden,2022,20466.0
Foreign country,Sweden,2023,21340.0
Foreign country,Sweden,2024,21731.0
Foreign country,Slovenia,2015,8680.0
Foreign country,Slovenia,2016,8256.0
Foreign country,Slovenia,2017,9024.0
Foreign country,Slovenia,2018,9824.0
Foreign country,Slovenia,2019,11008.0
Foreign country,Slovenia,2020,11222.0
Foreign country,Slovenia,2021,12902.0
Foreign country,Slovenia,2022,13068.0
Foreign country,Slovenia,2023,14622.0
Foreign country,Slovenia,2024,15795.0
Foreign country,Slovakia,2015,6048.0
Foreign country,Slovakia,2016,5449.0
Foreign country,Slovakia,2017,6434.0
Foreign country,Slovakia,2018,6584.0
Foreign country,Slovakia,2019,7849.0
Foreign country,Slovakia,2020,7046.0
Foreign country,Slovakia,2021,7221.0
Foreign country,Slovakia,2022,7636.0
Foreign country,Slovakia,2023,10161.0
Foreign country,Türkiye,2015,5237.0
Foreign country,Türkiye,2016,5032.0
Foreign country,Türkiye,2017,4384.0
Foreign country,Türkiye,2018,4099.0
Foreign country,Türkiye,2019,3504.0
Foreign country,Türkiye,2020,3041.0
Foreign country,Türkiye,2021,2548.0
Foreign country,Türkiye,2022,2633.0
Foreign country,Türkiye,2023,2989.0
Foreign country,United Kingdom,2015,20696.0
Foreign country,United Kingdom,2016,21659.0
Foreign country,United Kingdom,2017,20851.0
Foreign country,United Kingdom,2018,21715.0
Foreign country,Kosovo*,2018,4325.0
Reporting country,Albania,2017,1813.0
Reporting country,Albania,2018,2064.0
Reporting country,Albania,2019,2298.0
Reporting country,Albania,2020,2599.0
Reporting country,Albania,2021,2619.0
Reporting country,Austria,2015,25099.0
Reporting country,Austria,2016,25690.0
Reporting country,Austria,2017,26877.0
Reporting country,Austria,2018,27222.0
Reporting country,Austria,2019,27749.0
Reporting country,Austria,2020,28527.0
Reporting country,Austria,2021,29684.0
Reporting country,Austria,2022,30271.0
Reporting country,Austria,2023,33841.0
Reporting country,Belgium,2015,22387.0
Reporting country,Belgium,2016,22731.0
Reporting country,Belgium,2017,23252.0
Reporting country,Belgium,2018,24372.0
Reporting country,Belgium,2019,25206.0
Reporting country,Belgium,2020,26335.0
Reporting country,Belgium,2021,26573.0
Reporting country,Belgium,2022,27816.0
Reporting country,Belgium,2023,29369.0
Reporting country,Belgium,2024,31233.0
Reporting country,Bulgaria,2015,3367.0
Reporting country,Bulgaria,2016,3216.0
Reporting country,Bulgaria,2017,3645.0
Reporting country,Bulgaria,2018,3649.0
Reporting country,Bulgaria,2019,4285.0
Reporting country,Bulgaria,2020,4691.0
Reporting country,Bulgaria,2021,5203.0
Reporting country,Bulgaria,2022,5467.0
Reporting country,Bulgaria,2023,6603.0
Reporting country,Bulgaria,2024,7947.0
Reporting country,Switzerland,2015,41590.0
Reporting country,Switzerland,2016,46994.0
Reporting country,Switzerland,2017,46604.0
Reporting country,Switzerland,2018,45581.0
Reporting country,Switzerland,2019,44030.0
Reporting country,Switzerland,2020,45746.0
Reporting country,Switzerland,2021,48067.0
Reporting country,Switzerland,2022,47906.0
Reporting country,Switzerland,2023,51525.0
Reporting country,Cyprus,2015,14450.0
Reporting country,Cyprus,2016,14841.0
Reporting country,Cyprus,2017,15193.0
Reporting country,Cyprus,2018,16094.0
Reporting country,Cyprus,2019,16986.0
Reporting country,Cyprus,2020,17523.0
Reporting country,Cyprus,2021,17644.0
Reporting country,Cyprus,2022,18776.0
Reporting country,Cyprus,2023,19908.0
Reporting country,Cyprus,2024,21715.0
Reporting country,Czechia,2015,7470.0
Reporting country,Czechia,2016,7902.0
Reporting country,Czechia,2017,8297.0
Reporting country,Czechia,2018,9071.0
Reporting country,Czechia,2019,9958.0
Reporting country,Czechia,2020,10678.0
Reporting country,Czechia,2021,10735.0
Reporting country,Czechia,2022,12294.0
Reporting country,Czechia,2023,13776.0
Reporting country,Czechia,2024,15317.0
Reporting country,Germany,2015,20927.0
Reporting country,Germany,2016,21573.0
Reporting country,Germany,2017,22244.0
Reporting country,Germany,2018,22964.0
Reporting country,Germany,2019,23725.0
Reporting country,Germany,2020,27161.0
Reporting country,Germany,2021,26167.0
Reporting country,Germany,2022,26197.0
Reporting country,Germany,2023,27600.0
Reporting country,Germany,2024,28957.0
Reporting country,Denmark,2015,28473.0
Reporting country,Denmark,2016,28481.0
Reporting country,Denmark,2017,29306.0
Reporting country,Denmark,2018,30323.0
Reporting country,Denmark,2019,30622.0
Reporting country,Denmark,2020,30777.0
Reporting country,Denmark,2021,32117.0
Reporting country,Denmark,2022,33354.0
Reporting country,Denmark,2023,34086.0
Reporting country,Denmark,2024,34797.0
Reporting country,Estonia,2015,8218.0
Reporting country,Estonia,2016,8963.0
Reporting country,Estonia,2017,9845.0
Reporting country,Estonia,2018,10742.0
Reporting country,Estonia,2019,11711.0
Reporting country,Estonia,2020,12415.0
Reporting country,Estonia,2021,12810.0
Reporting country,Estonia,2022,14904.0
Reporting country,Estonia,2023,15589.0
Reporting country,Estonia,2024,16625.0
Reporting country,Greece,2015,7860.0
Reporting country,Greece,2016,7850.0
Reporting country,Greece,2017,7933.0
Reporting country,Greece,2018,8207.0
Reporting country,Greece,2019,8550.0
Reporting country,Greece,2020,9117.0
Reporting country,Greece,2021,9107.0
Reporting country,Greece,2022,9800.0
Reporting country,Greece,2023,10291.0
Reporting country,Spain,2015,14068.0
Reporting country,Spain,2016,14380.0
Reporting country,Spain,2017,14999.0
Reporting country,Spain,2018,15459.0
Reporting country,Spain,2019,15929.0
Reporting country,Spain,2020,17125.0
Reporting country,Spain,2021,17014.0
Reporting country,Spain,2022,17932.0
Reporting country,Spain,2023,19366.0
Reporting country,Spain,2024,20917.0
Reporting country,Finland,2015,23935.0
Reporting country,Finland,2016,23976.0
Reporting country,Finland,2017,24293.0
Reporting country,Finland,2018,24805.0
Reporting country,Finland,2019,25187.0
Reporting country,Finland,2020,25877.0
Reporting country,Finland,2021,25806.0
Reporting country,Finland,2022,26917.0
Reporting country,Finland,2023,27676.0
Reporting country,Finland,2024,29162.0
Reporting country,France,2015,22071.0
Reporting country,France,2016,22413.0
Reporting country,France,2017,22774.0
Reporting country,France,2018,23059.0
Reporting country,France,2019,23334.0
Reporting country,France,2020,23166.0
Reporting country,France,2021,23535.0
Reporting country,France,2022,24080.0
Reporting country,France,2023,25313.0
Reporting country,Croatia,2015,5603.0
Reporting country,Croatia,2016,5853.0
Reporting country,Croatia,2017,6278.0
Reporting country,Croatia,2018,6685.0
Reporting country,Croatia,2019,7217.0
Reporting country,Croatia,2020,7797.0
Reporting country,Croatia,2021,8125.0
Reporting country,Croatia,2022,8781.0
Reporting country,Croatia,2023,9852.0
Reporting country,Hungary,2015,4656.0
Reporting country,Hungary,2016,4893.0
Reporting country,Hungary,2017,5126.0
Reporting country,Hungary,2018,5530.0
Reporting country,Hungary,2019,5967.0
Reporting country,Hungary,2020,6602.0
Reporting country,Hungary,2021,6763.0
Reporting country,Hungary,2022,7063.0
Reporting country,Hungary,2023,7579.0
Reporting country,Hungary,2024,8879.0
Reporting country,Ireland,2015,22864.0
Reporting country,Ireland,2016,23586.0
Reporting country,Ireland,2017,23659.0
Reporting country,Ireland,2018,25859.0
Reporting country,Ireland,2019,26273.0
Reporting country,Ireland,2020,28182.0
Reporting country,Ireland,2021,29940.0
Reporting country,Ireland,2022,31797.0
Reporting country,Ireland,2023,32270.0
Reporting country,Iceland,2015,25599.0
Reporting country,Iceland,2016,29837.0
Reporting country,Iceland,2017,35489.0
Reporting country,Iceland,2018,41942.0
Reporting country,Iceland,2019,38295.0
Reporting country,Iceland,2020,36816.0
Reporting country,Italy,2015,16750.0
Reporting country,Italy,2016,17380.0
Reporting country,Italy,2017,17567.0
Reporting country,Italy,2018,17867.0
Reporting country,Italy,2019,18098.0
Reporting country,Italy,2020,18858.0
Reporting country,Italy,2021,18763.0
Reporting country,Italy,2022,19478.0
Reporting country,Italy,2023,21105.0
Reporting country,Italy,2024,21652.0
Reporting country,Lithuania,2015,5242.0
Reporting country,Lithuania,2016,5732.0
Reporting country,Lithuania,2017,6225.0
Reporting country,Lithuania,2018,6942.0
Reporting country,Lithuania,2019,7745.0
Reporting country,Lithuania,2020,8637.0
Reporting country,Lithuania,2021,9617.0
Reporting country,Lithuania,2022,10118.0
Reporting country,Lithuania,2023,11158.0
Reporting country,Luxembourg,2015,40483.0
Reporting country,Luxembourg,2016,38554.0
Reporting country,Luxembourg,2017,41614.0
Reporting country,Luxembourg,2018,40809.0
Reporting country,Luxembourg,2019,41486.0
Reporting country,Luxembourg,2020,42004.0
Reporting country,Luxembourg,2021,47604.0
Reporting country,Luxembourg,2022,47678.0
Reporting country,Luxembourg,2023,54263.0
Reporting country,Luxembourg,2024,57130.0
Reporting country,Latvia,2015,5915.0
Reporting country,Latvia,2016,6494.0
Reporting country,Latvia,2017,6751.0
Reporting country,Latvia,2018,7481.0
Reporting country,Latvia,2019,8317.0
Reporting country,Latvia,2020,8906.0
Reporting country,Latvia,2021,9642.0
Reporting country,Latvia,2022,10501.0
Reporting country,Latvia,2023,11436.0
Reporting country,Latvia,2024,12994.0
Reporting country,Montenegro,2015,3327.0
Reporting country,Montenegro,2016,3400.0
Reporting country,Montenegro,2017,3648.0
Reporting country,Montenegro,2018,3932.0
Reporting country,Montenegro,2019,4030.0
Reporting country,Montenegro,2020,4122.0
Reporting country,Montenegro,2021,4062.0
Reporting country,Montenegro,2022,4500.0
Reporting country,North Macedonia,2015,2204.0
Reporting country,North Macedonia,2016,2339.0
Reporting country,North Macedonia,2017,2571.0
Reporting country,North Macedonia,2018,2720.0
Reporting country,North Macedonia,2019,2845.0
Reporting country,North Macedonia,2020,3142.0
Reporting country,Malta,2015,13867.0
Reporting country,Malta,2016,13825.0
Reporting country,Malta,2017,14675.0
Reporting country,Malta,2018,14970.0
Reporting country,Malta,2019,15569.0
Reporting country,Malta,2020,16515.0
Reporting country,Malta,2021,17173.0
Reporting country,Malta,2022,18305.0
Reporting country,Malta,2023,19860.0
Reporting country,Netherlands,2015,21571.0
Reporting country,Netherlands,2016,23025.0
Reporting country,Netherlands,2017,23729.0
Reporting country,Netherlands,2018,24104.0
Reporting country,Netherlands,2019,24747.0
Reporting country,Netherlands,2020,26133.0
Reporting country,Netherlands,2021,28418.0
Reporting country,Netherlands,2022,29270.0
Reporting country,Netherlands,2023,29418.0
Reporting country,Netherlands,2024,32334.0
Reporting country,Norway,2015,42535.0
Reporting country,Norway,2016,40584.0
Reporting country,Norway,2017,39466.0
Reporting country,Norway,2018,40635.0
Reporting country,Norway,2019,40511.0
Reporting country,Norway,2020,41357.0
Reporting country,Norway,2021,37114.0
Reporting country,Norway,2022,40312.0
Reporting country,Norway,2023,43116.0
Reporting country,Norway,2024,41524.0
Reporting country,Poland,2015,5637.0
Reporting country,Poland,2016,5935.0
Reporting country,Poland,2017,5951.0
Reporting country,Poland,2018,6557.0
Reporting country,Poland,2019,7102.0
Reporting country,Poland,2020,7918.0
Reporting country,Poland,2021,8283.0
Reporting country,Poland,2022,9033.0
Reporting country,Poland,2023,10109.0
Reporting country,Portugal,2015,8541.0
Reporting country,Portugal,2016,8895.0
Reporting country,Portugal,2017,9167.0
Reporting country,Portugal,2018,9413.0
Reporting country,Portugal,2019,10156.0
Reporting country,Portugal,2020,10910.0
Reporting country,Portugal,2021,11138.0
Reporting country,Portugal,2022,11200.0
Reporting country,Portugal,2023,11999.0
Reporting country,Romania,2015,2410.0
Reporting country,Romania,2016,2533.0
Reporting country,Romania,2017,2845.0
Reporting country,Romania,2018,3404.0
Reporting country,Romania,2019,3965.0
Reporting country,Romania,2020,4394.0
Reporting country,Romania,2021,4924.0
Reporting country,Romania,2022,5638.0
Reporting country,Romania,2023,6662.0
Reporting country,Romania,2024,7972.0
Reporting country,Serbia,2015,2436.0
Reporting country,Serbia,2016,2475.0
Reporting country,Serbia,2017,2564.0
Reporting country,Serbia,2018,2777.0
Reporting country,Serbia,2019,3289.0
Reporting country,Serbia,2020,3712.0
Reporting country,Serbia,2021,4033.0
Reporting country,Serbia,2022,4426.0
Reporting country,Serbia,2023,4988.0
Reporting country,Sweden,2015,26066.0
Reporting country,Sweden,2016,26039.0
Reporting country,Sweden,2017,26543.0
Reporting country,Sweden,2018,26798.0
Reporting country,Sweden,2019,25962.0
Reporting country,Sweden,2020,25925.0
Reporting country,Sweden,2021,26758.0
Reporting country,Sweden,2022,27928.0
Reporting country,Sweden,2023,28272.0
Reporting country,Sweden,2024,28163.0
Reporting country,Slovenia,2015,12475.0
Reporting country,Slovenia,2016,12465.0
Reporting country,Slovenia,2017,12891.0
Reporting country,Slovenia,2018,13378.0
Reporting country,Slovenia,2019,14243.0
Reporting country,Slovenia,2020,15067.0
Reporting country,Slovenia,2021,15520.0
Reporting country,Slovenia,2022,16755.0
Reporting country,Slovenia,2023,18211.0
Reporting country,Slovenia,2024,19856.0
Reporting country,Slovakia,2015,7120.0
Reporting country,Slovakia,2016,7167.0
Reporting country,Slovakia,2017,7355.0
Reporting country,Slovakia,2018,7799.0
Reporting country,Slovakia,2019,8381.0
Reporting country,Slovakia,2020,8952.0
Reporting country,Slovakia,2021,8744.0
Reporting country,Slovakia,2022,9095.0
Reporting country,Slovakia,2023,9522.0
Reporting country,Türkiye,2015,3693.0
Reporting country,Türkiye,2016,4085.0
Reporting country,Türkiye,2017,4207.0
Reporting country,Türkiye,2018,3813.0
Reporting country,Türkiye,2019,3285.0
Reporting country,Türkiye,2020,3418.0
Reporting country,Türkiye,2021,3021.0
Reporting country,Türkiye,2022,3059.0
Reporting country,Türkiye,2023,3193.0
Reporting country,United Kingdom,2015,21999.0
Reporting country,United Kingdom,2016,21854.0
Reporting country,United Kingdom,2017,21421.0
Reporting country,United Kingdom,2018,21924.0
Reporting country,Kosovo*,2018,2100.0
Non-EU27 countries (from 2020) nor reporting country,Albania,2021,2150.0
Non-EU27 countries (from 2020) nor reporting country,Austria,2015,16402.0
Non-EU27 countries (from 2020) nor reporting country,Austria,2016,15206.0
Non-EU27 countries (from 2020) nor reporting country,Austria,2017,16781.0
