iccs,unit,geo,TIME_PERIOD,OBS_VALUE
Kidnapping,Number,Bosnia and Herzegovina,2012,2.0
Kidnapping,Number,Bosnia and Herzegovina,2013,5.0
Kidnapping,Number,Bosnia and Herzegovina,2014,3.0
Kidnapping,Number,Bosnia and Herzegovina,2015,0.0
Kidnapping,Number,Bosnia and Herzegovina,2016,1.0
Kidnapping,Number,Bosnia and Herzegovina,2017,0.0
Kidnapping,Number,Bosnia and Herzegovina,2018,1.0
Kidnapping,Number,Bosnia and Herzegovina,2019,7.0
Kidnapping,Number,Bosnia and Herzegovina,2020,1.0
Kidnapping,Number,Bosnia and Herzegovina,2021,14.0
Kidnapping,Number,Bosnia and Herzegovina,2022,12.0
Kidnapping,Number,Belgium,2008,1013.0
Kidnapping,Number,Belgium,2009,1080.0
Kidnapping,Number,Belgium,2010,1122.0
Kidnapping,Number,Belgium,2011,1194.0
Kidnapping,Number,Belgium,2012,1185.0
Kidnapping,Number,Belgium,2013,1163.0
Kidnapping,Number,Belgium,2014,1151.0
Kidnapping,Number,Belgium,2015,1171.0
Kidnapping,Number,Belgium,2016,1201.0
Kidnapping,Number,Belgium,2017,1170.0
Kidnapping,Number,Bulgaria,2008,127.0
Kidnapping,Number,Bulgaria,2009,142.0
Kidnapping,Number,Bulgaria,2010,118.0
Kidnapping,Number,Bulgaria,2011,77.0
Kidnapping,Number,Bulgaria,2012,75.0
Kidnapping,Number,Bulgaria,2013,87.0
Kidnapping,Number,Bulgaria,2014,95.0
Kidnapping,Number,Bulgaria,2015,74.0
Kidnapping,Number,Bulgaria,2016,70.0
Kidnapping,Number,Bulgaria,2017,102.0
Kidnapping,Number,Bulgaria,2018,63.0
Kidnapping,Number,Bulgaria,2019,72.0
Kidnapping,Number,Bulgaria,2020,81.0
Kidnapping,Number,Bulgaria,2021,69.0
Kidnapping,Number,Bulgaria,2022,83.0
Kidnapping,Number,Switzerland,2008,2.0
Kidnapping,Number,Switzerland,2009,4.0
Kidnapping,Number,Switzerland,2010,0.0
Kidnapping,Number,Switzerland,2011,4.0
Kidnapping,Number,Switzerland,2012,5.0
Kidnapping,Number,Switzerland,2013,3.0
Kidnapping,Number,Switzerland,2014,1.0
Kidnapping,Number,Switzerland,2015,4.0
Kidnapping,Number,Switzerland,2016,3.0
Kidnapping,Number,Switzerland,2017,3.0
Kidnapping,Number,Switzerland,2018,8.0
Kidnapping,Number,Switzerland,2019,5.0
Kidnapping,Number,Switzerland,2020,6.0
Kidnapping,Number,Switzerland,2021,5.0
Kidnapping,Number,Switzerland,2022,4.0
Kidnapping,Number,Cyprus,2008,12.0
Kidnapping,Number,Cyprus,2009,26.0
Kidnapping,Number,Cyprus,2010,27.0
Kidnapping,Number,Cyprus,2011,12.0
Kidnapping,Number,Cyprus,2012,5.0
Kidnapping,Number,Cyprus,2013,4.0
Kidnapping,Number,Cyprus,2014,8.0
Kidnapping,Number,Cyprus,2015,0.0
Kidnapping,Number,Cyprus,2016,1.0
Kidnapping,Number,Cyprus,2017,9.0
Kidnapping,Number,Cyprus,2018,4.0
Kidnapping,Number,Cyprus,2019,8.0
Kidnapping,Number,Cyprus,2020,2.0
Kidnapping,Number,Cyprus,2021,3.0
Kidnapping,Number,Cyprus,2022,6.0
Kidnapping,Number,Czechia,2008,15.0
Kidnapping,Number,Czechia,2009,12.0
Kidnapping,Number,Czechia,2010,16.0
Kidnapping,Number,Czechia,2011,11.0
Kidnapping,Number,Czechia,2012,17.0
Kidnapping,Number,Czechia,2013,20.0
Kidnapping,Number,Czechia,2014,15.0
Kidnapping,Number,Czechia,2015,12.0
Kidnapping,Number,Czechia,2016,18.0
Kidnapping,Number,Czechia,2017,17.0
Kidnapping,Number,Czechia,2018,13.0
Kidnapping,Number,Czechia,2019,12.0
Kidnapping,Number,Czechia,2020,11.0
Kidnapping,Number,Czechia,2021,2.0
Kidnapping,Number,Czechia,2022,2.0
Kidnapping,Number,Germany,2008,1857.0
Kidnapping,Number,Germany,2009,5126.0
Kidnapping,Number,Germany,2010,4897.0
Kidnapping,Number,Germany,2011,4922.0
Kidnapping,Number,Germany,2012,5183.0
Kidnapping,Number,Germany,2013,4929.0
Kidnapping,Number,Germany,2014,4988.0
Kidnapping,Number,Germany,2015,4763.0
Kidnapping,Number,Germany,2016,4756.0
Kidnapping,Number,Germany,2017,4625.0
Kidnapping,Number,Germany,2018,4563.0
Kidnapping,Number,Germany,2019,4514.0
Kidnapping,Number,Germany,2020,4565.0
Kidnapping,Number,Germany,2021,5062.0
Kidnapping,Number,Germany,2022,4891.0
Kidnapping,Number,Estonia,2008,2.0
Kidnapping,Number,Estonia,2009,0.0
Kidnapping,Number,Estonia,2010,0.0
Kidnapping,Number,Estonia,2011,3.0
Kidnapping,Number,Estonia,2012,0.0
Kidnapping,Number,Estonia,2013,1.0
Kidnapping,Number,Estonia,2014,0.0
Kidnapping,Number,Estonia,2015,0.0
Kidnapping,Number,Estonia,2016,0.0
Kidnapping,Number,Estonia,2017,0.0
Kidnapping,Number,Estonia,2018,0.0
Kidnapping,Number,Estonia,2019,0.0
Kidnapping,Number,Estonia,2020,0.0
Kidnapping,Number,Estonia,2021,0.0
Kidnapping,Number,Estonia,2022,0.0
Kidnapping,Number,Greece,2008,30.0
Kidnapping,Number,Greece,2009,16.0
Kidnapping,Number,Greece,2010,173.0
Kidnapping,Number,Greece,2011,158.0
Kidnapping,Number,Greece,2012,139.0
Kidnapping,Number,Greece,2013,95.0
Kidnapping,Number,Greece,2014,58.0
Kidnapping,Number,Greece,2015,89.0
Kidnapping,Number,Greece,2016,61.0
Kidnapping,Number,Greece,2017,78.0
Kidnapping,Number,Greece,2018,74.0
Kidnapping,Number,Greece,2019,72.0
Kidnapping,Number,Greece,2020,73.0
Kidnapping,Number,Greece,2021,62.0
Kidnapping,Number,Greece,2022,98.0
Kidnapping,Number,Spain,2008,237.0
Kidnapping,Number,Spain,2009,171.0
Kidnapping,Number,Spain,2010,127.0
Kidnapping,Number,Spain,2011,111.0
Kidnapping,Number,Spain,2012,118.0
Kidnapping,Number,Spain,2013,121.0
Kidnapping,Number,Spain,2014,99.0
Kidnapping,Number,Spain,2015,93.0
Kidnapping,Number,Spain,2016,94.0
Kidnapping,Number,Spain,2017,69.0
Kidnapping,Number,Spain,2018,81.0
Kidnapping,Number,Spain,2019,89.0
Kidnapping,Number,Spain,2020,76.0
Kidnapping,Number,Spain,2021,97.0
Kidnapping,Number,Spain,2022,84.0
Kidnapping,Number,Finland,2008,0.0
Kidnapping,Number,Finland,2009,3.0
Kidnapping,Number,Finland,2010,1.0
Kidnapping,Number,Finland,2011,3.0
Kidnapping,Number,Finland,2012,1.0
Kidnapping,Number,Finland,2013,1.0
Kidnapping,Number,Finland,2014,1.0
Kidnapping,Number,Finland,2015,1.0
Kidnapping,Number,Finland,2016,3.0
Kidnapping,Number,Finland,2017,2.0
Kidnapping,Number,Finland,2018,4.0
Kidnapping,Number,Finland,2019,1.0
Kidnapping,Number,Finland,2020,3.0
Kidnapping,Number,Finland,2021,2.0
Kidnapping,Number,Finland,2022,2.0
Kidnapping,Number,France,2008,2074.0
Kidnapping,Number,France,2009,2085.0
Kidnapping,Number,France,2010,2092.0
Kidnapping,Number,France,2011,2234.0
Kidnapping,Number,France,2012,2117.0
Kidnapping,Number,France,2013,2266.0
Kidnapping,Number,France,2014,2956.0
Kidnapping,Number,France,2015,3818.0
Kidnapping,Number,France,2016,3818.0
Kidnapping,Number,Croatia,2008,16.0
Kidnapping,Number,Croatia,2009,12.0
Kidnapping,Number,Croatia,2010,13.0
Kidnapping,Number,Croatia,2011,6.0
Kidnapping,Number,Croatia,2012,6.0
Kidnapping,Number,Croatia,2013,1.0
Kidnapping,Number,Croatia,2014,1.0
Kidnapping,Number,Croatia,2015,0.0
Kidnapping,Number,Croatia,2016,1.0
Kidnapping,Number,Croatia,2017,0.0
Kidnapping,Number,Croatia,2018,0.0
Kidnapping,Number,Croatia,2019,1.0
Kidnapping,Number,Croatia,2020,1.0
Kidnapping,Number,Croatia,2021,3.0
Kidnapping,Number,Croatia,2022,0.0
Kidnapping,Number,Hungary,2008,11.0
Kidnapping,Number,Hungary,2009,14.0
Kidnapping,Number,Hungary,2010,18.0
Kidnapping,Number,Hungary,2011,12.0
Kidnapping,Number,Hungary,2012,9.0
Kidnapping,Number,Hungary,2013,7.0
Kidnapping,Number,Hungary,2014,3.0
Kidnapping,Number,Hungary,2015,11.0
Kidnapping,Number,Hungary,2016,5.0
Kidnapping,Number,Hungary,2017,3.0
Kidnapping,Number,Hungary,2018,3.0
Kidnapping,Number,Hungary,2019,5.0
Kidnapping,Number,Hungary,2020,11.0
Kidnapping,Number,Hungary,2021,4.0
Kidnapping,Number,Hungary,2022,7.0
Kidnapping,Number,Ireland,2008,58.0
Kidnapping,Number,Ireland,2009,84.0
Kidnapping,Number,Ireland,2010,82.0
Kidnapping,Number,Ireland,2011,77.0
Kidnapping,Number,Ireland,2012,65.0
Kidnapping,Number,Ireland,2013,80.0
Kidnapping,Number,Ireland,2014,60.0
Kidnapping,Number,Ireland,2015,92.0
Kidnapping,Number,Ireland,2016,74.0
Kidnapping,Number,Ireland,2017,79.0
Kidnapping,Number,Ireland,2018,85.0
Kidnapping,Number,Ireland,2019,87.0
Kidnapping,Number,Ireland,2020,106.0
Kidnapping,Number,Ireland,2021,100.0
Kidnapping,Number,Ireland,2022,91.0
Kidnapping,Number,Italy,2008,325.0
Kidnapping,Number,Italy,2009,349.0
Kidnapping,Number,Italy,2010,351.0
Kidnapping,Number,Italy,2011,356.0
Kidnapping,Number,Italy,2012,341.0
Kidnapping,Number,Italy,2013,325.0
Kidnapping,Number,Italy,2014,297.0
Kidnapping,Number,Italy,2015,287.0
Kidnapping,Number,Italy,2016,197.0
Kidnapping,Number,Italy,2017,198.0
Kidnapping,Number,Italy,2018,185.0
Kidnapping,Number,Italy,2019,128.0
Kidnapping,Number,Italy,2020,117.0
Kidnapping,Number,Italy,2021,118.0
Kidnapping,Number,Italy,2022,144.0
Kidnapping,Number,Liechtenstein,2008,0.0
Kidnapping,Number,Liechtenstein,2009,0.0
Kidnapping,Number,Liechtenstein,2010,0.0
Kidnapping,Number,Liechtenstein,2011,0.0
Kidnapping,Number,Liechtenstein,2012,0.0
Kidnapping,Number,Liechtenstein,2013,0.0
Kidnapping,Number,Liechtenstein,2014,0.0
Kidnapping,Number,Liechtenstein,2015,0.0
Kidnapping,Number,Liechtenstein,2016,0.0
Kidnapping,Number,Liechtenstein,2019,0.0
Kidnapping,Number,Liechtenstein,2020,0.0
Kidnapping,Number,Liechtenstein,2021,0.0
Kidnapping,Number,Liechtenstein,2022,0.0
Kidnapping,Number,Lithuania,2008,61.0
Kidnapping,Number,Lithuania,2009,59.0
Kidnapping,Number,Lithuania,2010,69.0
Kidnapping,Number,Lithuania,2011,48.0
Kidnapping,Number,Lithuania,2012,65.0
Kidnapping,Number,Lithuania,2013,46.0
Kidnapping,Number,Lithuania,2014,0.0
Kidnapping,Number,Lithuania,2015,0.0
Kidnapping,Number,Lithuania,2016,0.0
Kidnapping,Number,Lithuania,2017,0.0
Kidnapping,Number,Lithuania,2018,0.0
Kidnapping,Number,Lithuania,2019,0.0
Kidnapping,Number,Lithuania,2020,1.0
Kidnapping,Number,Lithuania,2021,1.0
Kidnapping,Number,Lithuania,2022,0.0
Kidnapping,Number,Luxembourg,2008,33.0
Kidnapping,Number,Luxembourg,2009,40.0
Kidnapping,Number,Luxembourg,2010,27.0
Kidnapping,Number,Luxembourg,2011,47.0
Kidnapping,Number,Luxembourg,2012,57.0
Kidnapping,Number,Luxembourg,2013,48.0
Kidnapping,Number,Luxembourg,2014,52.0
Kidnapping,Number,Luxembourg,2015,53.0
Kidnapping,Number,Luxembourg,2016,50.0
Kidnapping,Number,Luxembourg,2017,46.0
Kidnapping,Number,Luxembourg,2018,36.0
Kidnapping,Number,Luxembourg,2019,44.0
Kidnapping,Number,Luxembourg,2020,42.0
Kidnapping,Number,Luxembourg,2021,37.0
Kidnapping,Number,Luxembourg,2022,52.0
Kidnapping,Number,Latvia,2008,3.0
Kidnapping,Number,Latvia,2009,9.0
Kidnapping,Number,Latvia,2010,8.0
Kidnapping,Number,Latvia,2011,7.0
Kidnapping,Number,Latvia,2012,1.0
Kidnapping,Number,Latvia,2013,18.0
Kidnapping,Number,Latvia,2014,17.0
Kidnapping,Number,Latvia,2015,17.0
Kidnapping,Number,Latvia,2016,8.0
Kidnapping,Number,Latvia,2017,4.0
Kidnapping,Number,Latvia,2018,10.0
Kidnapping,Number,Latvia,2019,13.0
Kidnapping,Number,Latvia,2020,12.0
Kidnapping,Number,Latvia,2021,6.0
Kidnapping,Number,Latvia,2022,10.0
Kidnapping,Number,Montenegro,2008,3.0
Kidnapping,Number,Montenegro,2009,3.0
Kidnapping,Number,Montenegro,2010,2.0
Kidnapping,Number,Montenegro,2011,3.0
Kidnapping,Number,Montenegro,2012,0.0
Kidnapping,Number,Montenegro,2013,1.0
Kidnapping,Number,Montenegro,2014,0.0
Kidnapping,Number,Montenegro,2015,0.0
Kidnapping,Number,Montenegro,2016,2.0
Kidnapping,Number,Montenegro,2017,0.0
Kidnapping,Number,Montenegro,2018,0.0
Kidnapping,Number,Montenegro,2019,2.0
Kidnapping,Number,Montenegro,2021,2.0
Kidnapping,Number,Montenegro,2022,1.0
Kidnapping,Number,North Macedonia,2008,14.0
Kidnapping,Number,North Macedonia,2009,16.0
Kidnapping,Number,North Macedonia,2010,17.0
Kidnapping,Number,North Macedonia,2011,14.0
Kidnapping,Number,North Macedonia,2012,19.0
Kidnapping,Number,North Macedonia,2013,18.0
Kidnapping,Number,North Macedonia,2014,8.0
Kidnapping,Number,North Macedonia,2015,11.0
Kidnapping,Number,North Macedonia,2016,10.0
Kidnapping,Number,North Macedonia,2017,7.0
Kidnapping,Number,North Macedonia,2019,15.0
Kidnapping,Number,North Macedonia,2020,2.0
Kidnapping,Number,North Macedonia,2021,8.0
Kidnapping,Number,North Macedonia,2022,7.0
Kidnapping,Number,Malta,2008,0.0
Kidnapping,Number,Malta,2009,0.0
Kidnapping,Number,Malta,2010,0.0
Kidnapping,Number,Malta,2011,0.0
Kidnapping,Number,Malta,2012,0.0
Kidnapping,Number,Malta,2013,0.0
Kidnapping,Number,Malta,2014,0.0
Kidnapping,Number,Malta,2015,0.0
Kidnapping,Number,Malta,2016,0.0
Kidnapping,Number,Malta,2017,0.0
Kidnapping,Number,Malta,2018,0.0
Kidnapping,Number,Malta,2019,0.0
Kidnapping,Number,Malta,2020,0.0
Kidnapping,Number,Malta,2021,0.0
Kidnapping,Number,Malta,2022,0.0
Kidnapping,Number,Netherlands,2008,760.0
Kidnapping,Number,Netherlands,2009,625.0
Kidnapping,Number,Netherlands,2010,650.0
Kidnapping,Number,Netherlands,2011,575.0
Kidnapping,Number,Netherlands,2012,600.0
Kidnapping,Number,Netherlands,2013,525.0
Kidnapping,Number,Netherlands,2014,415.0
Kidnapping,Number,Netherlands,2015,435.0
Kidnapping,Number,Netherlands,2016,420.0
Kidnapping,Number,Netherlands,2017,400.0
Kidnapping,Number,Netherlands,2018,425.0
Kidnapping,Number,Netherlands,2019,510.0
Kidnapping,Number,Netherlands,2020,520.0
Kidnapping,Number,Netherlands,2021,455.0
Kidnapping,Number,Poland,2008,37.0
Kidnapping,Number,Poland,2009,59.0
Kidnapping,Number,Poland,2010,26.0
Kidnapping,Number,Poland,2011,11.0
Kidnapping,Number,Poland,2012,316.0
Kidnapping,Number,Poland,2013,445.0
Kidnapping,Number,Poland,2014,292.0
Kidnapping,Number,Poland,2015,246.0
Kidnapping,Number,Portugal,2008,492.0
Kidnapping,Number,Portugal,2009,539.0
Kidnapping,Number,Portugal,2010,501.0
Kidnapping,Number,Portugal,2011,507.0
Kidnapping,Number,Portugal,2012,419.0
Kidnapping,Number,Portugal,2013,432.0
Kidnapping,Number,Portugal,2014,376.0
Kidnapping,Number,Portugal,2015,369.0
Kidnapping,Number,Portugal,2016,296.0
Kidnapping,Number,Portugal,2017,292.0
Kidnapping,Number,Portugal,2018,273.0
Kidnapping,Number,Portugal,2019,338.0
Kidnapping,Number,Portugal,2020,254.0
Kidnapping,Number,Portugal,2021,229.0
Kidnapping,Number,Portugal,2022,250.0
Kidnapping,Number,Romania,2008,265.0
Kidnapping,Number,Romania,2010,321.0
Kidnapping,Number,Romania,2011,307.0
Kidnapping,Number,Romania,2012,391.0
Kidnapping,Number,Romania,2013,310.0
Kidnapping,Number,Romania,2014,290.0
Kidnapping,Number,Romania,2015,295.0
Kidnapping,Number,Romania,2016,346.0
Kidnapping,Number,Romania,2017,311.0
Kidnapping,Number,Romania,2018,304.0
Kidnapping,Number,Romania,2019,353.0
Kidnapping,Number,Romania,2020,286.0
Kidnapping,Number,Romania,2021,343.0
Kidnapping,Number,Romania,2022,406.0
Kidnapping,Number,Serbia,2008,16.0
Kidnapping,Number,Serbia,2009,24.0
Kidnapping,Number,Serbia,2010,20.0
Kidnapping,Number,Serbia,2011,9.0
Kidnapping,Number,Serbia,2012,11.0
Kidnapping,Number,Serbia,2013,9.0
Kidnapping,Number,Serbia,2014,12.0
Kidnapping,Number,Serbia,2015,14.0
Kidnapping,Number,Serbia,2016,8.0
Kidnapping,Number,Serbia,2017,11.0
Kidnapping,Number,Serbia,2018,14.0
Kidnapping,Number,Serbia,2019,8.0
Kidnapping,Number,Serbia,2020,4.0
Kidnapping,Number,Serbia,2021,14.0
Kidnapping,Number,Serbia,2022,11.0
Kidnapping,Number,Slovenia,2008,7.0
Kidnapping,Number,Slovenia,2009,2.0
Kidnapping,Number,Slovenia,2010,4.0
Kidnapping,Number,Slovenia,2011,2.0
Kidnapping,Number,Slovenia,2012,4.0
Kidnapping,Number,Slovenia,2013,4.0
Kidnapping,Number,Slovenia,2014,5.0
Kidnapping,Number,Slovenia,2015,3.0
Kidnapping,Number,Slovenia,2016,3.0
Kidnapping,Number,Slovenia,2017,1.0
Kidnapping,Number,Slovenia,2018,6.0
Kidnapping,Number,Slovenia,2019,11.0
Kidnapping,Number,Slovenia,2020,3.0
Kidnapping,Number,Slovenia,2021,4.0
Kidnapping,Number,Slovenia,2022,1.0
Kidnapping,Number,Slovakia,2008,3.0
Kidnapping,Number,Slovakia,2009,6.0
Kidnapping,Number,Slovakia,2010,4.0
Kidnapping,Number,Slovakia,2011,4.0
Kidnapping,Number,Slovakia,2012,7.0
Kidnapping,Number,Slovakia,2013,78.0
Kidnapping,Number,Slovakia,2014,83.0
Kidnapping,Number,Slovakia,2015,85.0
Kidnapping,Number,Slovakia,2016,102.0
Kidnapping,Number,Slovakia,2017,89.0
Kidnapping,Number,Slovakia,2018,92.0
Kidnapping,Number,Slovakia,2019,95.0
Kidnapping,Number,Slovakia,2020,53.0
Kidnapping,Number,Slovakia,2021,54.0
Kidnapping,Number,Slovakia,2022,48.0
Kidnapping,Number,Türkiye,2009,12700.0
Kidnapping,Number,Türkiye,2010,13586.0
Kidnapping,Number,Türkiye,2011,13584.0
Kidnapping,Number,Türkiye,2012,13431.0
Kidnapping,Number,England and Wales,2008,2035.0
Kidnapping,Number,England and Wales,2009,1860.0
Kidnapping,Number,England and Wales,2010,1717.0
Kidnapping,Number,England and Wales,2011,1516.0
Kidnapping,Number,England and Wales,2012,1388.0
Kidnapping,Number,England and Wales,2013,1728.0
Kidnapping,Number,England and Wales,2014,2189.0
Kidnapping,Number,England and Wales,2015,3019.0
Kidnapping,Number,England and Wales,2016,3849.0
Kidnapping,Number,England and Wales,2017,4528.0
Kidnapping,Number,England and Wales,2018,5223.0
Kidnapping,Number,Scotland (NUTS 2021),2008,319.0
Kidnapping,Number,Scotland (NUTS 2021),2009,269.0
Kidnapping,Number,Scotland (NUTS 2021),2010,260.0
Kidnapping,Number,Scotland (NUTS 2021),2011,219.0
Kidnapping,Number,Scotland (NUTS 2021),2012,227.0
Kidnapping,Number,Scotland (NUTS 2021),2013,253.0
Kidnapping,Number,Scotland (NUTS 2021),2014,234.0
Kidnapping,Number,Scotland (NUTS 2021),2015,228.0
Kidnapping,Number,Scotland (NUTS 2021),2016,230.0
Kidnapping,Number,Scotland (NUTS 2021),2017,233.0
Kidnapping,Number,Scotland (NUTS 2021),2018,268.0
Kidnapping,Number,Northern Ireland (UK) (NUTS 2021),2008,83.0
Kidnapping,Number,Northern Ireland (UK) (NUTS 2021),2009,82.0
Kidnapping,Number,Northern Ireland (UK) (NUTS 2021),2010,56.0
Kidnapping,Number,Northern Ireland (UK) (NUTS 2021),2011,66.0
Kidnapping,Number,Northern Ireland (UK) (NUTS 2021),2012,45.0
Kidnapping,Number,Northern Ireland (UK) (NUTS 2021),2013,59.0
Kidnapping,Number,Northern Ireland (UK) (NUTS 2021),2014,44.0
Kidnapping,Number,Northern Ireland (UK) (NUTS 2021),2015,65.0
Kidnapping,Number,Northern Ireland (UK) (NUTS 2021),2016,81.0
Kidnapping,Number,Northern Ireland (UK) (NUTS 2021),2017,67.0
Kidnapping,Number,Northern Ireland (UK) (NUTS 2021),2018,82.0
Kidnapping,Number,Kosovo*,2008,46.0
Kidnapping,Number,Kosovo*,2009,50.0
Kidnapping,Number,Kosovo*,2010,43.0
Kidnapping,Number,Kosovo*,2011,31.0
Kidnapping,Number,Kosovo*,2012,33.0
Kidnapping,Number,Kosovo*,2013,34.0
Kidnapping,Number,Kosovo*,2014,26.0
Kidnapping,Number,Kosovo*,2015,24.0
Kidnapping,Number,Kosovo*,2016,22.0
Kidnapping,Number,Kosovo*,2017,16.0
Kidnapping,Number,Kosovo*,2018,16.0
Kidnapping,Number,Kosovo*,2019,21.0
Kidnapping,Number,Kosovo*,2020,15.0
Kidnapping,Number,Kosovo*,2021,10.0
Kidnapping,Per hundred thousand inhabitants,Albania,2008,0.32
Kidnapping,Per hundred thousand inhabitants,Albania,2009,0.16
Kidnapping,Per hundred thousand inhabitants,Albania,2011,0.07
Kidnapping,Per hundred thousand inhabitants,Albania,2014,0.07
Kidnapping,Per hundred thousand inhabitants,Albania,2015,0.27
Kidnapping,Per hundred thousand inhabitants,Albania,2016,0.13
Kidnapping,Per hundred thousand inhabitants,Albania,2017,0.07
Kidnapping,Per hundred thousand inhabitants,Albania,2018,0.17
Kidnapping,Per hundred thousand inhabitants,Albania,2019,0.14
Kidnapping,Per hundred thousand inhabitants,Albania,2020,0.18
Kidnapping,Per hundred thousand inhabitants,Albania,2021,0.14
Kidnapping,Per hundred thousand inhabitants,Albania,2022,0.14
Kidnapping,Per hundred thousand inhabitants,Austria,2008,0.13
Kidnapping,Per hundred thousand inhabitants,Austria,2009,0.06
Kidnapping,Per hundred thousand inhabitants,Austria,2010,0.11
Kidnapping,Per hundred thousand inhabitants,Austria,2011,0.06
Kidnapping,Per hundred thousand inhabitants,Austria,2012,0.13
Kidnapping,Per hundred thousand inhabitants,Austria,2013,0.05
Kidnapping,Per hundred thousand inhabitants,Austria,2014,0.01
Kidnapping,Per hundred thousand inhabitants,Austria,2015,0.03
Kidnapping,Per hundred thousand inhabitants,Austria,2016,0.02
Kidnapping,Per hundred thousand inhabitants,Austria,2017,0.03
Kidnapping,Per hundred thousand inhabitants,Austria,2018,0.06
Kidnapping,Per hundred thousand inhabitants,Austria,2019,0.07
Kidnapping,Per hundred thousand inhabitants,Austria,2020,0.03
Kidnapping,Per hundred thousand inhabitants,Austria,2021,0.03
Kidnapping,Per hundred thousand inhabitants,Austria,2022,0.1
Kidnapping,Per hundred thousand inhabitants,Bosnia and Herzegovina,2008,0.21
Kidnapping,Per hundred thousand inhabitants,Bosnia and Herzegovina,2009,0.16
Kidnapping,Per hundred thousand inhabitants,Bosnia and Herzegovina,2010,0.03
Kidnapping,Per hundred thousand inhabitants,Bosnia and Herzegovina,2011,0.03
Kidnapping,Per hundred thousand inhabitants,Bosnia and Herzegovina,2012,0.05
Kidnapping,Per hundred thousand inhabitants,Belgium,2008,9.5
Kidnapping,Per hundred thousand inhabitants,Belgium,2009,10.04
Kidnapping,Per hundred thousand inhabitants,Belgium,2010,10.35
Kidnapping,Per hundred thousand inhabitants,Belgium,2011,10.85
Kidnapping,Per hundred thousand inhabitants,Belgium,2012,10.68
Kidnapping,Per hundred thousand inhabitants,Belgium,2013,10.42
Kidnapping,Per hundred thousand inhabitants,Belgium,2014,10.29
Kidnapping,Per hundred thousand inhabitants,Belgium,2015,10.42
Kidnapping,Per hundred thousand inhabitants,Belgium,2016,10.62
Kidnapping,Per hundred thousand inhabitants,Belgium,2017,10.31
Kidnapping,Per hundred thousand inhabitants,Bulgaria,2008,1.69
Kidnapping,Per hundred thousand inhabitants,Bulgaria,2009,1.9
Kidnapping,Per hundred thousand inhabitants,Bulgaria,2010,1.59
Kidnapping,Per hundred thousand inhabitants,Bulgaria,2011,1.04
Kidnapping,Per hundred thousand inhabitants,Bulgaria,2012,1.02
Kidnapping,Per hundred thousand inhabitants,Bulgaria,2013,1.19
Kidnapping,Per hundred thousand inhabitants,Bulgaria,2014,1.31
Kidnapping,Per hundred thousand inhabitants,Bulgaria,2015,1.03
Kidnapping,Per hundred thousand inhabitants,Bulgaria,2016,0.98
Kidnapping,Per hundred thousand inhabitants,Bulgaria,2017,1.44
Kidnapping,Per hundred thousand inhabitants,Bulgaria,2018,0.89
Kidnapping,Per hundred thousand inhabitants,Bulgaria,2019,1.03
Kidnapping,Per hundred thousand inhabitants,Bulgaria,2020,1.17
Kidnapping,Per hundred thousand inhabitants,Bulgaria,2021,1.0
Kidnapping,Per hundred thousand inhabitants,Bulgaria,2022,1.21
Kidnapping,Per hundred thousand inhabitants,Switzerland,2008,0.02
Kidnapping,Per hundred thousand inhabitants,Switzerland,2009,0.05
Kidnapping,Per hundred thousand inhabitants,Switzerland,2010,0.0
Kidnapping,Per hundred thousand inhabitants,Switzerland,2011,0.05
Kidnapping,Per hundred thousand inhabitants,Switzerland,2012,0.06
Kidnapping,Per hundred thousand inhabitants,Switzerland,2013,0.04
Kidnapping,Per hundred thousand inhabitants,Switzerland,2014,0.01
Kidnapping,Per hundred thousand inhabitants,Switzerland,2015,0.05
Kidnapping,Per hundred thousand inhabitants,Switzerland,2016,0.04
Kidnapping,Per hundred thousand inhabitants,Switzerland,2017,0.04
Kidnapping,Per hundred thousand inhabitants,Switzerland,2018,0.09
Kidnapping,Per hundred thousand inhabitants,Switzerland,2019,0.06
Kidnapping,Per hundred thousand inhabitants,Switzerland,2020,0.07
Kidnapping,Per hundred thousand inhabitants,Switzerland,2021,0.06
Kidnapping,Per hundred thousand inhabitants,Switzerland,2022,0.05
Kidnapping,Per hundred thousand inhabitants,Cyprus,2008,1.55
Kidnapping,Per hundred thousand inhabitants,Cyprus,2009,3.26
Kidnapping,Per hundred thousand inhabitants,Cyprus,2010,3.3
Kidnapping,Per hundred thousand inhabitants,Cyprus,2011,1.43
Kidnapping,Per hundred thousand inhabitants,Cyprus,2012,0.58
Kidnapping,Per hundred thousand inhabitants,Cyprus,2013,0.46
Kidnapping,Per hundred thousand inhabitants,Cyprus,2014,0.93
Kidnapping,Per hundred thousand inhabitants,Cyprus,2015,0.0
Kidnapping,Per hundred thousand inhabitants,Cyprus,2016,0.12
Kidnapping,Per hundred thousand inhabitants,Cyprus,2017,1.05
Kidnapping,Per hundred thousand inhabitants,Cyprus,2018,0.46
Kidnapping,Per hundred thousand inhabitants,Cyprus,2019,0.91
Kidnapping,Per hundred thousand inhabitants,Cyprus,2020,0.23
Kidnapping,Per hundred thousand inhabitants,Cyprus,2021,0.33
Kidnapping,Per hundred thousand inhabitants,Cyprus,2022,0.66
Kidnapping,Per hundred thousand inhabitants,Czechia,2008,0.15
Kidnapping,Per hundred thousand inhabitants,Czechia,2009,0.12
