citizen,age,unit,sex,geo,TIME_PERIOD,OBS_VALUE
EU27 countries (from 2020) except reporting country,Total,Percentage,Females,Portugal,2024,47.1
EU27 countries (from 2020) except reporting country,Total,Percentage,Females,Romania,2022,37.6
EU27 countries (from 2020) except reporting country,Total,Percentage,Females,Romania,2023,29.8
EU27 countries (from 2020) except reporting country,Total,Percentage,Females,Romania,2024,30.8
EU27 countries (from 2020) except reporting country,Total,Percentage,Females,Sweden,2022,46.2
EU27 countries (from 2020) except reporting country,Total,Percentage,Females,Sweden,2023,45.6
EU27 countries (from 2020) except reporting country,Total,Percentage,Females,Sweden,2024,45.3
EU27 countries (from 2020) except reporting country,Total,Percentage,Females,Slovenia,2022,40.6
EU27 countries (from 2020) except reporting country,Total,Percentage,Females,Slovenia,2023,41.3
EU27 countries (from 2020) except reporting country,Total,Percentage,Females,Slovenia,2024,41.7
EU27 countries (from 2020) except reporting country,Total,Percentage,Females,Slovakia,2022,37.7
EU27 countries (from 2020) except reporting country,Total,Percentage,Females,Slovakia,2023,37.8
EU27 countries (from 2020) except reporting country,Total,Percentage,Females,Slovakia,2024,37.8
EU27 countries (from 2020) except reporting country,Total,Percentage,Males,Austria,2022,50.1
EU27 countries (from 2020) except reporting country,Total,Percentage,Males,Austria,2023,50.3
EU27 countries (from 2020) except reporting country,Total,Percentage,Males,Austria,2024,50.2
EU27 countries (from 2020) except reporting country,Total,Percentage,Males,Belgium,2022,51.3
EU27 countries (from 2020) except reporting country,Total,Percentage,Males,Belgium,2023,51.2
EU27 countries (from 2020) except reporting country,Total,Percentage,Males,Belgium,2024,51.2
EU27 countries (from 2020) except reporting country,Total,Percentage,Males,Bulgaria,2022,63.6
EU27 countries (from 2020) except reporting country,Total,Percentage,Males,Bulgaria,2023,64.2
EU27 countries (from 2020) except reporting country,Total,Percentage,Males,Bulgaria,2024,65.3
EU27 countries (from 2020) except reporting country,Total,Percentage,Males,Switzerland,2022,54.7
EU27 countries (from 2020) except reporting country,Total,Percentage,Males,Switzerland,2023,54.9
EU27 countries (from 2020) except reporting country,Total,Percentage,Males,Switzerland,2024,54.9
EU27 countries (from 2020) except reporting country,Total,Percentage,Males,Cyprus,2022,47.2
EU27 countries (from 2020) except reporting country,Total,Percentage,Males,Cyprus,2023,47.6
EU27 countries (from 2020) except reporting country,Total,Percentage,Males,Cyprus,2024,51.0
EU27 countries (from 2020) except reporting country,Total,Percentage,Males,Czechia,2022,54.9
EU27 countries (from 2020) except reporting country,Total,Percentage,Males,Czechia,2023,54.8
EU27 countries (from 2020) except reporting country,Total,Percentage,Males,Czechia,2024,55.1
EU27 countries (from 2020) except reporting country,Total,Percentage,Males,Germany,2022,53.3
EU27 countries (from 2020) except reporting country,Total,Percentage,Males,Germany,2023,53.3
EU27 countries (from 2020) except reporting country,Total,Percentage,Males,Germany,2024,53.3
EU27 countries (from 2020) except reporting country,Total,Percentage,Males,Denmark,2022,53.7
EU27 countries (from 2020) except reporting country,Total,Percentage,Males,Denmark,2023,54.0
EU27 countries (from 2020) except reporting country,Total,Percentage,Males,Denmark,2024,53.8
EU27 countries (from 2020) except reporting country,Total,Percentage,Males,Estonia,2022,63.1
EU27 countries (from 2020) except reporting country,Total,Percentage,Males,Estonia,2023,62.8
EU27 countries (from 2020) except reporting country,Total,Percentage,Males,Estonia,2024,62.7
EU27 countries (from 2020) except reporting country,Total,Percentage,Males,Greece,2022,35.7
EU27 countries (from 2020) except reporting country,Total,Percentage,Males,Greece,2023,35.8
EU27 countries (from 2020) except reporting country,Total,Percentage,Males,Greece,2024,35.8
EU27 countries (from 2020) except reporting country,Total,Percentage,Males,Spain,2022,50.4
EU27 countries (from 2020) except reporting country,Total,Percentage,Males,Spain,2023,50.0
EU27 countries (from 2020) except reporting country,Total,Percentage,Males,Spain,2024,49.9
EU27 countries (from 2020) except reporting country,Total,Percentage,Males,European Union - 27 countries (from 2020),2022,50.8
EU27 countries (from 2020) except reporting country,Total,Percentage,Males,European Union - 27 countries (from 2020),2023,50.8
EU27 countries (from 2020) except reporting country,Total,Percentage,Males,European Union - 27 countries (from 2020),2024,50.9
EU27 countries (from 2020) except reporting country,Total,Percentage,Males,Finland,2022,56.9
EU27 countries (from 2020) except reporting country,Total,Percentage,Males,Finland,2023,57.2
EU27 countries (from 2020) except reporting country,Total,Percentage,Males,Finland,2024,57.4
EU27 countries (from 2020) except reporting country,Total,Percentage,Males,France,2021,50.4
EU27 countries (from 2020) except reporting country,Total,Percentage,Males,France,2022,50.3
EU27 countries (from 2020) except reporting country,Total,Percentage,Males,France,2023,50.0
EU27 countries (from 2020) except reporting country,Total,Percentage,Males,France,2024,50.1
EU27 countries (from 2020) except reporting country,Total,Percentage,Males,Croatia,2022,46.5
EU27 countries (from 2020) except reporting country,Total,Percentage,Males,Croatia,2023,47.9
EU27 countries (from 2020) except reporting country,Total,Percentage,Males,Croatia,2024,50.0
EU27 countries (from 2020) except reporting country,Total,Percentage,Males,Hungary,2022,55.3
EU27 countries (from 2020) except reporting country,Total,Percentage,Males,Hungary,2023,55.3
EU27 countries (from 2020) except reporting country,Total,Percentage,Males,Hungary,2024,55.0
EU27 countries (from 2020) except reporting country,Total,Percentage,Males,Ireland,2022,49.3
EU27 countries (from 2020) except reporting country,Total,Percentage,Males,Ireland,2023,49.8
EU27 countries (from 2020) except reporting country,Total,Percentage,Males,Ireland,2024,49.6
EU27 countries (from 2020) except reporting country,Total,Percentage,Males,Iceland,2022,59.7
EU27 countries (from 2020) except reporting country,Total,Percentage,Males,Iceland,2023,60.7
EU27 countries (from 2020) except reporting country,Total,Percentage,Males,Iceland,2024,59.3
EU27 countries (from 2020) except reporting country,Total,Percentage,Males,Italy,2022,41.2
EU27 countries (from 2020) except reporting country,Total,Percentage,Males,Italy,2023,41.1
EU27 countries (from 2020) except reporting country,Total,Percentage,Males,Italy,2024,41.6
EU27 countries (from 2020) except reporting country,Total,Percentage,Males,Liechtenstein,2022,51.0
EU27 countries (from 2020) except reporting country,Total,Percentage,Males,Liechtenstein,2023,51.0
EU27 countries (from 2020) except reporting country,Total,Percentage,Males,Liechtenstein,2024,50.8
EU27 countries (from 2020) except reporting country,Total,Percentage,Males,Lithuania,2022,64.7
EU27 countries (from 2020) except reporting country,Total,Percentage,Males,Lithuania,2023,61.8
EU27 countries (from 2020) except reporting country,Total,Percentage,Males,Lithuania,2024,64.7
EU27 countries (from 2020) except reporting country,Total,Percentage,Males,Luxembourg,2022,52.4
EU27 countries (from 2020) except reporting country,Total,Percentage,Males,Luxembourg,2023,52.4
EU27 countries (from 2020) except reporting country,Total,Percentage,Males,Luxembourg,2024,52.3
EU27 countries (from 2020) except reporting country,Total,Percentage,Males,Latvia,2022,62.6
EU27 countries (from 2020) except reporting country,Total,Percentage,Males,Latvia,2023,62.1
EU27 countries (from 2020) except reporting country,Total,Percentage,Males,Latvia,2024,61.8
EU27 countries (from 2020) except reporting country,Total,Percentage,Males,Malta,2022,59.2
EU27 countries (from 2020) except reporting country,Total,Percentage,Males,Malta,2023,56.5
EU27 countries (from 2020) except reporting country,Total,Percentage,Males,Malta,2024,56.3
EU27 countries (from 2020) except reporting country,Total,Percentage,Males,Netherlands,2022,50.0
EU27 countries (from 2020) except reporting country,Total,Percentage,Males,Netherlands,2023,50.3
EU27 countries (from 2020) except reporting country,Total,Percentage,Males,Netherlands,2024,50.4
EU27 countries (from 2020) except reporting country,Total,Percentage,Males,Norway,2022,58.0
EU27 countries (from 2020) except reporting country,Total,Percentage,Males,Norway,2023,58.3
EU27 countries (from 2020) except reporting country,Total,Percentage,Males,Norway,2024,58.5
EU27 countries (from 2020) except reporting country,Total,Percentage,Males,Poland,2022,71.6
EU27 countries (from 2020) except reporting country,Total,Percentage,Males,Poland,2023,71.7
EU27 countries (from 2020) except reporting country,Total,Percentage,Males,Poland,2024,71.8
EU27 countries (from 2020) except reporting country,Total,Percentage,Males,Portugal,2022,52.8
EU27 countries (from 2020) except reporting country,Total,Percentage,Males,Portugal,2023,52.9
EU27 countries (from 2020) except reporting country,Total,Percentage,Males,Portugal,2024,52.9
EU27 countries (from 2020) except reporting country,Total,Percentage,Males,Romania,2022,62.4
EU27 countries (from 2020) except reporting country,Total,Percentage,Males,Romania,2023,70.2
EU27 countries (from 2020) except reporting country,Total,Percentage,Males,Romania,2024,69.2
EU27 countries (from 2020) except reporting country,Total,Percentage,Males,Sweden,2022,53.8
EU27 countries (from 2020) except reporting country,Total,Percentage,Males,Sweden,2023,54.4
EU27 countries (from 2020) except reporting country,Total,Percentage,Males,Sweden,2024,54.7
EU27 countries (from 2020) except reporting country,Total,Percentage,Males,Slovenia,2022,59.4
EU27 countries (from 2020) except reporting country,Total,Percentage,Males,Slovenia,2023,58.7
EU27 countries (from 2020) except reporting country,Total,Percentage,Males,Slovenia,2024,58.3
EU27 countries (from 2020) except reporting country,Total,Percentage,Males,Slovakia,2022,62.3
EU27 countries (from 2020) except reporting country,Total,Percentage,Males,Slovakia,2023,62.2
EU27 countries (from 2020) except reporting country,Total,Percentage,Males,Slovakia,2024,62.2
EU27 countries (from 2020) except reporting country,Total,Percentage,Total,Austria,2022,100.0
EU27 countries (from 2020) except reporting country,Total,Percentage,Total,Austria,2023,100.0
EU27 countries (from 2020) except reporting country,Total,Percentage,Total,Austria,2024,100.0
EU27 countries (from 2020) except reporting country,Total,Percentage,Total,Belgium,2022,100.0
EU27 countries (from 2020) except reporting country,Total,Percentage,Total,Belgium,2023,100.0
EU27 countries (from 2020) except reporting country,Total,Percentage,Total,Belgium,2024,100.0
EU27 countries (from 2020) except reporting country,Total,Percentage,Total,Bulgaria,2022,100.0
EU27 countries (from 2020) except reporting country,Total,Percentage,Total,Bulgaria,2023,100.0
EU27 countries (from 2020) except reporting country,Total,Percentage,Total,Bulgaria,2024,100.0
EU27 countries (from 2020) except reporting country,Total,Percentage,Total,Switzerland,2022,100.0
EU27 countries (from 2020) except reporting country,Total,Percentage,Total,Switzerland,2023,100.0
EU27 countries (from 2020) except reporting country,Total,Percentage,Total,Switzerland,2024,100.0
EU27 countries (from 2020) except reporting country,Total,Percentage,Total,Cyprus,2022,100.0
EU27 countries (from 2020) except reporting country,Total,Percentage,Total,Cyprus,2023,100.0
EU27 countries (from 2020) except reporting country,Total,Percentage,Total,Cyprus,2024,100.0
EU27 countries (from 2020) except reporting country,Total,Percentage,Total,Czechia,2022,100.0
EU27 countries (from 2020) except reporting country,Total,Percentage,Total,Czechia,2023,100.0
EU27 countries (from 2020) except reporting country,Total,Percentage,Total,Czechia,2024,100.0
EU27 countries (from 2020) except reporting country,Total,Percentage,Total,Germany,2022,100.0
EU27 countries (from 2020) except reporting country,Total,Percentage,Total,Germany,2023,100.0
EU27 countries (from 2020) except reporting country,Total,Percentage,Total,Germany,2024,100.0
EU27 countries (from 2020) except reporting country,Total,Percentage,Total,Denmark,2022,100.0
EU27 countries (from 2020) except reporting country,Total,Percentage,Total,Denmark,2023,100.0
EU27 countries (from 2020) except reporting country,Total,Percentage,Total,Denmark,2024,100.0
EU27 countries (from 2020) except reporting country,Total,Percentage,Total,Estonia,2022,100.0
EU27 countries (from 2020) except reporting country,Total,Percentage,Total,Estonia,2023,100.0
EU27 countries (from 2020) except reporting country,Total,Percentage,Total,Estonia,2024,100.0
EU27 countries (from 2020) except reporting country,Total,Percentage,Total,Greece,2022,100.0
EU27 countries (from 2020) except reporting country,Total,Percentage,Total,Greece,2023,100.0
EU27 countries (from 2020) except reporting country,Total,Percentage,Total,Greece,2024,100.0
EU27 countries (from 2020) except reporting country,Total,Percentage,Total,Spain,2022,100.0
EU27 countries (from 2020) except reporting country,Total,Percentage,Total,Spain,2023,100.0
EU27 countries (from 2020) except reporting country,Total,Percentage,Total,Spain,2024,100.0
EU27 countries (from 2020) except reporting country,Total,Percentage,Total,European Union - 27 countries (from 2020),2022,100.0
EU27 countries (from 2020) except reporting country,Total,Percentage,Total,European Union - 27 countries (from 2020),2023,100.0
EU27 countries (from 2020) except reporting country,Total,Percentage,Total,European Union - 27 countries (from 2020),2024,100.0
EU27 countries (from 2020) except reporting country,Total,Percentage,Total,Finland,2022,100.0
EU27 countries (from 2020) except reporting country,Total,Percentage,Total,Finland,2023,100.0
EU27 countries (from 2020) except reporting country,Total,Percentage,Total,Finland,2024,100.0
EU27 countries (from 2020) except reporting country,Total,Percentage,Total,France,2021,100.0
EU27 countries (from 2020) except reporting country,Total,Percentage,Total,France,2022,100.0
EU27 countries (from 2020) except reporting country,Total,Percentage,Total,France,2023,100.0
EU27 countries (from 2020) except reporting country,Total,Percentage,Total,France,2024,100.0
EU27 countries (from 2020) except reporting country,Total,Percentage,Total,Croatia,2022,100.0
EU27 countries (from 2020) except reporting country,Total,Percentage,Total,Croatia,2023,100.0
EU27 countries (from 2020) except reporting country,Total,Percentage,Total,Croatia,2024,100.0
EU27 countries (from 2020) except reporting country,Total,Percentage,Total,Hungary,2022,100.0
EU27 countries (from 2020) except reporting country,Total,Percentage,Total,Hungary,2023,100.0
EU27 countries (from 2020) except reporting country,Total,Percentage,Total,Hungary,2024,100.0
EU27 countries (from 2020) except reporting country,Total,Percentage,Total,Ireland,2022,100.0
EU27 countries (from 2020) except reporting country,Total,Percentage,Total,Ireland,2023,100.0
EU27 countries (from 2020) except reporting country,Total,Percentage,Total,Ireland,2024,100.0
EU27 countries (from 2020) except reporting country,Total,Percentage,Total,Iceland,2022,100.0
EU27 countries (from 2020) except reporting country,Total,Percentage,Total,Iceland,2023,100.0
EU27 countries (from 2020) except reporting country,Total,Percentage,Total,Iceland,2024,100.0
EU27 countries (from 2020) except reporting country,Total,Percentage,Total,Italy,2022,100.0
EU27 countries (from 2020) except reporting country,Total,Percentage,Total,Italy,2023,100.0
EU27 countries (from 2020) except reporting country,Total,Percentage,Total,Italy,2024,100.0
EU27 countries (from 2020) except reporting country,Total,Percentage,Total,Liechtenstein,2022,100.0
EU27 countries (from 2020) except reporting country,Total,Percentage,Total,Liechtenstein,2023,100.0
EU27 countries (from 2020) except reporting country,Total,Percentage,Total,Liechtenstein,2024,100.0
EU27 countries (from 2020) except reporting country,Total,Percentage,Total,Lithuania,2022,100.0
EU27 countries (from 2020) except reporting country,Total,Percentage,Total,Lithuania,2023,100.0
EU27 countries (from 2020) except reporting country,Total,Percentage,Total,Lithuania,2024,100.0
EU27 countries (from 2020) except reporting country,Total,Percentage,Total,Luxembourg,2022,100.0
EU27 countries (from 2020) except reporting country,Total,Percentage,Total,Luxembourg,2023,100.0
EU27 countries (from 2020) except reporting country,Total,Percentage,Total,Luxembourg,2024,100.0
EU27 countries (from 2020) except reporting country,Total,Percentage,Total,Latvia,2022,100.0
EU27 countries (from 2020) except reporting country,Total,Percentage,Total,Latvia,2023,100.0
EU27 countries (from 2020) except reporting country,Total,Percentage,Total,Latvia,2024,100.0
EU27 countries (from 2020) except reporting country,Total,Percentage,Total,Malta,2022,100.0
EU27 countries (from 2020) except reporting country,Total,Percentage,Total,Malta,2023,100.0
EU27 countries (from 2020) except reporting country,Total,Percentage,Total,Malta,2024,100.0
EU27 countries (from 2020) except reporting country,Total,Percentage,Total,Netherlands,2022,100.0
EU27 countries (from 2020) except reporting country,Total,Percentage,Total,Netherlands,2023,100.0
EU27 countries (from 2020) except reporting country,Total,Percentage,Total,Netherlands,2024,100.0
EU27 countries (from 2020) except reporting country,Total,Percentage,Total,Norway,2022,100.0
EU27 countries (from 2020) except reporting country,Total,Percentage,Total,Norway,2023,100.0
EU27 countries (from 2020) except reporting country,Total,Percentage,Total,Norway,2024,100.0
EU27 countries (from 2020) except reporting country,Total,Percentage,Total,Poland,2022,100.0
EU27 countries (from 2020) except reporting country,Total,Percentage,Total,Poland,2023,100.0
EU27 countries (from 2020) except reporting country,Total,Percentage,Total,Poland,2024,100.0
EU27 countries (from 2020) except reporting country,Total,Percentage,Total,Portugal,2022,100.0
EU27 countries (from 2020) except reporting country,Total,Percentage,Total,Portugal,2023,100.0
EU27 countries (from 2020) except reporting country,Total,Percentage,Total,Portugal,2024,100.0
EU27 countries (from 2020) except reporting country,Total,Percentage,Total,Romania,2022,100.0
EU27 countries (from 2020) except reporting country,Total,Percentage,Total,Romania,2023,100.0
EU27 countries (from 2020) except reporting country,Total,Percentage,Total,Romania,2024,100.0
EU27 countries (from 2020) except reporting country,Total,Percentage,Total,Sweden,2022,100.0
EU27 countries (from 2020) except reporting country,Total,Percentage,Total,Sweden,2023,100.0
EU27 countries (from 2020) except reporting country,Total,Percentage,Total,Sweden,2024,100.0
EU27 countries (from 2020) except reporting country,Total,Percentage,Total,Slovenia,2022,100.0
EU27 countries (from 2020) except reporting country,Total,Percentage,Total,Slovenia,2023,100.0
EU27 countries (from 2020) except reporting country,Total,Percentage,Total,Slovenia,2024,100.0
EU27 countries (from 2020) except reporting country,Total,Percentage,Total,Slovakia,2022,100.0
EU27 countries (from 2020) except reporting country,Total,Percentage,Total,Slovakia,2023,100.0
EU27 countries (from 2020) except reporting country,Total,Percentage,Total,Slovakia,2024,100.0
Foreign country and stateless,Total,Percentage,Females,Austria,2022,48.8
Foreign country and stateless,Total,Percentage,Females,Austria,2023,49.2
Foreign country and stateless,Total,Percentage,Females,Austria,2024,49.1
Foreign country and stateless,Total,Percentage,Females,Belgium,2022,49.0
Foreign country and stateless,Total,Percentage,Females,Belgium,2023,49.2
Foreign country and stateless,Total,Percentage,Females,Belgium,2024,49.2
Foreign country and stateless,Total,Percentage,Females,Bulgaria,2022,48.5
Foreign country and stateless,Total,Percentage,Females,Bulgaria,2023,47.1
Foreign country and stateless,Total,Percentage,Females,Bulgaria,2024,46.7
Foreign country and stateless,Total,Percentage,Females,Switzerland,2022,47.3
Foreign country and stateless,Total,Percentage,Females,Switzerland,2023,47.2
Foreign country and stateless,Total,Percentage,Females,Switzerland,2024,47.5
Foreign country and stateless,Total,Percentage,Females,Cyprus,2022,54.5
Foreign country and stateless,Total,Percentage,Females,Cyprus,2023,54.3
Foreign country and stateless,Total,Percentage,Females,Cyprus,2024,51.3
Foreign country and stateless,Total,Percentage,Females,Czechia,2022,44.6
Foreign country and stateless,Total,Percentage,Females,Czechia,2023,50.2
Foreign country and stateless,Total,Percentage,Females,Czechia,2024,50.5
Foreign country and stateless,Total,Percentage,Females,Germany,2022,47.5
Foreign country and stateless,Total,Percentage,Females,Germany,2023,48.4
Foreign country and stateless,Total,Percentage,Females,Germany,2024,47.6
Foreign country and stateless,Total,Percentage,Females,Denmark,2022,49.3
Foreign country and stateless,Total,Percentage,Females,Denmark,2023,49.9
Foreign country and stateless,Total,Percentage,Females,Denmark,2024,49.8
Foreign country and stateless,Total,Percentage,Females,Estonia,2022,46.9
Foreign country and stateless,Total,Percentage,Females,Estonia,2023,48.9
Foreign country and stateless,Total,Percentage,Females,Estonia,2024,49.1
Foreign country and stateless,Total,Percentage,Females,Greece,2022,49.3
Foreign country and stateless,Total,Percentage,Females,Greece,2023,49.6
Foreign country and stateless,Total,Percentage,Females,Greece,2024,49.2
Foreign country and stateless,Total,Percentage,Females,Spain,2022,50.9
Foreign country and stateless,Total,Percentage,Females,Spain,2023,50.0
Foreign country and stateless,Total,Percentage,Females,Spain,2024,50.0
Foreign country and stateless,Total,Percentage,Females,European Union - 27 countries (from 2020),2022,48.9
Foreign country and stateless,Total,Percentage,Females,European Union - 27 countries (from 2020),2023,49.1
Foreign country and stateless,Total,Percentage,Females,European Union - 27 countries (from 2020),2024,48.8
Foreign country and stateless,Total,Percentage,Females,Finland,2022,45.0
Foreign country and stateless,Total,Percentage,Females,Finland,2023,44.7
Foreign country and stateless,Total,Percentage,Females,Finland,2024,45.3
Foreign country and stateless,Total,Percentage,Females,France,2021,50.1
Foreign country and stateless,Total,Percentage,Females,France,2022,49.9
Foreign country and stateless,Total,Percentage,Females,France,2023,50.2
Foreign country and stateless,Total,Percentage,Females,France,2024,50.3
Foreign country and stateless,Total,Percentage,Females,Croatia,2022,43.8
Foreign country and stateless,Total,Percentage,Females,Croatia,2023,41.0
Foreign country and stateless,Total,Percentage,Females,Croatia,2024,38.3
Foreign country and stateless,Total,Percentage,Females,Hungary,2022,42.9
Foreign country and stateless,Total,Percentage,Females,Hungary,2023,44.1
Foreign country and stateless,Total,Percentage,Females,Hungary,2024,43.3
Foreign country and stateless,Total,Percentage,Females,Ireland,2022,50.1
Foreign country and stateless,Total,Percentage,Females,Ireland,2023,50.9
Foreign country and stateless,Total,Percentage,Females,Ireland,2024,51.2
Foreign country and stateless,Total,Percentage,Females,Iceland,2022,42.3
Foreign country and stateless,Total,Percentage,Females,Iceland,2023,42.1
Foreign country and stateless,Total,Percentage,Females,Iceland,2024,43.4
Foreign country and stateless,Total,Percentage,Females,Italy,2022,50.9
Foreign country and stateless,Total,Percentage,Females,Italy,2023,51.0
Foreign country and stateless,Total,Percentage,Females,Italy,2024,50.5
Foreign country and stateless,Total,Percentage,Females,Liechtenstein,2022,49.9
Foreign country and stateless,Total,Percentage,Females,Liechtenstein,2023,50.0
Foreign country and stateless,Total,Percentage,Females,Liechtenstein,2024,50.2
Foreign country and stateless,Total,Percentage,Females,Lithuania,2022,31.7
Foreign country and stateless,Total,Percentage,Females,Lithuania,2023,41.6
Foreign country and stateless,Total,Percentage,Females,Lithuania,2024,33.5
Foreign country and stateless,Total,Percentage,Females,Luxembourg,2022,48.4
Foreign country and stateless,Total,Percentage,Females,Luxembourg,2023,48.5
Foreign country and stateless,Total,Percentage,Females,Luxembourg,2024,48.5
Foreign country and stateless,Total,Percentage,Females,Latvia,2022,52.0
Foreign country and stateless,Total,Percentage,Females,Latvia,2023,52.6
Foreign country and stateless,Total,Percentage,Females,Latvia,2024,52.3
Foreign country and stateless,Total,Percentage,Females,Malta,2022,39.8
Foreign country and stateless,Total,Percentage,Females,Malta,2023,39.5
Foreign country and stateless,Total,Percentage,Females,Malta,2024,38.9
Foreign country and stateless,Total,Percentage,Females,Netherlands,2022,50.2
Foreign country and stateless,Total,Percentage,Females,Netherlands,2023,50.6
Foreign country and stateless,Total,Percentage,Females,Netherlands,2024,50.2
Foreign country and stateless,Total,Percentage,Females,Norway,2022,45.4
Foreign country and stateless,Total,Percentage,Females,Norway,2023,46.3
Foreign country and stateless,Total,Percentage,Females,Norway,2024,46.6
Foreign country and stateless,Total,Percentage,Females,Poland,2022,46.6
Foreign country and stateless,Total,Percentage,Females,Poland,2023,46.7
Foreign country and stateless,Total,Percentage,Females,Poland,2024,46.7
Foreign country and stateless,Total,Percentage,Females,Portugal,2022,48.5
Foreign country and stateless,Total,Percentage,Females,Portugal,2023,48.2
Foreign country and stateless,Total,Percentage,Females,Portugal,2024,47.4
Foreign country and stateless,Total,Percentage,Females,Romania,2022,40.1
Foreign country and stateless,Total,Percentage,Females,Romania,2023,38.5
Foreign country and stateless,Total,Percentage,Females,Romania,2024,37.1
Foreign country and stateless,Total,Percentage,Females,Sweden,2022,46.0
Foreign country and stateless,Total,Percentage,Females,Sweden,2023,45.6
Foreign country and stateless,Total,Percentage,Females,Sweden,2024,45.8
Foreign country and stateless,Total,Percentage,Females,Slovenia,2022,35.5
Foreign country and stateless,Total,Percentage,Females,Slovenia,2023,36.7
Foreign country and stateless,Total,Percentage,Females,Slovenia,2024,36.8
Foreign country and stateless,Total,Percentage,Females,Slovakia,2022,39.6
Foreign country and stateless,Total,Percentage,Females,Slovakia,2023,39.7
Foreign country and stateless,Total,Percentage,Females,Slovakia,2024,39.7
Foreign country and stateless,Total,Percentage,Males,Austria,2022,51.2
Foreign country and stateless,Total,Percentage,Males,Austria,2023,50.8
Foreign country and stateless,Total,Percentage,Males,Austria,2024,50.9
Foreign country and stateless,Total,Percentage,Males,Belgium,2022,51.0
Foreign country and stateless,Total,Percentage,Males,Belgium,2023,50.8
Foreign country and stateless,Total,Percentage,Males,Belgium,2024,50.8
Foreign country and stateless,Total,Percentage,Males,Bulgaria,2022,51.5
Foreign country and stateless,Total,Percentage,Males,Bulgaria,2023,52.9
Foreign country and stateless,Total,Percentage,Males,Bulgaria,2024,53.3
Foreign country and stateless,Total,Percentage,Males,Switzerland,2022,52.7
Foreign country and stateless,Total,Percentage,Males,Switzerland,2023,52.8
Foreign country and stateless,Total,Percentage,Males,Switzerland,2024,52.5
Foreign country and stateless,Total,Percentage,Males,Cyprus,2022,45.5
Foreign country and stateless,Total,Percentage,Males,Cyprus,2023,45.7
Foreign country and stateless,Total,Percentage,Males,Cyprus,2024,48.7
Foreign country and stateless,Total,Percentage,Males,Czechia,2022,55.4
Foreign country and stateless,Total,Percentage,Males,Czechia,2023,49.8
Foreign country and stateless,Total,Percentage,Males,Czechia,2024,49.5
Foreign country and stateless,Total,Percentage,Males,Germany,2022,52.5
Foreign country and stateless,Total,Percentage,Males,Germany,2023,51.6
Foreign country and stateless,Total,Percentage,Males,Germany,2024,52.4
Foreign country and stateless,Total,Percentage,Males,Denmark,2022,50.7
Foreign country and stateless,Total,Percentage,Males,Denmark,2023,50.1
Foreign country and stateless,Total,Percentage,Males,Denmark,2024,50.2
Foreign country and stateless,Total,Percentage,Males,Estonia,2022,53.1
Foreign country and stateless,Total,Percentage,Males,Estonia,2023,51.1
Foreign country and stateless,Total,Percentage,Males,Estonia,2024,50.9
Foreign country and stateless,Total,Percentage,Males,Greece,2022,50.7
Foreign country and stateless,Total,Percentage,Males,Greece,2023,50.4
Foreign country and stateless,Total,Percentage,Males,Greece,2024,50.8
Foreign country and stateless,Total,Percentage,Males,Spain,2022,49.1
Foreign country and stateless,Total,Percentage,Males,Spain,2023,50.0
Foreign country and stateless,Total,Percentage,Males,Spain,2024,50.0
Foreign country and stateless,Total,Percentage,Males,European Union - 27 countries (from 2020),2022,51.1
Foreign country and stateless,Total,Percentage,Males,European Union - 27 countries (from 2020),2023,50.9
Foreign country and stateless,Total,Percentage,Males,European Union - 27 countries (from 2020),2024,51.2
Foreign country and stateless,Total,Percentage,Males,Finland,2022,55.0
Foreign country and stateless,Total,Percentage,Males,Finland,2023,55.3
Foreign country and stateless,Total,Percentage,Males,Finland,2024,54.7
Foreign country and stateless,Total,Percentage,Males,France,2021,49.9
Foreign country and stateless,Total,Percentage,Males,France,2022,50.1
Foreign country and stateless,Total,Percentage,Males,France,2023,49.8
Foreign country and stateless,Total,Percentage,Males,France,2024,49.7
Foreign country and stateless,Total,Percentage,Males,Croatia,2022,56.2
Foreign country and stateless,Total,Percentage,Males,Croatia,2023,59.0
Foreign country and stateless,Total,Percentage,Males,Croatia,2024,61.7
Foreign country and stateless,Total,Percentage,Males,Hungary,2022,57.1
Foreign country and stateless,Total,Percentage,Males,Hungary,2023,55.9
Foreign country and stateless,Total,Percentage,Males,Hungary,2024,56.7
Foreign country and stateless,Total,Percentage,Males,Ireland,2022,49.9
Foreign country and stateless,Total,Percentage,Males,Ireland,2023,49.1
Foreign country and stateless,Total,Percentage,Males,Ireland,2024,48.8
Foreign country and stateless,Total,Percentage,Males,Iceland,2022,57.7
Foreign country and stateless,Total,Percentage,Males,Iceland,2023,57.9
Foreign country and stateless,Total,Percentage,Males,Iceland,2024,56.6
Foreign country and stateless,Total,Percentage,Males,Italy,2022,49.1
Foreign country and stateless,Total,Percentage,Males,Italy,2023,49.0
Foreign country and stateless,Total,Percentage,Males,Italy,2024,49.5
Foreign country and stateless,Total,Percentage,Males,Liechtenstein,2022,50.1
Foreign country and stateless,Total,Percentage,Males,Liechtenstein,2023,50.0
Foreign country and stateless,Total,Percentage,Males,Liechtenstein,2024,49.8
Foreign country and stateless,Total,Percentage,Males,Lithuania,2022,68.3
Foreign country and stateless,Total,Percentage,Males,Lithuania,2023,58.4
Foreign country and stateless,Total,Percentage,Males,Lithuania,2024,66.5
Foreign country and stateless,Total,Percentage,Males,Luxembourg,2022,51.6
