hhtyp,incgrp,unit,geo,TIME_PERIOD,OBS_VALUE
Single person with dependent children,Total,Percentage,Euro area - 19 countries  (2015-2022),2018,56.8
Single person with dependent children,Total,Percentage,Euro area - 19 countries  (2015-2022),2019,56.3
Single person with dependent children,Total,Percentage,Euro area - 19 countries  (2015-2022),2020,57.2
Single person with dependent children,Total,Percentage,Euro area - 19 countries  (2015-2022),2021,55.1
Single person with dependent children,Total,Percentage,Euro area – 20 countries (from 2023),2015,60.7
Single person with dependent children,Total,Percentage,Euro area – 20 countries (from 2023),2016,60.3
Single person with dependent children,Total,Percentage,Euro area – 20 countries (from 2023),2017,57.5
Single person with dependent children,Total,Percentage,Euro area – 20 countries (from 2023),2018,56.9
Single person with dependent children,Total,Percentage,Euro area – 20 countries (from 2023),2019,56.4
Single person with dependent children,Total,Percentage,Euro area – 20 countries (from 2023),2020,57.2
Single person with dependent children,Total,Percentage,Euro area – 20 countries (from 2023),2021,55.3
Single person with dependent children,Total,Percentage,Euro area – 20 countries (from 2023),2022,56.4
Single person with dependent children,Total,Percentage,Euro area – 20 countries (from 2023),2023,55.5
Single person with dependent children,Total,Percentage,Estonia,2015,62.7
Single person with dependent children,Total,Percentage,Estonia,2016,55.2
Single person with dependent children,Total,Percentage,Estonia,2017,58.7
Single person with dependent children,Total,Percentage,Estonia,2018,56.5
Single person with dependent children,Total,Percentage,Estonia,2019,55.3
Single person with dependent children,Total,Percentage,Estonia,2020,45.3
Single person with dependent children,Total,Percentage,Estonia,2021,45.1
Single person with dependent children,Total,Percentage,Estonia,2022,52.5
Single person with dependent children,Total,Percentage,Estonia,2023,52.7
Single person with dependent children,Total,Percentage,Estonia,2024,53.4
Single person with dependent children,Total,Percentage,Greece,2015,66.2
Single person with dependent children,Total,Percentage,Greece,2016,63.2
Single person with dependent children,Total,Percentage,Greece,2017,59.8
Single person with dependent children,Total,Percentage,Greece,2018,63.4
Single person with dependent children,Total,Percentage,Greece,2019,67.8
Single person with dependent children,Total,Percentage,Greece,2020,72.0
Single person with dependent children,Total,Percentage,Greece,2021,61.4
Single person with dependent children,Total,Percentage,Greece,2022,64.3
Single person with dependent children,Total,Percentage,Greece,2023,66.3
Single person with dependent children,Total,Percentage,Spain,2015,60.5
Single person with dependent children,Total,Percentage,Spain,2016,62.2
Single person with dependent children,Total,Percentage,Spain,2017,55.3
Single person with dependent children,Total,Percentage,Spain,2018,53.7
Single person with dependent children,Total,Percentage,Spain,2019,53.7
Single person with dependent children,Total,Percentage,Spain,2020,56.0
Single person with dependent children,Total,Percentage,Spain,2021,57.5
Single person with dependent children,Total,Percentage,Spain,2022,57.9
Single person with dependent children,Total,Percentage,Spain,2023,59.6
Single person with dependent children,Total,Percentage,Spain,2024,57.5
Single person with dependent children,Total,Percentage,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2015,65.5
Single person with dependent children,Total,Percentage,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2016,65.1
Single person with dependent children,Total,Percentage,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2017,60.8
Single person with dependent children,Total,Percentage,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2018,60.5
Single person with dependent children,Total,Percentage,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2019,59.9
Single person with dependent children,Total,Percentage,European Union - 15 countries (1995-2004),2015,66.9
Single person with dependent children,Total,Percentage,European Union - 27 countries (2007-2013),2015,65.5
Single person with dependent children,Total,Percentage,European Union - 27 countries (2007-2013),2016,65.1
Single person with dependent children,Total,Percentage,European Union - 27 countries (2007-2013),2017,60.8
Single person with dependent children,Total,Percentage,European Union - 27 countries (2007-2013),2018,60.4
Single person with dependent children,Total,Percentage,European Union - 27 countries (2007-2013),2019,59.9
Single person with dependent children,Total,Percentage,European Union - 27 countries (from 2020),2015,61.3
Single person with dependent children,Total,Percentage,European Union - 27 countries (from 2020),2016,61.3
Single person with dependent children,Total,Percentage,European Union - 27 countries (from 2020),2017,57.4
Single person with dependent children,Total,Percentage,European Union - 27 countries (from 2020),2018,56.6
Single person with dependent children,Total,Percentage,European Union - 27 countries (from 2020),2019,56.0
Single person with dependent children,Total,Percentage,European Union - 27 countries (from 2020),2020,56.6
Single person with dependent children,Total,Percentage,European Union - 27 countries (from 2020),2021,54.4
Single person with dependent children,Total,Percentage,European Union - 27 countries (from 2020),2022,56.1
Single person with dependent children,Total,Percentage,European Union - 27 countries (from 2020),2023,55.2
Single person with dependent children,Total,Percentage,European Union - 28 countries (2013-2020),2015,65.5
Single person with dependent children,Total,Percentage,European Union - 28 countries (2013-2020),2016,65.1
Single person with dependent children,Total,Percentage,European Union - 28 countries (2013-2020),2017,60.8
Single person with dependent children,Total,Percentage,European Union - 28 countries (2013-2020),2018,60.5
Single person with dependent children,Total,Percentage,European Union - 28 countries (2013-2020),2019,59.9
Single person with dependent children,Total,Percentage,Finland,2015,62.8
Single person with dependent children,Total,Percentage,Finland,2016,65.5
Single person with dependent children,Total,Percentage,Finland,2017,63.4
Single person with dependent children,Total,Percentage,Finland,2018,59.6
Single person with dependent children,Total,Percentage,Finland,2019,58.3
Single person with dependent children,Total,Percentage,Finland,2020,51.3
Single person with dependent children,Total,Percentage,Finland,2021,53.3
Single person with dependent children,Total,Percentage,Finland,2022,46.9
Single person with dependent children,Total,Percentage,Finland,2023,50.0
Single person with dependent children,Total,Percentage,Finland,2024,49.2
Single person with dependent children,Total,Percentage,France,2015,64.6
Single person with dependent children,Total,Percentage,France,2016,64.5
Single person with dependent children,Total,Percentage,France,2017,59.9
Single person with dependent children,Total,Percentage,France,2018,59.7
Single person with dependent children,Total,Percentage,France,2019,63.0
Single person with dependent children,Total,Percentage,France,2020,61.3
Single person with dependent children,Total,Percentage,France,2021,56.7
Single person with dependent children,Total,Percentage,France,2022,63.0
Single person with dependent children,Total,Percentage,France,2023,59.2
Single person with dependent children,Total,Percentage,Croatia,2015,85.2
Single person with dependent children,Total,Percentage,Croatia,2016,79.4
Single person with dependent children,Total,Percentage,Croatia,2017,67.8
Single person with dependent children,Total,Percentage,Croatia,2018,74.7
Single person with dependent children,Total,Percentage,Croatia,2019,75.6
Single person with dependent children,Total,Percentage,Croatia,2020,59.4
Single person with dependent children,Total,Percentage,Croatia,2021,63.1
Single person with dependent children,Total,Percentage,Croatia,2022,55.5
Single person with dependent children,Total,Percentage,Croatia,2023,58.9
Single person with dependent children,Total,Percentage,Hungary,2015,87.5
Single person with dependent children,Total,Percentage,Hungary,2016,84.4
Single person with dependent children,Total,Percentage,Hungary,2017,54.4
Single person with dependent children,Total,Percentage,Hungary,2018,65.3
Single person with dependent children,Total,Percentage,Hungary,2019,65.7
Single person with dependent children,Total,Percentage,Hungary,2020,64.1
Single person with dependent children,Total,Percentage,Hungary,2021,57.0
Single person with dependent children,Total,Percentage,Hungary,2022,58.0
Single person with dependent children,Total,Percentage,Hungary,2023,54.2
Single person with dependent children,Total,Percentage,Hungary,2024,47.3
Single person with dependent children,Total,Percentage,Ireland,2015,87.6
Single person with dependent children,Total,Percentage,Ireland,2016,84.7
Single person with dependent children,Total,Percentage,Ireland,2017,83.7
Single person with dependent children,Total,Percentage,Ireland,2018,76.3
Single person with dependent children,Total,Percentage,Ireland,2019,76.6
Single person with dependent children,Total,Percentage,Ireland,2020,76.8
Single person with dependent children,Total,Percentage,Ireland,2021,70.6
Single person with dependent children,Total,Percentage,Ireland,2022,69.0
Single person with dependent children,Total,Percentage,Ireland,2023,68.3
Single person with dependent children,Total,Percentage,Iceland,2015,68.2
Single person with dependent children,Total,Percentage,Iceland,2016,64.9
Single person with dependent children,Total,Percentage,Iceland,2017,62.0
Single person with dependent children,Total,Percentage,Iceland,2018,55.4
Single person with dependent children,Total,Percentage,Iceland,2019,48.0
Single person with dependent children,Total,Percentage,Iceland,2020,61.6
Single person with dependent children,Total,Percentage,Italy,2015,52.3
Single person with dependent children,Total,Percentage,Italy,2016,44.6
Single person with dependent children,Total,Percentage,Italy,2017,47.7
Single person with dependent children,Total,Percentage,Italy,2018,42.1
Single person with dependent children,Total,Percentage,Italy,2019,44.3
Single person with dependent children,Total,Percentage,Italy,2020,38.9
Single person with dependent children,Total,Percentage,Italy,2021,42.3
Single person with dependent children,Total,Percentage,Italy,2022,38.8
Single person with dependent children,Total,Percentage,Italy,2023,39.5
Single person with dependent children,Total,Percentage,Italy,2024,38.5
Single person with dependent children,Total,Percentage,Lithuania,2015,64.2
Single person with dependent children,Total,Percentage,Lithuania,2016,66.1
Single person with dependent children,Total,Percentage,Lithuania,2017,63.0
Single person with dependent children,Total,Percentage,Lithuania,2018,64.3
Single person with dependent children,Total,Percentage,Lithuania,2019,60.1
Single person with dependent children,Total,Percentage,Lithuania,2020,67.0
Single person with dependent children,Total,Percentage,Lithuania,2021,57.2
Single person with dependent children,Total,Percentage,Lithuania,2022,52.1
Single person with dependent children,Total,Percentage,Lithuania,2023,48.2
Single person with dependent children,Total,Percentage,Luxembourg,2015,48.5
Single person with dependent children,Total,Percentage,Luxembourg,2016,42.3
Single person with dependent children,Total,Percentage,Luxembourg,2017,47.2
Single person with dependent children,Total,Percentage,Luxembourg,2018,45.2
Single person with dependent children,Total,Percentage,Luxembourg,2019,33.7
Single person with dependent children,Total,Percentage,Luxembourg,2020,42.7
Single person with dependent children,Total,Percentage,Luxembourg,2021,45.1
Single person with dependent children,Total,Percentage,Luxembourg,2022,34.1
Single person with dependent children,Total,Percentage,Luxembourg,2023,43.4
Single person with dependent children,Total,Percentage,Luxembourg,2024,41.4
Single person with dependent children,Total,Percentage,Latvia,2015,77.0
Single person with dependent children,Total,Percentage,Latvia,2016,77.0
Single person with dependent children,Total,Percentage,Latvia,2017,75.7
Single person with dependent children,Total,Percentage,Latvia,2018,75.0
Single person with dependent children,Total,Percentage,Latvia,2019,67.9
Single person with dependent children,Total,Percentage,Latvia,2020,57.9
Single person with dependent children,Total,Percentage,Latvia,2021,60.2
Single person with dependent children,Total,Percentage,Latvia,2022,61.2
Single person with dependent children,Total,Percentage,Latvia,2023,56.9
Single person with dependent children,Total,Percentage,Latvia,2024,57.3
Single person with dependent children,Total,Percentage,Montenegro,2015,83.8
Single person with dependent children,Total,Percentage,Montenegro,2016,73.3
Single person with dependent children,Total,Percentage,Montenegro,2017,82.6
Single person with dependent children,Total,Percentage,Montenegro,2018,80.3
Single person with dependent children,Total,Percentage,Montenegro,2019,75.2
Single person with dependent children,Total,Percentage,Montenegro,2020,74.5
Single person with dependent children,Total,Percentage,Montenegro,2021,84.5
Single person with dependent children,Total,Percentage,Montenegro,2022,83.9
Single person with dependent children,Total,Percentage,North Macedonia,2015,62.4
Single person with dependent children,Total,Percentage,North Macedonia,2016,76.7
Single person with dependent children,Total,Percentage,North Macedonia,2017,67.2
Single person with dependent children,Total,Percentage,North Macedonia,2018,57.6
Single person with dependent children,Total,Percentage,North Macedonia,2019,69.5
Single person with dependent children,Total,Percentage,North Macedonia,2020,69.7
Single person with dependent children,Total,Percentage,Malta,2015,57.8
Single person with dependent children,Total,Percentage,Malta,2016,46.4
Single person with dependent children,Total,Percentage,Malta,2017,48.4
Single person with dependent children,Total,Percentage,Malta,2018,45.2
Single person with dependent children,Total,Percentage,Malta,2019,38.0
Single person with dependent children,Total,Percentage,Malta,2020,43.8
Single person with dependent children,Total,Percentage,Malta,2021,40.3
Single person with dependent children,Total,Percentage,Malta,2022,46.1
Single person with dependent children,Total,Percentage,Malta,2023,38.6
Single person with dependent children,Total,Percentage,Netherlands,2015,54.5
Single person with dependent children,Total,Percentage,Netherlands,2016,56.5
Single person with dependent children,Total,Percentage,Netherlands,2017,55.8
Single person with dependent children,Total,Percentage,Netherlands,2018,57.3
Single person with dependent children,Total,Percentage,Netherlands,2019,56.0
Single person with dependent children,Total,Percentage,Netherlands,2020,50.8
Single person with dependent children,Total,Percentage,Netherlands,2021,41.6
Single person with dependent children,Total,Percentage,Netherlands,2022,37.7
Single person with dependent children,Total,Percentage,Netherlands,2023,43.3
Single person with dependent children,Total,Percentage,Netherlands,2024,42.0
Single person with dependent children,Total,Percentage,Norway,2015,39.4
Single person with dependent children,Total,Percentage,Norway,2016,44.9
Single person with dependent children,Total,Percentage,Norway,2017,42.3
Single person with dependent children,Total,Percentage,Norway,2018,45.2
Single person with dependent children,Total,Percentage,Norway,2019,53.5
Single person with dependent children,Total,Percentage,Norway,2020,44.8
Single person with dependent children,Total,Percentage,Norway,2021,53.1
Single person with dependent children,Total,Percentage,Norway,2022,45.5
Single person with dependent children,Total,Percentage,Norway,2023,48.2
Single person with dependent children,Total,Percentage,Norway,2024,51.2
Single person with dependent children,Total,Percentage,Poland,2015,67.3
Single person with dependent children,Total,Percentage,Poland,2016,67.5
Single person with dependent children,Total,Percentage,Poland,2017,57.1
Single person with dependent children,Total,Percentage,Poland,2018,65.4
Single person with dependent children,Total,Percentage,Poland,2019,60.2
Single person with dependent children,Total,Percentage,Poland,2020,52.7
Single person with dependent children,Total,Percentage,Poland,2021,48.7
Single person with dependent children,Total,Percentage,Poland,2022,55.3
Single person with dependent children,Total,Percentage,Poland,2023,51.9
Single person with dependent children,Total,Percentage,Portugal,2015,64.3
Single person with dependent children,Total,Percentage,Portugal,2016,61.4
Single person with dependent children,Total,Percentage,Portugal,2017,57.4
Single person with dependent children,Total,Percentage,Portugal,2018,53.9
Single person with dependent children,Total,Percentage,Portugal,2019,53.4
Single person with dependent children,Total,Percentage,Portugal,2020,40.6
Single person with dependent children,Total,Percentage,Portugal,2021,44.4
Single person with dependent children,Total,Percentage,Portugal,2022,46.5
Single person with dependent children,Total,Percentage,Portugal,2023,45.2
Single person with dependent children,Total,Percentage,Romania,2015,68.3
Single person with dependent children,Total,Percentage,Romania,2016,74.7
Single person with dependent children,Total,Percentage,Romania,2017,64.2
Single person with dependent children,Total,Percentage,Romania,2018,55.3
Single person with dependent children,Total,Percentage,Romania,2019,47.5
Single person with dependent children,Total,Percentage,Romania,2020,56.7
Single person with dependent children,Total,Percentage,Romania,2021,66.9
Single person with dependent children,Total,Percentage,Romania,2022,68.3
Single person with dependent children,Total,Percentage,Romania,2023,66.8
Single person with dependent children,Total,Percentage,Romania,2024,53.1
Single person with dependent children,Total,Percentage,Serbia,2015,54.8
Single person with dependent children,Total,Percentage,Serbia,2016,66.9
Single person with dependent children,Total,Percentage,Serbia,2017,49.6
Single person with dependent children,Total,Percentage,Serbia,2018,61.2
Single person with dependent children,Total,Percentage,Serbia,2019,56.1
Single person with dependent children,Total,Percentage,Serbia,2020,54.0
Single person with dependent children,Total,Percentage,Serbia,2021,57.6
Single person with dependent children,Total,Percentage,Serbia,2022,58.8
Single person with dependent children,Total,Percentage,Serbia,2023,51.8
Single person with dependent children,Total,Percentage,Sweden,2015,43.7
Single person with dependent children,Total,Percentage,Sweden,2016,47.4
Single person with dependent children,Total,Percentage,Sweden,2017,45.4
Single person with dependent children,Total,Percentage,Sweden,2018,45.1
Single person with dependent children,Total,Percentage,Sweden,2019,50.0
Single person with dependent children,Total,Percentage,Sweden,2020,48.5
Single person with dependent children,Total,Percentage,Sweden,2021,40.0
Single person with dependent children,Total,Percentage,Sweden,2022,50.0
Single person with dependent children,Total,Percentage,Sweden,2023,46.7
Single person with dependent children,Total,Percentage,Sweden,2024,41.7
Single person with dependent children,Total,Percentage,Slovenia,2015,65.1
Single person with dependent children,Total,Percentage,Slovenia,2016,60.4
Single person with dependent children,Total,Percentage,Slovenia,2017,63.8
Single person with dependent children,Total,Percentage,Slovenia,2018,54.1
Single person with dependent children,Total,Percentage,Slovenia,2019,54.7
Single person with dependent children,Total,Percentage,Slovenia,2020,54.0
Single person with dependent children,Total,Percentage,Slovenia,2021,37.4
Single person with dependent children,Total,Percentage,Slovenia,2022,43.3
Single person with dependent children,Total,Percentage,Slovenia,2023,42.2
Single person with dependent children,Total,Percentage,Slovenia,2024,44.2
Single person with dependent children,Total,Percentage,Slovakia,2015,55.8
Single person with dependent children,Total,Percentage,Slovakia,2016,62.5
Single person with dependent children,Total,Percentage,Slovakia,2017,52.4
Single person with dependent children,Total,Percentage,Slovakia,2018,56.5
Single person with dependent children,Total,Percentage,Slovakia,2019,50.9
Single person with dependent children,Total,Percentage,Slovakia,2020,57.6
Single person with dependent children,Total,Percentage,Slovakia,2021,55.9
Single person with dependent children,Total,Percentage,Slovakia,2022,63.7
Single person with dependent children,Total,Percentage,Slovakia,2023,63.8
Single person with dependent children,Total,Percentage,Türkiye,2015,55.5
Single person with dependent children,Total,Percentage,Türkiye,2016,54.0
Single person with dependent children,Total,Percentage,Türkiye,2017,49.6
Single person with dependent children,Total,Percentage,Türkiye,2018,46.9
Single person with dependent children,Total,Percentage,Türkiye,2019,45.3
Single person with dependent children,Total,Percentage,Türkiye,2020,50.7
Single person with dependent children,Total,Percentage,Türkiye,2021,49.7
Single person with dependent children,Total,Percentage,Türkiye,2022,48.9
Single person with dependent children,Total,Percentage,Türkiye,2023,49.6
Single person with dependent children,Total,Percentage,United Kingdom,2015,82.2
Single person with dependent children,Total,Percentage,United Kingdom,2016,80.5
Single person with dependent children,Total,Percentage,United Kingdom,2017,74.5
Single person with dependent children,Total,Percentage,United Kingdom,2018,77.6
Single person with dependent children,Total,Percentage,Kosovo*,2018,71.9
One adult 65 years or over,Total,Percentage,Albania,2017,72.9
One adult 65 years or over,Total,Percentage,Albania,2018,65.5
One adult 65 years or over,Total,Percentage,Albania,2019,71.1
One adult 65 years or over,Total,Percentage,Albania,2020,64.3
One adult 65 years or over,Total,Percentage,Albania,2021,65.9
One adult 65 years or over,Total,Percentage,Austria,2015,24.8
One adult 65 years or over,Total,Percentage,Austria,2016,25.0
One adult 65 years or over,Total,Percentage,Austria,2017,22.8
One adult 65 years or over,Total,Percentage,Austria,2018,22.8
One adult 65 years or over,Total,Percentage,Austria,2019,22.9
One adult 65 years or over,Total,Percentage,Austria,2020,19.2
One adult 65 years or over,Total,Percentage,Austria,2021,20.4
One adult 65 years or over,Total,Percentage,Austria,2022,24.1
One adult 65 years or over,Total,Percentage,Austria,2023,26.3
One adult 65 years or over,Total,Percentage,Belgium,2015,24.6
One adult 65 years or over,Total,Percentage,Belgium,2016,24.3
One adult 65 years or over,Total,Percentage,Belgium,2017,25.0
One adult 65 years or over,Total,Percentage,Belgium,2018,24.6
One adult 65 years or over,Total,Percentage,Belgium,2019,23.6
One adult 65 years or over,Total,Percentage,Belgium,2020,23.0
One adult 65 years or over,Total,Percentage,Belgium,2021,21.4
One adult 65 years or over,Total,Percentage,Belgium,2022,26.9
One adult 65 years or over,Total,Percentage,Belgium,2023,23.4
One adult 65 years or over,Total,Percentage,Belgium,2024,19.1
One adult 65 years or over,Total,Percentage,Bulgaria,2015,88.1
One adult 65 years or over,Total,Percentage,Bulgaria,2016,88.4
One adult 65 years or over,Total,Percentage,Bulgaria,2017,86.6
One adult 65 years or over,Total,Percentage,Bulgaria,2018,85.9
One adult 65 years or over,Total,Percentage,Bulgaria,2019,83.8
One adult 65 years or over,Total,Percentage,Bulgaria,2020,82.5
One adult 65 years or over,Total,Percentage,Bulgaria,2021,75.2
One adult 65 years or over,Total,Percentage,Bulgaria,2022,70.7
One adult 65 years or over,Total,Percentage,Bulgaria,2023,74.7
One adult 65 years or over,Total,Percentage,Bulgaria,2024,69.6
One adult 65 years or over,Total,Percentage,Switzerland,2015,16.6
One adult 65 years or over,Total,Percentage,Switzerland,2016,14.1
One adult 65 years or over,Total,Percentage,Switzerland,2017,16.9
One adult 65 years or over,Total,Percentage,Switzerland,2018,17.2
One adult 65 years or over,Total,Percentage,Switzerland,2019,16.5
One adult 65 years or over,Total,Percentage,Switzerland,2020,14.6
One adult 65 years or over,Total,Percentage,Switzerland,2021,16.3
One adult 65 years or over,Total,Percentage,Switzerland,2022,15.6
One adult 65 years or over,Total,Percentage,Switzerland,2023,15.0
One adult 65 years or over,Total,Percentage,Cyprus,2015,66.7
One adult 65 years or over,Total,Percentage,Cyprus,2016,62.5
One adult 65 years or over,Total,Percentage,Cyprus,2017,55.3
One adult 65 years or over,Total,Percentage,Cyprus,2018,47.1
One adult 65 years or over,Total,Percentage,Cyprus,2019,48.6
One adult 65 years or over,Total,Percentage,Cyprus,2020,44.8
One adult 65 years or over,Total,Percentage,Cyprus,2021,41.4
One adult 65 years or over,Total,Percentage,Cyprus,2022,46.2
One adult 65 years or over,Total,Percentage,Cyprus,2023,46.9
One adult 65 years or over,Total,Percentage,Cyprus,2024,41.7
One adult 65 years or over,Total,Percentage,Czechia,2015,50.3
One adult 65 years or over,Total,Percentage,Czechia,2016,46.3
One adult 65 years or over,Total,Percentage,Czechia,2017,45.3
One adult 65 years or over,Total,Percentage,Czechia,2018,38.6
One adult 65 years or over,Total,Percentage,Czechia,2019,34.9
One adult 65 years or over,Total,Percentage,Czechia,2020,33.2
One adult 65 years or over,Total,Percentage,Czechia,2021,29.3
One adult 65 years or over,Total,Percentage,Czechia,2022,30.0
One adult 65 years or over,Total,Percentage,Czechia,2023,31.4
One adult 65 years or over,Total,Percentage,Czechia,2024,28.9
One adult 65 years or over,Total,Percentage,Germany,2015,33.8
One adult 65 years or over,Total,Percentage,Germany,2016,34.7
One adult 65 years or over,Total,Percentage,Germany,2017,32.2
One adult 65 years or over,Total,Percentage,Germany,2018,32.6
One adult 65 years or over,Total,Percentage,Germany,2019,33.2
One adult 65 years or over,Total,Percentage,Germany,2020,33.8
One adult 65 years or over,Total,Percentage,Germany,2021,31.0
One adult 65 years or over,Total,Percentage,Germany,2022,32.5
One adult 65 years or over,Total,Percentage,Germany,2023,33.9
One adult 65 years or over,Total,Percentage,Germany,2024,31.7
One adult 65 years or over,Total,Percentage,Denmark,2015,19.4
One adult 65 years or over,Total,Percentage,Denmark,2016,20.1
One adult 65 years or over,Total,Percentage,Denmark,2017,20.4
One adult 65 years or over,Total,Percentage,Denmark,2018,19.6
One adult 65 years or over,Total,Percentage,Denmark,2019,18.6
One adult 65 years or over,Total,Percentage,Denmark,2020,17.8
One adult 65 years or over,Total,Percentage,Denmark,2021,18.6
One adult 65 years or over,Total,Percentage,Denmark,2022,18.0
One adult 65 years or over,Total,Percentage,Denmark,2023,18.2
One adult 65 years or over,Total,Percentage,Denmark,2024,16.6
One adult 65 years or over,Total,Percentage,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2015,37.9
One adult 65 years or over,Total,Percentage,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2016,38.5
One adult 65 years or over,Total,Percentage,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2017,36.8
One adult 65 years or over,Total,Percentage,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2018,36.3
One adult 65 years or over,Total,Percentage,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2019,36.5
One adult 65 years or over,Total,Percentage,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2020,34.9
One adult 65 years or over,Total,Percentage,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2021,32.9
One adult 65 years or over,Total,Percentage,Euro area - 17 countries (2011-2013),2015,38.3
One adult 65 years or over,Total,Percentage,Euro area - 18 countries (2014),2015,37.4
One adult 65 years or over,Total,Percentage,Euro area - 18 countries (2014),2016,38.0
One adult 65 years or over,Total,Percentage,Euro area - 18 countries (2014),2017,36.3
One adult 65 years or over,Total,Percentage,Euro area - 18 countries (2014),2018,35.9
One adult 65 years or over,Total,Percentage,Euro area - 18 countries (2014),2019,36.2
One adult 65 years or over,Total,Percentage,Euro area - 18 countries (2014),2020,34.6
One adult 65 years or over,Total,Percentage,Euro area - 19 countries  (2015-2022),2015,37.9
One adult 65 years or over,Total,Percentage,Euro area - 19 countries  (2015-2022),2016,38.5
One adult 65 years or over,Total,Percentage,Euro area - 19 countries  (2015-2022),2017,36.8
One adult 65 years or over,Total,Percentage,Euro area - 19 countries  (2015-2022),2018,36.3
One adult 65 years or over,Total,Percentage,Euro area - 19 countries  (2015-2022),2019,36.5
One adult 65 years or over,Total,Percentage,Euro area - 19 countries  (2015-2022),2020,34.9
One adult 65 years or over,Total,Percentage,Euro area - 19 countries  (2015-2022),2021,32.9
One adult 65 years or over,Total,Percentage,Euro area – 20 countries (from 2023),2015,38.3
One adult 65 years or over,Total,Percentage,Euro area – 20 countries (from 2023),2016,38.9
One adult 65 years or over,Total,Percentage,Euro area – 20 countries (from 2023),2017,37.2
One adult 65 years or over,Total,Percentage,Euro area – 20 countries (from 2023),2018,36.7
One adult 65 years or over,Total,Percentage,Euro area – 20 countries (from 2023),2019,36.9
One adult 65 years or over,Total,Percentage,Euro area – 20 countries (from 2023),2020,35.3
One adult 65 years or over,Total,Percentage,Euro area – 20 countries (from 2023),2021,33.4
One adult 65 years or over,Total,Percentage,Euro area – 20 countries (from 2023),2022,35.5
One adult 65 years or over,Total,Percentage,Euro area – 20 countries (from 2023),2023,34.0
One adult 65 years or over,Total,Percentage,Estonia,2015,51.1
One adult 65 years or over,Total,Percentage,Estonia,2016,45.4
One adult 65 years or over,Total,Percentage,Estonia,2017,53.6
One adult 65 years or over,Total,Percentage,Estonia,2018,51.3
One adult 65 years or over,Total,Percentage,Estonia,2019,49.8
One adult 65 years or over,Total,Percentage,Estonia,2020,45.0
One adult 65 years or over,Total,Percentage,Estonia,2021,46.5
One adult 65 years or over,Total,Percentage,Estonia,2022,53.2
One adult 65 years or over,Total,Percentage,Estonia,2023,46.6
One adult 65 years or over,Total,Percentage,Estonia,2024,45.9
One adult 65 years or over,Total,Percentage,Greece,2015,64.4
One adult 65 years or over,Total,Percentage,Greece,2016,66.3
One adult 65 years or over,Total,Percentage,Greece,2017,63.1
One adult 65 years or over,Total,Percentage,Greece,2018,63.3
One adult 65 years or over,Total,Percentage,Greece,2019,58.6
One adult 65 years or over,Total,Percentage,Greece,2020,67.9
One adult 65 years or over,Total,Percentage,Greece,2021,58.0
One adult 65 years or over,Total,Percentage,Greece,2022,66.2
One adult 65 years or over,Total,Percentage,Greece,2023,61.9
One adult 65 years or over,Total,Percentage,Spain,2015,40.6
One adult 65 years or over,Total,Percentage,Spain,2016,39.4
One adult 65 years or over,Total,Percentage,Spain,2017,41.9
One adult 65 years or over,Total,Percentage,Spain,2018,41.2
One adult 65 years or over,Total,Percentage,Spain,2019,41.7
One adult 65 years or over,Total,Percentage,Spain,2020,43.8
One adult 65 years or over,Total,Percentage,Spain,2021,37.9
One adult 65 years or over,Total,Percentage,Spain,2022,38.5
One adult 65 years or over,Total,Percentage,Spain,2023,35.7
One adult 65 years or over,Total,Percentage,Spain,2024,32.5
One adult 65 years or over,Total,Percentage,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2015,41.4
