citizen,unit,geo,TIME_PERIOD,OBS_VALUE
Foreign country,Per hundred thousand inhabitants,Lithuania,2013,5.01
Foreign country,Per hundred thousand inhabitants,Lithuania,2014,5.4
Foreign country,Per hundred thousand inhabitants,Lithuania,2015,4.38
Foreign country,Per hundred thousand inhabitants,Lithuania,2016,3.84
Foreign country,Per hundred thousand inhabitants,Lithuania,2017,4.0
Foreign country,Per hundred thousand inhabitants,Lithuania,2018,4.45
Foreign country,Per hundred thousand inhabitants,Lithuania,2019,4.58
Foreign country,Per hundred thousand inhabitants,Lithuania,2020,3.65
Foreign country,Per hundred thousand inhabitants,Lithuania,2021,5.97
Foreign country,Per hundred thousand inhabitants,Lithuania,2022,5.92
Foreign country,Per hundred thousand inhabitants,Luxembourg,2013,84.54
Foreign country,Per hundred thousand inhabitants,Luxembourg,2014,84.59
Foreign country,Per hundred thousand inhabitants,Luxembourg,2015,91.66
Foreign country,Per hundred thousand inhabitants,Luxembourg,2016,94.23
Foreign country,Per hundred thousand inhabitants,Luxembourg,2017,83.46
Foreign country,Per hundred thousand inhabitants,Luxembourg,2018,81.56
Foreign country,Per hundred thousand inhabitants,Luxembourg,2019,71.51
Foreign country,Per hundred thousand inhabitants,Luxembourg,2020,65.0
Foreign country,Per hundred thousand inhabitants,Luxembourg,2021,70.42
Foreign country,Per hundred thousand inhabitants,Luxembourg,2022,85.06
Foreign country,Per hundred thousand inhabitants,Latvia,2013,3.36
Foreign country,Per hundred thousand inhabitants,Latvia,2014,4.35
Foreign country,Per hundred thousand inhabitants,Latvia,2015,5.34
Foreign country,Per hundred thousand inhabitants,Latvia,2016,7.21
Foreign country,Per hundred thousand inhabitants,Latvia,2017,4.82
Foreign country,Per hundred thousand inhabitants,Latvia,2018,4.34
Foreign country,Per hundred thousand inhabitants,Latvia,2019,3.39
Foreign country,Per hundred thousand inhabitants,Latvia,2020,2.36
Foreign country,Per hundred thousand inhabitants,Latvia,2021,3.06
Foreign country,Per hundred thousand inhabitants,Latvia,2022,4.21
Foreign country,Per hundred thousand inhabitants,Montenegro,2013,37.69
Foreign country,Per hundred thousand inhabitants,Montenegro,2014,60.17
Foreign country,Per hundred thousand inhabitants,Montenegro,2015,27.49
Foreign country,Per hundred thousand inhabitants,Montenegro,2016,45.64
Foreign country,Per hundred thousand inhabitants,Montenegro,2017,30.05
Foreign country,Per hundred thousand inhabitants,Montenegro,2018,27.96
Foreign country,Per hundred thousand inhabitants,Montenegro,2019,30.86
Foreign country,Per hundred thousand inhabitants,Montenegro,2020,21.23
Foreign country,Per hundred thousand inhabitants,Montenegro,2021,24.65
Foreign country,Per hundred thousand inhabitants,Montenegro,2022,23.31
Foreign country,Per hundred thousand inhabitants,North Macedonia,2016,14.63
Foreign country,Per hundred thousand inhabitants,North Macedonia,2017,6.41
Foreign country,Per hundred thousand inhabitants,Malta,2016,52.62
Foreign country,Per hundred thousand inhabitants,Malta,2017,54.1
Foreign country,Per hundred thousand inhabitants,Malta,2018,54.03
Foreign country,Per hundred thousand inhabitants,Malta,2019,79.02
Foreign country,Per hundred thousand inhabitants,Malta,2020,102.61
Foreign country,Per hundred thousand inhabitants,Malta,2021,60.26
Foreign country,Per hundred thousand inhabitants,Malta,2022,50.67
Foreign country,Per hundred thousand inhabitants,Netherlands,2013,14.36
Foreign country,Per hundred thousand inhabitants,Netherlands,2014,12.89
Foreign country,Per hundred thousand inhabitants,Netherlands,2015,11.2
Foreign country,Per hundred thousand inhabitants,Netherlands,2016,10.79
Foreign country,Per hundred thousand inhabitants,Netherlands,2017,12.04
Foreign country,Per hundred thousand inhabitants,Netherlands,2018,12.72
Foreign country,Per hundred thousand inhabitants,Netherlands,2019,13.28
Foreign country,Per hundred thousand inhabitants,Netherlands,2020,13.22
Foreign country,Per hundred thousand inhabitants,Netherlands,2021,13.04
Foreign country,Per hundred thousand inhabitants,Netherlands,2022,13.96
Foreign country,Per hundred thousand inhabitants,Norway,2013,23.99
Foreign country,Per hundred thousand inhabitants,Norway,2014,24.98
Foreign country,Per hundred thousand inhabitants,Norway,2015,26.34
Foreign country,Per hundred thousand inhabitants,Norway,2016,25.47
Foreign country,Per hundred thousand inhabitants,Norway,2017,25.26
Foreign country,Per hundred thousand inhabitants,Norway,2018,22.58
Foreign country,Per hundred thousand inhabitants,Norway,2019,19.95
Foreign country,Per hundred thousand inhabitants,Norway,2020,18.48
Foreign country,Per hundred thousand inhabitants,Norway,2021,16.69
Foreign country,Per hundred thousand inhabitants,Norway,2022,16.13
Foreign country,Per hundred thousand inhabitants,Poland,2013,1.37
Foreign country,Per hundred thousand inhabitants,Poland,2014,1.43
Foreign country,Per hundred thousand inhabitants,Poland,2015,1.37
Foreign country,Per hundred thousand inhabitants,Poland,2016,1.75
Foreign country,Per hundred thousand inhabitants,Poland,2017,2.22
Foreign country,Per hundred thousand inhabitants,Poland,2018,2.74
Foreign country,Per hundred thousand inhabitants,Poland,2019,3.45
Foreign country,Per hundred thousand inhabitants,Poland,2020,3.34
Foreign country,Per hundred thousand inhabitants,Poland,2021,4.6
Foreign country,Per hundred thousand inhabitants,Poland,2022,4.86
Foreign country,Per hundred thousand inhabitants,Portugal,2013,25.24
Foreign country,Per hundred thousand inhabitants,Portugal,2014,23.9
Foreign country,Per hundred thousand inhabitants,Portugal,2015,24.12
Foreign country,Per hundred thousand inhabitants,Portugal,2016,22.31
Foreign country,Per hundred thousand inhabitants,Portugal,2017,20.99
Foreign country,Per hundred thousand inhabitants,Portugal,2018,19.12
Foreign country,Per hundred thousand inhabitants,Portugal,2019,19.32
Foreign country,Per hundred thousand inhabitants,Portugal,2020,17.18
Foreign country,Per hundred thousand inhabitants,Portugal,2021,16.24
Foreign country,Per hundred thousand inhabitants,Portugal,2022,18.49
Foreign country,Per hundred thousand inhabitants,Romania,2013,0.97
Foreign country,Per hundred thousand inhabitants,Romania,2014,1.27
Foreign country,Per hundred thousand inhabitants,Romania,2015,1.35
Foreign country,Per hundred thousand inhabitants,Romania,2016,1.53
Foreign country,Per hundred thousand inhabitants,Romania,2017,1.46
Foreign country,Per hundred thousand inhabitants,Romania,2018,1.3
Foreign country,Per hundred thousand inhabitants,Romania,2019,1.21
Foreign country,Per hundred thousand inhabitants,Romania,2020,1.17
Foreign country,Per hundred thousand inhabitants,Romania,2021,1.17
Foreign country,Per hundred thousand inhabitants,Romania,2022,1.3
Foreign country,Per hundred thousand inhabitants,Serbia,2013,4.9
Foreign country,Per hundred thousand inhabitants,Serbia,2014,4.23
Foreign country,Per hundred thousand inhabitants,Serbia,2015,4.96
Foreign country,Per hundred thousand inhabitants,Serbia,2016,5.06
Foreign country,Per hundred thousand inhabitants,Serbia,2017,4.97
Foreign country,Per hundred thousand inhabitants,Serbia,2018,4.53
Foreign country,Per hundred thousand inhabitants,Serbia,2019,5.0
Foreign country,Per hundred thousand inhabitants,Serbia,2020,5.57
Foreign country,Per hundred thousand inhabitants,Serbia,2021,6.16
Foreign country,Per hundred thousand inhabitants,Serbia,2022,5.8
Foreign country,Per hundred thousand inhabitants,Sweden,2013,19.39
Foreign country,Per hundred thousand inhabitants,Sweden,2014,13.73
Foreign country,Per hundred thousand inhabitants,Sweden,2015,13.59
Foreign country,Per hundred thousand inhabitants,Sweden,2016,12.93
Foreign country,Per hundred thousand inhabitants,Sweden,2017,12.41
Foreign country,Per hundred thousand inhabitants,Sweden,2018,13.03
Foreign country,Per hundred thousand inhabitants,Sweden,2019,13.82
Foreign country,Per hundred thousand inhabitants,Sweden,2020,14.19
Foreign country,Per hundred thousand inhabitants,Sweden,2021,13.77
Foreign country,Per hundred thousand inhabitants,Sweden,2022,14.22
Foreign country,Per hundred thousand inhabitants,Slovenia,2013,7.04
Foreign country,Per hundred thousand inhabitants,Slovenia,2014,7.28
Foreign country,Per hundred thousand inhabitants,Slovenia,2015,6.35
Foreign country,Per hundred thousand inhabitants,Slovenia,2016,5.72
Foreign country,Per hundred thousand inhabitants,Slovenia,2018,9.14
Foreign country,Per hundred thousand inhabitants,Slovenia,2019,13.5
Foreign country,Per hundred thousand inhabitants,Slovenia,2020,19.85
Foreign country,Per hundred thousand inhabitants,Slovenia,2021,17.02
Foreign country,Per hundred thousand inhabitants,Slovenia,2022,19.17
Foreign country,Per hundred thousand inhabitants,Slovakia,2013,3.47
Foreign country,Per hundred thousand inhabitants,Slovakia,2014,3.27
Foreign country,Per hundred thousand inhabitants,Slovakia,2015,3.34
Foreign country,Per hundred thousand inhabitants,Slovakia,2016,3.89
Foreign country,Per hundred thousand inhabitants,Slovakia,2017,4.03
Foreign country,Per hundred thousand inhabitants,Slovakia,2018,3.84
Foreign country,Per hundred thousand inhabitants,Slovakia,2019,4.7
Foreign country,Per hundred thousand inhabitants,Slovakia,2020,4.01
Foreign country,Per hundred thousand inhabitants,Slovakia,2021,4.78
Foreign country,Per hundred thousand inhabitants,Slovakia,2022,7.49
Foreign country,Per hundred thousand inhabitants,Türkiye,2013,3.26
Foreign country,Per hundred thousand inhabitants,Türkiye,2014,3.84
Foreign country,Per hundred thousand inhabitants,Türkiye,2015,4.9
Foreign country,Per hundred thousand inhabitants,Türkiye,2016,5.64
Foreign country,Per hundred thousand inhabitants,Türkiye,2017,8.13
Foreign country,Per hundred thousand inhabitants,Türkiye,2018,10.61
Foreign country,Per hundred thousand inhabitants,Türkiye,2019,12.2
Foreign country,Per hundred thousand inhabitants,Türkiye,2020,12.39
Foreign country,Per hundred thousand inhabitants,Türkiye,2021,14.41
Foreign country,Per hundred thousand inhabitants,Türkiye,2022,17.75
Foreign country,Per hundred thousand inhabitants,England and Wales,2013,15.72
Foreign country,Per hundred thousand inhabitants,England and Wales,2014,15.9
Foreign country,Per hundred thousand inhabitants,England and Wales,2015,15.33
Foreign country,Per hundred thousand inhabitants,England and Wales,2016,14.51
Foreign country,Per hundred thousand inhabitants,England and Wales,2017,14.39
Foreign country,Per hundred thousand inhabitants,England and Wales,2018,14.01
Foreign country,Per hundred thousand inhabitants,Scotland (NUTS 2021),2013,5.04
Foreign country,Per hundred thousand inhabitants,Scotland (NUTS 2021),2014,5.4
Foreign country,Per hundred thousand inhabitants,Scotland (NUTS 2021),2015,5.51
Foreign country,Per hundred thousand inhabitants,Northern Ireland (UK) (NUTS 2021),2013,7.88
Foreign country,Per hundred thousand inhabitants,Northern Ireland (UK) (NUTS 2021),2014,7.24
Foreign country,Per hundred thousand inhabitants,Northern Ireland (UK) (NUTS 2021),2015,6.6
Foreign country,Per hundred thousand inhabitants,Northern Ireland (UK) (NUTS 2021),2016,10.65
Foreign country,Per hundred thousand inhabitants,Northern Ireland (UK) (NUTS 2021),2017,6.7
Foreign country,Per hundred thousand inhabitants,Northern Ireland (UK) (NUTS 2021),2018,7.52
Foreign country,Per hundred thousand inhabitants,Kosovo*,2016,5.08
Foreign country,Per hundred thousand inhabitants,Kosovo*,2017,6.45
Foreign country,Per hundred thousand inhabitants,Kosovo*,2018,4.56
Foreign country,Per hundred thousand inhabitants,Kosovo*,2019,5.62
Foreign country,Per hundred thousand inhabitants,Kosovo*,2020,5.72
Reporting country,Number,Albania,2013,4914.0
Reporting country,Number,Albania,2014,5590.0
Reporting country,Number,Albania,2015,5892.0
Reporting country,Number,Albania,2016,5942.0
Reporting country,Number,Albania,2017,5573.0
Reporting country,Number,Albania,2018,5226.0
Reporting country,Number,Albania,2019,4932.0
Reporting country,Number,Albania,2020,4505.0
Reporting country,Number,Albania,2021,4842.0
Reporting country,Number,Albania,2022,4937.0
Reporting country,Number,Austria,2013,4489.0
Reporting country,Number,Austria,2014,4243.0
Reporting country,Number,Austria,2015,3963.0
Reporting country,Number,Austria,2016,3933.0
Reporting country,Number,Austria,2017,4021.0
Reporting country,Number,Austria,2018,4134.0
Reporting country,Number,Austria,2019,4278.0
Reporting country,Number,Austria,2020,4190.0
Reporting country,Number,Austria,2021,4280.0
Reporting country,Number,Austria,2022,4349.0
Reporting country,Number,Bosnia and Herzegovina,2013,2844.0
Reporting country,Number,Bosnia and Herzegovina,2014,2779.0
Reporting country,Number,Bosnia and Herzegovina,2015,2673.0
Reporting country,Number,Bosnia and Herzegovina,2016,2783.0
Reporting country,Number,Bosnia and Herzegovina,2017,2788.0
Reporting country,Number,Bosnia and Herzegovina,2018,4326.0
Reporting country,Number,Bosnia and Herzegovina,2019,4404.0
Reporting country,Number,Bosnia and Herzegovina,2020,3923.0
Reporting country,Number,Bosnia and Herzegovina,2021,2842.0
Reporting country,Number,Bosnia and Herzegovina,2022,2704.0
Reporting country,Number,Belgium,2013,6531.0
Reporting country,Number,Belgium,2015,6103.0
Reporting country,Number,Belgium,2017,5844.0
Reporting country,Number,Belgium,2018,5706.0
Reporting country,Number,Belgium,2019,6023.0
Reporting country,Number,Belgium,2020,5764.0
Reporting country,Number,Belgium,2021,6063.0
Reporting country,Number,Belgium,2022,6320.0
Reporting country,Number,Bulgaria,2013,8581.0
Reporting country,Number,Bulgaria,2014,7638.0
Reporting country,Number,Bulgaria,2015,7166.0
Reporting country,Number,Bulgaria,2016,7130.0
Reporting country,Number,Bulgaria,2017,6802.0
Reporting country,Number,Bulgaria,2018,6490.0
Reporting country,Number,Bulgaria,2019,6311.0
Reporting country,Number,Bulgaria,2020,6097.0
Reporting country,Number,Bulgaria,2021,5714.0
Reporting country,Number,Bulgaria,2022,5443.0
Reporting country,Number,Switzerland,2013,1795.0
Reporting country,Number,Switzerland,2014,1846.0
Reporting country,Number,Switzerland,2015,1984.0
Reporting country,Number,Switzerland,2016,1908.0
Reporting country,Number,Switzerland,2017,1949.0
Reporting country,Number,Switzerland,2018,1923.0
Reporting country,Number,Switzerland,2019,2090.0
Reporting country,Number,Switzerland,2020,1843.0
Reporting country,Number,Switzerland,2021,1883.0
Reporting country,Number,Switzerland,2022,1856.0
Reporting country,Number,Cyprus,2013,247.0
Reporting country,Number,Cyprus,2014,293.0
Reporting country,Number,Cyprus,2015,333.0
Reporting country,Number,Cyprus,2016,349.0
Reporting country,Number,Cyprus,2017,441.0
Reporting country,Number,Cyprus,2018,343.0
Reporting country,Number,Cyprus,2019,387.0
Reporting country,Number,Cyprus,2020,341.0
Reporting country,Number,Cyprus,2021,378.0
Reporting country,Number,Cyprus,2022,427.0
Reporting country,Number,Czechia,2013,15122.0
Reporting country,Number,Czechia,2014,17109.0
Reporting country,Number,Czechia,2015,19196.0
Reporting country,Number,Czechia,2016,20674.0
Reporting country,Number,Czechia,2017,20345.0
Reporting country,Number,Czechia,2018,19809.0
Reporting country,Number,Czechia,2019,19254.0
Reporting country,Number,Czechia,2020,17752.0
Reporting country,Number,Czechia,2021,17352.0
Reporting country,Number,Czechia,2022,17593.0
Reporting country,Number,Denmark,2013,2993.0
Reporting country,Number,Denmark,2014,2581.0
Reporting country,Number,Denmark,2015,2338.0
Reporting country,Number,Denmark,2016,2454.0
Reporting country,Number,Denmark,2017,2450.0
Reporting country,Number,Denmark,2018,2596.0
Reporting country,Number,Denmark,2019,2783.0
Reporting country,Number,Denmark,2020,2995.0
Reporting country,Number,Denmark,2021,3148.0
Reporting country,Number,Denmark,2022,3063.0
Reporting country,Number,Estonia,2013,1931.0
Reporting country,Number,Estonia,2014,1808.0
Reporting country,Number,Estonia,2015,1727.0
Reporting country,Number,Estonia,2016,1804.0
Reporting country,Number,Estonia,2017,1727.0
Reporting country,Number,Estonia,2018,1668.0
Reporting country,Number,Estonia,2019,1650.0
Reporting country,Number,Estonia,2020,1567.0
Reporting country,Number,Estonia,2021,1464.0
Reporting country,Number,Estonia,2022,1387.0
Reporting country,Number,Greece,2013,5070.0
Reporting country,Number,Greece,2014,4916.0
Reporting country,Number,Greece,2015,4322.0
Reporting country,Number,Greece,2016,4365.0
Reporting country,Number,Greece,2017,4720.0
Reporting country,Number,Greece,2018,4832.0
Reporting country,Number,Greece,2019,4577.0
Reporting country,Number,Greece,2020,4580.0
Reporting country,Number,Greece,2021,4531.0
Reporting country,Number,Greece,2022,4504.0
Reporting country,Number,Spain,2013,45649.0
Reporting country,Number,Spain,2014,45320.0
Reporting country,Number,Spain,2015,43744.0
Reporting country,Number,Spain,2016,42459.0
Reporting country,Number,Spain,2017,42265.0
Reporting country,Number,Spain,2018,42347.0
Reporting country,Number,Spain,2019,42047.0
Reporting country,Number,Spain,2020,39262.0
Reporting country,Number,Spain,2021,38825.0
Reporting country,Number,Spain,2022,38993.0
Reporting country,Number,Finland,2013,2837.0
Reporting country,Number,Finland,2014,2665.0
Reporting country,Number,Finland,2015,2646.0
Reporting country,Number,Finland,2016,2625.0
Reporting country,Number,Finland,2017,2527.0
Reporting country,Number,Finland,2018,2453.0
Reporting country,Number,Finland,2019,2443.0
Reporting country,Number,Finland,2020,2277.0
Reporting country,Number,Finland,2021,2390.0
Reporting country,Number,Finland,2022,2400.0
Reporting country,Number,France,2013,53232.0
Reporting country,Number,France,2014,52456.0
Reporting country,Number,France,2015,52586.0
Reporting country,Number,France,2016,53468.0
Reporting country,Number,France,2017,53556.0
Reporting country,Number,France,2018,53908.0
Reporting country,Number,France,2019,54325.0
Reporting country,Number,France,2020,47186.0
Reporting country,Number,France,2021,52001.0
Reporting country,Number,France,2022,54105.0
Reporting country,Number,Croatia,2014,3532.0
Reporting country,Number,Croatia,2015,3144.0
Reporting country,Number,Croatia,2016,2880.0
Reporting country,Number,Croatia,2017,2912.0
Reporting country,Number,Croatia,2018,2904.0
Reporting country,Number,Croatia,2019,3052.0
Reporting country,Number,Croatia,2020,3150.0
Reporting country,Number,Croatia,2021,3438.0
Reporting country,Number,Croatia,2022,3668.0
Reporting country,Number,Hungary,2013,17188.0
Reporting country,Number,Hungary,2014,17190.0
Reporting country,Number,Hungary,2015,16543.0
Reporting country,Number,Hungary,2016,16780.0
Reporting country,Number,Hungary,2017,16482.0
Reporting country,Number,Hungary,2018,15550.0
Reporting country,Number,Hungary,2019,15529.0
Reporting country,Number,Hungary,2020,15754.0
Reporting country,Number,Hungary,2021,16744.0
Reporting country,Number,Hungary,2022,16454.0
Reporting country,Number,Ireland,2013,3054.0
Reporting country,Number,Ireland,2014,2833.0
Reporting country,Number,Ireland,2015,3413.0
Reporting country,Number,Ireland,2018,3442.0
Reporting country,Number,Ireland,2019,3402.0
Reporting country,Number,Ireland,2020,3218.0
Reporting country,Number,Ireland,2021,3231.0
Reporting country,Number,Ireland,2022,3718.0
Reporting country,Number,Iceland,2013,122.0
Reporting country,Number,Iceland,2014,132.0
Reporting country,Number,Iceland,2015,110.0
Reporting country,Number,Iceland,2016,90.0
Reporting country,Number,Iceland,2017,106.0
Reporting country,Number,Iceland,2018,105.0
Reporting country,Number,Iceland,2019,126.0
Reporting country,Number,Iceland,2020,107.0
Reporting country,Number,Iceland,2021,110.0
Reporting country,Number,Iceland,2022,99.0
Reporting country,Number,Italy,2013,41504.0
Reporting country,Number,Italy,2014,36889.0
Reporting country,Number,Italy,2015,35611.0
Reporting country,Number,Italy,2016,36829.0
Reporting country,Number,Italy,2017,38731.0
Reporting country,Number,Italy,2018,40357.0
Reporting country,Number,Italy,2019,41880.0
Reporting country,Number,Italy,2020,36864.0
Reporting country,Number,Italy,2021,37920.0
Reporting country,Number,Italy,2022,39317.0
Reporting country,Number,Liechtenstein,2013,17.0
Reporting country,Number,Liechtenstein,2014,12.0
Reporting country,Number,Liechtenstein,2015,11.0
Reporting country,Number,Liechtenstein,2016,10.0
Reporting country,Number,Liechtenstein,2017,12.0
Reporting country,Number,Liechtenstein,2018,9.0
Reporting country,Number,Liechtenstein,2019,7.0
Reporting country,Number,Liechtenstein,2020,19.0
Reporting country,Number,Liechtenstein,2022,5.0
Reporting country,Number,Lithuania,2013,9112.0
Reporting country,Number,Lithuania,2014,8477.0
Reporting country,Number,Lithuania,2015,7227.0
Reporting country,Number,Lithuania,2016,6704.0
Reporting country,Number,Lithuania,2017,6485.0
Reporting country,Number,Lithuania,2018,6360.0
Reporting country,Number,Lithuania,2019,6010.0
Reporting country,Number,Lithuania,2020,5218.0
Reporting country,Number,Lithuania,2021,4919.0
Reporting country,Number,Lithuania,2022,4807.0
Reporting country,Number,Luxembourg,2013,202.0
Reporting country,Number,Luxembourg,2014,161.0
Reporting country,Number,Luxembourg,2015,175.0
Reporting country,Number,Luxembourg,2016,181.0
Reporting country,Number,Luxembourg,2017,191.0
Reporting country,Number,Luxembourg,2018,165.0
Reporting country,Number,Luxembourg,2019,155.0
Reporting country,Number,Luxembourg,2020,150.0
Reporting country,Number,Luxembourg,2021,170.0
Reporting country,Number,Luxembourg,2022,156.0
Reporting country,Number,Latvia,2013,5068.0
Reporting country,Number,Latvia,2014,4658.0
Reporting country,Number,Latvia,2015,4303.0
Reporting country,Number,Latvia,2016,4101.0
Reporting country,Number,Latvia,2017,3671.0
Reporting country,Number,Latvia,2018,3438.0
Reporting country,Number,Latvia,2019,3349.0
Reporting country,Number,Latvia,2020,3059.0
Reporting country,Number,Latvia,2021,3125.0
Reporting country,Number,Latvia,2022,3150.0
Reporting country,Number,Montenegro,2013,830.0
Reporting country,Number,Montenegro,2014,749.0
Reporting country,Number,Montenegro,2015,960.0
Reporting country,Number,Montenegro,2016,839.0
Reporting country,Number,Montenegro,2017,932.0
Reporting country,Number,Montenegro,2018,951.0
Reporting country,Number,Montenegro,2019,898.0
Reporting country,Number,Montenegro,2020,678.0
Reporting country,Number,Montenegro,2021,767.0
Reporting country,Number,Montenegro,2022,882.0
Reporting country,Number,North Macedonia,2016,2928.0
Reporting country,Number,North Macedonia,2017,2898.0
Reporting country,Number,Malta,2015,6.0
Reporting country,Number,Malta,2016,316.0
Reporting country,Number,Malta,2017,342.0
Reporting country,Number,Malta,2018,378.0
Reporting country,Number,Malta,2019,364.0
Reporting country,Number,Malta,2020,336.0
Reporting country,Number,Malta,2021,303.0
Reporting country,Number,Malta,2022,295.0
Reporting country,Number,Netherlands,2013,10312.0
Reporting country,Number,Netherlands,2014,9764.0
Reporting country,Number,Netherlands,2015,8957.0
Reporting country,Number,Netherlands,2016,8769.0
Reporting country,Number,Netherlands,2017,8817.0
Reporting country,Number,Netherlands,2018,9066.0
Reporting country,Number,Netherlands,2019,9398.0
Reporting country,Number,Netherlands,2020,8723.0
Reporting country,Number,Netherlands,2021,9030.0
Reporting country,Number,Netherlands,2022,8782.0
Reporting country,Number,Norway,2013,2624.0
Reporting country,Number,Norway,2014,2772.0
Reporting country,Number,Norway,2015,2632.0
Reporting country,Number,Norway,2016,2791.0
Reporting country,Number,Norway,2017,2771.0
Reporting country,Number,Norway,2018,2531.0
Reporting country,Number,Norway,2019,2452.0
Reporting country,Number,Norway,2020,2526.0
Reporting country,Number,Norway,2021,2735.0
Reporting country,Number,Norway,2022,2796.0
Reporting country,Number,Poland,2013,79644.0
Reporting country,Number,Poland,2014,78802.0
Reporting country,Number,Poland,2015,72174.0
Reporting country,Number,Poland,2016,71544.0
Reporting country,Number,Poland,2017,73636.0
Reporting country,Number,Poland,2018,71777.0
Reporting country,Number,Poland,2019,73302.0
Reporting country,Number,Poland,2020,67086.0
Reporting country,Number,Poland,2021,70528.0
Reporting country,Number,Poland,2022,69894.0
Reporting country,Number,Portugal,2013,11637.0
Reporting country,Number,Portugal,2014,11706.0
Reporting country,Number,Portugal,2015,11871.0
Reporting country,Number,Portugal,2016,11610.0
Reporting country,Number,Portugal,2017,11423.0
Reporting country,Number,Portugal,2018,11053.0
Reporting country,Number,Portugal,2019,10962.0
Reporting country,Number,Portugal,2020,9733.0
Reporting country,Number,Portugal,2021,10032.0
Reporting country,Number,Portugal,2022,10588.0
Reporting country,Number,Romania,2013,33239.0
Reporting country,Number,Romania,2014,29903.0
Reporting country,Number,Romania,2015,28065.0
Reporting country,Number,Romania,2016,27153.0
Reporting country,Number,Romania,2017,23164.0
Reporting country,Number,Romania,2018,20539.0
Reporting country,Number,Romania,2019,20343.0
Reporting country,Number,Romania,2020,21527.0
Reporting country,Number,Romania,2021,22764.0
Reporting country,Number,Romania,2022,22834.0
Reporting country,Number,Serbia,2013,9679.0
Reporting country,Number,Serbia,2014,9986.0
Reporting country,Number,Serbia,2015,9711.0
Reporting country,Number,Serbia,2016,10314.0
Reporting country,Number,Serbia,2017,10457.0
Reporting country,Number,Serbia,2018,10554.0
Reporting country,Number,Serbia,2019,10729.0
Reporting country,Number,Serbia,2020,10154.0
Reporting country,Number,Serbia,2021,10134.0
Reporting country,Number,Serbia,2022,10393.0
Reporting country,Number,Sweden,2013,3870.0
Reporting country,Number,Sweden,2014,2995.0
Reporting country,Number,Sweden,2015,2967.0
Reporting country,Number,Sweden,2016,2957.0
Reporting country,Number,Sweden,2017,2908.0
Reporting country,Number,Sweden,2018,3074.0
Reporting country,Number,Sweden,2019,3420.0
Reporting country,Number,Sweden,2020,3810.0
Reporting country,Number,Sweden,2021,4258.0
Reporting country,Number,Sweden,2022,4660.0
Reporting country,Number,Slovenia,2013,1215.0
Reporting country,Number,Slovenia,2014,1372.0
Reporting country,Number,Slovenia,2015,1268.0
Reporting country,Number,Slovenia,2016,1190.0
Reporting country,Number,Slovenia,2018,1157.0
Reporting country,Number,Slovenia,2019,1115.0
Reporting country,Number,Slovenia,2020,1033.0
Reporting country,Number,Slovenia,2021,777.0
Reporting country,Number,Slovenia,2022,976.0
Reporting country,Number,Slovakia,2013,9565.0
Reporting country,Number,Slovakia,2014,9843.0
Reporting country,Number,Slovakia,2015,9732.0
Reporting country,Number,Slovakia,2016,9784.0
Reporting country,Number,Slovakia,2017,9809.0
Reporting country,Number,Slovakia,2018,10085.0
Reporting country,Number,Slovakia,2019,10299.0
Reporting country,Number,Slovakia,2020,10300.0
Reporting country,Number,Slovakia,2021,9843.0
Reporting country,Number,Slovakia,2022,9532.0
Reporting country,Number,Türkiye,2013,145003.0
Reporting country,Number,Türkiye,2014,156454.0
Reporting country,Number,Türkiye,2015,174450.0
Reporting country,Number,Türkiye,2016,196286.0
Reporting country,Number,Türkiye,2017,226927.0
Reporting country,Number,Türkiye,2018,256264.0
Reporting country,Number,Türkiye,2019,281544.0
Reporting country,Number,Türkiye,2020,257548.0
Reporting country,Number,Türkiye,2021,285780.0
Reporting country,Number,Türkiye,2022,326266.0
Reporting country,Number,England and Wales,2013,72126.0
Reporting country,Number,England and Wales,2014,73960.0
Reporting country,Number,England and Wales,2015,75120.0
Reporting country,Number,England and Wales,2016,74945.0
Reporting country,Number,England and Wales,2017,75715.0
Reporting country,Number,England and Wales,2018,73365.0
Reporting country,Number,Scotland (NUTS 2021),2013,7626.0
Reporting country,Number,Scotland (NUTS 2021),2014,7591.0
Reporting country,Number,Scotland (NUTS 2021),2015,7449.0
Reporting country,Number,Northern Ireland (UK) (NUTS 2021),2013,1652.0
Reporting country,Number,Northern Ireland (UK) (NUTS 2021),2014,1576.0
Reporting country,Number,Northern Ireland (UK) (NUTS 2021),2015,1325.0
Reporting country,Number,Northern Ireland (UK) (NUTS 2021),2016,1290.0
Reporting country,Number,Northern Ireland (UK) (NUTS 2021),2017,1286.0
Reporting country,Number,Northern Ireland (UK) (NUTS 2021),2018,1266.0
Reporting country,Number,Kosovo*,2013,1651.0
Reporting country,Number,Kosovo*,2014,1727.0
Reporting country,Number,Kosovo*,2015,1389.0
Reporting country,Number,Kosovo*,2016,1558.0
Reporting country,Number,Kosovo*,2017,1494.0
Reporting country,Number,Kosovo*,2018,1485.0
Reporting country,Number,Kosovo*,2019,1705.0
Reporting country,Number,Kosovo*,2020,1294.0
Reporting country,Per hundred thousand inhabitants,Albania,2014,193.03
Reporting country,Per hundred thousand inhabitants,Albania,2015,203.71
Reporting country,Per hundred thousand inhabitants,Albania,2016,205.89
Reporting country,Per hundred thousand inhabitants,Albania,2017,193.74
Reporting country,Per hundred thousand inhabitants,Albania,2018,182.07
Reporting country,Per hundred thousand inhabitants,Albania,2019,172.3
