unit,indic_il,citizen,sex,age,geo,TIME_PERIOD,OBS_VALUE
Euro,Median equivalised net income,EU27 countries (from 2020) except reporting country,Total,18 years or over,Slovenia,2021,12807.0
Euro,Median equivalised net income,EU27 countries (from 2020) except reporting country,Total,18 years or over,Slovenia,2022,13225.0
Euro,Median equivalised net income,EU27 countries (from 2020) except reporting country,Total,18 years or over,Slovenia,2023,14984.0
Euro,Median equivalised net income,EU27 countries (from 2020) except reporting country,Total,18 years or over,Slovenia,2024,16213.0
Euro,Median equivalised net income,EU27 countries (from 2020) except reporting country,Total,18 years or over,Slovakia,2015,6286.0
Euro,Median equivalised net income,EU27 countries (from 2020) except reporting country,Total,18 years or over,Slovakia,2016,6122.0
Euro,Median equivalised net income,EU27 countries (from 2020) except reporting country,Total,18 years or over,Slovakia,2017,6850.0
Euro,Median equivalised net income,EU27 countries (from 2020) except reporting country,Total,18 years or over,Slovakia,2018,
Euro,Median equivalised net income,EU27 countries (from 2020) except reporting country,Total,18 years or over,Slovakia,2019,7849.0
Euro,Median equivalised net income,EU27 countries (from 2020) except reporting country,Total,18 years or over,Slovakia,2020,9422.0
Euro,Median equivalised net income,EU27 countries (from 2020) except reporting country,Total,18 years or over,Slovakia,2021,10053.0
Euro,Median equivalised net income,EU27 countries (from 2020) except reporting country,Total,18 years or over,Slovakia,2022,9104.0
Euro,Median equivalised net income,EU27 countries (from 2020) except reporting country,Total,18 years or over,Slovakia,2023,10161.0
Euro,Median equivalised net income,EU27 countries (from 2020) except reporting country,Total,18 years or over,Türkiye,2015,7653.0
Euro,Median equivalised net income,EU27 countries (from 2020) except reporting country,Total,18 years or over,Türkiye,2016,5548.0
Euro,Median equivalised net income,EU27 countries (from 2020) except reporting country,Total,18 years or over,Türkiye,2017,
Euro,Median equivalised net income,EU27 countries (from 2020) except reporting country,Total,18 years or over,Türkiye,2018,
Euro,Median equivalised net income,EU27 countries (from 2020) except reporting country,Total,18 years or over,Türkiye,2019,
Euro,Median equivalised net income,EU27 countries (from 2020) except reporting country,Total,18 years or over,Türkiye,2020,
Euro,Median equivalised net income,EU27 countries (from 2020) except reporting country,Total,18 years or over,Türkiye,2021,
Euro,Median equivalised net income,EU27 countries (from 2020) except reporting country,Total,18 years or over,Türkiye,2022,6605.0
Euro,Median equivalised net income,EU27 countries (from 2020) except reporting country,Total,18 years or over,Türkiye,2023,5799.0
Euro,Median equivalised net income,EU27 countries (from 2020) except reporting country,Total,18 years or over,United Kingdom,2015,20696.0
Euro,Median equivalised net income,EU27 countries (from 2020) except reporting country,Total,18 years or over,United Kingdom,2016,22369.0
Euro,Median equivalised net income,EU27 countries (from 2020) except reporting country,Total,18 years or over,United Kingdom,2017,19596.0
Euro,Median equivalised net income,EU27 countries (from 2020) except reporting country,Total,18 years or over,United Kingdom,2018,22629.0
Euro,Median equivalised net income,EU27 countries (from 2020) except reporting country,Total,18 years or over,Kosovo*,2018,4325.0
Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Albania,2017,
Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Albania,2018,
Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Albania,2019,
Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Albania,2020,
Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Austria,2015,17536.0
Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Austria,2016,18027.0
Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Austria,2017,20465.0
Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Austria,2018,20886.0
Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Austria,2019,21977.0
Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Austria,2020,22388.0
Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Austria,2021,22707.0
Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Austria,2022,24061.0
Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Belgium,2015,20113.0
Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Belgium,2016,20716.0
Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Belgium,2017,20985.0
Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Belgium,2018,20953.0
Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Belgium,2019,22052.0
Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Belgium,2020,23955.0
Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Belgium,2021,23876.0
Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Belgium,2022,25395.0
Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Belgium,2023,26865.0
Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Bulgaria,2015,
Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Bulgaria,2016,
Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Bulgaria,2017,
Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Bulgaria,2018,
Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Bulgaria,2019,
Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Bulgaria,2020,
Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Bulgaria,2021,3399.0
Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Bulgaria,2022,
Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Switzerland,2015,39754.0
Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Switzerland,2016,45487.0
Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Switzerland,2017,44349.0
Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Switzerland,2018,42911.0
Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Switzerland,2019,43034.0
Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Switzerland,2020,44475.0
Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Switzerland,2021,45890.0
Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Cyprus,2015,11520.0
Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Cyprus,2016,11733.0
Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Cyprus,2017,12203.0
Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Cyprus,2018,13181.0
Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Cyprus,2019,13386.0
Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Cyprus,2020,14553.0
Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Cyprus,2021,13833.0
Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Cyprus,2022,15020.0
Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Czechia,2015,8018.0
Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Czechia,2016,8610.0
Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Czechia,2017,9786.0
Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Czechia,2018,11065.0
Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Czechia,2019,12183.0
Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Czechia,2020,12851.0
Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Czechia,2021,10232.0
Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Czechia,2022,11658.0
Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Germany,2015,21405.0
Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Germany,2016,20584.0
Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Germany,2017,22204.0
Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Germany,2018,22283.0
Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Germany,2019,25220.0
Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Germany,2020,22833.0
Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Germany,2021,21823.0
Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Germany,2022,21720.0
Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Denmark,2015,23533.0
Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Denmark,2016,26191.0
Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Denmark,2017,27148.0
Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Denmark,2018,26493.0
Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Denmark,2019,27881.0
Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Denmark,2020,29920.0
Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Denmark,2021,30994.0
Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Denmark,2022,31520.0
Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2015,17005.0
Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2016,16790.0
Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2017,18418.0
Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2018,17986.0
Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2019,19188.0
Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2020,20393.0
Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2021,20214.0
Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Euro area - 18 countries (2014),2015,17007.0
Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Euro area - 18 countries (2014),2016,16790.0
Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Euro area - 18 countries (2014),2017,18421.0
Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Euro area - 18 countries (2014),2018,17989.0
Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Euro area - 18 countries (2014),2019,19193.0
Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Euro area - 18 countries (2014),2020,20395.0
Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Euro area - 19 countries  (2015-2022),2015,17005.0
Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Euro area - 19 countries  (2015-2022),2016,16790.0
Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Euro area - 19 countries  (2015-2022),2017,18418.0
Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Euro area - 19 countries  (2015-2022),2018,17986.0
Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Euro area - 19 countries  (2015-2022),2019,19188.0
Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Euro area - 19 countries  (2015-2022),2020,20393.0
Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Euro area - 19 countries  (2015-2022),2021,20214.0
Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Euro area – 20 countries (from 2023),2015,16996.0
Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Euro area – 20 countries (from 2023),2016,16783.0
Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Euro area – 20 countries (from 2023),2017,18407.0
Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Euro area – 20 countries (from 2023),2018,17979.0
Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Euro area – 20 countries (from 2023),2019,19180.0
Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Euro area – 20 countries (from 2023),2021,20126.0
Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Euro area – 20 countries (from 2023),2022,20657.0
Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Estonia,2015,6978.0
Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Estonia,2016,7482.0
Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Estonia,2017,8966.0
Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Estonia,2018,10871.0
Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Estonia,2019,11542.0
Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Estonia,2020,12617.0
Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Estonia,2021,13740.0
Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Estonia,2022,15433.0
Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Greece,2015,6028.0
Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Greece,2016,6720.0
Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Greece,2017,7073.0
Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Greece,2018,7267.0
Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Greece,2019,8400.0
Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Greece,2020,7828.0
Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Greece,2021,8097.0
Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Greece,2022,9273.0
Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Spain,2015,10824.0
Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Spain,2016,8849.0
Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Spain,2017,10851.0
Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Spain,2018,9774.0
Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Spain,2019,9897.0
Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Spain,2020,12957.0
Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Spain,2021,13044.0
Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Spain,2022,12528.0
Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2015,18090.0
Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2016,18514.0
Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2017,18621.0
Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2018,19109.0
Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2019,19943.0
Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,European Union - 27 countries (2007-2013),2015,18097.0
Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,European Union - 27 countries (2007-2013),2016,18520.0
Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,European Union - 27 countries (2007-2013),2017,18630.0
Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,European Union - 27 countries (2007-2013),2018,19115.0
Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,European Union - 27 countries (2007-2013),2019,19950.0
Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,European Union - 27 countries (from 2020),2015,17053.0
Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,European Union - 27 countries (from 2020),2016,16920.0
Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,European Union - 27 countries (from 2020),2017,18519.0
Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,European Union - 27 countries (from 2020),2018,18136.0
Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,European Union - 27 countries (from 2020),2019,19210.0
Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,European Union - 27 countries (from 2020),2020,20476.0
Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,European Union - 27 countries (from 2020),2021,20141.0
Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,European Union - 27 countries (from 2020),2022,20694.0
Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,European Union - 28 countries (2013-2020),2015,18090.0
Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,European Union - 28 countries (2013-2020),2016,18514.0
Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,European Union - 28 countries (2013-2020),2017,18621.0
Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,European Union - 28 countries (2013-2020),2018,19109.0
Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,European Union - 28 countries (2013-2020),2019,19943.0
Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Finland,2015,22698.0
Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Finland,2016,21191.0
Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Finland,2017,23860.0
Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Finland,2018,25382.0
Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Finland,2019,22787.0
Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Finland,2020,23378.0
Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Finland,2021,24327.0
Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Finland,2022,22643.0
Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,France,2015,19982.0
Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,France,2016,19695.0
Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,France,2017,20838.0
Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,France,2018,19050.0
Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,France,2019,19531.0
Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,France,2020,20284.0
Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,France,2021,21151.0
Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,France,2022,20100.0
Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Croatia,2015,8375.0
Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Croatia,2016,9914.0
Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Croatia,2017,10301.0
Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Croatia,2018,8080.0
Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Croatia,2019,8843.0
Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Croatia,2020,10282.0
Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Croatia,2021,10322.0
Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Croatia,2022,10970.0
Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Hungary,2015,3934.0
Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Hungary,2016,6221.0
Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Hungary,2017,3763.0
Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Hungary,2018,5182.0
Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Hungary,2019,8574.0
Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Hungary,2020,
Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Hungary,2021,6937.0
Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Hungary,2022,11402.0
Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Ireland,2015,19875.0
Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Ireland,2016,20573.0
Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Ireland,2017,21866.0
Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Ireland,2018,24433.0
Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Ireland,2019,25446.0
Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Ireland,2020,23745.0
Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Ireland,2021,25700.0
Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Ireland,2022,25277.0
Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Iceland,2015,22034.0
Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Iceland,2016,23834.0
Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Iceland,2017,28393.0
Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Iceland,2018,36428.0
Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Italy,2015,12000.0
Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Italy,2016,11453.0
Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Italy,2017,13532.0
Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Italy,2018,12393.0
Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Italy,2019,13337.0
Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Italy,2020,14580.0
Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Italy,2021,13026.0
Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Italy,2022,16356.0
Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Lithuania,2015,
Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Lithuania,2016,
Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Lithuania,2017,
Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Lithuania,2018,
Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Lithuania,2019,
Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Lithuania,2020,
Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Lithuania,2021,
Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Lithuania,2022,
Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Luxembourg,2015,30598.0
Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Luxembourg,2016,29460.0
Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Luxembourg,2017,32936.0
Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Luxembourg,2018,30601.0
Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Luxembourg,2019,33596.0
Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Luxembourg,2020,34275.0
Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Luxembourg,2021,38718.0
Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Luxembourg,2022,43654.0
Euro,Median equivalised net income,EU28 countries (2013-2020) except reporting country,Total,18 years or over,Latvia,2015,6079.0
