unit,sex,age,citizen,geo,TIME_PERIOD,OBS_VALUE
Thousand persons,Females,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Montenegro,2019,4.4
Thousand persons,Females,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Montenegro,2020,2.7
Thousand persons,Females,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,North Macedonia,2014,
Thousand persons,Females,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,North Macedonia,2015,
Thousand persons,Females,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,North Macedonia,2016,
Thousand persons,Females,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,North Macedonia,2017,
Thousand persons,Females,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,North Macedonia,2018,
Thousand persons,Females,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,North Macedonia,2019,0.5
Thousand persons,Females,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,North Macedonia,2020,
Thousand persons,Females,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Malta,2014,3.0
Thousand persons,Females,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Malta,2015,4.2
Thousand persons,Females,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Malta,2016,4.2
Thousand persons,Females,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Malta,2017,9.5
Thousand persons,Females,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Malta,2018,16.6
Thousand persons,Females,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Malta,2019,16.7
Thousand persons,Females,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Malta,2020,19.5
Thousand persons,Females,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Malta,2021,19.5
Thousand persons,Females,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Malta,2022,24.1
Thousand persons,Females,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Malta,2023,26.3
Thousand persons,Females,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Netherlands,2014,63.8
Thousand persons,Females,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Netherlands,2015,67.5
Thousand persons,Females,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Netherlands,2016,68.5
Thousand persons,Females,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Netherlands,2017,73.2
Thousand persons,Females,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Netherlands,2018,86.2
Thousand persons,Females,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Netherlands,2019,95.2
Thousand persons,Females,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Netherlands,2020,96.8
Thousand persons,Females,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Netherlands,2021,85.6
Thousand persons,Females,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Netherlands,2022,89.1
Thousand persons,Females,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Netherlands,2023,99.2
Thousand persons,Females,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Norway,2014,33.1
Thousand persons,Females,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Norway,2015,36.7
Thousand persons,Females,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Norway,2016,35.8
Thousand persons,Females,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Norway,2017,37.1
Thousand persons,Females,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Norway,2018,44.0
Thousand persons,Females,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Norway,2019,48.2
Thousand persons,Females,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Norway,2020,44.9
Thousand persons,Females,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Norway,2021,43.1
Thousand persons,Females,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Norway,2022,45.1
Thousand persons,Females,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Norway,2023,52.9
Thousand persons,Females,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Poland,2014,9.1
Thousand persons,Females,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Poland,2015,12.8
Thousand persons,Females,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Poland,2016,15.3
Thousand persons,Females,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Poland,2017,26.2
Thousand persons,Females,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Poland,2018,34.3
Thousand persons,Females,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Poland,2019,41.0
Thousand persons,Females,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Poland,2020,37.2
Thousand persons,Females,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Poland,2021,31.9
Thousand persons,Females,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Poland,2022,49.2
Thousand persons,Females,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Poland,2023,109.1
Thousand persons,Females,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Portugal,2014,48.1
Thousand persons,Females,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Portugal,2015,42.6
Thousand persons,Females,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Portugal,2016,44.9
Thousand persons,Females,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Portugal,2017,44.8
Thousand persons,Females,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Portugal,2018,47.9
Thousand persons,Females,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Portugal,2019,63.2
Thousand persons,Females,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Portugal,2020,62.6
Thousand persons,Females,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Portugal,2021,28.1
Thousand persons,Females,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Portugal,2022,54.0
Thousand persons,Females,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Portugal,2023,119.0
Thousand persons,Females,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Romania,2014,
Thousand persons,Females,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Romania,2015,
Thousand persons,Females,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Romania,2016,
Thousand persons,Females,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Romania,2017,
Thousand persons,Females,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Romania,2018,
Thousand persons,Females,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Romania,2019,
Thousand persons,Females,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Romania,2020,
Thousand persons,Females,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Romania,2021,
Thousand persons,Females,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Romania,2022,
Thousand persons,Females,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Romania,2023,
Thousand persons,Females,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Serbia,2014,3.3
Thousand persons,Females,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Serbia,2015,1.8
Thousand persons,Females,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Serbia,2016,1.7
Thousand persons,Females,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Serbia,2017,1.9
Thousand persons,Females,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Serbia,2018,2.1
Thousand persons,Females,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Serbia,2019,1.9
Thousand persons,Females,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Serbia,2020,1.2
Thousand persons,Females,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Serbia,2021,1.3
Thousand persons,Females,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Serbia,2022,1.6
Thousand persons,Females,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Serbia,2023,2.7
Thousand persons,Females,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Sweden,2014,55.5
Thousand persons,Females,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Sweden,2015,58.4
Thousand persons,Females,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Sweden,2016,64.8
Thousand persons,Females,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Sweden,2017,69.7
Thousand persons,Females,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Sweden,2018,77.2
Thousand persons,Females,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Sweden,2019,83.5
Thousand persons,Females,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Sweden,2020,77.6
Thousand persons,Females,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Sweden,2021,74.9
Thousand persons,Females,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Sweden,2022,84.2
Thousand persons,Females,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Sweden,2023,89.4
Thousand persons,Females,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Slovenia,2014,4.9
Thousand persons,Females,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Slovenia,2015,7.2
Thousand persons,Females,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Slovenia,2016,9.0
Thousand persons,Females,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Slovenia,2017,12.2
Thousand persons,Females,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Slovenia,2018,13.6
Thousand persons,Females,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Slovenia,2019,13.2
Thousand persons,Females,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Slovenia,2020,15.6
Thousand persons,Females,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Slovenia,2021,15.5
Thousand persons,Females,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Slovenia,2022,19.5
Thousand persons,Females,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Slovenia,2023,28.3
Thousand persons,Females,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Slovakia,2014,
Thousand persons,Females,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Slovakia,2015,
Thousand persons,Females,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Slovakia,2016,
Thousand persons,Females,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Slovakia,2017,
Thousand persons,Females,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Slovakia,2018,
Thousand persons,Females,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Slovakia,2019,
Thousand persons,Females,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Slovakia,2020,
Thousand persons,Females,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Slovakia,2021,
Thousand persons,Females,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Slovakia,2022,
Thousand persons,Females,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Slovakia,2023,
Thousand persons,Females,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,United Kingdom,2014,476.7
Thousand persons,Females,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,United Kingdom,2015,506.7
Thousand persons,Females,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,United Kingdom,2016,513.3
Thousand persons,Females,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,United Kingdom,2017,528.9
Thousand persons,Females,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,United Kingdom,2018,540.4
Thousand persons,Females,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,United Kingdom,2019,590.6
Thousand persons,Females,From 15 to 64 years,No response,Belgium,2016,
Thousand persons,Females,From 15 to 64 years,No response,Belgium,2017,
Thousand persons,Females,From 15 to 64 years,No response,Belgium,2018,
Thousand persons,Females,From 15 to 64 years,No response,Belgium,2019,
Thousand persons,Females,From 15 to 64 years,No response,Belgium,2020,
Thousand persons,Females,From 15 to 64 years,No response,Belgium,2021,
Thousand persons,Females,From 15 to 64 years,No response,Belgium,2022,
Thousand persons,Females,From 15 to 64 years,No response,Belgium,2023,
Thousand persons,Females,From 15 to 64 years,No response,Switzerland,2014,
Thousand persons,Females,From 15 to 64 years,No response,Switzerland,2015,
Thousand persons,Females,From 15 to 64 years,No response,Switzerland,2016,
Thousand persons,Females,From 15 to 64 years,No response,Switzerland,2018,
Thousand persons,Females,From 15 to 64 years,No response,Switzerland,2019,
Thousand persons,Females,From 15 to 64 years,No response,Czechia,2014,
Thousand persons,Females,From 15 to 64 years,No response,Czechia,2015,
Thousand persons,Females,From 15 to 64 years,No response,Denmark,2014,
Thousand persons,Females,From 15 to 64 years,No response,Denmark,2015,
Thousand persons,Females,From 15 to 64 years,No response,Denmark,2016,
Thousand persons,Females,From 15 to 64 years,No response,Denmark,2017,
Thousand persons,Females,From 15 to 64 years,No response,Denmark,2018,
Thousand persons,Females,From 15 to 64 years,No response,Denmark,2019,
Thousand persons,Females,From 15 to 64 years,No response,Denmark,2020,
Thousand persons,Females,From 15 to 64 years,No response,Denmark,2021,
Thousand persons,Females,From 15 to 64 years,No response,Denmark,2022,
Thousand persons,Females,From 15 to 64 years,No response,Denmark,2023,
Thousand persons,Females,From 15 to 64 years,No response,Euro area – 20 countries (from 2023),2014,48.7
Thousand persons,Females,From 15 to 64 years,No response,Euro area – 20 countries (from 2023),2015,52.4
Thousand persons,Females,From 15 to 64 years,No response,Euro area – 20 countries (from 2023),2016,49.5
Thousand persons,Females,From 15 to 64 years,No response,Euro area – 20 countries (from 2023),2017,50.0
Thousand persons,Females,From 15 to 64 years,No response,Euro area – 20 countries (from 2023),2018,53.2
Thousand persons,Females,From 15 to 64 years,No response,Euro area – 20 countries (from 2023),2019,55.6
Thousand persons,Females,From 15 to 64 years,No response,Euro area – 20 countries (from 2023),2020,51.8
Thousand persons,Females,From 15 to 64 years,No response,Euro area – 20 countries (from 2023),2021,
Thousand persons,Females,From 15 to 64 years,No response,Euro area – 20 countries (from 2023),2022,
Thousand persons,Females,From 15 to 64 years,No response,Euro area – 20 countries (from 2023),2023,
Thousand persons,Females,From 15 to 64 years,No response,Estonia,2015,
Thousand persons,Females,From 15 to 64 years,No response,Greece,2014,
Thousand persons,Females,From 15 to 64 years,No response,Greece,2015,
Thousand persons,Females,From 15 to 64 years,No response,Greece,2016,
Thousand persons,Females,From 15 to 64 years,No response,Greece,2017,
Thousand persons,Females,From 15 to 64 years,No response,Greece,2018,
Thousand persons,Females,From 15 to 64 years,No response,Greece,2019,
Thousand persons,Females,From 15 to 64 years,No response,Greece,2020,
Thousand persons,Females,From 15 to 64 years,No response,Greece,2022,1.4
Thousand persons,Females,From 15 to 64 years,No response,Greece,2023,
Thousand persons,Females,From 15 to 64 years,No response,European Union - 27 countries (from 2020),2014,50.5
Thousand persons,Females,From 15 to 64 years,No response,European Union - 27 countries (from 2020),2015,53.9
Thousand persons,Females,From 15 to 64 years,No response,European Union - 27 countries (from 2020),2016,50.9
Thousand persons,Females,From 15 to 64 years,No response,European Union - 27 countries (from 2020),2017,52.6
Thousand persons,Females,From 15 to 64 years,No response,European Union - 27 countries (from 2020),2018,55.7
Thousand persons,Females,From 15 to 64 years,No response,European Union - 27 countries (from 2020),2019,59.3
Thousand persons,Females,From 15 to 64 years,No response,European Union - 27 countries (from 2020),2020,56.9
Thousand persons,Females,From 15 to 64 years,No response,European Union - 27 countries (from 2020),2021,
Thousand persons,Females,From 15 to 64 years,No response,European Union - 27 countries (from 2020),2022,
Thousand persons,Females,From 15 to 64 years,No response,European Union - 27 countries (from 2020),2023,
Thousand persons,Females,From 15 to 64 years,No response,Finland,2014,
Thousand persons,Females,From 15 to 64 years,No response,Finland,2015,
Thousand persons,Females,From 15 to 64 years,No response,Finland,2016,
Thousand persons,Females,From 15 to 64 years,No response,Finland,2017,
Thousand persons,Females,From 15 to 64 years,No response,Finland,2018,
Thousand persons,Females,From 15 to 64 years,No response,Finland,2019,
Thousand persons,Females,From 15 to 64 years,No response,Finland,2020,
Thousand persons,Females,From 15 to 64 years,No response,France,2014,7.3
Thousand persons,Females,From 15 to 64 years,No response,France,2015,6.4
Thousand persons,Females,From 15 to 64 years,No response,France,2016,5.5
Thousand persons,Females,From 15 to 64 years,No response,France,2017,5.5
Thousand persons,Females,From 15 to 64 years,No response,France,2018,7.6
Thousand persons,Females,From 15 to 64 years,No response,France,2019,7.6
Thousand persons,Females,From 15 to 64 years,No response,France,2020,
Thousand persons,Females,From 15 to 64 years,No response,France,2021,
Thousand persons,Females,From 15 to 64 years,No response,France,2022,
Thousand persons,Females,From 15 to 64 years,No response,Ireland,2017,2.4
Thousand persons,Females,From 15 to 64 years,No response,Ireland,2018,
Thousand persons,Females,From 15 to 64 years,No response,Ireland,2019,
Thousand persons,Females,From 15 to 64 years,No response,Ireland,2020,
Thousand persons,Females,From 15 to 64 years,No response,Iceland,2020,
Thousand persons,Females,From 15 to 64 years,No response,Iceland,2023,
Thousand persons,Females,From 15 to 64 years,No response,Lithuania,2021,
Thousand persons,Females,From 15 to 64 years,No response,Latvia,2015,
Thousand persons,Females,From 15 to 64 years,No response,Latvia,2016,
Thousand persons,Females,From 15 to 64 years,No response,Latvia,2017,
Thousand persons,Females,From 15 to 64 years,No response,Latvia,2018,
Thousand persons,Females,From 15 to 64 years,No response,Latvia,2019,
Thousand persons,Females,From 15 to 64 years,No response,Latvia,2020,
Thousand persons,Females,From 15 to 64 years,No response,Latvia,2021,
Thousand persons,Females,From 15 to 64 years,No response,Latvia,2022,
Thousand persons,Females,From 15 to 64 years,No response,Latvia,2023,
Thousand persons,Females,From 15 to 64 years,No response,Malta,2015,
Thousand persons,Females,From 15 to 64 years,No response,Malta,2017,
Thousand persons,Females,From 15 to 64 years,No response,Netherlands,2014,40.2
Thousand persons,Females,From 15 to 64 years,No response,Netherlands,2015,45.2
Thousand persons,Females,From 15 to 64 years,No response,Netherlands,2016,43.5
Thousand persons,Females,From 15 to 64 years,No response,Netherlands,2017,39.9
Thousand persons,Females,From 15 to 64 years,No response,Netherlands,2018,43.5
Thousand persons,Females,From 15 to 64 years,No response,Netherlands,2019,45.8
Thousand persons,Females,From 15 to 64 years,No response,Netherlands,2020,46.6
Thousand persons,Females,From 15 to 64 years,No response,Netherlands,2021,2.9
Thousand persons,Females,From 15 to 64 years,No response,Netherlands,2022,4.6
Thousand persons,Females,From 15 to 64 years,No response,Netherlands,2023,4.3
Thousand persons,Females,From 15 to 64 years,No response,Norway,2014,1.4
Thousand persons,Females,From 15 to 64 years,No response,Norway,2015,0.9
Thousand persons,Females,From 15 to 64 years,No response,Norway,2016,1.0
Thousand persons,Females,From 15 to 64 years,No response,Norway,2017,
Thousand persons,Females,From 15 to 64 years,No response,Norway,2018,
Thousand persons,Females,From 15 to 64 years,No response,Norway,2019,
Thousand persons,Females,From 15 to 64 years,No response,Serbia,2014,
Thousand persons,Females,From 15 to 64 years,No response,Serbia,2023,3.2
Thousand persons,Females,From 15 to 64 years,No response,Sweden,2014,
Thousand persons,Females,From 15 to 64 years,No response,Sweden,2015,1.0
Thousand persons,Females,From 15 to 64 years,No response,Sweden,2016,
Thousand persons,Females,From 15 to 64 years,No response,Sweden,2017,1.6
Thousand persons,Females,From 15 to 64 years,No response,Sweden,2018,1.6
Thousand persons,Females,From 15 to 64 years,No response,Sweden,2019,
Thousand persons,Females,From 15 to 64 years,No response,Sweden,2020,3.7
Thousand persons,Females,From 15 to 64 years,No response,Slovenia,2021,
Thousand persons,Females,From 15 to 64 years,No response,Slovenia,2022,
Thousand persons,Females,From 15 to 64 years,No response,Türkiye,2014,7508.4
Thousand persons,Females,From 15 to 64 years,No response,Türkiye,2015,7836.3
Thousand persons,Females,From 15 to 64 years,No response,Türkiye,2016,8117.8
Thousand persons,Females,From 15 to 64 years,No response,Türkiye,2017,8522.6
Thousand persons,Females,From 15 to 64 years,No response,Türkiye,2018,8791.0
Thousand persons,Females,From 15 to 64 years,No response,Türkiye,2019,8693.7
Thousand persons,Females,From 15 to 64 years,No response,Türkiye,2020,8108.3
Thousand persons,Females,From 15 to 64 years,No response,Türkiye,2021,8775.7
Thousand persons,Females,From 15 to 64 years,No response,Türkiye,2022,9650.8
Thousand persons,Females,From 15 to 64 years,No response,Türkiye,2023,10045.4
Thousand persons,Females,From 15 to 64 years,No response,United Kingdom,2014,
Thousand persons,Females,From 15 to 64 years,No response,United Kingdom,2015,
Thousand persons,Females,From 15 to 64 years,No response,United Kingdom,2018,
Thousand persons,Females,From 15 to 64 years,Stateless,Austria,2014,
Thousand persons,Females,From 15 to 64 years,Stateless,Austria,2015,
Thousand persons,Females,From 15 to 64 years,Stateless,Austria,2016,
Thousand persons,Females,From 15 to 64 years,Stateless,Austria,2017,
Thousand persons,Females,From 15 to 64 years,Stateless,Austria,2018,
Thousand persons,Females,From 15 to 64 years,Stateless,Austria,2019,
Thousand persons,Females,From 15 to 64 years,Stateless,Austria,2020,
Thousand persons,Females,From 15 to 64 years,Stateless,Austria,2021,
Thousand persons,Females,From 15 to 64 years,Stateless,Austria,2022,
Thousand persons,Females,From 15 to 64 years,Stateless,Austria,2023,
Thousand persons,Females,From 15 to 64 years,Stateless,Bosnia and Herzegovina,2021,
Thousand persons,Females,From 15 to 64 years,Stateless,Belgium,2014,
Thousand persons,Females,From 15 to 64 years,Stateless,Belgium,2015,
Thousand persons,Females,From 15 to 64 years,Stateless,Belgium,2016,2.2
Thousand persons,Females,From 15 to 64 years,Stateless,Belgium,2017,
Thousand persons,Females,From 15 to 64 years,Stateless,Belgium,2018,
Thousand persons,Females,From 15 to 64 years,Stateless,Belgium,2019,
Thousand persons,Females,From 15 to 64 years,Stateless,Belgium,2020,
Thousand persons,Females,From 15 to 64 years,Stateless,Belgium,2021,
Thousand persons,Females,From 15 to 64 years,Stateless,Belgium,2022,
Thousand persons,Females,From 15 to 64 years,Stateless,Belgium,2023,
Thousand persons,Females,From 15 to 64 years,Stateless,Switzerland,2014,
Thousand persons,Females,From 15 to 64 years,Stateless,Switzerland,2015,
Thousand persons,Females,From 15 to 64 years,Stateless,Czechia,2014,
Thousand persons,Females,From 15 to 64 years,Stateless,Czechia,2015,
Thousand persons,Females,From 15 to 64 years,Stateless,Czechia,2016,
Thousand persons,Females,From 15 to 64 years,Stateless,Czechia,2017,0.6
Thousand persons,Females,From 15 to 64 years,Stateless,Czechia,2018,
Thousand persons,Females,From 15 to 64 years,Stateless,Czechia,2020,
Thousand persons,Females,From 15 to 64 years,Stateless,Germany,2014,
Thousand persons,Females,From 15 to 64 years,Stateless,Germany,2015,
Thousand persons,Females,From 15 to 64 years,Stateless,Germany,2016,
Thousand persons,Females,From 15 to 64 years,Stateless,Germany,2017,
Thousand persons,Females,From 15 to 64 years,Stateless,Germany,2018,
Thousand persons,Females,From 15 to 64 years,Stateless,Germany,2019,
Thousand persons,Females,From 15 to 64 years,Stateless,Germany,2020,
Thousand persons,Females,From 15 to 64 years,Stateless,Germany,2021,
Thousand persons,Females,From 15 to 64 years,Stateless,Germany,2022,
Thousand persons,Females,From 15 to 64 years,Stateless,Germany,2023,
Thousand persons,Females,From 15 to 64 years,Stateless,Euro area – 20 countries (from 2023),2014,10.3
Thousand persons,Females,From 15 to 64 years,Stateless,Euro area – 20 countries (from 2023),2015,7.9
Thousand persons,Females,From 15 to 64 years,Stateless,Euro area – 20 countries (from 2023),2016,11.3
Thousand persons,Females,From 15 to 64 years,Stateless,Euro area – 20 countries (from 2023),2017,6.0
Thousand persons,Females,From 15 to 64 years,Stateless,Euro area – 20 countries (from 2023),2018,
Thousand persons,Females,From 15 to 64 years,Stateless,Euro area – 20 countries (from 2023),2019,
Thousand persons,Females,From 15 to 64 years,Stateless,Euro area – 20 countries (from 2023),2020,
Thousand persons,Females,From 15 to 64 years,Stateless,Euro area – 20 countries (from 2023),2021,
Thousand persons,Females,From 15 to 64 years,Stateless,Euro area – 20 countries (from 2023),2022,
Thousand persons,Females,From 15 to 64 years,Stateless,Euro area – 20 countries (from 2023),2023,14.2
Thousand persons,Females,From 15 to 64 years,Stateless,Spain,2020,
Thousand persons,Females,From 15 to 64 years,Stateless,European Union - 27 countries (from 2020),2014,12.8
Thousand persons,Females,From 15 to 64 years,Stateless,European Union - 27 countries (from 2020),2015,8.0
Thousand persons,Females,From 15 to 64 years,Stateless,European Union - 27 countries (from 2020),2016,11.4
Thousand persons,Females,From 15 to 64 years,Stateless,European Union - 27 countries (from 2020),2017,6.8
Thousand persons,Females,From 15 to 64 years,Stateless,European Union - 27 countries (from 2020),2018,
Thousand persons,Females,From 15 to 64 years,Stateless,European Union - 27 countries (from 2020),2019,
Thousand persons,Females,From 15 to 64 years,Stateless,European Union - 27 countries (from 2020),2020,
Thousand persons,Females,From 15 to 64 years,Stateless,European Union - 27 countries (from 2020),2021,
Thousand persons,Females,From 15 to 64 years,Stateless,European Union - 27 countries (from 2020),2022,
Thousand persons,Females,From 15 to 64 years,Stateless,European Union - 27 countries (from 2020),2023,16.1
Thousand persons,Females,From 15 to 64 years,Stateless,Finland,2016,
Thousand persons,Females,From 15 to 64 years,Stateless,Finland,2017,
Thousand persons,Females,From 15 to 64 years,Stateless,Finland,2018,
Thousand persons,Females,From 15 to 64 years,Stateless,Finland,2019,
Thousand persons,Females,From 15 to 64 years,Stateless,Finland,2021,
Thousand persons,Females,From 15 to 64 years,Stateless,Finland,2022,
Thousand persons,Females,From 15 to 64 years,Stateless,Finland,2023,
Thousand persons,Females,From 15 to 64 years,Stateless,France,2021,
Thousand persons,Females,From 15 to 64 years,Stateless,France,2023,
Thousand persons,Females,From 15 to 64 years,Stateless,Ireland,2014,
Thousand persons,Females,From 15 to 64 years,Stateless,Ireland,2015,
Thousand persons,Females,From 15 to 64 years,Stateless,Iceland,2022,
Thousand persons,Females,From 15 to 64 years,Stateless,Italy,2016,
Thousand persons,Females,From 15 to 64 years,Stateless,Italy,2017,
Thousand persons,Females,From 15 to 64 years,Stateless,Italy,2018,
Thousand persons,Females,From 15 to 64 years,Stateless,Italy,2019,
Thousand persons,Females,From 15 to 64 years,Stateless,Italy,2021,
Thousand persons,Females,From 15 to 64 years,Stateless,Lithuania,2014,
Thousand persons,Females,From 15 to 64 years,Stateless,Lithuania,2015,
Thousand persons,Females,From 15 to 64 years,Stateless,Lithuania,2016,
Thousand persons,Females,From 15 to 64 years,Stateless,Lithuania,2019,
Thousand persons,Females,From 15 to 64 years,Stateless,Lithuania,2020,
Thousand persons,Females,From 15 to 64 years,Stateless,Luxembourg,2015,
Thousand persons,Females,From 15 to 64 years,Stateless,Latvia,2017,
Thousand persons,Females,From 15 to 64 years,Stateless,Latvia,2018,
Thousand persons,Females,From 15 to 64 years,Stateless,Latvia,2019,
Thousand persons,Females,From 15 to 64 years,Stateless,Latvia,2022,
Thousand persons,Females,From 15 to 64 years,Stateless,Latvia,2023,2.1
Thousand persons,Females,From 15 to 64 years,Stateless,North Macedonia,2015,
Thousand persons,Females,From 15 to 64 years,Stateless,North Macedonia,2016,
Thousand persons,Females,From 15 to 64 years,Stateless,North Macedonia,2018,
